segment,section_size_group,dd,rank_from_min,lr_side,diff_sum,games_sum,machine_count,pay_rate
3F,small,2,2,L,-2300,39695,1,98.07
3F,small,2,1,R,18200,29297,1,120.71
3F,medium,2,1,L,23800,276626,5,102.87
3F,medium,2,2,L,19000,213754,5,102.96
3F,medium,2,3,L,28700,259974,5,103.68
3F,medium,2,4,L,6900,246062,5,100.93
3F,medium,2,5,L,4400,306684,6,100.48
3F,medium,2,6,L,87800,371998,7,107.87
3F,medium,2,7,L,34900,460657,9,102.53
3F,medium,2,8,L,26900,388688,8,102.31
3F,medium,2,9,L,17600,328833,7,101.78
3F,medium,2,10,L,-25500,244777,6,96.53
3F,medium,2,11,L,11900,263985,5,101.5
3F,medium,2,12,L,-1900,207548,5,99.69
3F,medium,2,13,L,9000,186996,4,101.6
3F,medium,2,1,R,10600,301756,6,101.17
3F,medium,2,2,R,15900,266391,6,101.99
3F,medium,2,3,R,-11100,295631,6,98.75
3F,medium,2,4,R,9600,286799,6,101.12
3F,medium,2,5,R,-300,229765,5,99.96
3F,medium,2,6,R,-5500,211188,4,99.13
3F,medium,2,7,R,15900,56977,2,109.3
3F,medium,2,8,R,-10800,132606,3,97.29
3F,medium,2,9,R,-15800,207870,4,97.47
3F,medium,2,10,R,-2100,179393,4,99.61
3F,medium,2,11,R,14800,188354,4,102.62
3F,medium,2,12,R,1100,204872,4,100.18
3F,medium,2,13,R,7800,114688,2,102.27
3F,large,2,1,L,31900,444476,8,102.39
3F,large,2,2,L,5500,374415,8,100.49
3F,large,2,3,L,18700,378494,8,101.65
3F,large,2,4,L,4400,423336,8,100.35
3F,large,2,5,L,17100,380367,8,101.5
3F,large,2,6,L,-8100,397289,8,99.32
3F,large,2,7,L,43000,409336,8,103.5
3F,large,2,8,L,8300,598561,12,100.46
3F,large,2,9,L,-14200,406160,9,98.83
3F,large,2,10,L,2500,275498,6,100.3
3F,large,2,11,L,-5000,305434,7,99.45
3F,large,2,12,L,-20500,326166,7,97.9
3F,large,2,13,L,22400,296160,7,102.52
3F,large,2,1,R,31400,323721,6,103.23
3F,large,2,2,R,-5800,312315,6,99.38
3F,large,2,3,R,10900,298885,6,101.22
3F,large,2,4,R,40300,307198,6,104.37
3F,large,2,5,R,36500,304661,6,103.99
3F,large,2,6,R,-15300,291362,6,98.25
3F,large,2,7,R,13300,276998,6,101.6
3F,large,2,8,R,8400,96524,2,102.9
3F,large,2,9,R,-7300,233136,5,98.96
3F,large,2,10,R,26200,392561,8,102.22
3F,large,2,11,R,3500,329241,7,100.35
3F,large,2,12,R,-5000,354060,7,99.53
3F,large,2,13,R,-26000,339350,7,97.45
3F,small,3,2,L,7800,46586,1,105.58
3F,small,3,1,R,-2900,33463,1,97.11
3F,medium,3,1,L,-7000,241990,5,99.04
3F,medium,3,2,L,-10900,236424,5,98.46
3F,medium,3,3,L,17100,239468,5,102.38
3F,medium,3,4,L,-12900,221997,5,98.06
3F,medium,3,5,L,35400,289417,6,104.08
3F,medium,3,6,L,6000,313114,7,100.64
3F,medium,3,7,L,-1700,406398,9,99.86
3F,medium,3,8,L,-12200,390069,8,98.96
3F,medium,3,9,L,24200,330359,7,102.44
3F,medium,3,10,L,5000,284101,6,100.59
3F,medium,3,11,L,10700,198949,5,101.79
3F,medium,3,12,L,8400,239689,5,101.17
3F,medium,3,13,L,-14900,190562,4,97.39
3F,medium,3,1,R,13700,319531,6,101.43
3F,medium,3,2,R,8400,282913,6,100.99
3F,medium,3,3,R,16000,276938,6,101.93
3F,medium,3,4,R,-5900,295582,6,99.33
3F,medium,3,5,R,12900,219899,5,101.96
3F,medium,3,6,R,-6200,209562,4,99.01
3F,medium,3,7,R,41600,64576,2,121.47
3F,medium,3,8,R,15300,149464,3,103.41
3F,medium,3,9,R,4800,199999,4,100.8
3F,medium,3,10,R,17900,178496,4,103.34
3F,medium,3,11,R,20000,210702,4,103.16
3F,medium,3,12,R,-17300,191264,4,96.98
3F,medium,3,13,R,2900,120338,2,100.8
3F,large,3,1,L,-19700,472188,8,98.61
3F,large,3,2,L,39500,409708,8,103.21
3F,large,3,3,L,16000,401327,8,101.33
3F,large,3,4,L,8300,421667,8,100.66
3F,large,3,5,L,-2200,400777,8,99.82
3F,large,3,6,L,1800,412343,8,100.15
3F,large,3,7,L,31300,382365,8,102.73
3F,large,3,8,L,-4900,615085,12,99.73
3F,large,3,9,L,-35000,393432,9,97.03
3F,large,3,10,L,-19900,279443,6,97.63
3F,large,3,11,L,2500,328958,7,100.25
3F,large,3,12,L,7500,320630,7,100.78
3F,large,3,13,L,7000,304630,7,100.77
3F,large,3,1,R,-200,332527,6,99.98
3F,large,3,2,R,-13500,285025,6,98.42
3F,large,3,3,R,-10400,290914,6,98.81
3F,large,3,4,R,-15000,268670,6,98.14
3F,large,3,5,R,-13000,274599,6,98.42
3F,large,3,6,R,17600,275651,6,102.13
3F,large,3,7,R,-10100,281534,6,98.8
3F,large,3,8,R,-11400,88853,2,95.72
3F,large,3,9,R,15200,263526,5,101.92
3F,large,3,10,R,700,353901,8,100.07
3F,large,3,11,R,2700,358000,7,100.25
3F,large,3,12,R,2800,327133,7,100.29
3F,large,3,13,R,29600,367355,7,102.69
3F,small,4,2,L,6000,67691,1,102.95
3F,small,4,1,R,9500,23677,1,113.37
3F,medium,4,1,L,-12300,258021,5,98.41
3F,medium,4,2,L,12200,222545,5,101.83
3F,medium,4,3,L,1900,232827,5,100.27
3F,medium,4,4,L,-1800,214551,5,99.72
3F,medium,4,5,L,16000,276434,6,101.93
3F,medium,4,6,L,37200,309532,7,104.01
3F,medium,4,7,L,-11700,407450,9,99.04
3F,medium,4,8,L,30300,336088,8,103.01
3F,medium,4,9,L,-2100,313955,7,99.78
3F,medium,4,10,L,15500,269883,6,101.91
3F,medium,4,11,L,-1300,229437,5,99.81
3F,medium,4,12,L,7400,213699,5,101.15
3F,medium,4,13,L,2600,180154,4,100.48
3F,medium,4,1,R,-4300,309119,6,99.54
3F,medium,4,2,R,-24900,260426,6,96.81
3F,medium,4,3,R,12900,279168,6,101.54
3F,medium,4,4,R,-26700,273525,6,96.75
3F,medium,4,5,R,9300,230998,5,101.34
3F,medium,4,6,R,31800,168182,4,106.3
3F,medium,4,7,R,-11400,83461,2,95.45
3F,medium,4,8,R,-7800,132533,3,98.04
3F,medium,4,9,R,-22800,162757,4,95.33
3F,medium,4,10,R,-10200,175863,4,98.07
3F,medium,4,11,R,-4700,198514,4,99.21
3F,medium,4,12,R,-11500,187398,4,97.95
3F,medium,4,13,R,1300,109112,2,100.4
3F,large,4,1,L,-2600,416994,8,99.79
3F,large,4,2,L,29700,412820,8,102.4
3F,large,4,3,L,30700,369741,8,102.77
3F,large,4,4,L,3700,383057,8,100.32
3F,large,4,5,L,5300,385255,8,100.46
3F,large,4,6,L,23800,336542,8,102.36
3F,large,4,7,L,16600,410896,8,101.35
3F,large,4,8,L,14400,526504,12,100.91
3F,large,4,9,L,38700,419172,9,103.08
3F,large,4,10,L,17100,233579,6,102.44
3F,large,4,11,L,30400,316658,7,103.2
3F,large,4,12,L,-11300,304209,7,98.76
3F,large,4,13,L,-5400,300931,7,99.4
3F,large,4,1,R,-800,323851,6,99.92
3F,large,4,2,R,30300,298221,6,103.39
3F,large,4,3,R,13900,293927,6,101.58
3F,large,4,4,R,-12700,285610,6,98.52
3F,large,4,5,R,-11600,290925,6,98.67
3F,large,4,6,R,-1000,270792,6,99.88
3F,large,4,7,R,9300,273740,6,101.13
3F,large,4,8,R,-11400,80675,2,95.29
3F,large,4,9,R,19400,236772,5,102.73
3F,large,4,10,R,-4300,384015,8,99.63
3F,large,4,11,R,-1900,322348,7,99.8
3F,large,4,12,R,9600,321115,7,101.0
3F,large,4,13,R,-19200,343157,7,98.13
3F,small,5,2,L,2900,48463,1,101.99
3F,small,5,1,R,1900,24392,1,102.6
3F,medium,5,1,L,3700,256300,5,100.48
3F,medium,5,2,L,27200,246112,5,103.68
3F,medium,5,3,L,25300,245776,5,103.43
3F,medium,5,4,L,-17200,228665,5,97.49
3F,medium,5,5,L,6700,295603,6,100.76
3F,medium,5,6,L,-3600,322077,7,99.63
3F,medium,5,7,L,-5200,438810,9,99.6
3F,medium,5,8,L,43700,383799,8,103.8
3F,medium,5,9,L,-4400,297745,7,99.51
3F,medium,5,10,L,18000,288126,6,102.08
3F,medium,5,11,L,34900,240615,5,104.83
3F,medium,5,12,L,-20600,217857,5,96.85
3F,medium,5,13,L,600,199673,4,100.1
3F,medium,5,1,R,-6600,341189,6,99.36
3F,medium,5,2,R,-1300,264544,6,99.84
3F,medium,5,3,R,31500,291947,6,103.6
3F,medium,5,4,R,-7700,254334,6,98.99
3F,medium,5,5,R,43100,255922,5,105.61
3F,medium,5,6,R,5200,173477,4,101.0
3F,medium,5,7,R,4400,77299,2,101.9
3F,medium,5,8,R,3600,130805,3,100.92
3F,medium,5,9,R,22900,195374,4,103.91
3F,medium,5,10,R,44300,189343,4,107.8
3F,medium,5,11,R,-20300,187181,4,96.38
3F,medium,5,12,R,4800,197454,4,100.81
3F,medium,5,13,R,800,107700,2,100.25
3F,large,5,1,L,41600,459487,8,103.02
3F,large,5,2,L,23700,422773,8,101.87
3F,large,5,3,L,-12200,378430,8,98.93
3F,large,5,4,L,-9800,378308,8,99.14
3F,large,5,5,L,7200,396208,8,100.61
3F,large,5,6,L,3100,403741,8,100.26
3F,large,5,7,L,10000,380226,8,100.88
3F,large,5,8,L,-2200,564563,12,99.87
3F,large,5,9,L,32800,413398,9,102.64
3F,large,5,10,L,7100,270982,6,100.87
3F,large,5,11,L,27800,326393,7,102.84
3F,large,5,12,L,42400,323462,7,104.37
3F,large,5,13,L,4400,287063,7,100.51
3F,large,5,1,R,-65900,295789,6,92.57
3F,large,5,2,R,18400,275749,6,102.22
3F,large,5,3,R,6300,248889,6,100.84
3F,large,5,4,R,19900,267912,6,102.48
3F,large,5,5,R,68300,265178,6,108.59
3F,large,5,6,R,22700,260191,6,102.91
3F,large,5,7,R,37400,264591,6,104.71
3F,large,5,8,R,-8000,85596,2,96.88
3F,large,5,9,R,17100,225869,5,102.52
3F,large,5,10,R,5400,387408,8,100.46
3F,large,5,11,R,13600,376729,7,101.2
3F,large,5,12,R,-6400,372168,7,99.43
3F,large,5,13,R,8300,360636,7,100.77
3F,small,6,2,L,6500,45468,1,104.77
3F,small,6,1,R,-4100,26585,1,94.86
3F,medium,6,1,L,-700,251850,5,99.91
3F,medium,6,2,L,-1000,192270,5,99.83
3F,medium,6,3,L,15800,208960,5,102.52
3F,medium,6,4,L,26100,220450,5,103.95
3F,medium,6,5,L,27500,254899,6,103.6
3F,medium,6,6,L,-10400,345306,7,99.0
3F,medium,6,7,L,-10200,379467,9,99.1
3F,medium,6,8,L,21400,362471,8,101.97
3F,medium,6,9,L,32500,291955,7,103.71
3F,medium,6,10,L,16800,305282,6,101.83
3F,medium,6,11,L,46600,220665,5,107.04
3F,medium,6,12,L,20000,207047,5,103.22
3F,medium,6,13,L,15100,182167,4,102.76
3F,medium,6,1,R,4200,292579,6,100.48
3F,medium,6,2,R,-8800,271202,6,98.92
3F,medium,6,3,R,-27100,258249,6,96.5
3F,medium,6,4,R,-10700,239157,6,98.51
3F,medium,6,5,R,6600,228320,5,100.96
3F,medium,6,6,R,2600,192439,4,100.45
3F,medium,6,7,R,32000,79203,2,113.47
3F,medium,6,8,R,12700,128974,3,103.28
3F,medium,6,9,R,18500,198462,4,103.11
3F,medium,6,10,R,-11700,168926,4,97.69
3F,medium,6,11,R,5700,162903,4,101.17
3F,medium,6,12,R,-6200,187250,4,98.9
3F,medium,6,13,R,-2600,105903,2,99.18
3F,large,6,1,L,-36600,402619,8,96.97
3F,large,6,2,L,-9100,355506,8,99.15
3F,large,6,3,L,13500,356155,8,101.26
3F,large,6,4,L,-5800,345592,8,99.44
3F,large,6,5,L,17700,369622,8,101.6
3F,large,6,6,L,-16800,371921,8,98.49
3F,large,6,7,L,-4700,368415,8,99.57
3F,large,6,8,L,-29800,561560,12,98.23
3F,large,6,9,L,46900,427646,9,103.66
3F,large,6,10,L,13700,260917,6,101.75
3F,large,6,11,L,-29300,308677,7,96.84
3F,large,6,12,L,27300,339467,7,102.68
3F,large,6,13,L,55400,302707,7,106.1
3F,large,6,1,R,-21400,306402,6,97.67
3F,large,6,2,R,31000,254576,6,104.06
3F,large,6,3,R,23100,271976,6,102.83
3F,large,6,4,R,62800,264868,6,107.9
3F,large,6,5,R,27700,272108,6,103.39
3F,large,6,6,R,5900,268601,6,100.73
3F,large,6,7,R,16800,270646,6,102.07
3F,large,6,8,R,18600,88616,2,107.0
3F,large,6,9,R,7300,217746,5,101.12
3F,large,6,10,R,3900,367166,8,100.35
3F,large,6,11,R,-15700,333827,7,98.43
3F,large,6,12,R,3700,321019,7,100.38
3F,large,6,13,R,-13400,314393,7,98.58
3F,small,7,2,L,8100,72148,1,103.74
3F,small,7,1,R,13600,43015,1,110.54
3F,medium,7,1,L,19800,338241,5,101.95
3F,medium,7,2,L,36300,344609,5,103.51
3F,medium,7,3,L,40300,351671,5,103.82
3F,medium,7,4,L,45500,330576,5,104.59
3F,medium,7,5,L,30900,410201,6,102.51
3F,medium,7,6,L,24800,474829,7,101.74
3F,medium,7,7,L,53900,637876,9,102.82
3F,medium,7,8,L,29900,544981,8,101.83
3F,medium,7,9,L,43300,486683,7,102.97
3F,medium,7,10,L,19500,388158,6,101.67
3F,medium,7,11,L,58000,336944,5,105.74
3F,medium,7,12,L,20800,338785,5,102.05
3F,medium,7,13,L,33400,276470,4,104.03
3F,medium,7,1,R,12600,451079,6,100.93
3F,medium,7,2,R,44200,425556,6,103.46
3F,medium,7,3,R,-8600,428865,6,99.33
3F,medium,7,4,R,31800,430160,6,102.46
3F,medium,7,5,R,58400,359250,5,105.42
3F,medium,7,6,R,40600,268977,4,105.03
3F,medium,7,7,R,9300,117735,2,102.63
3F,medium,7,8,R,37900,194612,3,106.49
3F,medium,7,9,R,15200,273427,4,101.85
3F,medium,7,10,R,22700,271535,4,102.79
3F,medium,7,11,R,-13700,276627,4,98.35
3F,medium,7,12,R,32700,298935,4,103.65
3F,medium,7,13,R,10300,167054,2,102.06
3F,large,7,1,L,18900,631412,8,101.0
3F,large,7,2,L,36300,561243,8,102.16
3F,large,7,3,L,45400,571003,8,102.65
3F,large,7,4,L,89900,587774,8,105.1
3F,large,7,5,L,53100,533800,8,103.32
3F,large,7,6,L,26000,541741,8,101.6
3F,large,7,7,L,41200,549465,8,102.5
3F,large,7,8,L,49800,849705,12,101.95
3F,large,7,9,L,115700,638596,9,106.04
3F,large,7,10,L,38600,394261,6,103.26
3F,large,7,11,L,34400,457538,7,102.51
3F,large,7,12,L,-13400,493811,7,99.1
3F,large,7,13,L,21200,464767,7,101.52
3F,large,7,1,R,-10200,446315,6,99.24
3F,large,7,2,R,14400,420467,6,101.14
3F,large,7,3,R,1400,412093,6,100.11
3F,large,7,4,R,-2200,426348,6,99.83
3F,large,7,5,R,-14900,429597,6,98.84
3F,large,7,6,R,6600,419476,6,100.52
3F,large,7,7,R,32900,427928,6,102.56
3F,large,7,8,R,4500,121291,2,101.24
3F,large,7,9,R,36400,365099,5,103.32
3F,large,7,10,R,44400,597885,8,102.48
3F,large,7,11,R,76200,500116,7,105.08
3F,large,7,12,R,74400,508269,7,104.88
3F,large,7,13,R,44100,507109,7,102.9
3F,small,8,2,L,4300,58139,1,102.47
3F,small,8,1,R,8400,32647,1,108.58
3F,medium,8,1,L,19400,291655,5,102.22
3F,medium,8,2,L,42400,265723,5,105.32
3F,medium,8,3,L,13800,264064,5,101.74
3F,medium,8,4,L,38300,246154,5,105.19
3F,medium,8,5,L,21900,273567,6,102.67
3F,medium,8,6,L,13900,357881,7,101.29
3F,medium,8,7,L,20600,434007,9,101.58
3F,medium,8,8,L,19200,434699,8,101.47
3F,medium,8,9,L,-7200,323486,7,99.26
3F,medium,8,10,L,41500,287666,6,104.81
3F,medium,8,11,L,13500,251281,5,101.79
3F,medium,8,12,L,16000,252334,5,102.11
3F,medium,8,13,L,10900,196551,4,101.85
3F,medium,8,1,R,-21300,326701,6,97.83
3F,medium,8,2,R,12700,306633,6,101.38
3F,medium,8,3,R,58100,294381,6,106.58
3F,medium,8,4,R,27500,317564,6,102.89
3F,medium,8,5,R,9200,234368,5,101.31
3F,medium,8,6,R,21200,191452,4,103.69
3F,medium,8,7,R,-14400,86925,2,94.48
3F,medium,8,8,R,-11900,120955,3,96.72
3F,medium,8,9,R,12300,219223,4,101.87
3F,medium,8,10,R,4500,206776,4,100.73
3F,medium,8,11,R,-1800,215534,4,99.72
3F,medium,8,12,R,4400,217734,4,100.67
3F,medium,8,13,R,4400,110883,2,101.32
3F,large,8,1,L,20000,481534,8,101.38
3F,large,8,2,L,13300,432623,8,101.02
3F,large,8,3,L,35700,429009,8,102.77
3F,large,8,4,L,10900,396313,8,100.92
3F,large,8,5,L,-19300,406590,8,98.42
3F,large,8,6,L,-2700,381083,8,99.76
3F,large,8,7,L,18400,378743,8,101.62
3F,large,8,8,L,47200,623679,12,102.52
3F,large,8,9,L,4600,436648,9,100.35
3F,large,8,10,L,-10700,309527,6,98.85
3F,large,8,11,L,21800,337485,7,102.15
3F,large,8,12,L,-14300,358308,7,98.67
3F,large,8,13,L,46200,338644,7,104.55
3F,large,8,1,R,-12300,336799,6,98.78
3F,large,8,2,R,-13100,305460,6,98.57
3F,large,8,3,R,-23100,287765,6,97.32
3F,large,8,4,R,2300,295615,6,100.26
3F,large,8,5,R,50000,307835,6,105.41
3F,large,8,6,R,15100,289885,6,101.74
3F,large,8,7,R,41500,279414,6,104.95
3F,large,8,8,R,-3000,95419,2,98.95
3F,large,8,9,R,6800,257917,5,100.88
3F,large,8,10,R,25100,434199,8,101.93
3F,large,8,11,R,32600,381896,7,102.85
3F,large,8,12,R,4800,369975,7,100.43
3F,large,8,13,R,-16300,371810,7,98.54
3F,small,9,2,L,7400,57749,1,104.27
3F,small,9,1,R,-6100,36110,1,94.37
3F,medium,9,1,L,17000,260630,5,102.17
3F,medium,9,2,L,46300,280361,5,105.5
3F,medium,9,3,L,39800,259749,5,105.11
3F,medium,9,4,L,25300,253884,5,103.32
3F,medium,9,5,L,12000,279753,6,101.43
3F,medium,9,6,L,34300,374643,7,103.05
3F,medium,9,7,L,59000,479118,9,104.1
3F,medium,9,8,L,11700,407145,8,100.96
3F,medium,9,9,L,9000,337584,7,100.89
3F,medium,9,10,L,29200,323730,6,103.01
3F,medium,9,11,L,-1400,229153,5,99.8
3F,medium,9,12,L,24900,261522,5,103.17
3F,medium,9,13,L,24100,192000,4,104.18
3F,medium,9,1,R,16600,339692,6,101.63
3F,medium,9,2,R,5100,294966,6,100.58
3F,medium,9,3,R,25200,308001,6,102.73
3F,medium,9,4,R,34600,293259,6,103.93
3F,medium,9,5,R,2300,230161,5,100.33
3F,medium,9,6,R,9800,195569,4,101.67
3F,medium,9,7,R,13800,79205,2,105.81
3F,medium,9,8,R,36400,154587,3,107.85
3F,medium,9,9,R,38200,199916,4,106.37
3F,medium,9,10,R,26500,208569,4,104.24
3F,medium,9,11,R,-14200,222523,4,97.87
3F,medium,9,12,R,1900,223635,4,100.28
3F,medium,9,13,R,-1500,120736,2,99.59
3F,large,9,1,L,-34700,425565,8,97.28
3F,large,9,2,L,11900,418445,8,100.95
3F,large,9,3,L,48000,416439,8,103.84
3F,large,9,4,L,23200,402879,8,101.92
3F,large,9,5,L,43800,408308,8,103.58
3F,large,9,6,L,18900,412307,8,101.53
3F,large,9,7,L,7300,388517,8,100.63
3F,large,9,8,L,19900,651553,12,101.02
3F,large,9,9,L,79300,447111,9,105.91
3F,large,9,10,L,8200,295582,6,100.92
3F,large,9,11,L,9100,331085,7,100.92
3F,large,9,12,L,37500,343908,7,103.63
3F,large,9,13,L,4700,352523,7,100.44
3F,large,9,1,R,32900,331838,6,103.3
3F,large,9,2,R,-28700,307167,6,96.89
3F,large,9,3,R,6800,299640,6,100.76
3F,large,9,4,R,21100,336649,6,102.09
3F,large,9,5,R,3300,282097,6,100.39
3F,large,9,6,R,5700,292147,6,100.65
3F,large,9,7,R,46200,294371,6,105.23
3F,large,9,8,R,-12000,104946,2,96.19
3F,large,9,9,R,-12100,263328,5,98.47
3F,large,9,10,R,4300,386125,8,100.37
3F,large,9,11,R,44500,351691,7,104.22
3F,large,9,12,R,59400,349715,7,105.66
3F,large,9,13,R,-34300,382888,7,97.01
3F,small,10,2,L,3800,57249,1,102.21
3F,small,10,1,R,2300,29283,1,102.62
3F,medium,10,1,L,27900,265170,5,103.51
3F,medium,10,2,L,-36900,251643,5,95.11
3F,medium,10,3,L,-29000,255283,5,96.21
3F,medium,10,4,L,28800,285238,5,103.37
3F,medium,10,5,L,12900,325630,6,101.32
3F,medium,10,6,L,30900,369713,7,102.79
3F,medium,10,7,L,47900,465558,9,103.43
3F,medium,10,8,L,-27500,408630,8,97.76
3F,medium,10,9,L,28900,390289,7,102.47
3F,medium,10,10,L,-7100,302575,6,99.22
3F,medium,10,11,L,-13100,280420,5,98.44
3F,medium,10,12,L,11200,250339,5,101.49
3F,medium,10,13,L,15200,198955,4,102.55
3F,medium,10,1,R,3100,346789,6,100.3
3F,medium,10,2,R,-19800,293375,6,97.75
3F,medium,10,3,R,16000,330109,6,101.62
3F,medium,10,4,R,29800,314377,6,103.16
3F,medium,10,5,R,-200,241598,5,99.97
3F,medium,10,6,R,7400,200084,4,101.23
3F,medium,10,7,R,-5600,76236,2,97.55
3F,medium,10,8,R,4000,122956,3,101.08
3F,medium,10,9,R,17700,244581,4,102.41
3F,medium,10,10,R,2800,191234,4,100.49
3F,medium,10,11,R,10500,191850,4,101.82
3F,medium,10,12,R,600,234675,4,100.09
3F,medium,10,13,R,-1200,125778,2,99.68
3F,large,10,1,L,12800,467839,8,100.91
3F,large,10,2,L,17700,439544,8,101.34
3F,large,10,3,L,-3300,444301,8,99.75
3F,large,10,4,L,16400,417103,8,101.31
3F,large,10,5,L,-100,429506,8,99.99
3F,large,10,6,L,2600,383630,8,100.23
3F,large,10,7,L,20500,443356,8,101.54
3F,large,10,8,L,3000,650852,12,100.15
3F,large,10,9,L,46300,504404,9,103.06
3F,large,10,10,L,9400,316484,6,100.99
3F,large,10,11,L,25700,359197,7,102.38
3F,large,10,12,L,53200,363168,7,104.88
3F,large,10,13,L,11000,360032,7,101.02
3F,large,10,1,R,-3800,322841,6,99.61
3F,large,10,2,R,-63500,333274,6,93.65
3F,large,10,3,R,-21700,322360,6,97.76
3F,large,10,4,R,52700,304668,6,105.77
3F,large,10,5,R,-43300,291947,6,95.06
3F,large,10,6,R,28300,315165,6,102.99
3F,large,10,7,R,59600,310397,6,106.4
3F,large,10,8,R,9900,95165,2,103.47
3F,large,10,9,R,67000,267035,5,108.36
3F,large,10,10,R,8100,424095,8,100.64
3F,large,10,11,R,600,397192,7,100.05
3F,large,10,12,R,76400,409926,7,106.21
3F,large,10,13,R,-600,440963,7,99.95
3F,small,11,2,L,2000,68185,1,100.98
3F,small,11,1,R,7200,40580,1,105.91
3F,medium,11,1,L,-10700,306706,5,98.84
3F,medium,11,2,L,45000,314937,5,104.76
3F,medium,11,3,L,1700,307377,5,100.18
3F,medium,11,4,L,-3300,294885,5,99.63
3F,medium,11,5,L,42300,359297,6,103.92
3F,medium,11,6,L,33300,412051,7,102.69
3F,medium,11,7,L,17600,550758,9,101.07
3F,medium,11,8,L,21000,487340,8,101.44
3F,medium,11,9,L,32700,387289,7,102.81
3F,medium,11,10,L,-21400,331228,6,97.85
3F,medium,11,11,L,3600,279389,5,100.43
3F,medium,11,12,L,-300,287677,5,99.97
3F,medium,11,13,L,-25100,223785,4,96.26
3F,medium,11,1,R,-11900,381083,6,98.96
3F,medium,11,2,R,-10300,329327,6,98.96
3F,medium,11,3,R,-5400,329270,6,99.45
3F,medium,11,4,R,13600,366496,6,101.24
3F,medium,11,5,R,18700,296304,5,102.1
3F,medium,11,6,R,18600,256735,4,102.41
3F,medium,11,7,R,9300,112728,2,102.75
3F,medium,11,8,R,11800,190349,3,102.07
3F,medium,11,9,R,-5500,238392,4,99.23
3F,medium,11,10,R,-11300,261733,4,98.56
3F,medium,11,11,R,-12600,264692,4,98.41
3F,medium,11,12,R,-3100,282996,4,99.63
3F,medium,11,13,R,11400,150467,2,102.53
3F,large,11,1,L,49500,541384,8,103.05
3F,large,11,2,L,5300,514519,8,100.34
3F,large,11,3,L,-10600,468162,8,99.25
3F,large,11,4,L,42100,517103,8,102.71
3F,large,11,5,L,30100,493524,8,102.03
3F,large,11,6,L,-2300,493919,8,99.84
3F,large,11,7,L,56600,460982,8,104.09
3F,large,11,8,L,-27300,708926,12,98.72
3F,large,11,9,L,1600,517638,9,100.1
3F,large,11,10,L,7300,352222,6,100.69
3F,large,11,11,L,32100,383565,7,102.79
3F,large,11,12,L,31000,400017,7,102.58
3F,large,11,13,L,-5300,455548,7,99.61
3F,large,11,1,R,-49700,371528,6,95.54
3F,large,11,2,R,-53200,369153,6,95.2
3F,large,11,3,R,48100,353721,6,104.53
3F,large,11,4,R,4700,365041,6,100.43
