segment,section_size_group,dd,rank_from_min,lr_side,diff_sum,games_sum,machine_count,pay_rate
AT,large,1,10,L,-26900,518484,10,98.27
AT,large,1,11,L,26500,614577,12,101.44
AT,large,1,12,L,-3000,646366,12,99.85
AT,large,1,13,L,42300,638781,12,102.21
AT,large,1,1,R,-27800,601796,11,98.46
AT,large,1,2,R,13300,564719,11,100.79
AT,large,1,3,R,55600,593090,11,103.12
AT,large,1,4,R,12100,587970,11,100.69
AT,large,1,5,R,23500,577376,11,101.36
AT,large,1,6,R,42000,572287,11,102.45
AT,large,1,7,R,27000,571039,11,101.58
AT,large,1,8,R,3700,353374,7,100.35
AT,large,1,9,R,19800,360556,6,101.83
AT,large,1,10,R,5800,688801,13,100.28
AT,large,1,11,R,136900,602151,11,107.58
AT,large,1,12,R,43100,617350,11,102.33
AT,large,1,13,R,48100,587123,11,102.73
AT,small,2,1,L,4800,51160,1,103.13
AT,small,2,2,L,1500,75848,2,100.66
AT,small,2,3,L,6000,39399,1,105.08
AT,small,2,4,L,1200,157301,3,100.25
AT,small,2,5,L,3900,93785,2,101.39
AT,small,2,6,L,1200,91805,2,100.44
AT,small,2,7,L,4600,106633,2,101.44
AT,small,2,8,L,2400,58759,1,101.36
AT,small,2,1,R,10200,116856,3,102.91
AT,small,2,2,R,9000,109378,2,102.74
AT,small,2,3,R,3900,102003,2,101.27
AT,small,2,5,R,-2700,36676,1,97.55
AT,small,2,6,R,3300,53171,1,102.07
AT,small,2,7,R,5700,52650,1,103.61
AT,medium,2,1,L,79700,708135,14,103.75
AT,medium,2,2,L,47300,585522,14,102.69
AT,medium,2,3,L,35700,627685,14,101.9
AT,medium,2,4,L,68900,671958,14,103.42
AT,medium,2,5,L,42300,710192,16,101.99
AT,medium,2,6,L,108000,807673,17,104.46
AT,medium,2,7,L,106400,922610,21,103.84
AT,medium,2,8,L,64600,691764,16,103.11
AT,medium,2,9,L,37300,679671,15,101.83
AT,medium,2,10,L,-20500,493198,12,98.61
AT,medium,2,11,L,10200,480967,10,100.71
AT,medium,2,12,L,-4900,420932,10,99.61
AT,medium,2,13,L,12800,260077,6,101.64
AT,medium,2,1,R,16300,551752,12,100.98
AT,medium,2,2,R,-5700,495902,12,99.62
AT,medium,2,3,R,35600,517561,12,102.29
AT,medium,2,4,R,55900,547769,12,103.4
AT,medium,2,5,R,3900,431200,10,100.3
AT,medium,2,6,R,500,429780,9,100.04
AT,medium,2,7,R,49900,203187,5,108.19
AT,medium,2,8,R,47000,429839,10,103.64
AT,medium,2,9,R,21800,512797,11,101.42
AT,medium,2,10,R,30600,448142,10,102.28
AT,medium,2,11,R,26500,415136,9,102.13
AT,medium,2,12,R,20800,432409,9,101.6
AT,medium,2,13,R,2500,203040,4,100.41
AT,large,2,1,L,40700,603321,12,102.25
AT,large,2,2,L,24900,533540,12,101.56
AT,large,2,3,L,25600,530498,12,101.61
AT,large,2,4,L,24700,592896,12,101.39
AT,large,2,5,L,15100,531786,12,100.95
AT,large,2,6,L,9400,571272,12,100.55
AT,large,2,7,L,34300,542451,12,102.11
AT,large,2,8,L,33300,757547,16,101.47
AT,large,2,9,L,-13700,736399,17,99.38
AT,large,2,10,L,1400,438946,10,100.11
AT,large,2,11,L,9500,488912,12,100.65
AT,large,2,12,L,1000,529526,12,100.06
AT,large,2,13,L,-7800,494903,12,99.47
AT,large,2,1,R,35100,526831,11,102.22
AT,large,2,2,R,17900,522496,11,101.14
AT,large,2,3,R,12600,490931,11,100.86
AT,large,2,4,R,53800,506898,11,103.54
AT,large,2,5,R,59200,486682,11,104.05
AT,large,2,6,R,31400,507241,11,102.06
AT,large,2,7,R,32200,461734,11,102.32
AT,large,2,8,R,9100,276523,7,101.1
AT,large,2,9,R,3200,277374,6,100.38
AT,large,2,10,R,36300,572418,13,102.11
AT,large,2,11,R,49100,469906,11,103.48
AT,large,2,12,R,27700,510477,11,101.81
AT,large,2,13,R,-12900,484985,11,99.11
AT,small,3,1,L,-700,45435,1,99.49
AT,small,3,2,L,18800,106364,2,105.89
AT,small,3,3,L,-1000,49564,1,99.33
AT,small,3,4,L,3800,147771,3,100.86
AT,small,3,5,L,16500,97987,2,105.61
AT,small,3,6,L,4300,89121,2,101.61
AT,small,3,7,L,14400,115333,2,104.16
AT,small,3,8,L,-3000,42484,1,97.65
AT,small,3,1,R,6100,157057,3,101.29
AT,small,3,2,R,5300,108204,2,101.63
AT,small,3,3,R,15900,125480,2,104.22
AT,small,3,5,R,900,51593,1,100.58
AT,small,3,6,R,-400,53681,1,99.75
AT,small,3,7,R,-1200,51768,1,99.23
AT,medium,3,1,L,59200,684388,14,102.88
AT,medium,3,2,L,41400,656148,14,102.1
AT,medium,3,3,L,73200,661335,14,103.69
AT,medium,3,4,L,25400,635179,14,101.33
AT,medium,3,5,L,93600,717187,16,104.35
AT,medium,3,6,L,68000,764203,17,102.97
AT,medium,3,7,L,27700,918484,21,101.01
AT,medium,3,8,L,13800,704858,16,100.65
AT,medium,3,9,L,57600,688749,15,102.79
AT,medium,3,10,L,17500,550518,12,101.06
AT,medium,3,11,L,38200,423130,10,103.01
AT,medium,3,12,L,31800,478040,10,102.22
AT,medium,3,13,L,-23800,285450,6,97.22
AT,medium,3,1,R,45800,587577,12,102.6
AT,medium,3,2,R,36800,525553,12,102.33
AT,medium,3,3,R,12300,524622,12,100.78
AT,medium,3,4,R,55500,524033,12,103.53
AT,medium,3,5,R,21600,429470,10,101.68
AT,medium,3,6,R,35300,404781,9,102.91
AT,medium,3,7,R,57300,206085,5,109.27
AT,medium,3,8,R,54200,475827,10,103.8
AT,medium,3,9,R,50300,520201,11,103.22
AT,medium,3,10,R,22000,456799,10,101.61
AT,medium,3,11,R,41700,430099,9,103.23
AT,medium,3,12,R,500,430115,9,100.04
AT,medium,3,13,R,26500,197542,4,104.47
AT,large,3,1,L,-43100,646778,12,97.78
AT,large,3,2,L,60700,570523,12,103.55
AT,large,3,3,L,19500,558665,12,101.16
AT,large,3,4,L,-1500,576951,12,99.91
AT,large,3,5,L,16700,574628,12,100.97
AT,large,3,6,L,16300,563584,12,100.96
AT,large,3,7,L,9500,528038,12,100.6
AT,large,3,8,L,22700,786212,16,100.96
AT,large,3,9,L,36900,742599,17,101.66
AT,large,3,10,L,-23500,460475,10,98.3
AT,large,3,11,L,32900,532407,12,102.06
AT,large,3,12,L,-26900,534043,12,98.32
AT,large,3,13,L,-7000,505572,12,99.54
AT,large,3,1,R,-11000,547959,11,99.33
AT,large,3,2,R,-35200,479903,11,97.56
AT,large,3,3,R,37700,510114,11,102.46
AT,large,3,4,R,-25100,481750,11,98.26
AT,large,3,5,R,-8900,485610,11,99.39
AT,large,3,6,R,12700,480607,11,100.88
AT,large,3,7,R,38700,488170,11,102.64
AT,large,3,8,R,12800,290681,7,101.47
AT,large,3,9,R,14300,298239,6,101.6
AT,large,3,10,R,-6400,545748,13,99.61
AT,large,3,11,R,30300,509082,11,101.98
AT,large,3,12,R,1900,481749,11,100.13
AT,large,3,13,R,76300,520726,11,104.88
AT,small,4,1,L,-3500,44887,1,97.4
AT,small,4,2,L,6100,115207,2,101.76
AT,small,4,3,L,-6500,33362,1,93.51
AT,small,4,4,L,-7600,142710,3,98.22
AT,small,4,5,L,-13600,87000,2,94.79
AT,small,4,6,L,-7800,97852,2,97.34
AT,small,4,7,L,9700,123152,2,102.63
AT,small,4,8,L,100,50657,1,100.07
AT,small,4,1,R,10000,136725,3,102.44
AT,small,4,2,R,1600,96686,2,100.55
AT,small,4,3,R,10600,119779,2,102.95
AT,small,4,5,R,6100,52159,1,103.9
AT,small,4,6,R,-2200,47193,1,98.45
AT,small,4,7,R,-4800,48360,1,96.69
AT,medium,4,1,L,34000,666369,14,101.7
AT,medium,4,2,L,47700,600882,14,102.65
AT,medium,4,3,L,0,647632,14,100.0
AT,medium,4,4,L,2200,602874,14,100.12
AT,medium,4,5,L,-5900,682688,16,99.71
AT,medium,4,6,L,117900,747449,17,105.26
AT,medium,4,7,L,37000,856413,21,101.44
AT,medium,4,8,L,75600,642003,16,103.93
AT,medium,4,9,L,-5100,641527,15,99.74
AT,medium,4,10,L,-700,519626,12,99.96
AT,medium,4,11,L,2400,439704,10,100.18
AT,medium,4,12,L,32900,436224,10,102.51
AT,medium,4,13,L,19500,258193,6,102.52
AT,medium,4,1,R,-17800,542489,12,98.91
AT,medium,4,2,R,-26500,483985,12,98.17
AT,medium,4,3,R,11100,489057,12,100.76
AT,medium,4,4,R,23900,508706,12,101.57
AT,medium,4,5,R,17700,393494,10,101.5
AT,medium,4,6,R,53500,368330,9,104.84
AT,medium,4,7,R,9500,225056,5,101.41
AT,medium,4,8,R,33300,450862,10,102.46
AT,medium,4,9,R,-20100,445085,11,98.49
AT,medium,4,10,R,22800,455259,10,101.67
AT,medium,4,11,R,-900,434845,9,99.93
AT,medium,4,12,R,11400,403848,9,100.94
AT,medium,4,13,R,34300,193559,4,105.91
AT,large,4,1,L,-3900,585884,12,99.78
AT,large,4,2,L,57800,571329,12,103.37
AT,large,4,3,L,38200,527845,12,102.41
AT,large,4,4,L,-26200,531147,12,98.36
AT,large,4,5,L,16800,555333,12,101.01
AT,large,4,6,L,55700,479605,12,103.87
AT,large,4,7,L,10000,551585,12,100.6
AT,large,4,8,L,28000,684086,16,101.36
AT,large,4,9,L,63700,726165,17,102.92
AT,large,4,10,L,48800,404566,10,104.02
AT,large,4,11,L,98800,508880,12,106.47
AT,large,4,12,L,-36900,510012,12,97.59
AT,large,4,13,L,25500,520898,12,101.63
AT,large,4,1,R,-5500,528274,11,99.65
AT,large,4,2,R,57200,500622,11,103.81
AT,large,4,3,R,18400,486018,11,101.26
AT,large,4,4,R,-16400,465328,11,98.83
AT,large,4,5,R,-5900,490766,11,99.6
AT,large,4,6,R,-7900,450812,11,99.42
AT,large,4,7,R,16900,457797,11,101.23
AT,large,4,8,R,16300,259537,7,102.09
AT,large,4,9,R,16300,279216,6,101.95
AT,large,4,10,R,14600,556232,13,100.87
AT,large,4,11,R,3300,460310,11,100.24
AT,large,4,12,R,-7000,455885,11,99.49
AT,large,4,13,R,-24100,493210,11,98.37
AT,small,5,1,L,1100,41667,1,100.88
AT,small,5,2,L,9100,90849,2,103.34
AT,small,5,3,L,9900,49397,1,106.68
AT,small,5,4,L,11000,160012,3,102.29
AT,small,5,5,L,6400,102493,2,102.08
AT,small,5,6,L,-3400,90774,2,98.75
AT,small,5,7,L,4400,98254,2,101.49
AT,small,5,8,L,-4800,49674,1,96.78
AT,small,5,1,R,7400,135009,3,101.83
AT,small,5,2,R,12100,114488,2,103.52
AT,small,5,3,R,3200,95396,2,101.12
AT,small,5,5,R,1100,40499,1,100.91
AT,small,5,6,R,-500,45692,1,99.64
AT,small,5,7,R,-2800,45851,1,97.96
AT,medium,5,1,L,-8700,656412,14,99.56
AT,medium,5,2,L,11700,609096,14,100.64
AT,medium,5,3,L,35000,608450,14,101.92
AT,medium,5,4,L,17400,599999,14,100.97
AT,medium,5,5,L,39200,705840,16,101.85
AT,medium,5,6,L,39600,709165,17,101.86
AT,medium,5,7,L,96700,870501,21,103.7
AT,medium,5,8,L,108700,693123,16,105.23
AT,medium,5,9,L,13400,635673,15,100.7
AT,medium,5,10,L,43700,540727,12,102.69
AT,medium,5,11,L,65100,439272,10,104.94
AT,medium,5,12,L,-14900,437093,10,98.86
AT,medium,5,13,L,23400,277403,6,102.81
AT,medium,5,1,R,23700,587475,12,101.34
AT,medium,5,2,R,33800,482475,12,102.34
AT,medium,5,3,R,49600,485502,12,103.41
AT,medium,5,4,R,55800,469513,12,103.96
AT,medium,5,5,R,97300,456171,10,107.11
AT,medium,5,6,R,70900,350259,9,106.75
AT,medium,5,7,R,13400,200598,5,102.23
AT,medium,5,8,R,50800,417779,10,104.05
AT,medium,5,9,R,55900,479301,11,103.89
AT,medium,5,10,R,44800,476100,10,103.14
AT,medium,5,11,R,200,392322,9,100.02
AT,medium,5,12,R,29400,409950,9,102.39
AT,medium,5,13,R,22500,187309,4,104.0
AT,large,5,1,L,57000,606918,12,103.13
AT,large,5,2,L,-5900,571442,12,99.66
AT,large,5,3,L,-21200,527001,12,98.66
AT,large,5,4,L,-5200,518613,12,99.67
AT,large,5,5,L,3600,540423,12,100.22
AT,large,5,6,L,20200,543205,12,101.24
AT,large,5,7,L,40000,527990,12,102.53
AT,large,5,8,L,22300,718899,16,101.03
AT,large,5,9,L,27200,733749,17,101.24
AT,large,5,10,L,18200,445117,10,101.36
AT,large,5,11,L,3400,510102,12,100.22
AT,large,5,12,L,16800,511065,12,101.1
AT,large,5,13,L,18700,486136,12,101.28
AT,large,5,1,R,-91200,497978,11,93.9
AT,large,5,2,R,36200,462618,11,102.61
AT,large,5,3,R,48400,433655,11,103.72
AT,large,5,4,R,45500,455049,11,103.33
AT,large,5,5,R,89200,452360,11,106.57
AT,large,5,6,R,15800,438894,11,101.2
AT,large,5,7,R,42200,439251,11,103.2
AT,large,5,8,R,24700,272400,7,103.02
AT,large,5,9,R,16900,264738,6,102.13
AT,large,5,10,R,52200,572772,13,103.04
AT,large,5,11,R,42800,505455,11,102.82
AT,large,5,12,R,-19100,491865,11,98.71
AT,large,5,13,R,38900,501119,11,102.59
AT,small,6,1,L,1900,43499,1,101.46
AT,small,6,2,L,7300,86615,2,102.81
AT,small,6,3,L,600,40294,1,100.5
AT,small,6,4,L,4200,145693,3,100.96
AT,small,6,5,L,-3000,85985,2,98.84
AT,small,6,6,L,-4300,87643,2,98.36
AT,small,6,7,L,-3500,92779,2,98.74
AT,small,6,8,L,5000,49648,1,103.36
AT,small,6,1,R,-8100,128102,3,97.89
AT,small,6,2,R,17100,118325,2,104.82
AT,small,6,3,R,-1000,106063,2,99.69
AT,small,6,5,R,1000,45394,1,100.73
AT,small,6,6,R,-400,45516,1,99.71
AT,small,6,7,R,0,54172,1,100.0
AT,medium,6,1,L,19300,654030,14,100.98
AT,medium,6,2,L,21800,560284,14,101.3
AT,medium,6,3,L,42600,631040,14,102.25
AT,medium,6,4,L,73500,629844,14,103.89
AT,medium,6,5,L,38400,659030,16,101.94
AT,medium,6,6,L,29100,751414,17,101.29
AT,medium,6,7,L,9700,829290,21,100.39
AT,medium,6,8,L,77400,678254,16,103.8
AT,medium,6,9,L,32300,660500,15,101.63
AT,medium,6,10,L,12300,542982,12,100.76
AT,medium,6,11,L,39200,420259,10,103.11
AT,medium,6,12,L,2900,431584,10,100.22
AT,medium,6,13,L,38200,265360,6,104.8
AT,medium,6,1,R,-12600,549347,12,99.24
AT,medium,6,2,R,16600,500311,12,101.11
AT,medium,6,3,R,12000,491670,12,100.81
AT,medium,6,4,R,45000,465914,12,103.22
AT,medium,6,5,R,7000,435885,10,100.54
AT,medium,6,6,R,-2600,377416,9,99.77
AT,medium,6,7,R,40700,213882,5,106.34
AT,medium,6,8,R,9700,426171,10,100.76
AT,medium,6,9,R,73600,515982,11,104.75
AT,medium,6,10,R,31600,417342,10,102.52
AT,medium,6,11,R,18000,375745,9,101.6
AT,medium,6,12,R,19000,408122,9,101.55
AT,medium,6,13,R,3700,192504,4,100.64
AT,large,6,1,L,-58600,576145,12,96.61
AT,large,6,2,L,4400,512133,12,100.29
AT,large,6,3,L,-25400,522908,12,98.38
AT,large,6,4,L,15400,505774,12,101.01
AT,large,6,5,L,5500,534999,12,100.34
AT,large,6,6,L,17800,528965,12,101.12
AT,large,6,7,L,21200,507732,12,101.39
AT,large,6,8,L,-6400,722458,16,99.7
AT,large,6,9,L,65500,737727,17,102.96
AT,large,6,10,L,-1000,429602,10,99.92
AT,large,6,11,L,-48400,498550,12,96.76
AT,large,6,12,L,37700,559866,12,102.24
AT,large,6,13,L,65400,531132,12,104.1
AT,large,6,1,R,41000,534939,11,102.55
AT,large,6,2,R,53000,446855,11,103.95
AT,large,6,3,R,53800,480954,11,103.73
AT,large,6,4,R,65700,476312,11,104.6
AT,large,6,5,R,21100,474572,11,101.48
AT,large,6,6,R,28500,473428,11,102.01
AT,large,6,7,R,21100,489117,11,101.44
AT,large,6,8,R,44700,296655,7,105.02
AT,large,6,9,R,8900,257978,6,101.15
AT,large,6,10,R,19900,545164,13,101.22
AT,large,6,11,R,2000,476669,11,100.14
AT,large,6,12,R,41800,450324,11,103.09
AT,large,6,13,R,-6300,445088,11,99.53
AT,small,7,1,L,900,58282,1,100.51
AT,small,7,2,L,16700,133829,2,104.16
AT,small,7,3,L,2300,57303,1,101.34
AT,small,7,4,L,6300,205141,3,101.02
AT,small,7,5,L,17800,137334,2,104.32
AT,small,7,6,L,19100,143056,2,104.45
AT,small,7,7,L,15300,151588,2,103.36
AT,small,7,8,L,8300,69506,1,103.98
AT,small,7,1,R,14400,175284,3,102.74
AT,small,7,2,R,12700,144773,2,102.92
AT,small,7,3,R,-300,132161,2,99.92
AT,small,7,5,R,-1400,62185,1,99.25
AT,small,7,6,R,3500,63646,1,101.83
AT,small,7,7,R,300,68501,1,100.15
AT,medium,7,1,L,42800,869306,14,101.64
AT,medium,7,2,L,96700,866708,14,103.72
AT,medium,7,3,L,71900,882308,14,102.72
AT,medium,7,4,L,115100,865501,14,104.43
AT,medium,7,5,L,94700,988051,16,103.19
AT,medium,7,6,L,127300,1034981,17,104.1
AT,medium,7,7,L,162100,1322699,21,104.09
AT,medium,7,8,L,127400,1019734,16,104.16
AT,medium,7,9,L,69700,970934,15,102.39
AT,medium,7,10,L,57400,765532,12,102.5
AT,medium,7,11,L,63000,626396,10,103.35
AT,medium,7,12,L,25800,639205,10,101.35
AT,medium,7,13,L,73700,396317,6,106.2
AT,medium,7,1,R,11200,797525,12,100.47
AT,medium,7,2,R,81900,750046,12,103.64
AT,medium,7,3,R,45500,773519,12,101.96
AT,medium,7,4,R,106500,768133,12,104.62
AT,medium,7,5,R,79300,628004,10,104.21
AT,medium,7,6,R,100000,521461,9,106.39
AT,medium,7,7,R,9100,305952,5,100.99
AT,medium,7,8,R,85300,585203,10,104.86
AT,medium,7,9,R,38100,685562,11,101.85
AT,medium,7,10,R,113400,609884,10,106.2
AT,medium,7,11,R,-4900,561495,9,99.71
AT,medium,7,12,R,40200,598700,9,102.24
AT,medium,7,13,R,20400,283850,4,102.4
AT,large,7,1,L,60600,863854,12,102.34
AT,large,7,2,L,53900,776222,12,102.31
AT,large,7,3,L,46900,793963,12,101.97
AT,large,7,4,L,88100,806963,12,103.64
AT,large,7,5,L,52400,748208,12,102.33
AT,large,7,6,L,83100,749777,12,103.69
AT,large,7,7,L,71500,765284,12,103.11
AT,large,7,8,L,81300,1063096,16,102.55
AT,large,7,9,L,115800,1083517,17,103.56
AT,large,7,10,L,42400,630775,10,102.24
AT,large,7,11,L,73000,747204,12,103.26
AT,large,7,12,L,-22000,779945,12,99.06
AT,large,7,13,L,64200,736376,12,102.91
AT,large,7,1,R,3500,751195,11,100.16
AT,large,7,2,R,61900,709062,11,102.91
AT,large,7,3,R,31300,698853,11,101.49
AT,large,7,4,R,21000,719058,11,100.97
AT,large,7,5,R,300,717796,11,100.01
AT,large,7,6,R,19800,705000,11,100.94
AT,large,7,7,R,58000,721391,11,102.68
AT,large,7,8,R,59200,414922,7,104.76
AT,large,7,9,R,48500,419536,6,103.85
AT,large,7,10,R,56600,866657,13,102.18
AT,large,7,11,R,134800,698113,11,106.44
AT,large,7,12,R,111800,715690,11,105.21
AT,large,7,13,R,88800,711605,11,104.16
AT,small,8,1,L,-500,57284,1,99.71
AT,small,8,2,L,3200,105024,2,101.02
AT,small,8,3,L,4300,50440,1,102.84
AT,small,8,4,L,4900,165544,3,100.99
AT,small,8,5,L,5100,106534,2,101.6
AT,small,8,6,L,2600,94597,2,100.92
AT,small,8,7,L,7200,103376,2,102.32
AT,small,8,8,L,-1500,51529,1,99.03
AT,small,8,1,R,17200,166859,3,103.44
AT,small,8,2,R,7500,94876,2,102.64
AT,small,8,3,R,14700,130771,2,103.75
AT,small,8,5,R,1400,53057,1,100.88
AT,small,8,6,R,7700,54903,1,104.67
AT,small,8,7,R,-2400,54700,1,98.54
AT,medium,8,1,L,21200,739087,14,100.96
AT,medium,8,2,L,125400,709670,14,105.89
AT,medium,8,3,L,2600,697833,14,100.12
AT,medium,8,4,L,79600,679158,14,103.91
AT,medium,8,5,L,14000,734622,16,100.64
AT,medium,8,6,L,111900,770717,17,104.84
AT,medium,8,7,L,57700,938751,21,102.05
AT,medium,8,8,L,119000,764103,16,105.19
AT,medium,8,9,L,9900,702143,15,100.47
AT,medium,8,10,L,48400,550792,12,102.93
AT,medium,8,11,L,10600,473599,10,100.75
AT,medium,8,12,L,31400,486500,10,102.15
AT,medium,8,13,L,13200,288084,6,101.53
AT,medium,8,1,R,-12600,596868,12,99.3
AT,medium,8,2,R,9300,561673,12,100.55
AT,medium,8,3,R,87900,553402,12,105.29
AT,medium,8,4,R,56400,567113,12,103.32
AT,medium,8,5,R,68800,438014,10,105.24
AT,medium,8,6,R,35200,415821,9,102.82
AT,medium,8,7,R,-12400,243826,5,98.3
AT,medium,8,8,R,10300,453228,10,100.76
AT,medium,8,9,R,70100,530735,11,104.4
AT,medium,8,10,R,8000,483837,10,100.55
AT,medium,8,11,R,56300,437942,9,104.29
AT,medium,8,12,R,10600,454415,9,100.78
AT,medium,8,13,R,20800,203016,4,103.42
AT,large,8,1,L,77100,675996,12,103.8
AT,large,8,2,L,31800,604754,12,101.75
AT,large,8,3,L,51300,624201,12,102.74
AT,large,8,4,L,15900,571763,12,100.93
AT,large,8,5,L,-15400,596615,12,99.14
AT,large,8,6,L,52900,564322,12,103.12
AT,large,8,7,L,29600,548120,12,101.8
AT,large,8,8,L,45000,792278,16,101.89
AT,large,8,9,L,27700,783250,17,101.18
AT,large,8,10,L,24500,514874,10,101.59
AT,large,8,11,L,41400,552580,12,102.5
AT,large,8,12,L,-3800,559998,12,99.77
AT,large,8,13,L,34000,551301,12,102.06
AT,large,8,1,R,-55300,560792,11,96.71
AT,large,8,2,R,25700,528408,11,101.62
AT,large,8,3,R,23200,506209,11,101.53
AT,large,8,4,R,60800,523879,11,103.87
AT,large,8,5,R,89100,542783,11,105.47
AT,large,8,6,R,42200,508139,11,102.77
AT,large,8,7,R,69800,499786,11,104.66
AT,large,8,8,R,43000,324626,7,104.42
AT,large,8,9,R,4600,291175,6,100.53
AT,large,8,10,R,28500,613746,13,101.55
AT,large,8,11,R,29100,542542,11,101.79
AT,large,8,12,R,44700,518553,11,102.87
AT,large,8,13,R,37400,510024,11,102.44
AT,small,9,1,L,-7200,32424,1,92.6
AT,small,9,2,L,10600,108608,2,103.25
AT,small,9,3,L,10400,51128,1,106.78
AT,small,9,4,L,-3200,146872,3,99.27
AT,small,9,5,L,9300,102628,2,103.02
AT,small,9,6,L,-4900,97148,2,98.32
AT,small,9,7,L,3500,104482,2,101.12
AT,small,9,8,L,-600,43626,1,99.54
AT,small,9,1,R,-1300,153784,3,99.72
AT,small,9,2,R,-10000,104001,2,96.79
AT,small,9,3,R,11000,98444,2,103.72
AT,small,9,5,R,-2900,46962,1,97.94
AT,small,9,6,R,3400,45893,1,102.47
AT,small,9,7,R,-4800,58563,1,97.27
AT,medium,9,1,L,51100,670353,14,102.54
AT,medium,9,2,L,87300,713387,14,104.08
AT,medium,9,3,L,58800,657988,14,102.98
AT,medium,9,4,L,27800,665035,14,101.39
AT,medium,9,5,L,36700,703751,16,101.74
AT,medium,9,6,L,68800,775857,17,102.96
AT,medium,9,7,L,108100,997569,21,103.61
AT,medium,9,8,L,61800,741850,16,102.78
AT,medium,9,9,L,48600,716765,15,102.26
AT,medium,9,10,L,16700,568166,12,100.98
AT,medium,9,11,L,29000,448950,10,102.15
AT,medium,9,12,L,37500,490825,10,102.55
AT,medium,9,13,L,25300,270664,6,103.12
AT,medium,9,1,R,23200,608425,12,101.27
AT,medium,9,2,R,20300,546258,12,101.24
AT,medium,9,3,R,73000,558622,12,104.36
AT,medium,9,4,R,48000,538228,12,102.97
AT,medium,9,5,R,5800,419492,10,100.46
AT,medium,9,6,R,32500,375125,9,102.89
AT,medium,9,7,R,49700,223435,5,107.41
AT,medium,9,8,R,65200,459409,10,104.73
AT,medium,9,9,R,44300,506158,11,102.92
AT,medium,9,10,R,10700,506872,10,100.7
AT,medium,9,11,R,29600,452783,9,102.18
AT,medium,9,12,R,-6700,463906,9,99.52
AT,medium,9,13,R,33400,203356,4,105.47
AT,large,9,1,L,-44300,598272,12,97.53
AT,large,9,2,L,15300,586391,12,100.87
AT,large,9,3,L,37000,577628,12,102.14
AT,large,9,4,L,52000,574796,12,103.02
AT,large,9,5,L,23700,550465,12,101.44
AT,large,9,6,L,1400,574666,12,100.08
AT,large,9,7,L,-2500,564356,12,99.85
AT,large,9,8,L,36900,813200,16,101.51
AT,large,9,9,L,45400,775484,17,101.95
AT,large,9,10,L,-11200,476136,10,99.22
AT,large,9,11,L,-9600,547326,12,99.42
AT,large,9,12,L,29100,552992,12,101.75
AT,large,9,13,L,1600,579029,12,100.09
AT,large,9,1,R,52100,557291,11,103.12
AT,large,9,2,R,-50300,516535,11,96.75
AT,large,9,3,R,-2200,499374,11,99.85
AT,large,9,4,R,-4000,529027,11,99.75
AT,large,9,5,R,29600,490692,11,102.01
AT,large,9,6,R,23700,510107,11,101.55
AT,large,9,7,R,57500,516835,11,103.71
AT,large,9,8,R,3300,311052,7,100.35
AT,large,9,9,R,-4300,309652,6,99.54
