hall,dd,category,n_machines,n_positive,n_negative,agreement_rate,mean_residual,median_residual
金時,8,bt,14,5,9,0.35714285714285715,-1.0643419624761437,-2.303971506941741
金時,8,jug,9,4,5,0.4444444444444444,-0.7740798156038188,-0.5127412025030367
金時,8,oki,2,2,0,1.0,11.323612062850891,11.323612062850891
金時,8,other,44,22,22,0.5,-1.681894340696863,-0.09063076438776108
金時,9,bt,14,6,8,0.42857142857142855,-1.5707698473656002,-4.133074277768813
金時,9,jug,9,3,6,0.3333333333333333,-2.6096072493083975,-2.5358807299033117
金時,9,oki,2,1,1,0.5,-2.7394800174825686,-2.7394800174825686
金時,9,other,46,26,20,0.5652173913043478,0.9361295267979336,0.8647317399720542
金時,10,bt,13,10,3,0.7692307692307693,5.27585081987631,7.781124497991971
金時,10,jug,9,5,4,0.5555555555555556,0.132059523392681,0.048280760949193535
金時,10,oki,2,1,1,0.5,4.186249425488253,4.186249425488253
金時,10,other,46,21,25,0.45652173913043476,1.845316256935394,-1.1545860195198845
金時,11,bt,13,1,12,0.07692307692307693,-6.587066039938814,-7.241100323624597
金時,11,jug,9,6,3,0.6666666666666666,-0.13485497359600826,0.7353827606992169
金時,11,oki,2,1,1,0.5,-1.5860141532269374,-1.5860141532269374
金時,11,other,45,24,21,0.5333333333333333,2.4959193731086184,0.8681469009786369
金時,12,bt,12,6,6,0.5,1.1447843413844188,0.26476733643636763
金時,12,jug,9,6,3,0.6666666666666666,2.616728352549873,2.767864665455022
金時,12,oki,2,2,0,1.0,10.971395314082418,10.971395314082418
金時,12,other,43,26,17,0.6046511627906976,0.6606875734061667,1.1371712864250156
金時,13,bt,14,7,7,0.5,0.8683840171317458,1.3352123318221452
金時,13,jug,9,7,2,0.7777777777777778,1.252165072293646,1.7014074056899062
金時,13,oki,2,1,1,0.5,2.1834004226392487,2.1834004226392487
金時,13,other,46,16,30,0.34782608695652173,-2.1645021270067333,-2.8270356802579553
金時,14,bt,14,6,8,0.42857142857142855,-0.6984278323305146,-2.682680873020246
金時,14,jug,9,6,3,0.6666666666666666,1.656694876972863,2.792120349351702
金時,14,oki,2,0,2,0.0,-5.244400014059963,-5.244400014059963
金時,14,other,46,20,26,0.43478260869565216,-1.5358672618043903,-2.3058971549170018
金時,15,bt,14,6,8,0.42857142857142855,-4.777672896616456,-4.914376671974431
金時,15,jug,9,5,4,0.5555555555555556,1.2897098336731376,2.1283116007538716
金時,15,oki,2,2,0,1.0,9.984326348565176,9.984326348565176
金時,15,other,49,26,23,0.5306122448979592,1.1458263851694812,0.5342332818664133
金時,16,bt,14,7,7,0.5,0.702418900076261,0.34181077856501396
金時,16,jug,9,3,6,0.3333333333333333,-3.1743326577367297,-1.1890158647303366
金時,16,oki,2,0,2,0.0,-8.27762003838121,-8.27762003838121
金時,16,other,48,22,26,0.4583333333333333,-2.298112226820209,-1.6119144972928687
金時,17,bt,13,7,6,0.5384615384615384,-0.6420657159792126,0.18416206261510126
金時,17,jug,9,5,4,0.5555555555555556,-1.1382693329204914,1.6187395159357756
金時,17,oki,2,0,2,0.0,-13.483266244027417,-13.483266244027417
金時,17,other,44,20,24,0.45454545454545453,-3.581431625724058,-2.7278648836593806
金時,18,bt,13,9,4,0.6923076923076923,3.9154756819504497,5.59485530546624
金時,18,jug,9,4,5,0.4444444444444444,0.6821497808520406,-0.3043374071411442
金時,18,oki,2,2,0,1.0,12.356638176522164,12.356638176522164
金時,18,other,44,13,31,0.29545454545454547,-4.27368728463441,-4.710185708159818
金時,19,bt,14,10,4,0.7142857142857143,2.9203207423681805,4.341012699446432
金時,19,jug,9,6,3,0.6666666666666666,1.371189015073482,0.6218300187089731
金時,19,oki,2,0,2,0.0,-17.287695983941028,-17.287695983941028
金時,19,other,46,17,29,0.3695652173913043,-3.5932074745546805,-3.0807626768913767
金時,20,bt,14,8,6,0.5714285714285714,-0.7901160133552371,2.1216887226917827
金時,20,jug,9,6,3,0.6666666666666666,0.9254500916350877,2.360541115671076
金時,20,oki,2,1,1,0.5,-4.543003400538765,-4.543003400538765
金時,20,other,48,31,17,0.6458333333333334,5.099491029016149,4.9205902740398635
金時,21,bt,13,7,6,0.5384615384615384,2.5863608226940062,3.0413859480269494
金時,21,jug,9,4,5,0.4444444444444444,-0.028360587089612938,-0.08858727675396594
金時,21,oki,2,0,2,0.0,-14.920976681737855,-14.920976681737855
金時,21,other,42,15,27,0.35714285714285715,-3.4290509745824997,-3.922701719088117
金時,22,bt,14,8,6,0.5714285714285714,3.3879360537758485,2.3161666301676487
金時,22,jug,9,3,6,0.3333333333333333,-0.5860241700586895,-0.4248539564524698
金時,22,oki,2,2,0,1.0,3.7415102566111536,3.7415102566111536
金時,22,other,44,22,22,0.5,0.26924975539424884,0.1755535525794425
金時,23,bt,14,5,9,0.35714285714285715,-2.0133114492607573,-3.5424079541726616
金時,23,jug,9,3,6,0.3333333333333333,-3.44478249933345,-1.0474887629470402
金時,23,oki,2,0,2,0.0,-3.5573403181014953,-3.5573403181014953
金時,23,other,45,13,32,0.28888888888888886,-4.628443971184567,-5.766376692467524
金時,24,bt,14,7,7,0.5,-0.5806212014444598,-0.4592569006732443
金時,24,jug,9,7,2,0.7777777777777778,4.642317461795357,4.310837821331404
金時,24,oki,2,1,1,0.5,-1.242525503286675,-1.242525503286675
金時,24,other,44,23,21,0.5227272727272727,1.9605342526754201,1.5820152834547745
金時,25,bt,14,4,10,0.2857142857142857,-7.477161353513139,-6.0456730595351225
金時,25,jug,9,4,5,0.4444444444444444,-1.4907756046185217,-0.4860674842134429
金時,25,oki,2,1,1,0.5,8.029961269200097,8.029961269200097
金時,25,other,49,23,26,0.46938775510204084,-1.0510289649405813,-1.0934182590233519
金時,26,bt,14,6,8,0.42857142857142855,-0.6612459169295709,-3.6786258535484553
金時,26,jug,9,2,7,0.2222222222222222,-3.02856253812603,-4.340374815058361
金時,26,oki,2,0,2,0.0,-5.4968117588517025,-5.4968117588517025
金時,26,other,45,18,27,0.4,0.5383659646267744,-2.614776527820009
金時,27,bt,14,7,7,0.5,-1.9828665309343714,-2.2673567196964637
金時,27,jug,9,6,3,0.6666666666666666,-0.2223524762139143,1.1853720050441332
金時,27,oki,2,2,0,1.0,2.9081769232778214,2.9081769232778214
金時,27,other,43,21,22,0.4883720930232558,0.09272300550526291,-2.404448621553886
金時,28,bt,14,9,5,0.6428571428571429,4.641393128763148,1.4212184496195732
金時,28,jug,9,4,5,0.4444444444444444,-0.2154835087434203,-1.0368502171780882
金時,28,oki,2,0,2,0.0,-5.006615680420332,-5.006615680420332
金時,28,other,44,17,27,0.38636363636363635,-1.339703293141358,-2.8912920589922724
金時,29,bt,14,7,7,0.5,0.9669697557379209,1.7618935136609934
金時,29,jug,9,3,6,0.3333333333333333,0.22409217481300875,-0.31191213764430614
金時,29,oki,2,0,2,0.0,-5.0335307942919645,-5.0335307942919645
金時,29,other,43,23,20,0.5348837209302325,1.7090270467636692,0.5138746145940409
金時,30,bt,14,6,8,0.42857142857142855,-0.5254986219086655,-1.9901512404131552
金時,30,jug,9,4,5,0.4444444444444444,-1.4727679338586992,-0.6123301104760728
金時,30,oki,2,0,2,0.0,-4.431903036742167,-4.431903036742167
金時,30,other,42,27,15,0.6428571428571429,1.3663675513814202,2.11421173881933
金時,31,bt,11,6,5,0.5454545454545454,4.178968431542846,0.28112449799197137
金時,31,jug,9,5,4,0.5555555555555556,-1.109613223060259,1.269363166953525
金時,31,oki,2,0,2,0.0,-12.042188802949973,-12.042188802949973
金時,31,other,33,18,15,0.5454545454545454,2.4282789465956207,2.173913043478258
