dd_mod10,day_of_week,segment,machine_digit,n,avg_diff,plus_rate,hit104_rate,rank
7,金,N,2,263,-528.0,35.0,28.1,10.0
7,土,A,2,98,680.0,62.2,39.8,1.0
7,土,A,6,95,322.0,52.6,30.5,2.0
7,土,A,9,98,276.0,51.0,25.5,3.0
7,土,A,8,98,270.0,53.1,25.5,4.0
7,土,A,1,98,269.0,43.9,25.5,5.0
7,土,A,5,95,184.0,46.3,27.4,6.0
7,土,A,3,93,163.0,49.5,26.9,7.0
7,土,A,7,98,155.0,44.9,31.6,8.0
7,土,A,0,98,93.0,44.9,24.5,9.0
7,土,A,4,93,78.0,47.3,21.5,10.0
7,土,N,8,257,606.0,47.5,37.4,1.0
7,土,N,6,258,219.0,45.0,40.7,2.0
7,土,N,4,260,196.0,42.3,36.9,3.0
7,土,N,7,257,168.0,42.4,36.6,4.0
7,土,N,0,260,164.0,40.4,35.8,5.0
7,土,N,9,257,98.0,45.5,36.6,6.0
7,土,N,2,261,88.0,42.9,37.9,7.0
7,土,N,5,259,0.0,41.7,34.4,8.0
7,土,N,1,272,-61.0,42.6,32.4,9.0
7,土,N,3,262,-92.0,40.5,31.3,10.0
7,日,A,3,108,552.0,52.8,28.7,1.0
7,日,A,7,114,542.0,53.5,35.1,2.0
7,日,A,6,114,432.0,50.0,31.6,3.0
7,日,A,9,114,430.0,57.9,35.1,4.0
7,日,A,2,113,411.0,54.9,31.0,5.0
7,日,A,1,114,254.0,52.6,28.1,6.0
7,日,A,5,114,249.0,46.5,31.6,7.0
7,日,A,0,114,239.0,47.4,28.9,8.0
7,日,A,8,114,222.0,45.6,25.4,9.0
7,日,A,4,108,170.0,48.1,23.1,10.0
7,日,N,1,328,624.0,47.3,40.2,1.0
7,日,N,0,316,430.0,44.3,39.2,2.0
7,日,N,6,309,401.0,46.6,40.5,3.0
7,日,N,2,316,388.0,48.1,38.9,4.0
7,日,N,5,308,365.0,46.1,38.0,5.0
7,日,N,4,314,272.0,45.9,40.1,6.0
7,日,N,9,310,226.0,38.7,34.2,7.0
7,日,N,8,310,172.0,44.5,38.4,8.0
7,日,N,3,315,123.0,44.1,37.1,9.0
7,日,N,7,310,111.0,44.5,38.1,10.0
8,月,A,4,107,407.0,47.7,30.8,1.0
8,月,A,8,113,335.0,40.7,24.8,2.0
8,月,A,3,103,294.0,49.5,30.1,3.0
8,月,A,7,109,293.0,41.3,29.4,4.0
8,月,A,2,111,256.0,42.3,26.1,5.0
8,月,A,9,113,245.0,45.1,26.5,6.0
8,月,A,0,111,204.0,45.0,28.8,7.0
8,月,A,1,112,195.0,41.1,27.7,8.0
8,月,A,6,114,192.0,40.4,26.3,9.0
8,月,A,5,113,181.0,44.2,31.0,10.0
8,月,N,7,301,391.0,40.9,36.2,1.0
8,月,N,3,305,350.0,43.6,38.4,2.0
8,月,N,5,300,338.0,41.3,34.0,3.0
8,月,N,6,300,310.0,37.3,34.0,4.0
8,月,N,9,303,264.0,41.9,36.6,5.0
8,月,N,8,302,185.0,40.7,35.1,6.0
8,月,N,2,309,174.0,39.5,31.7,7.0
8,月,N,0,302,145.0,41.1,36.1,8.0
8,月,N,4,301,104.0,38.9,34.6,9.0
8,月,N,1,318,20.0,40.9,34.6,10.0
8,火,A,8,75,516.0,54.7,44.0,1.0
8,火,A,5,75,388.0,48.0,33.3,2.0
8,火,A,6,76,295.0,40.8,28.9,3.0
8,火,A,1,75,245.0,44.0,30.7,4.0
8,火,A,3,72,240.0,43.1,31.9,5.0
8,火,A,2,76,208.0,43.4,28.9,6.0
8,火,A,9,76,199.0,43.4,32.9,7.0
8,火,A,0,75,155.0,46.7,26.7,8.0
8,火,A,7,74,95.0,36.5,27.0,9.0
8,火,A,4,71,-21.0,39.4,23.9,10.0
8,火,N,6,204,773.0,45.6,40.2,1.0
8,火,N,8,204,397.0,41.7,37.3,2.0
8,火,N,0,206,381.0,42.7,36.9,3.0
8,火,N,4,209,359.0,42.1,37.3,4.0
8,火,N,5,202,319.0,44.1,40.6,5.0
8,火,N,2,208,312.0,37.0,32.7,6.0
8,火,N,1,218,209.0,40.4,35.3,7.0
8,火,N,3,208,197.0,39.4,33.7,8.0
8,火,N,7,203,168.0,39.4,32.5,9.0
8,火,N,9,199,48.0,37.7,31.2,10.0
8,水,A,8,97,453.0,51.5,37.1,1.0
8,水,A,7,96,191.0,36.5,29.2,2.0
8,水,A,6,95,156.0,33.7,22.1,3.0
8,水,A,2,96,129.0,42.7,29.2,4.0
8,水,A,3,93,117.0,40.9,28.0,5.0
8,水,A,9,96,77.0,40.6,24.0,6.0
8,水,A,5,94,50.0,35.1,22.3,7.0
8,水,A,0,97,34.0,32.0,22.7,8.0
8,水,A,4,93,25.0,43.0,26.9,9.0
8,水,A,1,98,20.0,36.7,22.4,10.0
8,水,N,9,250,354.0,40.4,33.6,1.0
8,水,N,8,251,294.0,37.5,34.7,2.0
8,水,N,0,256,182.0,34.4,30.9,3.0
8,水,N,6,248,168.0,38.7,34.3,4.0
8,水,N,7,249,154.0,34.9,29.7,5.0
8,水,N,1,268,64.0,36.9,32.5,6.0
8,水,N,3,251,-93.0,35.5,29.1,7.0
8,水,N,5,251,-102.0,32.7,27.5,8.0
8,水,N,2,258,-137.0,34.5,29.5,9.0
8,水,N,4,256,-233.0,33.6,27.3,10.0
8,木,A,4,89,372.0,49.4,38.2,1.0
8,木,A,2,94,339.0,50.0,30.9,2.0
8,木,A,9,96,218.0,42.7,24.0,3.0
8,木,A,7,93,104.0,34.4,28.0,4.0
8,木,A,6,92,52.0,35.9,26.1,5.0
8,木,A,1,92,43.0,30.4,19.6,6.0
8,木,A,3,89,39.0,37.1,22.5,7.0
8,木,A,5,93,27.0,34.4,21.5,8.0
8,木,A,0,95,19.0,29.5,23.2,9.0
8,木,A,8,93,-16.0,34.4,23.7,10.0
8,木,N,0,254,397.0,40.9,34.6,1.0
8,木,N,4,253,339.0,41.5,36.4,2.0
8,木,N,1,267,325.0,39.0,31.5,3.0
8,木,N,8,251,246.0,37.1,33.1,4.0
8,木,N,7,239,105.0,39.7,33.1,5.0
8,木,N,2,253,72.0,36.0,29.6,6.0
8,木,N,5,249,12.0,36.1,29.7,7.0
8,木,N,6,244,-10.0,33.6,29.9,8.0
8,木,N,9,241,-98.0,33.2,29.5,9.0
8,木,N,3,253,-149.0,35.6,32.8,10.0
8,金,A,4,72,350.0,48.6,27.8,1.0
8,金,A,6,76,308.0,46.1,26.3,2.0
8,金,A,0,76,224.0,40.8,32.9,3.0
8,金,A,2,73,215.0,43.8,27.4,4.0
8,金,A,1,76,158.0,36.8,30.3,5.0
8,金,A,3,72,151.0,34.7,23.6,6.0
8,金,A,7,74,73.0,36.5,21.6,7.0
8,金,A,9,76,54.0,34.2,19.7,8.0
8,金,A,5,75,37.0,38.7,25.3,9.0
8,金,A,8,75,28.0,34.7,20.0,10.0
8,金,N,4,207,685.0,44.0,35.7,1.0
8,金,N,5,205,661.0,46.3,39.0,2.0
8,金,N,0,207,487.0,41.1,33.3,3.0
8,金,N,6,204,326.0,41.2,34.8,4.0
8,金,N,8,205,297.0,42.0,35.1,5.0
8,金,N,9,205,208.0,42.0,34.1,6.0
8,金,N,7,206,200.0,40.3,33.0,7.0
8,金,N,1,211,53.0,41.7,38.4,8.0
8,金,N,3,208,39.0,40.9,36.5,9.0
8,金,N,2,207,24.0,34.3,28.0,10.0
8,土,A,5,95,629.0,61.1,43.2,1.0
8,土,A,7,97,518.0,54.6,34.0,2.0
8,土,A,9,97,373.0,46.4,33.0,3.0
8,土,A,3,92,341.0,50.0,28.3,4.0
8,土,A,2,96,324.0,46.9,33.3,5.0
8,土,A,6,95,309.0,45.3,29.5,6.0
8,土,A,0,97,301.0,40.2,26.8,7.0
8,土,A,1,97,267.0,39.2,29.9,8.0
8,土,A,4,92,242.0,46.7,30.4,9.0
8,土,A,8,97,208.0,41.2,27.8,10.0
8,土,N,7,256,586.0,43.8,38.3,1.0
8,土,N,0,260,382.0,43.1,36.9,2.0
8,土,N,4,262,279.0,41.6,33.2,3.0
8,土,N,8,258,255.0,41.5,32.9,4.0
8,土,N,2,262,227.0,42.4,34.4,5.0
8,土,N,9,258,201.0,41.5,38.0,6.0
8,土,N,5,260,57.0,41.5,33.5,7.0
8,土,N,1,271,8.0,42.8,37.6,8.0
8,土,N,6,257,-114.0,37.7,31.5,9.0
8,土,N,3,262,-139.0,36.3,30.2,10.0
8,日,A,0,98,303.0,53.1,24.5,1.0
8,日,A,9,98,240.0,40.8,29.6,2.0
8,日,A,7,98,238.0,46.9,26.5,3.0
8,日,A,1,98,206.0,54.1,32.7,4.0
8,日,A,2,98,194.0,38.8,27.6,5.0
8,日,A,4,93,166.0,44.1,25.8,6.0
8,日,A,5,95,164.0,43.2,24.2,7.0
8,日,A,3,93,96.0,45.2,28.0,8.0
8,日,A,6,95,-15.0,40.0,24.2,9.0
8,日,A,8,98,-21.0,34.7,18.4,10.0
8,日,N,0,259,359.0,45.2,38.6,1.0
8,日,N,8,257,351.0,40.5,34.6,2.0
8,日,N,5,258,281.0,40.7,32.9,3.0
8,日,N,2,261,197.0,41.0,35.6,4.0
8,日,N,6,258,189.0,41.9,38.4,5.0
8,日,N,1,272,78.0,41.2,36.4,6.0
8,日,N,3,262,56.0,38.5,32.8,7.0
8,日,N,7,257,-28.0,36.2,31.5,8.0
8,日,N,9,256,-71.0,39.5,30.9,9.0
8,日,N,4,260,-95.0,36.5,29.2,10.0
9,月,A,9,96,292.0,49.0,32.3,1.0
9,月,A,1,92,195.0,44.6,33.7,2.0
9,月,A,8,95,191.0,36.8,28.4,3.0
9,月,A,4,91,157.0,41.8,27.5,4.0
9,月,A,6,94,102.0,38.3,23.4,5.0
9,月,A,2,97,86.0,39.2,25.8,6.0
9,月,A,3,90,71.0,41.1,24.4,7.0
9,月,A,0,97,57.0,37.1,24.7,8.0
9,月,A,7,96,33.0,33.3,19.8,9.0
9,月,A,5,95,-33.0,30.5,21.1,10.0
9,月,N,4,249,128.0,37.8,32.5,1.0
9,月,N,8,247,78.0,35.6,32.8,2.0
9,月,N,1,265,70.0,38.1,30.2,3.0
9,月,N,5,250,7.0,42.4,34.4,4.0
9,月,N,2,258,-2.0,34.1,27.9,5.0
9,月,N,0,254,-4.0,33.5,29.9,6.0
9,月,N,6,248,-6.0,33.5,29.8,7.0
9,月,N,9,253,-36.0,34.0,31.2,8.0
9,月,N,7,244,-106.0,33.6,28.3,9.0
9,月,N,3,256,-326.0,31.2,27.0,10.0
9,火,A,3,108,407.0,47.2,37.0,1.0
9,火,A,8,113,336.0,46.0,25.7,2.0
9,火,A,0,114,286.0,46.5,28.9,3.0
9,火,A,7,112,275.0,42.9,31.2,4.0
9,火,A,9,113,227.0,43.4,25.7,5.0
9,火,A,5,114,197.0,41.2,30.7,6.0
9,火,A,4,108,163.0,39.8,23.1,7.0
9,火,A,1,114,158.0,39.5,27.2,8.0
9,火,A,2,113,151.0,43.4,24.8,9.0
9,火,A,6,114,131.0,41.2,28.1,10.0
9,火,N,0,314,373.0,37.9,33.4,1.0
9,火,N,5,306,292.0,39.9,35.0,2.0
9,火,N,7,303,279.0,37.6,31.7,3.0
9,火,N,9,307,251.0,42.3,36.2,4.0
9,火,N,6,308,149.0,39.0,33.8,5.0
9,火,N,4,308,118.0,39.6,34.4,6.0
9,火,N,2,314,117.0,35.0,29.9,7.0
9,火,N,8,305,33.0,38.0,32.5,8.0
9,火,N,1,327,-54.0,37.9,29.1,9.0
9,火,N,3,308,-107.0,35.7,32.1,10.0
9,水,A,3,72,650.0,56.9,36.1,1.0
9,水,A,8,76,547.0,53.9,36.8,2.0
9,水,A,2,76,463.0,53.9,38.2,3.0
9,水,A,4,71,417.0,53.5,32.4,4.0
9,水,A,6,76,382.0,51.3,34.2,5.0
9,水,A,1,76,284.0,47.4,31.6,6.0
9,水,A,7,75,279.0,45.3,25.3,7.0
9,水,A,0,76,246.0,48.7,27.6,8.0
9,水,A,5,76,205.0,39.5,21.1,9.0
9,水,A,9,75,151.0,48.0,28.0,10.0
9,水,N,4,208,1010.0,54.8,46.6,1.0
9,水,N,3,209,645.0,48.8,42.1,2.0
9,水,N,1,219,627.0,46.1,38.8,3.0
9,水,N,9,207,345.0,39.6,34.8,4.0
9,水,N,6,207,227.0,45.4,37.7,5.0
9,水,N,8,205,165.0,41.0,34.1,6.0
9,水,N,0,208,130.0,34.1,28.8,7.0
9,水,N,2,208,127.0,39.4,33.7,8.0
9,水,N,7,207,-20.0,37.2,33.8,9.0
9,水,N,5,201,-136.0,36.8,27.4,10.0
9,木,A,2,96,347.0,53.1,38.5,1.0
9,木,A,4,91,308.0,47.3,33.0,2.0
9,木,A,0,97,193.0,44.3,35.1,3.0
9,木,A,9,95,142.0,36.8,27.4,4.0
9,木,A,8,94,136.0,41.5,35.1,5.0
9,木,A,5,94,61.0,38.3,23.4,6.0
9,木,A,1,95,43.0,34.7,22.1,7.0
9,木,A,6,94,16.0,35.1,22.3,8.0
9,木,A,3,89,-22.0,29.2,18.0,9.0
9,木,A,7,92,-67.0,33.7,21.7,10.0
9,木,N,7,244,375.0,41.8,38.1,1.0
9,木,N,9,240,345.0,37.5,35.0,2.0
9,木,N,4,252,177.0,36.9,32.5,3.0
9,木,N,0,252,145.0,35.7,31.7,4.0
9,木,N,5,251,122.0,33.5,31.1,5.0
9,木,N,1,255,52.0,34.9,31.0,6.0
9,木,N,6,240,51.0,34.2,29.2,7.0
9,木,N,8,243,-12.0,33.7,29.2,8.0
9,木,N,3,252,-100.0,32.1,27.8,9.0
9,木,N,2,249,-122.0,32.5,29.3,10.0
9,金,A,3,90,326.0,50.0,30.0,1.0
9,金,A,8,96,316.0,42.7,33.3,2.0
9,金,A,6,95,283.0,40.0,26.3,3.0
9,金,A,5,94,229.0,43.6,28.7,4.0
9,金,A,7,95,207.0,47.4,27.4,5.0
9,金,A,9,94,154.0,38.3,28.7,6.0
9,金,A,2,92,117.0,40.2,26.1,7.0
9,金,A,4,91,66.0,39.6,17.6,8.0
9,金,A,0,94,64.0,39.4,20.2,9.0
9,金,A,1,96,22.0,40.6,28.1,10.0
9,金,N,6,249,298.0,36.5,31.7,1.0
9,金,N,9,253,180.0,39.9,33.2,2.0
9,金,N,2,258,50.0,37.2,32.6,3.0
9,金,N,7,252,49.0,36.1,31.7,4.0
9,金,N,8,252,42.0,34.9,32.5,5.0
9,金,N,4,256,-35.0,37.9,32.4,6.0
9,金,N,0,251,-47.0,35.5,30.7,7.0
9,金,N,1,268,-49.0,35.1,29.9,8.0
9,金,N,5,254,-100.0,35.8,29.5,9.0
9,金,N,3,256,-264.0,30.9,27.0,10.0
9,土,A,3,72,533.0,51.4,37.5,1.0
9,土,A,1,76,389.0,55.3,39.5,2.0
9,土,A,6,76,342.0,47.4,30.3,3.0
9,土,A,9,76,300.0,48.7,27.6,4.0
9,土,A,7,76,259.0,44.7,27.6,5.0
9,土,A,4,72,231.0,48.6,30.6,6.0
9,土,A,8,76,200.0,50.0,31.6,7.0
9,土,A,2,75,199.0,46.7,25.3,8.0
9,土,A,5,76,183.0,35.5,30.3,9.0
9,土,A,0,76,39.0,42.1,19.7,10.0
9,土,N,9,207,786.0,52.2,43.0,1.0
9,土,N,8,207,644.0,44.9,39.1,2.0
9,土,N,3,210,389.0,43.3,39.5,3.0
9,土,N,0,210,351.0,42.9,37.6,4.0
9,土,N,4,208,257.0,40.4,34.1,5.0
9,土,N,2,208,201.0,40.4,36.1,6.0
9,土,N,5,206,192.0,45.1,38.8,7.0
9,土,N,6,206,127.0,41.3,35.0,8.0
9,土,N,1,216,-9.0,39.8,33.3,9.0
9,土,N,7,207,-432.0,36.7,28.0,10.0
9,日,A,3,73,345.0,49.3,28.8,1.0
9,日,A,9,77,309.0,41.6,31.2,2.0
9,日,A,4,73,293.0,43.8,31.5,3.0
9,日,A,8,77,248.0,41.6,29.9,4.0
9,日,A,0,77,244.0,42.9,23.4,5.0
9,日,A,7,77,147.0,40.3,20.8,6.0
9,日,A,6,76,130.0,32.9,21.1,7.0
9,日,A,2,77,0.0,35.1,18.2,8.0
9,日,A,1,76,-20.0,39.5,22.4,9.0
9,日,A,5,76,-184.0,30.3,21.1,10.0
9,日,N,1,217,320.0,42.4,35.9,1.0
9,日,N,8,207,286.0,42.0,34.3,2.0
9,日,N,3,210,174.0,41.9,36.2,3.0
9,日,N,6,206,136.0,35.0,31.6,4.0
9,日,N,4,210,26.0,36.2,32.4,5.0
9,日,N,2,211,-31.0,39.3,32.2,6.0
9,日,N,5,208,-48.0,38.9,30.3,7.0
9,日,N,0,210,-185.0,34.8,28.6,8.0
9,日,N,7,205,-186.0,38.0,27.8,9.0
9,日,N,9,207,-202.0,37.2,30.0,10.0
