hall,date,n_machines,active_machine_count,total_games,avg_games,total_diff,avg_diff_per_machine,plus_rate,hit104_rate,budget_zscore,budget_regime
ヒロキ,20250525,256,256,1129879,4413.58984375,86381,337.42578125,0.453125,0.3203125,2.4749734016781297,strong
ヒロキ,20250526,248,248,850016,3427.483870967742,-11368,-45.83870967741935,0.39919354838709675,0.29435483870967744,0.03566369905426955,normal
ヒロキ,20250527,225,225,493313,2192.5022222222224,-11123,-49.43555555555555,0.32,0.2311111111111111,0.012771359019977628,normal
ヒロキ,20250528,226,226,473219,2093.8893805309735,-26191,-115.88938053097345,0.33185840707964603,0.2345132743362832,-0.4101779719935825,normal
ヒロキ,20250529,220,220,421003,1913.65,10614,48.24545454545454,0.36818181818181817,0.2909090909090909,0.6344679715209682,normal
ヒロキ,20250530,243,243,700962,2884.617283950617,-29000,-119.34156378600824,0.3333333333333333,0.23868312757201646,-0.4321495981384024,normal
ヒロキ,20250531,255,255,1298419,5091.839215686275,-25058,-98.26666666666667,0.36470588235294116,0.25882352941176473,-0.29801715894318104,normal
ヒロキ,20250601,252,252,1245373,4941.956349206349,-32181,-127.70238095238095,0.44047619047619047,0.2857142857142857,-0.4853625174632436,normal
ヒロキ,20250602,231,231,540849,2341.3376623376626,-19343,-83.73593073593074,0.33766233766233766,0.2683982683982684,-0.20553542379380693,normal
ヒロキ,20250603,224,224,485811,2168.7991071428573,-14264,-63.67857142857143,0.35267857142857145,0.28125,-0.07787916466825197,normal
ヒロキ,20250604,219,219,453172,2069.2785388127854,-45254,-206.63926940639269,0.2876712328767123,0.2237442922374429,-0.9877610502228898,recovery
ヒロキ,20250605,214,214,421161,1968.0420560747664,-29213,-136.50934579439252,0.35514018691588783,0.2803738317757009,-0.5414149702688815,normal
ヒロキ,20250606,255,255,1369581,5370.905882352941,28908,113.36470588235294,0.40784313725490196,0.2901960784313726,1.0489233290452828,strong
ヒロキ,20250607,256,256,1257614,4912.5546875,-26741,-104.45703125,0.37890625,0.2578125,-0.33741610340152306,normal
ヒロキ,20250608,256,256,1419332,5544.265625,106972,417.859375,0.48046875,0.3515625,2.9868978045272234,strong
ヒロキ,20250609,232,232,478289,2061.5905172413795,-22675,-97.73706896551724,0.33189655172413796,0.2629310344827586,-0.29464650279975624,normal
ヒロキ,20250610,228,228,503294,2207.4298245614036,-23660,-103.7719298245614,0.3333333333333333,0.24561403508771928,-0.33305573453377346,normal
ヒロキ,20250611,242,242,708572,2927.9834710743803,7008,28.958677685950413,0.40082644628099173,0.2603305785123967,0.5117161303266866,normal
ヒロキ,20250612,230,230,497664,2163.75652173913,-10662,-46.356521739130436,0.3739130434782609,0.3,0.032368053315706434,normal
