window_end,edge,n_obs,age,event_share,kakuban1_share,new_share,ym
2026-03-13,0.45236917344014865,60,375.8,0.25,0.7444444444444442,0.0,2026-03
2026-03-20,0.480419108121319,60,386.85,0.25,0.7333333333333331,0.0,2026-03
2026-03-27,0.4941823166191116,60,395.41111111111115,0.25,0.7166666666666666,0.0,2026-03
2026-04-03,0.4848639096083234,60,399.1944444444444,0.25,0.6777777777777776,0.0,2026-04
2026-04-10,0.5056036415835411,60,411.5944444444444,0.25,0.661111111111111,0.0,2026-04
2026-04-17,0.4906802064495457,60,413.46111111111117,0.25,0.7,0.03333333333333333,2026-04
2026-04-24,0.4722323100381731,60,413.35,0.25,0.7222222222222221,0.04444444444444444,2026-04
2026-05-01,0.4185634519562655,60,401.22222222222234,0.25,0.7499999999999999,0.07222222222222222,2026-05
2026-05-08,0.33536818841864247,60,402.19999999999993,0.26666666666666666,0.7166666666666668,0.07222222222222222,2026-05
2026-05-15,0.23522717680104913,60,397.77777777777777,0.26666666666666666,0.6833333333333333,0.07222222222222222,2026-05
2026-05-22,0.17202491210715687,60,395.12222222222215,0.26666666666666666,0.6055555555555555,0.07222222222222222,2026-05
2026-05-29,0.1449098530727496,60,408.0388888888889,0.26666666666666666,0.5222222222222223,0.07222222222222222,2026-05
2026-06-05,0.12553270488859006,58,402.72413793103453,0.25862068965517243,0.48275862068965514,0.07471264367816091,2026-06
2026-06-12,0.05429671150870927,58,404.7011494252874,0.25862068965517243,0.41954022988505746,0.0632183908045977,2026-06
2026-06-19,0.047381699370616585,57,414.0175438596491,0.2631578947368421,0.3333333333333333,0.029239766081871343,2026-06
2026-06-26,0.005926681164195861,57,424.8304093567251,0.2631578947368421,0.23684210526315788,0.017543859649122806,2026-06
2026-07-03,0.07244942215830634,57,440.8011695906432,0.2631578947368421,0.14912280701754385,0.0,2026-07
2026-07-10,0.12327921605882482,56,452.6369047619047,0.26785714285714285,0.11607142857142858,0.0,2026-07
2026-07-17,0.1295091192451107,54,465.0246913580247,0.25925925925925924,0.08950617283950617,0.0,2026-07
