window_end,mean,n_obs,metric,window_days
2025-10-27,-39.81880787617425,59,edge_vs_excluded,60
2025-11-03,-83.38515026911377,59,edge_vs_excluded,60
2025-11-10,-75.36522582154913,59,edge_vs_excluded,60
2025-11-17,15.197405810182854,59,edge_vs_excluded,60
2025-11-24,-41.71764784541838,59,edge_vs_excluded,60
2025-12-01,-44.261692240831756,59,edge_vs_excluded,60
2025-12-08,-28.084779192993047,59,edge_vs_excluded,60
2025-12-15,-31.469428007889565,60,edge_vs_excluded,60
2025-12-22,2.1433267587113485,60,edge_vs_excluded,60
2025-12-29,41.36423405654173,60,edge_vs_excluded,60
2026-01-05,39.789612097304385,60,edge_vs_excluded,60
2026-01-12,10.318869165023013,60,edge_vs_excluded,60
2026-01-19,74.5792241946088,60,edge_vs_excluded,60
2026-01-26,14.424720578566726,60,edge_vs_excluded,60
2026-02-02,13.030900723208406,60,edge_vs_excluded,60
2026-02-09,0.8021038790269548,60,edge_vs_excluded,60
2026-02-16,18.750821827744897,60,edge_vs_excluded,60
2026-02-23,12.426035502958577,60,edge_vs_excluded,60
2026-03-02,-32.46548323471403,60,edge_vs_excluded,60
2026-03-09,-43.93819855358319,60,edge_vs_excluded,60
2026-03-16,-102.0578566732413,60,edge_vs_excluded,60
2026-03-23,-94.86193293885601,60,edge_vs_excluded,60
2026-03-30,-80.37804076265617,60,edge_vs_excluded,60
2026-04-06,-88.71794871794872,60,edge_vs_excluded,60
2026-04-13,-101.51873767258381,60,edge_vs_excluded,60
2026-04-20,-161.27547666009207,60,edge_vs_excluded,60
2026-04-27,-147.92570677186066,60,edge_vs_excluded,60
2026-05-04,-112.73833004602234,60,edge_vs_excluded,60
2026-05-11,-75.29914529914532,60,edge_vs_excluded,60
2026-05-18,-31.134122287968435,60,edge_vs_excluded,60
2026-05-25,-2.2518080210387854,60,edge_vs_excluded,60
2026-06-01,-70.78193427606726,59,edge_vs_excluded,60
2026-06-08,-17.467321900177176,59,edge_vs_excluded,60
2026-06-15,47.93579541590152,58,edge_vs_excluded,60
2026-06-22,24.498401686730606,58,edge_vs_excluded,60
2026-06-29,36.04706522478406,58,edge_vs_excluded,60
2026-07-06,47.3236754403863,58,edge_vs_excluded,60
2026-07-13,15.231207538899854,57,edge_vs_excluded,60
2026-07-20,27.273403026889323,57,edge_vs_excluded,60
2025-10-15,-77.39068767590807,89,edge_vs_excluded,90
2025-10-22,-30.157569310551157,89,edge_vs_excluded,90
2025-10-29,-23.77944728852249,89,edge_vs_excluded,90
2025-11-05,-37.739068767590815,89,edge_vs_excluded,90
2025-11-12,-44.041841189637225,89,edge_vs_excluded,90
2025-11-19,-114.58236376127473,89,edge_vs_excluded,90
2025-11-26,-43.08889036633202,89,edge_vs_excluded,90
2025-12-03,-38.54132039093145,89,edge_vs_excluded,90
2025-12-10,-33.818673403807345,89,edge_vs_excluded,90
2025-12-17,20.747733971588772,89,edge_vs_excluded,90
2025-12-24,10.732885668062828,89,edge_vs_excluded,90
2025-12-31,17.25284223123462,89,edge_vs_excluded,90
2026-01-07,1.839416705449535,89,edge_vs_excluded,90
2026-01-14,15.220249835634432,90,edge_vs_excluded,90
2026-01-21,26.524216524216516,90,edge_vs_excluded,90
2026-01-28,-3.3530571992110603,90,edge_vs_excluded,90
2026-02-04,5.64102564102563,90,edge_vs_excluded,90
2026-02-11,-15.691431076046467,90,edge_vs_excluded,90
2026-02-18,31.03002410694717,90,edge_vs_excluded,90
2026-02-25,46.9778654394039,90,edge_vs_excluded,90
2026-03-04,32.25071225071225,90,edge_vs_excluded,90
2026-03-11,-19.767696690773604,90,edge_vs_excluded,90
2026-03-18,-46.16699539776463,90,edge_vs_excluded,90
2026-03-25,-65.13258820951128,90,edge_vs_excluded,90
2026-04-01,-78.66096866096868,90,edge_vs_excluded,90
2026-04-08,-72.14990138067061,90,edge_vs_excluded,90
2026-04-15,-102.24852071005921,90,edge_vs_excluded,90
2026-04-22,-75.55993863686173,90,edge_vs_excluded,90
2026-04-29,-54.9747972824896,90,edge_vs_excluded,90
2026-05-06,-57.44466359850974,90,edge_vs_excluded,90
2026-05-13,-57.063335524873985,90,edge_vs_excluded,90
2026-05-20,-99.26583388121851,90,edge_vs_excluded,90
2026-05-27,-100.84155161078239,90,edge_vs_excluded,90
2026-06-03,-92.30104381357621,89,edge_vs_excluded,90
2026-06-10,-45.47348358930036,89,edge_vs_excluded,90
2026-06-17,3.1625425856195166,88,edge_vs_excluded,90
2026-06-24,18.8743948359333,88,edge_vs_excluded,90
2026-07-01,18.408194369732836,88,edge_vs_excluded,90
2026-07-08,15.045092609195173,88,edge_vs_excluded,90
2026-07-15,24.374004465369037,87,edge_vs_excluded,90
