hall_label,segment,dd,n_rows,n_days,avg_diff,median_diff,std_diff,min_diff,max_diff,machine_number_min,machine_number_max
蒲田1,h_jug,30,1557,15,410.3,100.0,1552.6,-2900,7500,2121,2316
蒲田1,h_jug,31,943,9,68.4,-100.0,1161.4,-3000,5100,2121,2316
蒲田1,h_nonjug,1,4346,19,197.9,-400.0,3332.7,-9100,18000,1631,2330
蒲田1,h_nonjug,2,4346,19,33.6,-400.0,2660.3,-7800,18700,1631,2330
蒲田1,h_nonjug,3,4346,19,-26.7,-400.0,2841.5,-8000,18700,1631,2330
蒲田1,h_nonjug,4,4346,19,17.2,-400.0,2862.9,-7900,18100,1631,2330
蒲田1,h_nonjug,5,4346,19,-18.5,-400.0,2702.3,-7000,18400,1631,2330
蒲田1,h_nonjug,6,4346,19,24.7,-300.0,2741.4,-8300,18600,1631,2330
蒲田1,h_nonjug,7,4346,19,252.1,-400.0,3373.0,-8500,18600,1631,2330
蒲田1,h_nonjug,8,4108,18,48.1,-300.0,2907.2,-7800,18900,1631,2330
蒲田1,h_nonjug,9,4346,19,110.4,-300.0,2890.8,-8700,18600,1631,2330
蒲田1,h_nonjug,10,4346,19,157.6,-400.0,3104.5,-8200,18800,1631,2330
蒲田1,h_nonjug,11,4346,19,273.6,-400.0,3276.1,-8200,18400,1631,2330
蒲田1,h_nonjug,12,3870,17,-156.6,-400.0,2436.7,-8700,15700,1631,2330
蒲田1,h_nonjug,13,4108,18,-7.2,-300.0,2806.4,-7500,18200,1631,2330
蒲田1,h_nonjug,14,4108,18,59.7,-300.0,2694.5,-7400,18600,1631,2330
蒲田1,h_nonjug,15,4108,18,7.9,-400.0,2749.7,-8500,18700,1631,2330
蒲田1,h_nonjug,16,4108,18,-96.5,-300.0,2411.8,-8400,18500,1631,2330
蒲田1,h_nonjug,17,4108,18,49.2,-500.0,3144.1,-8200,19000,1631,2330
蒲田1,h_nonjug,18,3892,17,0.6,-300.0,2400.1,-6900,18300,1631,2330
蒲田1,h_nonjug,19,3892,17,-9.1,-300.0,2423.2,-7000,18900,1631,2330
蒲田1,h_nonjug,20,3892,17,-86.7,-400.0,2543.2,-8700,18100,1631,2330
蒲田1,h_nonjug,21,3892,17,13.8,-400.0,2871.5,-7900,18600,1631,2330
蒲田1,h_nonjug,22,3892,17,111.8,-400.0,3206.9,-8500,19000,1631,2330
蒲田1,h_nonjug,23,3892,17,12.9,-400.0,2595.9,-8400,18600,1631,2330
蒲田1,h_nonjug,24,3892,17,-36.2,-300.0,2380.2,-7400,18900,1631,2330
蒲田1,h_nonjug,25,3892,17,-26.0,-300.0,2419.2,-9100,18500,1631,2330
蒲田1,h_nonjug,26,3892,17,-9.1,-200.0,2380.2,-6900,19000,1631,2330
蒲田1,h_nonjug,27,3892,17,-21.8,-500.0,3134.0,-8100,18900,1631,2330
蒲田1,h_nonjug,28,3892,17,-70.2,-400.0,2515.0,-8800,16000,1631,2330
蒲田1,h_nonjug,29,3438,15,-109.0,-400.0,2499.8,-6900,18600,1631,2330
蒲田1,h_nonjug,30,3438,15,85.9,-500.0,3022.9,-7000,18500,1631,2330
蒲田1,h_nonjug,31,2054,9,179.7,-400.0,3068.2,-7300,18000,1631,2330
蒲田1,v_nonjug,1,595,19,306.6,-300.0,2924.8,-6400,13600,2331,2415
蒲田1,v_nonjug,2,595,19,67.6,-300.0,2077.6,-5900,15800,2331,2415
蒲田1,v_nonjug,3,595,19,128.1,-300.0,2426.0,-5700,13800,2331,2415
蒲田1,v_nonjug,4,595,19,122.0,-100.0,2294.5,-6900,11700,2331,2415
蒲田1,v_nonjug,5,595,19,147.7,-300.0,2353.6,-6700,14200,2331,2415
蒲田1,v_nonjug,6,595,19,-1.0,-300.0,1981.4,-5600,18900,2331,2415
蒲田1,v_nonjug,7,595,19,-10.4,-600.0,2881.0,-8400,13700,2331,2415
蒲田1,v_nonjug,8,578,18,-14.9,-300.0,2439.0,-7400,16000,2331,2415
蒲田1,v_nonjug,9,595,19,240.3,-200.0,2517.3,-6700,18700,2331,2415
蒲田1,v_nonjug,10,595,19,39.8,-300.0,2514.0,-7100,15800,2331,2415
蒲田1,v_nonjug,11,595,19,240.8,-300.0,2923.6,-6300,18700,2331,2415
蒲田1,v_nonjug,12,561,17,56.5,-300.0,2239.9,-6600,13000,2331,2415
蒲田1,v_nonjug,13,578,18,366.3,-300.0,2641.6,-6000,13700,2331,2415
蒲田1,v_nonjug,14,578,18,-287.9,-350.0,1924.7,-7100,7900,2331,2415
蒲田1,v_nonjug,15,578,18,130.1,-200.0,2460.6,-6200,18100,2331,2415
蒲田1,v_nonjug,16,578,18,-13.3,-200.0,2116.2,-7400,18800,2331,2415
蒲田1,v_nonjug,17,578,18,-46.7,-450.0,2631.5,-8400,14800,2331,2415
蒲田1,v_nonjug,18,527,17,73.4,-200.0,2146.6,-6000,17900,2331,2415
蒲田1,v_nonjug,19,527,17,20.9,-200.0,1973.9,-5700,7900,2331,2415
蒲田1,v_nonjug,20,527,17,137.2,-300.0,2253.2,-5600,12500,2331,2415
蒲田1,v_nonjug,21,527,17,116.1,-300.0,2448.6,-7100,11200,2331,2415
蒲田1,v_nonjug,22,527,17,331.1,-300.0,3044.6,-8300,18000,2331,2415
蒲田1,v_nonjug,23,527,17,0.9,-300.0,1962.9,-6000,10200,2331,2415
蒲田1,v_nonjug,24,527,17,20.7,-200.0,2110.9,-8400,16100,2331,2415
蒲田1,v_nonjug,25,527,17,85.4,-300.0,2242.8,-6100,12400,2331,2415
蒲田1,v_nonjug,26,527,17,-27.9,-300.0,2186.0,-5900,16300,2331,2415
蒲田1,v_nonjug,27,527,17,60.7,-500.0,2656.2,-6100,18200,2331,2415
蒲田1,v_nonjug,28,527,17,180.5,-200.0,2326.9,-5700,15800,2331,2415
蒲田1,v_nonjug,29,459,15,53.4,-200.0,2009.9,-7300,11200,2331,2415
蒲田1,v_nonjug,30,459,15,510.9,-200.0,2883.8,-7300,13700,2331,2415
蒲田1,v_nonjug,31,289,9,83.4,-400.0,2667.4,-6000,14200,2331,2415
