date,section,avg_diff,total_diff,n_machines,total_games
20250105,501-522,-552.8636363636364,-12163,22,97877
20250105,523-539,-117.70588235294117,-2001,17,34316
20250105,540-556,1268.8823529411766,21571,17,65052
20250105,557-573,-276.88235294117646,-4707,17,46606
20250105,574-590,-333.88235294117646,-5676,17,59369
20250105,591-607,-654.5294117647059,-11127,17,64287
20250105,608-623,-30.9375,-495,16,50601
20250105,624-640,-103.29411764705883,-1756,17,53711
20250105,641-657,198.76470588235293,3379,17,108056
20250105,658-674,-3.2941176470588234,-56,17,102703
20250105,675-691,-147.23529411764707,-2503,17,82321
20250105,692-700,-538.6666666666666,-4848,9,18990
20250105,701-711,-776.5454545454545,-8542,11,31372
20250105,712-722,-67.0909090909091,-738,11,52416
20250105,723-733,1604.8181818181818,17653,11,77187
20250105,734-744,149.54545454545453,1645,11,52046
20250105,745-755,-295.54545454545456,-3251,11,31938
20250105,805-815,97.0,1067,11,43636
20250106,501-522,-327.6818181818182,-7209,22,53606
20250106,523-539,-472.52941176470586,-8033,17,23500
20250106,540-556,-519.1176470588235,-8825,17,14911
20250106,557-573,-188.88235294117646,-3211,17,18957
20250106,574-590,356.47058823529414,6060,17,26134
20250106,591-607,-158.41176470588235,-2693,17,49489
20250106,608-623,-185.4375,-2967,16,30219
20250106,624-640,277.2352941176471,4713,17,52541
20250106,641-657,-0.17647058823529413,-3,17,86037
20250106,658-674,-183.88235294117646,-3126,17,88616
20250106,675-691,-175.7058823529412,-2987,17,41956
20250106,692-700,341.44444444444446,3073,9,13172
20250106,701-711,512.4545454545455,5637,11,26836
20250106,712-722,308.27272727272725,3391,11,34597
20250106,723-733,72.54545454545455,798,11,25564
20250106,734-744,-20.363636363636363,-224,11,30666
20250106,745-755,-296.54545454545456,-3262,11,28249
20250106,805-815,214.0909090909091,2355,11,38078
20250107,501-522,1021.1363636363636,22465,22,62307
20250107,523-539,821.7647058823529,13970,17,30921
20250107,540-556,716.4705882352941,12180,17,51841
20250107,557-573,624.9411764705883,10624,17,49538
20250107,574-590,1125.235294117647,19129,17,37427
20250107,591-607,802.3529411764706,13640,17,51289
20250107,608-623,815.9375,13055,16,29678
20250107,624-640,-236.7058823529412,-4024,17,58586
20250107,641-657,438.1764705882353,7449,17,116541
20250107,658-674,459.2352941176471,7807,17,124042
20250107,675-691,388.5882352941176,6606,17,88690
20250107,692-700,366.3333333333333,3297,9,19438
20250107,701-711,-251.0909090909091,-2762,11,19876
20250107,712-722,-485.09090909090907,-5336,11,46980
20250107,723-733,412.45454545454544,4537,11,55998
20250107,734-744,-40.63636363636363,-447,11,54585
20250107,745-755,-159.0,-1749,11,23396
20250107,805-815,-432.54545454545456,-4758,11,43009
20250108,501-522,-169.86363636363637,-3737,22,47451
20250108,523-539,-200.94117647058823,-3416,17,22366
20250108,540-556,255.7058823529412,4347,17,18790
20250108,557-573,159.1764705882353,2706,17,16951
20250108,574-590,-192.7058823529412,-3276,17,29035
20250108,591-607,212.8235294117647,3618,17,20733
20250108,608-623,-87.625,-1402,16,18482
20250108,624-640,-649.8235294117648,-11047,17,40750
20250108,641-657,320.29411764705884,5445,17,79642
20250108,658-674,-492.47058823529414,-8372,17,78997
20250108,675-691,9.352941176470589,159,17,44802
20250108,692-700,-268.8888888888889,-2420,9,6575
20250108,701-711,-521.7272727272727,-5739,11,20366
20250108,712-722,-243.8181818181818,-2682,11,29286
20250108,723-733,164.8181818181818,1813,11,23422
20250108,734-744,298.27272727272725,3281,11,38235
20250108,745-755,-163.36363636363637,-1797,11,20822
20250108,805-815,265.72727272727275,2923,11,38615
20250109,501-522,-252.0,-5544,22,37075
20250109,523-539,-233.94117647058823,-3977,17,18591
20250109,540-556,-423.4117647058824,-7198,17,22213
20250109,557-573,-387.52941176470586,-6588,17,27194
20250109,574-590,-362.52941176470586,-6163,17,39711
20250109,591-607,-208.11764705882354,-3538,17,32808
20250109,608-623,42.4375,679,16,27663
20250109,624-640,846.6470588235294,14393,17,47720
20250109,641-657,144.8235294117647,2462,17,81551
20250109,658-674,-89.41176470588235,-1520,17,93999
20250109,675-691,-72.76470588235294,-1237,17,60515
20250109,692-700,-235.33333333333334,-2118,9,8360
20250109,701-711,-661.8181818181819,-7280,11,26955
20250109,712-722,-455.45454545454544,-5010,11,35377
20250109,723-733,95.45454545454545,1050,11,34063
20250109,734-744,39.0,429,11,47012
20250109,745-755,376.27272727272725,4139,11,25431
20250109,805-815,-279.09090909090907,-3070,11,43661
20250110,501-522,5.7272727272727275,126,22,31675
20250110,523-539,-3.0,-51,17,22080
20250110,540-556,-423.1764705882353,-7194,17,23973
20250110,557-573,-159.23529411764707,-2707,17,22142
20250110,574-590,33.23529411764706,565,17,35341
20250110,591-607,-165.88235294117646,-2820,17,29255
20250110,608-623,67.0,1072,16,20080
20250110,624-640,-711.1764705882352,-12090,17,35130
20250110,641-657,338.47058823529414,5754,17,79628
20250110,658-674,208.2941176470588,3541,17,86916
20250110,675-691,-81.58823529411765,-1387,17,56651
20250110,692-700,-20.444444444444443,-184,9,5376
20250110,701-711,-476.27272727272725,-5239,11,25174
20250110,712-722,-498.90909090909093,-5488,11,36500
20250110,723-733,-34.36363636363637,-378,11,36851
20250110,734-744,122.27272727272727,1345,11,40252
20250110,745-755,-546.9090909090909,-6016,11,28643
20250110,805-815,368.1818181818182,4050,11,52441
20250111,501-522,-148.13636363636363,-3259,22,79895
20250111,523-539,-570.7647058823529,-9703,17,43965
20250111,540-556,293.3529411764706,4987,17,77314
20250111,557-573,188.8235294117647,3210,17,69756
20250111,574-590,-1182.6470588235295,-20105,17,48335
20250111,591-607,260.8235294117647,4434,17,75115
20250111,608-623,-432.4375,-6919,16,37111
20250111,624-640,-4.470588235294118,-76,17,70774
20250111,641-657,183.41176470588235,3118,17,99083
20250111,658-674,-21.294117647058822,-362,17,104483
20250111,675-691,285.47058823529414,4853,17,87771
20250111,692-700,1396.4444444444443,12568,9,34933
20250111,701-711,712.0,7832,11,42264
20250111,712-722,370.27272727272725,4073,11,62643
20250111,723-733,528.4545454545455,5813,11,54247
20250111,734-744,-37.54545454545455,-413,11,63547
20250111,745-755,-658.8181818181819,-7247,11,37724
20250111,805-815,162.9090909090909,1792,11,52405
20250112,501-522,750.6363636363636,16514,22,72094
20250112,523-539,-200.88235294117646,-3415,17,46677
20250112,540-556,-82.88235294117646,-1409,17,48106
20250112,557-573,-51.529411764705884,-876,17,52839
20250112,574-590,-631.4705882352941,-10735,17,50519
20250112,591-607,-436.88235294117646,-7427,17,64208
20250112,608-623,429.4375,6871,16,43687
20250112,624-640,-1426.5882352941176,-24252,17,71208
20250112,641-657,253.7058823529412,4313,17,118987
20250112,658-674,-167.1764705882353,-2842,17,116695
20250112,675-691,-241.11764705882354,-4099,17,83965
20250112,692-700,-780.8888888888889,-7028,9,20964
20250112,701-711,-904.5454545454545,-9950,11,29315
20250112,712-722,-405.09090909090907,-4456,11,52491
20250112,723-733,105.45454545454545,1160,11,52626
20250112,734-744,-456.3636363636364,-5020,11,47263
20250112,745-755,-416.54545454545456,-4582,11,37467
20250112,805-815,201.0909090909091,2212,11,51509
20250113,501-522,-26.318181818181817,-579,22,74458
20250113,523-539,-128.8235294117647,-2190,17,27961
20250113,540-556,-519.7058823529412,-8835,17,37065
20250113,557-573,-347.7647058823529,-5912,17,27514
20250113,574-590,-810.3529411764706,-13776,17,45069
20250113,591-607,-1225.4705882352941,-20833,17,48879
20250113,608-623,-569.6875,-9115,16,36003
20250113,624-640,-153.1764705882353,-2604,17,58040
20250113,641-657,-38.470588235294116,-654,17,94045
20250113,658-674,27.11764705882353,461,17,96674
20250113,675-691,364.7647058823529,6201,17,80946
20250113,692-700,-224.88888888888889,-2024,9,10506
20250113,701-711,411.8181818181818,4530,11,28369
20250113,712-722,321.3636363636364,3535,11,57640
20250113,723-733,-705.1818181818181,-7757,11,39883
20250113,734-744,-551.1818181818181,-6063,11,41777
20250113,745-755,-552.7272727272727,-6080,11,31047
20250113,805-815,-427.54545454545456,-4703,11,47214
20250114,501-522,1028.409090909091,22625,22,69269
20250114,523-539,-981.0588235294117,-16678,17,56927
20250114,540-556,1419.2941176470588,24128,17,66970
20250114,557-573,140.52941176470588,2389,17,69465
20250114,574-590,3.0,51,17,58859
20250114,591-607,713.7058823529412,12133,17,63567
20250114,608-623,-603.1875,-9651,16,50838
20250114,624-640,-578.3529411764706,-9832,17,73921
20250114,641-657,116.76470588235294,1985,17,121876
20250114,658-674,83.52941176470588,1420,17,127004
20250114,675-691,15.352941176470589,261,17,90777
20250114,692-700,928.1111111111111,8353,9,25428
20250114,701-711,2.1818181818181817,24,11,24748
20250114,712-722,-87.63636363636364,-964,11,67859
20250114,723-733,-45.0,-495,11,67366
20250114,734-744,433.1818181818182,4765,11,66520
20250114,745-755,756.5454545454545,8322,11,46322
20250114,805-815,521.1818181818181,5733,11,64929
20250115,501-522,-1106.409090909091,-24341,22,44210
20250115,523-539,173.23529411764707,2945,17,23032
20250115,540-556,48.76470588235294,829,17,14824
20250115,557-573,172.94117647058823,2940,17,16302
20250115,574-590,202.64705882352942,3445,17,26469
20250115,591-607,-131.52941176470588,-2236,17,36506
20250115,608-623,-249.6875,-3995,16,26999
20250115,624-640,-1002.4705882352941,-17042,17,27382
20250115,641-657,14.470588235294118,246,17,77922
20250115,658-674,107.41176470588235,1826,17,87909
20250115,675-691,58.588235294117645,996,17,49052
20250115,692-700,394.6666666666667,3552,9,11198
20250115,701-711,946.0,10406,11,17957
20250115,712-722,-65.63636363636364,-722,11,32642
20250115,723-733,407.3636363636364,4481,11,38084
20250115,734-744,12.727272727272727,140,11,34170
20250115,745-755,-1113.3636363636363,-12247,11,25906
20250115,805-815,-532.8181818181819,-5861,11,29022
20250116,501-522,646.4090909090909,14221,22,37764
20250116,523-539,-207.1764705882353,-3522,17,28152
20250116,540-556,-659.8823529411765,-11218,17,18439
20250116,557-573,-279.52941176470586,-4752,17,24807
20250116,574-590,-280.11764705882354,-4762,17,32782
20250116,591-607,9.705882352941176,165,17,26949
20250116,608-623,-163.5,-2616,16,14021
20250116,624-640,-491.05882352941177,-8348,17,40352
20250116,641-657,130.88235294117646,2225,17,73042
20250116,658-674,59.11764705882353,1005,17,75970
20250116,675-691,-106.82352941176471,-1816,17,57137
20250116,692-700,-39.22222222222222,-353,9,7016
20250116,701-711,-914.0909090909091,-10055,11,19846
20250116,712-722,47.18181818181818,519,11,24209
20250116,723-733,-301.54545454545456,-3317,11,26138
20250116,734-744,-331.54545454545456,-3647,11,28798
20250116,745-755,762.9090909090909,8392,11,26251
20250116,805-815,-526.3636363636364,-5790,11,28217
20250117,501-522,-408.59090909090907,-8989,22,49728
20250117,523-539,-519.4705882352941,-8831,17,28394
20250117,540-556,19.235294117647058,327,17,59736
20250117,557-573,-18.11764705882353,-308,17,58476
20250117,574-590,799.0,13583,17,49614
20250117,591-607,78.58823529411765,1336,17,56327
20250117,608-623,728.1875,11651,16,35094
20250117,624-640,-132.35294117647058,-2250,17,52101
20250117,641-657,150.1764705882353,2553,17,103906
20250117,658-674,-195.2941176470588,-3320,17,105944
20250117,675-691,-18.941176470588236,-322,17,67094
20250117,692-700,-313.8888888888889,-2825,9,22425
20250117,701-711,-16.181818181818183,-178,11,20156
20250117,712-722,-549.8181818181819,-6048,11,47249
20250117,723-733,11.0,121,11,50305
20250117,734-744,37.63636363636363,414,11,58355
20250117,745-755,158.0909090909091,1739,11,47475
20250117,805-815,182.0909090909091,2003,11,49876
20250118,501-522,315.3181818181818,6937,22,68891
20250118,523-539,-80.3529411764706,-1366,17,44473
20250118,540-556,-424.29411764705884,-7213,17,70780
20250118,557-573,179.64705882352942,3054,17,70897
20250118,574-590,-808.0,-13736,17,45175
20250118,591-607,-342.88235294117646,-5829,17,61493
20250118,608-623,-203.6875,-3259,16,43061
20250118,624-640,1481.235294117647,25181,17,62354
20250118,641-657,60.470588235294116,1028,17,98203
20250118,658-674,-286.5882352941176,-4872,17,107622
20250118,675-691,163.94117647058823,2787,17,85931
20250118,692-700,474.6666666666667,4272,9,27339
20250118,701-711,-485.54545454545456,-5341,11,44154
20250118,712-722,-11.909090909090908,-131,11,58972
20250118,723-733,137.36363636363637,1511,11,48033
20250118,734-744,24.272727272727273,267,11,48648
20250118,745-755,-970.0,-10670,11,38019
20250118,805-815,5.181818181818182,57,11,48321
20250119,501-522,-776.7727272727273,-17089,22,58754
20250119,523-539,-444.94117647058823,-7564,17,53583
20250119,540-556,301.5882352941176,5127,17,55401
20250119,557-573,1284.8823529411766,21843,17,65875
20250119,574-590,-183.7058823529412,-3123,17,52208
20250119,591-607,392.29411764705884,6669,17,75422
20250119,608-623,487.9375,7807,16,42050
20250119,624-640,-447.0,-7599,17,58163
20250119,641-657,12.294117647058824,209,17,103972
20250119,658-674,82.82352941176471,1408,17,97576
20250119,675-691,-347.2352941176471,-5903,17,73707
20250119,692-700,-250.44444444444446,-2254,9,18146
20250119,701-711,-924.7272727272727,-10172,11,51928
20250119,712-722,395.0,4345,11,61483
20250119,723-733,-508.54545454545456,-5594,11,49496
20250119,734-744,-353.6363636363636,-3890,11,50588
20250119,745-755,-1049.7272727272727,-11547,11,27279
20250119,805-815,45.72727272727273,503,11,55576
20250120,501-522,-144.6818181818182,-3183,22,61967
20250120,523-539,-239.58823529411765,-4073,17,28458
20250120,540-556,320.70588235294116,5452,17,31546
20250120,557-573,-406.6470588235294,-6913,17,25680
20250120,574-590,622.5294117647059,10583,17,45668
20250120,591-607,347.8235294117647,5913,17,25664
20250120,608-623,-4.0625,-65,16,50230
20250120,624-640,-386.88235294117646,-6577,17,35021
20250120,641-657,-340.52941176470586,-5789,17,92922
20250120,658-674,-299.1764705882353,-5086,17,95363
20250120,675-691,-42.8235294117647,-728,17,69094
20250120,692-700,-282.6666666666667,-2544,9,6266
20250120,701-711,159.54545454545453,1755,11,19773
20250120,712-722,-523.8181818181819,-5762,11,32516
20250120,723-733,-274.0,-3014,11,36000
20250120,734-744,-450.72727272727275,-4958,11,36376
20250120,745-755,-587.6363636363636,-6464,11,35114
20250120,805-815,76.0,836,11,35518
20250121,501-522,504.8181818181818,11106,22,51598
20250121,523-539,-347.94117647058823,-5915,17,15881
20250121,540-556,-11.882352941176471,-202,17,18063
20250121,557-573,-140.52941176470588,-2389,17,22073
20250121,574-590,-368.2352941176471,-6260,17,56139
20250121,591-607,317.7647058823529,5402,17,26815
20250121,608-623,719.9375,11519,16,44739
20250121,624-640,-615.4117647058823,-10462,17,36268
20250121,641-657,410.70588235294116,6982,17,97488
20250121,658-674,-252.1764705882353,-4287,17,84854
20250121,675-691,14.647058823529411,249,17,58707
20250121,692-700,115.11111111111111,1036,9,7742
20250121,701-711,-531.5454545454545,-5847,11,35394
20250121,712-722,-721.2727272727273,-7934,11,33162
20250121,723-733,148.9090909090909,1638,11,38101
20250121,734-744,-306.27272727272725,-3369,11,37856
20250121,745-755,123.36363636363636,1357,11,41829
20250121,805-815,-138.45454545454547,-1523,11,30948
20250122,501-522,-375.0,-8250,22,50386
20250122,523-539,-230.41176470588235,-3917,17,18018
20250122,540-556,-197.11764705882354,-3351,17,20894
20250122,557-573,-262.47058823529414,-4462,17,14461
20250122,574-590,361.6470588235294,6148,17,45639
20250122,591-607,1347.5294117647059,22908,17,22077
20250122,608-623,745.0,11920,16,31123
20250122,624-640,-705.9411764705883,-12001,17,31970
20250122,641-657,253.05882352941177,4302,17,84381
20250122,658-674,169.41176470588235,2880,17,77767
20250122,675-691,-105.58823529411765,-1795,17,49587
20250122,692-700,-632.6666666666666,-5694,9,10704
20250122,701-711,-38.09090909090909,-419,11,13755
20250122,712-722,-211.45454545454547,-2326,11,39624
20250122,723-733,-49.0,-539,11,37074
20250122,734-744,-145.63636363636363,-1602,11,37538
20250122,745-755,-876.1818181818181,-9638,11,36609
20250122,805-815,-628.0909090909091,-6909,11,34822
20250123,501-522,-385.3181818181818,-8477,22,52977
20250123,523-539,163.7058823529412,2783,17,15013
20250123,540-556,501.52941176470586,8526,17,18535
20250123,557-573,-95.17647058823529,-1618,17,15017
20250123,574-590,85.0,1445,17,42396
20250123,591-607,727.8823529411765,12374,17,26735
20250123,608-623,-339.25,-5428,16,18365
20250123,624-640,-531.4705882352941,-9035,17,27310
20250123,641-657,-149.2941176470588,-2538,17,69306
20250123,658-674,-41.11764705882353,-699,17,76925
20250123,675-691,-351.94117647058823,-5983,17,41167
20250123,692-700,-258.22222222222223,-2324,9,6400
20250123,701-711,26.181818181818183,288,11,20058
20250123,712-722,-173.72727272727272,-1911,11,24865
20250123,723-733,-312.8181818181818,-3441,11,31503
20250123,734-744,150.36363636363637,1654,11,32363
20250123,745-755,-140.63636363636363,-1547,11,39969
20250123,805-815,111.36363636363636,1225,11,30861
20250124,501-522,-525.4090909090909,-11559,22,81294
20250124,523-539,341.05882352941177,5798,17,48452
20250124,540-556,167.23529411764707,2843,17,70127
20250124,557-573,250.23529411764707,4254,17,79801
20250124,574-590,-642.1176470588235,-10916,17,72903
20250124,591-607,995.4117647058823,16922,17,55263
20250124,608-623,-125.625,-2010,16,60154
20250124,624-640,416.6470588235294,7083,17,60298
20250124,641-657,-1.6470588235294117,-28,17,119470
20250124,658-674,654.7058823529412,11130,17,130906
20250124,675-691,413.3529411764706,7027,17,99979
20250124,692-700,299.6666666666667,2697,9,29797
20250124,701-711,-483.27272727272725,-5316,11,34854
20250124,712-722,-609.0909090909091,-6700,11,58260
20250124,723-733,349.72727272727275,3847,11,59648
20250124,734-744,196.54545454545453,2162,11,62564
20250124,745-755,-683.0909090909091,-7514,11,60544
20250124,805-815,-137.45454545454547,-1512,11,54078
20250125,501-522,1022.0,22484,22,72353
20250125,523-539,-446.1764705882353,-7585,17,37042
20250125,540-556,1120.7058823529412,19052,17,72947
20250125,557-573,-923.7058823529412,-15703,17,72661
20250125,574-590,-632.7058823529412,-10756,17,60023
20250125,591-607,863.4705882352941,14679,17,64478
20250125,608-623,744.1875,11907,16,53587
20250125,624-640,-776.4705882352941,-13200,17,58423
20250125,641-657,-50.470588235294116,-858,17,113234
20250125,658-674,-72.41176470588235,-1231,17,99154
20250125,675-691,-468.5882352941176,-7966,17,94291
20250125,692-700,171.44444444444446,1543,9,22288
20250125,701-711,-519.7272727272727,-5717,11,34276
20250125,712-722,540.8181818181819,5949,11,58623
20250125,723-733,587.5454545454545,6463,11,58810
20250125,734-744,308.54545454545456,3394,11,61564
20250125,745-755,62.90909090909091,692,11,54357
20250125,805-815,-92.45454545454545,-1017,11,58524
20250126,501-522,-286.3636363636364,-6300,22,83491
20250126,523-539,-329.70588235294116,-5605,17,39420
20250126,540-556,-93.05882352941177,-1582,17,47589
20250126,557-573,-227.23529411764707,-3863,17,54106
20250126,574-590,586.2941176470588,9967,17,73383
20250126,591-607,765.1176470588235,13007,17,59772
20250126,608-623,848.4375,13575,16,55555
20250126,624-640,1103.6470588235295,18762,17,50654
20250126,641-657,-440.05882352941177,-7481,17,102306
20250126,658-674,38.76470588235294,659,17,102185
20250126,675-691,-279.05882352941177,-4744,17,76904
20250126,692-700,273.8888888888889,2465,9,19659
20250126,701-711,93.27272727272727,1026,11,34707
20250126,712-722,7.818181818181818,86,11,48673
20250126,723-733,-191.8181818181818,-2110,11,42229
20250126,734-744,-79.63636363636364,-876,11,48051
20250126,745-755,-331.09090909090907,-3642,11,52059
20250126,805-815,195.72727272727272,2153,11,42358
20250127,501-522,1259.2727272727273,27704,22,68243
20250127,523-539,-1076.5882352941176,-18302,17,36094
20250127,540-556,17.529411764705884,298,17,43981
20250127,557-573,480.29411764705884,8165,17,50541
20250127,574-590,1319.1176470588234,22425,17,55347
20250127,591-607,-153.2941176470588,-2606,17,46706
20250127,608-623,-973.0625,-15569,16,47727
20250127,624-640,525.9411764705883,8941,17,47728
20250127,641-657,333.05882352941177,5662,17,108567
20250127,658-674,-169.47058823529412,-2881,17,108508
20250127,675-691,-487.29411764705884,-8284,17,94631
20250127,692-700,99.33333333333333,894,9,15379
20250127,701-711,-802.1818181818181,-8824,11,18566
20250127,712-722,-425.1818181818182,-4677,11,41062
20250127,723-733,-75.27272727272727,-828,11,55200
20250127,734-744,199.0909090909091,2190,11,55214
20250127,745-755,37.54545454545455,413,11,41241
20250127,805-815,343.54545454545456,3779,11,53128
20250128,501-522,104.22727272727273,2293,22,50158
20250128,523-539,208.58823529411765,3546,17,23639
20250128,540-556,120.23529411764706,2044,17,21357
20250128,557-573,795.7647058823529,13528,17,23284
20250128,574-590,-124.05882352941177,-2109,17,35076
20250128,591-607,-111.0,-1887,17,30090
20250128,608-623,-518.5,-8296,16,32569
20250128,624-640,-667.4117647058823,-11346,17,31537
20250128,641-657,-19.529411764705884,-332,17,80316
20250128,658-674,162.76470588235293,2767,17,76102
20250128,675-691,-623.5882352941177,-10601,17,60230
20250128,692-700,183.88888888888889,1655,9,12720
20250128,701-711,-449.3636363636364,-4943,11,15263
20250128,712-722,69.72727272727273,767,11,27336
20250128,723-733,-271.45454545454544,-2986,11,26115
20250128,734-744,-166.0909090909091,-1827,11,41642
20250128,745-755,166.0,1826,11,39659
20250128,805-815,25.181818181818183,277,11,35255
20250129,501-522,-136.1818181818182,-2996,22,63950
20250129,523-539,-56.23529411764706,-956,17,22075
20250129,540-556,-418.7647058823529,-7119,17,30110
20250129,557-573,25.176470588235293,428,17,30511
20250129,574-590,-281.05882352941177,-4778,17,46382
20250129,591-607,-229.23529411764707,-3897,17,38542
20250129,608-623,29.9375,479,16,35721
20250129,624-640,756.7647058823529,12865,17,37975
20250129,641-657,-214.11764705882354,-3640,17,88359
20250129,658-674,-413.70588235294116,-7033,17,85871
20250129,675-691,-20.764705882352942,-353,17,67547
20250129,692-700,-518.3333333333334,-4665,9,13761
20250129,701-711,115.36363636363636,1269,11,15419
20250129,712-722,-473.54545454545456,-5209,11,40439
20250129,723-733,-60.18181818181818,-662,11,31470
20250129,734-744,-149.1818181818182,-1641,11,33566
20250129,745-755,-844.3636363636364,-9288,11,43223
20250129,805-815,-278.8181818181818,-3067,11,39264
20250130,501-522,586.6363636363636,12906,22,55960
20250130,523-539,-555.4705882352941,-9443,17,28238
20250130,540-556,309.52941176470586,5262,17,42651
20250130,557-573,-234.52941176470588,-3987,17,47158
20250130,574-590,243.7058823529412,4143,17,60654
20250130,591-607,422.88235294117646,7189,17,47715
20250130,608-623,382.75,6124,16,68550
20250130,624-640,-355.88235294117646,-6050,17,50347
20250130,641-657,111.58823529411765,1897,17,107827
20250130,658-674,-3.3529411764705883,-57,17,107284
20250130,675-691,171.41176470588235,2914,17,83163
20250130,692-700,-203.22222222222223,-1829,9,16069
20250130,701-711,-1034.0,-11374,11,17224
20250130,712-722,1216.909090909091,13386,11,83317
20250130,723-733,-157.45454545454547,-1732,11,48896
20250130,734-744,-483.09090909090907,-5314,11,62709
20250130,745-755,-351.8181818181818,-3870,11,44750
20250130,805-815,-184.45454545454547,-2029,11,47568
20250131,501-522,-74.18181818181819,-1632,22,51674
20250131,523-539,-160.52941176470588,-2729,17,21803
20250131,540-556,419.5882352941176,7133,17,14674
20250131,557-573,207.76470588235293,3532,17,20128
20250131,574-590,-626.1176470588235,-10644,17,42582
20250131,591-607,510.88235294117646,8685,17,31934
20250131,608-623,1110.9375,17775,16,34528
20250131,624-640,713.8823529411765,12136,17,26689
20250131,641-657,131.41176470588235,2234,17,85251
20250131,658-674,138.94117647058823,2362,17,94468
20250131,675-691,-528.0,-8976,17,44786
20250131,692-700,-20.0,-180,9,19837
20250131,701-711,608.2727272727273,6691,11,14161
20250131,712-722,-102.72727272727273,-1130,11,27087
20250131,723-733,-89.36363636363636,-983,11,35012
20250131,734-744,-150.0,-1650,11,42402
20250131,745-755,-979.0,-10769,11,42827
20250131,805-815,1015.8181818181819,11174,11,37033
20250201,501-522,-1034.1363636363637,-22751,22,77796
20250201,523-539,1157.8823529411766,19684,17,44442
20250201,540-556,-34.23529411764706,-582,17,62845
20250201,557-573,-422.29411764705884,-7179,17,49215
20250201,574-590,-610.2352941176471,-10374,17,62213
20250201,591-607,984.0,16728,17,58764
20250201,608-623,-995.8125,-15933,16,52893
20250201,624-640,-1447.764705882353,-24612,17,65081
20250201,641-657,-210.23529411764707,-3574,17,106677
