test_date,dd,is_xdds,window,avg_diff_top10,avg_diff_random,lift,hit@3,hit@5,hit@10,win_rate,n_machines,event_type
20250420,20,False,pre,-46.3,3.835999999999996,-50.135999999999996,0,0,0,0.2,10.0,non_xdds
20250421,21,False,pre,-357.6,-39.77299999999998,-317.82700000000006,0,0,0,0.3,10.0,non_xdds
20250422,22,False,pre,-170.4,-110.44099999999997,-59.95900000000003,0,0,0,0.3,10.0,non_xdds
20250423,23,False,pre,-139.8,-114.18799999999997,-25.612000000000037,0,0,0,0.5,10.0,non_xdds
20250424,24,True,pre,757.2,404.18199999999996,353.0180000000001,0,0,1,0.7,10.0,xdds
20250425,25,False,pre,-147.6,-180.74900000000002,33.14900000000003,0,0,0,0.3,10.0,non_xdds
20250426,26,False,pre,71.5,-116.075,187.575,0,0,0,0.5,10.0,non_xdds
20250427,27,True,pre,-748.2,458.597,-1206.797,0,0,0,0.4,10.0,xdds
20250428,28,False,pre,817.2,-58.87099999999999,876.071,0,0,1,0.6,10.0,non_xdds
20250429,29,False,pre,-308.0,-443.57,135.57,0,0,0,0.3,10.0,non_xdds
20250430,30,False,pre,528.8,15.264000000000005,513.536,0,0,0,0.5,10.0,non_xdds
20250501,1,False,pre,-76.2,-204.308,128.108,0,0,0,0.3,10.0,non_xdds
20250502,2,False,pre,-218.5,-41.05899999999999,-177.441,0,0,0,0.5,10.0,non_xdds
20250503,3,False,pre,174.4,-128.77999999999997,303.17999999999995,0,0,0,0.4,10.0,non_xdds
20250504,4,True,pre,-282.1,-55.74400000000002,-226.356,0,0,0,0.5,10.0,xdds
20250505,5,False,pre,963.3,542.2660000000001,421.0339999999999,0,0,0,0.6,10.0,non_xdds
20250506,6,False,pre,1511.4,-219.054,1730.4540000000002,0,0,1,0.7,10.0,non_xdds
20250507,7,True,pre,392.6,206.70299999999995,185.89700000000008,0,0,0,0.7,10.0,xdds
20250508,8,False,pre,120.0,-120.278,240.27800000000002,0,0,0,0.5,10.0,non_xdds
20250509,9,False,pre,522.6,20.061000000000025,502.539,0,0,1,0.4,10.0,non_xdds
20250510,10,False,pre,-168.2,56.062999999999995,-224.26299999999998,0,0,0,0.3,10.0,non_xdds
20250511,11,False,pre,103.6,212.54600000000002,-108.94600000000003,0,0,0,0.5,10.0,non_xdds
20250512,12,False,pre,-246.8,5.4639999999999995,-252.264,0,0,0,0.3,10.0,non_xdds
20250513,13,False,pre,-161.9,72.59,-234.49,0,0,0,0.4,10.0,non_xdds
20250514,14,True,pre,-512.4,150.84300000000002,-663.2429999999999,0,0,0,0.5,10.0,xdds
20250515,15,False,pre,120.9,-197.627,318.52700000000004,0,0,0,0.5,10.0,non_xdds
20250516,16,False,pre,756.8,-82.255,839.055,0,0,1,0.7,10.0,non_xdds
20250517,17,True,pre,808.9,154.954,653.9459999999999,0,1,1,0.6,10.0,xdds
20250518,18,False,pre,-55.6,192.96600000000007,-248.56600000000006,0,0,0,0.4,10.0,non_xdds
20250519,19,False,pre,99.6,-184.16500000000005,283.76500000000004,0,0,0,0.5,10.0,non_xdds
20250520,20,False,pre,-115.0,-63.318999999999996,-51.681000000000004,0,0,0,0.4,10.0,non_xdds
20250521,21,False,pre,143.5,147.622,-4.122000000000014,0,0,0,0.6,10.0,non_xdds
20250522,22,False,pre,796.7,-41.54199999999999,838.2420000000001,0,0,1,0.6,10.0,non_xdds
20250523,23,False,pre,-305.8,-100.83,-204.97000000000003,0,0,0,0.2,10.0,non_xdds
20250524,24,True,pre,1049.5,307.76,741.74,0,0,0,0.6,10.0,xdds
20250525,25,False,pre,93.9,10.918000000000001,82.982,0,0,0,0.5,10.0,non_xdds
20250526,26,False,pre,120.9,48.677,72.22300000000001,0,0,0,0.4,10.0,non_xdds
20250527,27,True,pre,70.3,386.241,-315.941,0,0,0,0.4,10.0,xdds
20250528,28,False,pre,910.9,-337.42100000000005,1248.321,0,0,0,0.7,10.0,non_xdds
20250529,29,False,pre,65.1,-242.63299999999995,307.73299999999995,0,0,0,0.3,10.0,non_xdds
20250530,30,False,pre,10.5,363.884,-353.384,0,0,0,0.3,10.0,non_xdds
20250531,31,False,pre,-23.3,-547.3969999999999,524.097,0,0,0,0.4,10.0,non_xdds
20250601,1,False,pre,-36.9,4.840000000000008,-41.74000000000001,0,0,0,0.4,10.0,non_xdds
20250602,2,False,pre,70.5,44.76900000000001,25.730999999999987,0,0,0,0.4,10.0,non_xdds
20250603,3,False,pre,500.6,342.23199999999997,158.36800000000005,0,0,0,0.6,10.0,non_xdds
20250604,4,True,pre,302.7,360.4189999999999,-57.71899999999994,0,0,0,0.8,10.0,xdds
20250605,5,False,pre,772.9,125.67500000000004,647.2249999999999,0,0,0,0.7,10.0,non_xdds
20250606,6,False,pre,1038.6,230.90099999999998,807.699,0,0,0,0.6,10.0,non_xdds
20250607,7,True,pre,-355.2,211.26499999999996,-566.4649999999999,0,0,0,0.5,10.0,xdds
20250608,8,False,pre,30.2,-245.602,275.802,0,0,0,0.4,10.0,non_xdds
20250609,9,False,pre,51.3,81.182,-29.882000000000005,0,0,0,0.4,10.0,non_xdds
20250610,10,False,pre,-418.9,-380.653,-38.24699999999996,0,0,0,0.3,10.0,non_xdds
20250611,11,False,pre,940.6,39.713999999999984,900.8860000000001,0,0,1,0.7,10.0,non_xdds
20250612,12,False,pre,-15.6,-295.534,279.93399999999997,0,0,0,0.5,10.0,non_xdds
20250613,13,False,pre,824.0,-187.04000000000005,1011.0400000000001,1,1,2,0.7,10.0,non_xdds
20250614,14,True,pre,2125.6,373.209,1752.3909999999998,0,0,1,0.8,10.0,xdds
20250615,15,False,pre,191.1,-16.64700000000001,207.747,0,0,0,0.6,10.0,non_xdds
20250616,16,False,pre,336.7,332.98199999999997,3.7180000000000177,0,0,0,0.8,10.0,non_xdds
20250617,17,True,pre,666.4,631.0730000000001,35.326999999999884,0,0,0,0.7,10.0,xdds
20250618,18,False,pre,-355.5,-264.974,-90.52600000000001,0,0,0,0.2,10.0,non_xdds
20250619,19,False,pre,-49.1,-181.635,132.535,0,0,0,0.4,10.0,non_xdds
20250620,20,False,pre,-159.2,-42.10199999999999,-117.098,0,0,0,0.4,10.0,non_xdds
20250621,21,False,pre,160.5,-12.452000000000014,172.95200000000003,0,0,0,0.4,10.0,non_xdds
20250622,22,False,pre,-42.5,-50.232000000000006,7.732000000000006,0,0,0,0.5,10.0,non_xdds
20250623,23,False,pre,447.6,-264.563,712.163,0,1,1,0.6,10.0,non_xdds
20250624,24,True,pre,890.6,174.216,716.384,1,1,1,0.4,10.0,xdds
20250625,25,False,pre,738.6,-49.998000000000005,788.5980000000001,0,0,1,0.5,10.0,non_xdds
20250626,26,False,pre,580.6,-158.50100000000003,739.1010000000001,0,0,0,0.5,10.0,non_xdds
20250627,27,True,pre,2334.8,280.547,2054.253,1,1,2,0.6,10.0,xdds
20250628,28,False,pre,322.3,141.70599999999996,180.59400000000005,0,0,0,0.6,10.0,non_xdds
20250629,29,False,pre,-101.9,-143.183,41.28299999999999,0,0,0,0.3,10.0,non_xdds
20250630,30,False,pre,738.9,298.967,439.933,0,0,0,0.7,10.0,non_xdds
20250701,1,False,pre,300.7,-116.02799999999999,416.72799999999995,0,0,0,0.6,10.0,non_xdds
20250702,2,False,pre,32.8,232.305,-199.505,0,0,0,0.5,10.0,non_xdds
20250703,3,False,pre,40.1,-442.849,482.949,0,1,1,0.4,10.0,non_xdds
20250704,4,True,pre,358.1,48.71500000000002,309.385,0,0,1,0.4,10.0,xdds
20250705,5,False,pre,-265.1,-85.17500000000001,-179.925,0,0,0,0.4,10.0,non_xdds
20250706,6,False,pre,404.3,180.15699999999998,224.14300000000003,0,0,0,0.6,10.0,non_xdds
20250708,8,False,post,-573.9,160.551,-734.451,0,0,0,0.2,10.0,non_xdds
20250709,9,False,post,665.9,93.33400000000002,572.5659999999999,0,0,0,0.7,10.0,non_xdds
20250710,10,False,post,1026.9,946.1880000000002,80.71199999999988,0,0,0,0.7,10.0,non_xdds
20250711,11,False,post,1302.6,1049.667,252.933,0,0,0,0.8,10.0,non_xdds
20250712,12,False,post,387.5,108.25799999999998,279.242,0,0,0,0.4,10.0,non_xdds
20250713,13,False,post,301.7,119.665,182.03499999999997,0,0,0,0.7,10.0,non_xdds
20250714,14,True,post,-62.9,431.2049999999999,-494.1049999999999,0,0,0,0.4,10.0,xdds
20250715,15,False,post,399.3,-22.535000000000004,421.83500000000004,0,1,1,0.4,10.0,non_xdds
20250716,16,False,post,-12.2,-18.065,5.865000000000002,0,0,0,0.4,10.0,non_xdds
20250717,17,True,post,1880.0,180.64899999999997,1699.351,1,1,2,0.7,10.0,xdds
20250718,18,False,post,232.7,-58.008,290.70799999999997,0,0,0,0.5,10.0,non_xdds
20250719,19,False,post,1541.5,-10.026000000000018,1551.526,0,0,0,0.9,10.0,non_xdds
20250720,20,False,post,-116.5,-6.083000000000012,-110.41699999999999,0,0,0,0.3,10.0,non_xdds
20250721,21,False,post,962.2,301.372,660.828,0,0,0,0.7,10.0,non_xdds
20250722,22,False,post,-50.4,76.99199999999999,-127.392,0,0,0,0.5,10.0,non_xdds
20250723,23,False,post,-306.4,-80.49400000000003,-225.90599999999995,0,0,0,0.4,10.0,non_xdds
20250724,24,True,post,3102.0,760.0870000000001,2341.913,0,1,1,0.9,10.0,xdds
20250725,25,False,post,-151.4,-145.586,-5.813999999999993,0,0,0,0.2,10.0,non_xdds
20250726,26,False,post,1789.4,376.31299999999993,1413.0870000000002,0,0,0,0.8,10.0,non_xdds
20250727,27,True,post,1313.2,164.582,1148.618,0,0,0,0.7,10.0,xdds
20250728,28,False,post,555.1,-195.52500000000003,750.625,0,1,1,0.4,10.0,non_xdds
20250729,29,False,post,524.7,-40.64400000000001,565.344,0,0,1,0.6,10.0,non_xdds
20250730,30,False,post,-59.8,441.881,-501.681,0,0,0,0.4,10.0,non_xdds
20250731,31,False,post,1057.4,214.08300000000003,843.317,0,0,0,0.8,10.0,non_xdds
20250801,1,False,post,21.2,-88.15,109.35000000000001,0,0,0,0.4,10.0,non_xdds
20250802,2,False,post,165.7,13.058,152.642,0,0,0,0.4,10.0,non_xdds
20250803,3,False,post,232.7,16.013999999999992,216.686,0,0,0,0.6,10.0,non_xdds
20250804,4,True,post,-491.7,640.562,-1132.262,0,0,0,0.4,10.0,xdds
20250805,5,False,post,-87.1,-25.554000000000006,-61.54599999999999,0,0,1,0.3,10.0,non_xdds
20250806,6,False,post,58.8,-85.44999999999999,144.25,0,0,1,0.5,10.0,non_xdds
20250807,7,True,post,-331.5,879.302,-1210.8020000000001,0,0,0,0.5,10.0,xdds
20250808,8,False,post,-127.3,437.698,-564.9979999999999,0,0,0,0.4,10.0,non_xdds
20250809,9,False,post,-247.2,291.901,-539.101,0,0,0,0.3,10.0,non_xdds
20250810,10,False,post,457.7,182.88,274.82,0,0,0,0.6,10.0,non_xdds
20250811,11,False,post,981.0,294.003,686.9970000000001,0,0,0,0.9,10.0,non_xdds
20250812,12,False,post,1173.3,212.15199999999996,961.148,0,0,0,0.6,10.0,non_xdds
20250813,13,False,post,-451.6,-261.24800000000005,-190.35199999999998,0,0,0,0.3,10.0,non_xdds
20250814,14,True,post,1941.6,223.224,1718.376,0,0,1,0.8,10.0,xdds
20250815,15,False,post,588.2,-49.63200000000002,637.8320000000001,0,0,0,0.7,10.0,non_xdds
20250816,16,False,post,-14.2,334.73400000000004,-348.934,0,0,0,0.4,10.0,non_xdds
20250817,17,True,post,180.8,289.659,-108.85899999999998,0,0,0,0.5,10.0,xdds
20250818,18,False,post,657.4,425.21200000000005,232.18799999999993,0,0,0,0.7,10.0,non_xdds
20250819,19,False,post,131.5,-27.53899999999999,159.039,0,0,0,0.4,10.0,non_xdds
20250820,20,False,post,-281.2,-142.649,-138.551,0,0,0,0.3,10.0,non_xdds
20250821,21,False,post,74.2,-14.704,88.904,0,0,0,0.5,10.0,non_xdds
20250822,22,False,post,291.4,-12.368,303.768,0,0,0,0.5,10.0,non_xdds
20250823,23,False,post,809.1,-5.877999999999986,814.9780000000001,0,0,0,0.8,10.0,non_xdds
20250824,24,True,post,1697.9,487.029,1210.871,0,1,2,0.7,10.0,xdds
20250825,25,False,post,745.2,-65.187,810.3870000000001,0,0,2,0.5,10.0,non_xdds
20250826,26,False,post,299.8,111.95799999999997,187.84200000000004,0,0,0,0.6,10.0,non_xdds
20250827,27,True,post,1626.0,350.1689999999999,1275.8310000000001,0,1,1,0.6,10.0,xdds
20250828,28,False,post,650.3,-43.748000000000005,694.048,0,0,1,0.7,10.0,non_xdds
20250829,29,False,post,528.8,-87.42299999999999,616.223,0,0,0,0.6,10.0,non_xdds
20250830,30,False,post,445.5,320.252,125.24799999999999,0,0,0,0.7,10.0,non_xdds
20250831,31,False,post,805.9,50.078999999999986,755.821,0,0,0,0.6,10.0,non_xdds
20250901,1,False,post,82.9,-134.61799999999997,217.51799999999997,0,0,0,0.5,10.0,non_xdds
20250902,2,False,post,-682.1,12.810999999999995,-694.9110000000001,0,0,0,0.3,10.0,non_xdds
20250903,3,False,post,-333.0,-165.69400000000005,-167.30599999999995,0,0,0,0.3,10.0,non_xdds
20250904,4,True,post,2798.6,370.63599999999997,2427.964,1,1,2,0.8,10.0,xdds
20250905,5,False,post,-57.6,-175.37600000000003,117.77600000000004,0,0,0,0.4,10.0,non_xdds
20250906,6,False,post,422.2,-50.078,472.278,0,0,0,0.5,10.0,non_xdds
20250907,7,True,post,-210.3,151.475,-361.775,0,0,1,0.5,10.0,xdds
20250908,8,False,post,-41.4,-21.846000000000014,-19.553999999999984,0,0,0,0.5,10.0,non_xdds
20250909,9,False,post,558.0,493.6960000000001,64.30399999999992,0,0,0,0.5,10.0,non_xdds
20250910,10,False,post,153.9,44.010999999999996,109.88900000000001,0,0,0,0.6,10.0,non_xdds
20250911,11,False,post,681.3,88.97999999999998,592.3199999999999,0,0,1,0.6,10.0,non_xdds
20250912,12,False,post,-391.1,-50.909,-340.19100000000003,0,0,0,0.2,10.0,non_xdds
20250913,13,False,post,757.8,85.24399999999997,672.556,0,1,1,0.5,10.0,non_xdds
20250914,14,True,post,1332.6,147.572,1185.0279999999998,0,1,2,0.7,10.0,xdds
20250915,15,False,post,-111.1,116.37199999999997,-227.47199999999998,0,0,0,0.7,10.0,non_xdds
20250916,16,False,post,1236.7,376.0270000000001,860.673,0,0,0,0.9,10.0,non_xdds
20250917,17,True,post,2454.7,584.4929999999999,1870.2069999999999,1,1,1,0.7,10.0,xdds
20250918,18,False,post,484.7,-24.903999999999986,509.604,0,0,1,0.6,10.0,non_xdds
20250919,19,False,post,1069.5,935.8300000000002,133.66999999999985,0,0,0,0.5,10.0,non_xdds
20250920,20,False,post,321.9,66.951,254.94899999999998,0,0,0,0.5,10.0,non_xdds
20250921,21,False,post,290.6,-67.509,358.10900000000004,0,0,0,0.5,10.0,non_xdds
20250922,22,False,post,-256.1,-36.184000000000005,-219.91600000000003,0,0,0,0.4,10.0,non_xdds
20250923,23,False,post,1146.7,185.801,960.8990000000001,0,0,0,0.7,10.0,non_xdds
20250924,24,True,post,1656.0,398.409,1257.591,0,0,2,0.6,10.0,xdds
20250925,25,False,post,205.9,-219.43699999999998,425.337,0,0,2,0.4,10.0,non_xdds
20250926,26,False,post,-311.5,-296.765,-14.735000000000014,0,0,0,0.3,10.0,non_xdds
20250927,27,True,post,-703.3,376.462,-1079.762,0,0,0,0.2,10.0,xdds
20250928,28,False,post,464.4,273.33799999999997,191.062,0,0,0,0.6,10.0,non_xdds
20250929,29,False,post,293.4,117.00500000000002,176.39499999999995,0,0,0,0.5,10.0,non_xdds
20250930,30,False,post,35.8,18.729000000000003,17.070999999999994,0,0,0,0.5,10.0,non_xdds
20251001,1,False,post,233.3,147.188,86.11200000000002,0,0,0,0.3,10.0,non_xdds
20251002,2,False,post,122.3,-188.19,310.49,0,0,0,0.4,10.0,non_xdds
20251003,3,False,post,179.8,-169.57,349.37,0,0,0,0.4,10.0,non_xdds
20251004,4,True,post,2894.6,534.577,2360.023,1,1,1,0.6,10.0,xdds
20251005,5,False,post,1260.0,101.307,1158.693,0,0,0,0.8,10.0,non_xdds
20251006,6,False,post,27.4,-308.351,335.751,0,1,1,0.4,10.0,non_xdds
20251007,7,True,post,623.1,309.744,313.356,0,0,1,0.5,10.0,xdds
20251008,8,False,post,178.8,-0.8799999999999989,179.68,0,0,0,0.5,10.0,non_xdds
20251009,9,False,post,562.9,-94.405,657.305,0,1,2,0.5,10.0,non_xdds
20251010,10,False,post,-17.3,422.319,-439.619,0,0,0,0.3,10.0,non_xdds
20251011,11,False,post,677.7,109.91400000000002,567.7860000000001,0,0,0,0.7,10.0,non_xdds
20251012,12,False,post,391.5,-122.58800000000001,514.088,0,0,1,0.5,10.0,non_xdds
20251013,13,False,post,-615.4,2.6809999999999947,-618.081,0,0,0,0.3,10.0,non_xdds
20251014,14,True,post,-988.7,205.14299999999994,-1193.843,0,0,0,0.3,10.0,xdds
20251015,15,False,post,-93.9,25.261000000000003,-119.161,0,0,0,0.5,10.0,non_xdds
20251016,16,False,post,-462.6,180.195,-642.7950000000001,0,0,0,0.3,10.0,non_xdds
20251017,17,True,post,69.1,-16.91100000000001,86.011,1,1,2,0.4,10.0,xdds
20251018,18,False,post,-345.4,73.67200000000001,-419.072,0,0,0,0.5,10.0,non_xdds
20251019,19,False,post,393.9,-2.8840000000000043,396.784,0,0,0,0.4,10.0,non_xdds
