island,section,last_digit,period,xday_mean,period_mean,deviation,global_mean,deviation_vs_global,n_xday_records,n_period_records
ジャグラー島,641-657,3,新店長2026/5-,1076.3333333333333,119.98333333333333,956.3499999999999,63.5,1012.8333333333333,12,60
ジャグラー島,641-657,4,新店長2026/5-,61.666666666666664,350.03333333333336,-288.3666666666667,31.509708737864077,30.156957928802587,12,60
ジャグラー島,641-657,5,新店長2026/5-,351.6666666666667,118.98333333333333,232.68333333333334,-13.003883495145631,364.67055016181234,12,60
ジャグラー島,641-657,6,新店長2026/5-,-597.5833333333334,100.35,-697.9333333333334,-5.238834951456311,-592.3444983818771,12,60
ジャグラー島,641-657,7,新店長2026/5-,99.08333333333333,-35.35,134.43333333333334,-23.65242718446602,122.73576051779935,12,60
ジャグラー島,641-657,8,新店長2026/5-,1500.0,620.5666666666667,879.4333333333333,45.02718446601942,1454.9728155339806,6,30
ジャグラー島,641-657,9,新店長2026/5-,-904.5,-127.73333333333333,-776.7666666666667,-67.03300970873786,-837.4669902912622,6,30
ジャグラー島,658-674,0,新店長2026/5-,958.8333333333334,379.95,578.8833333333334,53.758553274682306,905.0747800586511,12,60
ジャグラー島,658-674,1,新店長2026/5-,773.4166666666666,116.5,656.9166666666666,4.371844660194175,769.0448220064725,12,60
ジャグラー島,658-674,2,新店長2026/5-,-103.41666666666667,391.98333333333335,-495.40000000000003,128.4126213592233,-231.82928802588998,12,60
ジャグラー島,658-674,3,新店長2026/5-,-219.41666666666666,215.63333333333333,-435.04999999999995,176.11165048543688,-395.52831715210357,12,60
ジャグラー島,658-674,4,新店長2026/5-,-551.25,-6.983333333333333,-544.2666666666667,310.54174757281555,-861.7917475728156,12,60
ジャグラー島,658-674,5,新店長2026/5-,-280.3333333333333,162.76666666666668,-443.1,29.434951456310678,-309.768284789644,6,30
ジャグラー島,658-674,6,新店長2026/5-,427.3333333333333,153.03333333333333,274.29999999999995,54.2873786407767,373.0459546925566,6,30
ジャグラー島,658-674,7,新店長2026/5-,41.666666666666664,297.76666666666665,-256.09999999999997,37.95890410958904,3.707762557077622,6,30
ジャグラー島,658-674,8,新店長2026/5-,-464.0833333333333,-164.88333333333333,-299.2,-43.68252427184466,-420.40080906148864,12,60
ジャグラー島,658-674,9,新店長2026/5-,112.08333333333333,183.03333333333333,-70.95,-12.153398058252428,124.23673139158575,12,60
ジャグラー島,675-691,0,新店長2026/5-,-904.0,-365.18333333333334,-538.8166666666666,-55.17281553398058,-848.8271844660194,12,60
ジャグラー島,675-691,1,新店長2026/5-,-458.1666666666667,-254.26666666666668,-203.9,-15.292233009708738,-442.87443365695793,12,60
ジャグラー島,675-691,2,新店長2026/5-,370.6666666666667,50.03333333333333,320.6333333333333,39.219844357976655,331.44682230869,6,30
ジャグラー島,675-691,3,新店長2026/5-,-990.8333333333334,-36.233333333333334,-954.6,-29.518446601941747,-961.3148867313917,6,30
ジャグラー島,675-691,4,新店長2026/5-,21.5,-205.2,226.7,-21.299029126213593,42.7990291262136,6,30
ジャグラー島,675-691,5,新店長2026/5-,-103.66666666666667,-70.66666666666667,-33.0,131.6757281553398,-235.3423948220065,12,60
ジャグラー島,675-691,6,新店長2026/5-,-418.9166666666667,-395.3666666666667,-23.55000000000001,69.90291262135922,-488.8195792880259,12,60
ジャグラー島,675-691,7,新店長2026/5-,598.25,29.416666666666668,568.8333333333334,21.6689453125,576.5810546875,12,60
ジャグラー島,675-691,8,新店長2026/5-,922.5,-17.483333333333334,939.9833333333333,-18.135922330097088,940.6359223300971,12,60
ジャグラー島,675-691,9,新店長2026/5-,157.66666666666666,146.6,11.066666666666663,93.8621359223301,63.80453074433656,12,60
バラエティ島,692-700,0,旧店長2025,-365.09722222222223,-185.0775623268698,-180.01965989535242,-183.8452380952381,-181.25198412698413,72,361
バラエティ島,692-700,2,旧店長2025,-287.4861111111111,-205.54419889502762,-81.94191221608347,-285.60707269155205,-1.8790384195590377,72,362
バラエティ島,692-700,3,旧店長2025,-95.31944444444444,-193.86629526462394,98.5468508201795,-247.32251521298176,152.00307076853733,72,359
バラエティ島,692-700,4,旧店長2025,-35.388888888888886,-28.620786516853933,-6.768102372034953,-90.5010060362173,55.11211714732842,72,356
バラエティ島,692-700,5,旧店長2025,69.0,-1.226890756302521,70.22689075630252,-48.91038696537678,117.91038696537677,72,357
バラエティ島,692-700,6,旧店長2025,-322.9166666666667,-184.76638176638176,-138.15028490028493,-96.05636743215031,-226.8602992345164,72,351
バラエティ島,692-700,7,旧店長2025,332.6056338028169,102.98563218390805,229.62000161890884,62.31198347107438,270.2936503317425,71,348
バラエティ島,692-700,8,旧店長2025,-492.2957746478873,-268.86416184971097,-223.43161279817633,-239.72670807453417,-252.56906657335313,71,346
バラエティ島,692-700,9,旧店長2025,-50.214285714285715,-52.79360465116279,2.5793189368770726,-102.27615062761507,52.06186491332935,70,344
バラエティ島,701-711,0,旧店長2025,210.125,-64.15068493150685,274.2756849315068,-81.56699029126213,291.69199029126213,72,365
バラエティ島,701-711,1,旧店長2025,-63.84722222222222,-277.56473829201104,213.71751606978881,-224.73391812865498,160.88669590643275,144,726
バラエティ島,701-711,2,旧店長2025,91.125,-43.330555555555556,134.45555555555555,-127.90569744597249,219.0306974459725,72,360
バラエティ島,701-711,3,旧店長2025,-347.47222222222223,-116.8638888888889,-230.60833333333335,-135.6449704142012,-211.82725180802103,72,360
バラエティ島,701-711,4,旧店長2025,-12.291666666666666,-67.90883977900552,55.617173112338854,-40.734375,28.442708333333336,72,362
バラエティ島,701-711,5,旧店長2025,65.72222222222223,-127.03030303030303,192.75252525252526,-138.6998050682261,204.42202729044834,72,363
バラエティ島,701-711,6,旧店長2025,-273.3611111111111,-202.73698630136985,-70.62412480974123,-141.24271844660194,-132.11839266450914,72,365
バラエティ島,701-711,7,旧店長2025,-92.94444444444444,-36.49041095890411,-56.454033485540336,19.99611650485437,-112.94056094929881,72,365
バラエティ島,701-711,8,旧店長2025,141.75,-163.26027397260273,305.0102739726027,-152.60038986354775,294.3503898635478,72,365
バラエティ島,701-711,9,旧店長2025,277.44444444444446,-127.13698630136986,404.5814307458143,-68.87743190661479,346.32187635105925,72,365
バラエティ島,712-722,0,旧店長2025,83.68055555555556,44.48219178082192,39.198363774733636,-6.900970873786408,90.58152642934196,72,365
バラエティ島,712-722,1,旧店長2025,473.06944444444446,78.45753424657535,394.6119101978691,54.37864077669903,418.6908036677454,72,365
バラエティ島,712-722,2,旧店長2025,41.5625,1.9684931506849315,39.59400684931507,16.45145631067961,25.11104368932039,144,730
バラエティ島,712-722,3,旧店長2025,99.375,56.36164383561644,43.01335616438356,46.300970873786405,53.074029126213595,72,365
バラエティ島,712-722,4,旧店長2025,99.625,2.56986301369863,97.05513698630136,14.790291262135922,84.83470873786408,72,365
バラエティ島,712-722,5,旧店長2025,-190.72222222222223,39.586301369863016,-230.30852359208524,14.675728155339806,-205.39795037756204,72,365
バラエティ島,712-722,6,旧店長2025,-49.44444444444444,22.775342465753425,-72.21978691019787,36.97281553398058,-86.41725997842502,72,365
バラエティ島,712-722,7,旧店長2025,41.083333333333336,73.58356164383562,-32.50022831050229,74.39223300970873,-33.3088996763754,72,365
バラエティ島,712-722,8,旧店長2025,-5.666666666666667,75.0986301369863,-80.76529680365297,80.64077669902913,-86.3074433656958,72,365
バラエティ島,712-722,9,旧店長2025,-81.02777777777777,24.10958904109589,-105.13736681887366,40.02718446601942,-121.05496224379719,72,365
バラエティ島,723-733,0,旧店長2025,270.25,-11.580821917808219,281.83082191780824,-45.49708737864078,315.7470873786408,72,365
バラエティ島,723-733,1,旧店長2025,474.0138888888889,147.95068493150686,326.06320395738203,107.70291262135922,366.31097626752967,72,365
バラエティ島,723-733,2,旧店長2025,526.0555555555555,246.06575342465754,279.989802130898,227.1864077669903,298.8691477885652,72,365
バラエティ島,723-733,3,旧店長2025,213.26388888888889,69.77397260273973,143.48991628614914,70.39029126213592,142.87359762675297,144,730
バラエティ島,723-733,4,旧店長2025,179.06944444444446,38.3041095890411,140.76533485540335,24.12621359223301,154.94323085221146,72,365
バラエティ島,723-733,5,旧店長2025,593.0972222222222,98.53424657534246,494.5629756468797,85.87184466019417,507.22537756202803,72,365
バラエティ島,723-733,6,旧店長2025,120.23611111111111,84.0986301369863,36.13748097412481,50.667961165048546,69.56814994606256,72,365
バラエティ島,723-733,7,旧店長2025,509.0833333333333,55.87397260273973,453.2093607305936,70.22135922330096,438.86197411003235,72,365
バラエティ島,723-733,8,旧店長2025,312.2083333333333,35.49175824175824,276.71657509157507,26.65953307392996,285.5488002594034,72,364
バラエティ島,723-733,9,旧店長2025,352.93055555555554,29.471232876712328,323.4593226788432,25.988349514563108,326.94220604099246,72,365
バラエティ島,734-744,0,旧店長2025,146.11111111111111,-39.632876712328766,185.74398782343988,-39.55922330097087,185.67033441208198,72,365
バラエティ島,734-744,1,旧店長2025,377.65277777777777,57.153424657534245,320.49935312024354,71.49514563106796,306.15763214670983,72,365
バラエティ島,734-744,2,旧店長2025,202.05555555555554,91.49450549450549,110.56105006105005,85.45136186770428,116.60419368785126,72,364
バラエティ島,734-744,3,旧店長2025,423.19444444444446,154.35068493150686,268.8437595129376,91.49320388349514,331.7012405609493,72,365
バラエティ島,734-744,4,旧店長2025,160.45833333333334,94.9876712328767,65.47066210045664,63.17669902912621,97.28163430420713,144,730
バラエティ島,734-744,5,旧店長2025,380.06944444444446,132.62465753424658,247.44478691019788,114.86407766990291,265.2053667745415,72,365
バラエティ島,734-744,6,旧店長2025,395.0416666666667,78.54520547945205,316.49646118721466,53.37087378640777,341.6707928802589,72,365
バラエティ島,734-744,7,旧店長2025,691.7361111111111,97.24383561643836,594.4922754946728,111.4504854368932,580.2856256742178,72,365
バラエティ島,734-744,8,旧店長2025,320.06944444444446,80.62739726027397,239.4420471841705,58.49514563106796,261.5742988133765,72,365
バラエティ島,734-744,9,旧店長2025,96.59722222222223,-0.3315068493150685,96.92872907153729,-30.848543689320387,127.44576591154262,72,365
バラエティ島,745-755,0,旧店長2025,326.5138888888889,76.86685552407933,249.6470333648096,6.771134020618557,319.74275486827037,72,353
バラエティ島,745-755,1,旧店長2025,-148.04225352112675,-168.6,20.55774647887324,-95.51696606786427,-52.52528745326248,71,355
バラエティ島,745-755,2,旧店長2025,305.84722222222223,79.59556786703601,226.25165435518622,107.90962671905697,197.93759550316526,72,361
バラエティ島,745-755,3,旧店長2025,-863.3333333333334,-27.672176308539946,-835.6611570247934,-30.376218323586745,-832.9571150097466,72,363
バラエティ島,745-755,4,旧店長2025,314.15492957746477,-88.48882681564245,402.6437563931072,-109.12252964426878,423.2774592217336,71,358
バラエティ島,745-755,5,旧店長2025,-20.993055555555557,-140.3448275862069,119.35177203065133,-102.82048780487806,81.8274322493225,144,725
バラエティ島,745-755,6,旧店長2025,148.25,176.46368715083798,-28.213687150837984,150.219801980198,-1.9698019801980138,72,358
バラエティ島,745-755,7,旧店長2025,-55.291666666666664,-1.2200557103064067,-54.07161095636026,0.758893280632411,-56.05055994729908,72,359
バラエティ島,745-755,8,旧店長2025,477.625,-81.13259668508287,558.7575966850828,-60.088235294117645,537.7132352941177,72,362
バラエティ島,745-755,9,旧店長2025,-126.58333333333333,-137.2951289398281,10.71179560649476,-60.306451612903224,-66.27688172043011,72,349
バラエティ島,692-700,0,旧店長2026前半,977.1666666666666,-138.12173913043478,1115.2884057971014,-183.8452380952381,1161.0119047619048,24,115
バラエティ島,692-700,2,旧店長2026前半,-447.4782608695652,-473.3931623931624,25.914901523597223,-285.60707269155205,-161.87118817801314,23,117
バラエティ島,692-700,3,旧店長2026前半,-635.0434782608696,-449.6826923076923,-185.3607859531773,-247.32251521298176,-387.72096304788784,23,104
バラエティ島,692-700,4,旧店長2026前半,321.9583333333333,-323.05405405405406,645.0123873873874,-90.5010060362173,412.4593393695506,24,111
バラエティ島,692-700,5,旧店長2026前半,-298.1904761904762,-285.3240740740741,-12.866402116402128,-48.91038696537678,-249.28008922509943,21,108
バラエティ島,692-700,6,旧店長2026前半,717.7619047619048,212.67961165048544,505.0822931114194,-96.05636743215031,813.8182721940551,21,103
バラエティ島,692-700,7,旧店長2026前半,191.08695652173913,-155.83035714285714,346.91731366459624,62.31198347107438,128.77497305066476,23,112
バラエティ島,692-700,8,旧店長2026前半,-142.13636363636363,-130.55555555555554,-11.580808080808083,-239.72670807453417,97.59034443817055,22,108
バラエティ島,692-700,9,旧店長2026前半,581.6818181818181,-83.94339622641509,665.6252144082332,-102.27615062761507,683.9579688094332,22,106
バラエティ島,701-711,0,旧店長2026前半,74.125,-83.21666666666667,157.34166666666667,-81.56699029126213,155.69199029126213,24,120
バラエティ島,701-711,1,旧店長2026前半,-212.0,-152.21666666666667,-59.78333333333333,-224.73391812865498,12.733918128654977,48,240
バラエティ島,701-711,2,旧店長2026前半,-285.8333333333333,-302.1344537815126,16.30112044817929,-127.90569744597249,-157.92763588736082,24,119
バラエティ島,701-711,3,旧店長2026前半,-51.375,-196.10256410256412,144.72756410256412,-135.6449704142012,84.2699704142012,24,117
バラエティ島,701-711,4,旧店長2026前半,52.916666666666664,-94.54166666666667,147.45833333333334,-40.734375,93.65104166666666,24,120
バラエティ島,701-711,5,旧店長2026前半,-161.41666666666666,-121.175,-40.24166666666666,-138.6998050682261,-22.716861598440545,24,120
バラエティ島,701-711,6,旧店長2026前半,-562.125,-83.6,-478.525,-141.24271844660194,-420.88228155339806,24,120
バラエティ島,701-711,7,旧店長2026前半,534.6666666666666,259.5,275.16666666666663,19.99611650485437,514.6705501618122,24,120
バラエティ島,701-711,8,旧店長2026前半,227.58333333333334,-190.66949152542372,418.2528248587571,-152.60038986354775,380.1837231968811,24,118
バラエティ島,701-711,9,旧店長2026前半,334.2083333333333,72.125,262.0833333333333,-68.87743190661479,403.0857652399481,24,120
バラエティ島,712-722,0,旧店長2026前半,107.75,-117.36666666666666,225.11666666666667,-6.900970873786408,114.6509708737864,24,120
バラエティ島,712-722,1,旧店長2026前半,164.45833333333334,-19.233333333333334,183.69166666666666,54.37864077669903,110.07969255663431,24,120
バラエティ島,712-722,2,旧店長2026前半,228.52083333333334,50.670833333333334,177.85000000000002,16.45145631067961,212.06937702265373,48,240
バラエティ島,712-722,3,旧店長2026前半,74.25,52.983333333333334,21.266666666666666,46.300970873786405,27.949029126213595,24,120
バラエティ島,712-722,4,旧店長2026前半,-126.875,113.93333333333334,-240.80833333333334,14.790291262135922,-141.66529126213592,24,120
バラエティ島,712-722,5,旧店長2026前半,-85.25,-47.1,-38.15,14.675728155339806,-99.92572815533981,24,120
バラエティ島,712-722,6,旧店長2026前半,93.75,64.05,29.700000000000003,36.97281553398058,56.77718446601942,24,120
バラエティ島,712-722,7,旧店長2026前半,129.58333333333334,126.74166666666666,2.8416666666666828,74.39223300970873,55.19110032362461,24,120
バラエティ島,712-722,8,旧店長2026前半,551.125,125.44166666666666,425.68333333333334,80.64077669902913,470.4842233009709,24,120
バラエティ島,712-722,9,旧店長2026前半,121.08333333333333,84.05,37.03333333333333,40.02718446601942,81.05614886731391,24,120
バラエティ島,723-733,0,旧店長2026前半,-427.7916666666667,-146.525,-281.26666666666665,-45.49708737864078,-382.2945792880259,24,120
バラエティ島,723-733,1,旧店長2026前半,-94.41666666666667,6.15,-100.56666666666668,107.70291262135922,-202.11957928802588,24,120
バラエティ島,723-733,2,旧店長2026前半,342.4166666666667,293.01666666666665,49.400000000000034,227.1864077669903,115.23025889967639,24,120
バラエティ島,723-733,3,旧店長2026前半,3.7916666666666665,115.32083333333334,-111.52916666666667,70.39029126213592,-66.59862459546925,48,240
バラエティ島,723-733,4,旧店長2026前半,48.375,20.608333333333334,27.766666666666666,24.12621359223301,24.24878640776699,24,120
バラエティ島,723-733,5,旧店長2026前半,83.41666666666667,79.775,3.6416666666666657,85.87184466019417,-2.4551779935274993,24,120
バラエティ島,723-733,6,旧店長2026前半,144.29166666666666,-96.15,240.44166666666666,50.667961165048546,93.6237055016181,24,120
バラエティ島,723-733,7,旧店長2026前半,384.5833333333333,79.25,305.3333333333333,70.22135922330096,314.36197411003235,24,120
バラエティ島,723-733,8,旧店長2026前半,310.2083333333333,56.4,253.8083333333333,26.65953307392996,283.5488002594034,24,120
バラエティ島,723-733,9,旧店長2026前半,249.875,-18.066666666666666,267.94166666666666,25.988349514563108,223.8866504854369,24,120
バラエティ島,734-744,0,旧店長2026前半,185.16666666666666,-17.058333333333334,202.225,-39.55922330097087,224.72588996763753,24,120
バラエティ島,734-744,1,旧店長2026前半,513.0833333333334,169.34166666666667,343.7416666666667,71.49514563106796,441.58818770226543,24,120
バラエティ島,734-744,2,旧店長2026前半,302.0833333333333,106.55,195.5333333333333,85.45136186770428,216.63197146562902,24,120
バラエティ島,734-744,3,旧店長2026前半,-95.45833333333333,14.591666666666667,-110.05,91.49320388349514,-186.95153721682846,24,120
バラエティ島,734-744,4,旧店長2026前半,228.54166666666666,29.566666666666666,198.975,63.17669902912621,165.36496763754045,48,240
バラエティ島,734-744,5,旧店長2026前半,62.166666666666664,60.99166666666667,1.1749999999999972,114.86407766990291,-52.69741100323625,24,120
バラエティ島,734-744,6,旧店長2026前半,131.83333333333334,-0.09166666666666666,131.925,53.37087378640777,78.46245954692557,24,120
バラエティ島,734-744,7,旧店長2026前半,55.333333333333336,201.85833333333332,-146.52499999999998,111.4504854368932,-56.11715210355987,24,120
バラエティ島,734-744,8,旧店長2026前半,747.5416666666666,46.68333333333333,700.8583333333333,58.49514563106796,689.0465210355986,24,120
バラエティ島,734-744,9,旧店長2026前半,226.95833333333334,-144.1,371.05833333333334,-30.848543689320387,257.80687702265374,24,120
バラエティ島,745-755,0,旧店長2026前半,306.4583333333333,-220.01769911504425,526.4760324483775,6.771134020618557,299.68719931271477,24,113
バラエティ島,745-755,1,旧店長2026前半,302.9166666666667,87.24786324786325,215.66880341880344,-95.51696606786427,398.433632734531,24,117
バラエティ島,745-755,2,旧店長2026前半,-441.2916666666667,146.73728813559322,-588.0289548022599,107.90962671905697,-549.2012933857236,24,118
バラエティ島,745-755,3,旧店長2026前半,-292.1666666666667,9.15,-301.31666666666666,-30.376218323586745,-261.79044834307996,24,120
バラエティ島,745-755,4,旧店長2026前半,-372.7083333333333,-149.42372881355934,-223.28460451977398,-109.12252964426878,-263.5858036890645,24,118
バラエティ島,745-755,5,旧店長2026前半,583.5625,38.62916666666667,544.9333333333333,-102.82048780487806,686.3829878048781,48,240
バラエティ島,745-755,6,旧店長2026前半,252.125,138.55555555555554,113.56944444444446,150.219801980198,101.90519801980199,24,117
バラエティ島,745-755,7,旧店長2026前半,-64.54166666666667,1.075,-65.61666666666667,0.758893280632411,-65.30055994729908,24,120
バラエティ島,745-755,8,旧店長2026前半,355.0416666666667,7.579831932773109,347.46183473389357,-60.088235294117645,415.1299019607843,24,119
バラエティ島,745-755,9,旧店長2026前半,561.375,210.01709401709402,351.357905982906,-60.306451612903224,621.6814516129032,24,117
バラエティ島,692-700,0,新店長2026/5-,-1304.0,-355.75,-948.25,-183.8452380952381,-1120.154761904762,6,28
バラエティ島,692-700,2,新店長2026/5-,-495.5,-519.3333333333334,23.83333333333337,-285.60707269155205,-209.89292730844795,6,30
バラエティ島,692-700,3,新店長2026/5-,778.5,-185.5,964.0,-247.32251521298176,1025.8225152129817,6,30
バラエティ島,692-700,4,新店長2026/5-,1814.3333333333333,35.63333333333333,1778.6999999999998,-90.5010060362173,1904.8343393695507,6,30
バラエティ島,692-700,5,新店長2026/5-,1153.5,278.38461538461536,875.1153846153846,-48.91038696537678,1202.4103869653768,6,26
バラエティ島,692-700,6,新店長2026/5-,-351.0,-122.56,-228.44,-96.05636743215031,-254.9436325678497,6,25
バラエティ島,692-700,7,新店長2026/5-,2135.6666666666665,490.5416666666667,1645.1249999999998,62.31198347107438,2073.3546831955923,6,24
バラエティ島,692-700,8,新店長2026/5-,1114.1666666666667,-298.6551724137931,1412.8218390804598,-239.72670807453417,1353.893374741201,6,29
バラエティ島,692-700,9,新店長2026/5-,200.0,-779.6071428571429,979.6071428571429,-102.27615062761507,302.27615062761504,6,28
バラエティ島,701-711,0,新店長2026/5-,138.33333333333334,-286.8666666666667,425.20000000000005,-81.56699029126213,219.90032362459547,6,30
バラエティ島,701-711,1,新店長2026/5-,208.33333333333334,124.45,83.88333333333334,-224.73391812865498,433.06725146198835,12,60
バラエティ島,701-711,2,新店長2026/5-,-343.6666666666667,-451.7,108.0333333333333,-127.90569744597249,-215.7609692206942,6,30
バラエティ島,701-711,3,新店長2026/5-,-24.666666666666668,-125.23333333333333,100.56666666666666,-135.6449704142012,110.97830374753453,6,30
バラエティ島,701-711,4,新店長2026/5-,707.8333333333334,502.4,205.4333333333334,-40.734375,748.5677083333334,6,30
バラエティ島,701-711,5,新店長2026/5-,-1710.6666666666667,-350.0,-1360.6666666666667,-138.6998050682261,-1571.9668615984406,6,30
バラエティ島,701-711,6,新店長2026/5-,853.8333333333334,376.3666666666667,477.4666666666667,-141.24271844660194,995.0760517799354,6,30
バラエティ島,701-711,7,新店長2026/5-,-348.0,-250.76666666666668,-97.23333333333332,19.99611650485437,-367.9961165048544,6,30
バラエティ島,701-711,8,新店長2026/5-,555.1666666666666,126.83333333333333,428.3333333333333,-152.60038986354775,707.7670565302144,6,30
バラエティ島,701-711,9,新店長2026/5-,1322.3333333333333,80.93103448275862,1241.4022988505747,-68.87743190661479,1391.2107652399482,6,29
バラエティ島,712-722,0,新店長2026/5-,-192.16666666666666,-190.2,-1.9666666666666686,-6.900970873786408,-185.26569579288025,6,30
バラエティ島,712-722,1,新店長2026/5-,435.6666666666667,55.86666666666667,379.8,54.37864077669903,381.2880258899677,6,30
バラエティ島,712-722,2,新店長2026/5-,-93.58333333333333,55.78333333333333,-149.36666666666667,16.45145631067961,-110.03478964401293,12,60
バラエティ島,712-722,3,新店長2026/5-,164.0,-102.83333333333333,266.8333333333333,46.300970873786405,117.69902912621359,6,30
バラエティ島,712-722,4,新店長2026/5-,-538.6666666666666,-233.1,-305.5666666666666,14.790291262135922,-553.4569579288026,6,30
バラエティ島,712-722,5,新店長2026/5-,-64.66666666666667,-41.3,-23.366666666666674,14.675728155339806,-79.34239482200648,6,30
バラエティ島,712-722,6,新店長2026/5-,-418.3333333333333,101.4,-519.7333333333333,36.97281553398058,-455.3061488673139,6,30
バラエティ島,712-722,7,新店長2026/5-,-541.5,-125.16666666666667,-416.3333333333333,74.39223300970873,-615.8922330097088,6,30
バラエティ島,712-722,8,新店長2026/5-,342.5,-31.133333333333333,373.6333333333333,80.64077669902913,261.8592233009709,6,30
バラエティ島,712-722,9,新店長2026/5-,-812.3333333333334,57.6,-869.9333333333334,40.02718446601942,-852.3605177993528,6,30
バラエティ島,723-733,0,新店長2026/5-,-628.0,-54.03333333333333,-573.9666666666667,-45.49708737864078,-582.5029126213592,6,30
バラエティ島,723-733,1,新店長2026/5-,-544.1666666666666,24.233333333333334,-568.4,107.70291262135922,-651.8695792880259,6,30
バラエティ島,723-733,2,新店長2026/5-,270.0,-265.8333333333333,535.8333333333333,227.1864077669903,42.8135922330097,6,30
バラエティ島,723-733,3,新店長2026/5-,-675.25,-101.83333333333333,-573.4166666666666,70.39029126213592,-745.6402912621359,12,60
バラエティ島,723-733,4,新店長2026/5-,-52.5,-134.3,81.80000000000001,24.12621359223301,-76.62621359223301,6,30
バラエティ島,723-733,5,新店長2026/5-,-409.1666666666667,-43.8,-365.3666666666667,85.87184466019417,-495.0385113268609,6,30
バラエティ島,723-733,6,新店長2026/5-,154.0,231.2,-77.19999999999999,50.667961165048546,103.33203883495145,6,30
バラエティ島,723-733,7,新店長2026/5-,595.1666666666666,208.66666666666666,386.5,70.22135922330096,524.9453074433657,6,30
バラエティ島,723-733,8,新店長2026/5-,-92.16666666666667,-199.46666666666667,107.3,26.65953307392996,-118.82619974059664,6,30
バラエティ島,723-733,9,新店長2026/5-,-26.5,159.83333333333334,-186.33333333333334,25.988349514563108,-52.48834951456311,6,30
バラエティ島,734-744,0,新店長2026/5-,74.0,-128.66666666666666,202.66666666666666,-39.55922330097087,113.55922330097087,6,30
バラエティ島,734-744,1,新店長2026/5-,-62.666666666666664,-145.4,82.73333333333335,71.49514563106796,-134.16181229773463,6,30
バラエティ島,734-744,2,新店長2026/5-,697.5,-72.26666666666667,769.7666666666667,85.45136186770428,612.0486381322958,6,30
バラエティ島,734-744,3,新店長2026/5-,368.0,-365.6666666666667,733.6666666666667,91.49320388349514,276.50679611650486,6,30
バラエティ島,734-744,4,新店長2026/5-,-61.166666666666664,-189.41666666666666,128.25,63.17669902912621,-124.34336569579287,12,60
バラエティ島,734-744,5,新店長2026/5-,190.16666666666666,114.26666666666667,75.89999999999999,114.86407766990291,75.30258899676375,6,30
バラエティ島,734-744,6,新店長2026/5-,244.66666666666666,-39.06666666666667,283.73333333333335,53.37087378640777,191.2957928802589,6,30
バラエティ島,734-744,7,新店長2026/5-,283.3333333333333,-77.33333333333333,360.66666666666663,111.4504854368932,171.88284789644013,6,30
バラエティ島,734-744,8,新店長2026/5-,-619.6666666666666,-163.53333333333333,-456.1333333333333,58.49514563106796,-678.1618122977346,6,30
バラエティ島,734-744,9,新店長2026/5-,856.5,50.86666666666667,805.6333333333333,-30.848543689320387,887.3485436893204,6,30
バラエティ島,745-755,1,新店長2026/5-,-615.6666666666666,61.758620689655174,-677.4252873563219,-95.51696606786427,-520.1497005988024,6,29
バラエティ島,745-755,2,新店長2026/5-,2876.0,295.9,2580.1,107.90962671905697,2768.090373280943,6,30
バラエティ島,745-755,3,新店長2026/5-,-425.0,-221.2,-203.8,-30.376218323586745,-394.6237816764133,6,30
バラエティ島,745-755,4,新店長2026/5-,-394.1666666666667,-196.83333333333334,-197.33333333333334,-109.12252964426878,-285.0441370223979,6,30
バラエティ島,745-755,5,新店長2026/5-,-48.833333333333336,-215.2,166.36666666666665,-102.82048780487806,53.98715447154472,12,60
バラエティ島,745-755,6,新店長2026/5-,-176.33333333333334,-117.46666666666667,-58.866666666666674,150.219801980198,-326.55313531353136,6,30
バラエティ島,745-755,7,新店長2026/5-,-330.2,25.666666666666668,-355.8666666666667,0.758893280632411,-330.9588932806324,5,27
バラエティ島,745-755,8,新店長2026/5-,-948.5,-75.06896551724138,-873.4310344827586,-60.088235294117645,-888.4117647058823,6,29
バラエティ島,745-755,9,新店長2026/5-,861.3333333333334,-218.93333333333334,1080.2666666666667,-60.306451612903224,921.6397849462365,6,30
