island,section,last_digit,dd,dd_mean,global_mean,deviation_dd,n_records
AT島,523-539,0,25,-622.625,-235.16463414634146,-387.4603658536586,16
AT島,523-539,0,26,-117.86666666666666,-235.16463414634146,117.2979674796748,15
AT島,523-539,0,27,-178.7058823529412,-235.16463414634146,56.45875179340027,17
AT島,523-539,0,28,-955.0,-235.16463414634146,-719.8353658536586,16
AT島,523-539,0,29,-478.7857142857143,-235.16463414634146,-243.62108013937282,14
AT島,523-539,0,30,-633.7857142857143,-235.16463414634146,-398.6210801393729,14
AT島,523-539,0,31,-545.25,-235.16463414634146,-310.0853658536586,8
AT島,523-539,1,1,-519.4117647058823,-177.70362903225808,-341.70813567362427,17
AT島,523-539,1,2,-343.875,-177.70362903225808,-166.17137096774192,16
AT島,523-539,1,3,-48.6875,-177.70362903225808,129.01612903225808,16
AT島,523-539,1,4,-255.0,-177.70362903225808,-77.29637096774192,17
AT島,523-539,1,5,-1714.9411764705883,-177.70362903225808,-1537.2375474383302,17
AT島,523-539,1,6,-1023.5882352941177,-177.70362903225808,-845.8846062618596,17
AT島,523-539,1,7,1139.5882352941176,-177.70362903225808,1317.2918643263756,17
AT島,523-539,1,8,1066.0625,-177.70362903225808,1243.766129032258,16
AT島,523-539,1,9,-58.411764705882355,-177.70362903225808,119.29186432637573,17
AT島,523-539,1,10,-558.7647058823529,-177.70362903225808,-381.0610768500949,17
AT島,523-539,1,11,-146.4375,-177.70362903225808,31.26612903225808,16
AT島,523-539,1,12,-12.25,-177.70362903225808,165.45362903225808,16
AT島,523-539,1,13,516.0,-177.70362903225808,693.703629032258,16
AT島,523-539,1,14,488.4117647058824,-177.70362903225808,666.1153937381405,17
AT島,523-539,1,15,205.47058823529412,-177.70362903225808,383.1742172675522,17
