hall_name,floor,machine_number,X,Y,display_x,display_y,section,section_min,section_max,rank_from_min,rank_from_max
楽園蒲田店,新館2F,2060,9,13,9,13,2045-2070,2045,2070,16,11
楽園蒲田店,新館2F,2061,9,12,9,12,2045-2070,2045,2070,17,10
楽園蒲田店,新館2F,2062,9,11,9,11,2045-2070,2045,2070,18,9
楽園蒲田店,新館2F,2063,9,10,9,10,2045-2070,2045,2070,19,8
楽園蒲田店,新館2F,2064,9,9,9,9,2045-2070,2045,2070,20,7
楽園蒲田店,新館2F,2065,9,8,9,8,2045-2070,2045,2070,21,6
楽園蒲田店,新館2F,2066,9,7,9,7,2045-2070,2045,2070,22,5
楽園蒲田店,新館2F,2067,9,6,9,6,2045-2070,2045,2070,23,4
楽園蒲田店,新館2F,2068,9,5,9,5,2045-2070,2045,2070,24,3
楽園蒲田店,新館2F,2069,9,4,9,4,2045-2070,2045,2070,25,2
楽園蒲田店,新館2F,2070,9,3,9,3,2045-2070,2045,2070,26,1
楽園蒲田店,新館2F,2071,12,5,12,5,2071-2075,2071,2075,1,5
楽園蒲田店,新館2F,2072,12,6,12,6,2071-2075,2071,2075,2,4
楽園蒲田店,新館2F,2073,12,7,12,7,2071-2075,2071,2075,3,3
楽園蒲田店,新館2F,2074,12,8,12,8,2071-2075,2071,2075,4,2
楽園蒲田店,新館2F,2075,12,9,12,9,2071-2075,2071,2075,5,1
楽園蒲田店,新館2F,2076,13,12,13,12,2076-2090,2076,2090,1,15
楽園蒲田店,新館2F,2077,14,12,14,12,2076-2090,2076,2090,2,14
楽園蒲田店,新館2F,2078,14,13,14,13,2076-2090,2076,2090,3,13
楽園蒲田店,新館2F,2079,14,14,14,14,2076-2090,2076,2090,4,12
楽園蒲田店,新館2F,2080,14,15,14,15,2076-2090,2076,2090,5,11
楽園蒲田店,新館2F,2081,14,16,14,16,2076-2090,2076,2090,6,10
楽園蒲田店,新館2F,2082,14,17,14,17,2076-2090,2076,2090,7,9
楽園蒲田店,新館2F,2083,13,18,13,18,2076-2090,2076,2090,8,8
楽園蒲田店,新館2F,2084,12,18,12,18,2076-2090,2076,2090,9,7
楽園蒲田店,新館2F,2085,11,18,11,18,2076-2090,2076,2090,10,6
楽園蒲田店,新館2F,2086,10,18,10,18,2076-2090,2076,2090,11,5
楽園蒲田店,新館2F,2087,9,18,9,18,2076-2090,2076,2090,12,4
楽園蒲田店,新館2F,2088,8,18,8,18,2076-2090,2076,2090,13,3
楽園蒲田店,新館2F,2089,7,18,7,18,2076-2090,2076,2090,14,2
楽園蒲田店,新館2F,2090,6,18,6,18,2076-2090,2076,2090,15,1
