hall,period,dd,n,rb_rate_pooled,rb_rate_mean
ヒロキ,recent60d,3,43.0,0.002723155028257865,0.0026381627906976743
ヒロキ,recent60d,4,66.0,0.0027776391730286246,0.002655393939393939
ヒロキ,recent60d,5,21.0,0.0028458302400395943,0.0028864285714285715
ヒロキ,recent60d,6,112.0,0.0030368574970358413,0.0029027410714285713
ヒロキ,recent60d,7,64.0,0.002959335210335739,0.00277140625
ヒロキ,recent60d,8,52.0,0.0030871088933976643,0.002980153846153846
ヒロキ,recent60d,9,68.0,0.0030527133142134334,0.003023720588235294
ヒロキ,recent60d,10,87.0,0.0029370453588288864,0.0028427241379310347
ヒロキ,recent60d,11,75.0,0.0030892380670026684,0.00298416
ヒロキ,recent60d,12,24.0,0.0028777646267028707,0.002714291666666667
ヒロキ,recent60d,13,68.0,0.0030185496906153892,0.002886735294117647
ヒロキ,recent60d,14,66.0,0.002906207786802854,0.0028162727272727276
ヒロキ,recent60d,15,50.0,0.0027910601815768965,0.00272802
ヒロキ,recent60d,16,93.0,0.0028646544588742783,0.0027289139784946233
ヒロキ,recent60d,17,74.0,0.0028878047617486567,0.0027782297297297294
ヒロキ,recent60d,18,51.0,0.0030256304279862867,0.00294078431372549
ヒロキ,recent60d,19,42.0,0.002744913736147721,0.0026858809523809526
ヒロキ,recent60d,20,70.0,0.002996787305827758,0.002860257142857143
ヒロキ,recent60d,21,54.0,0.0028125743709569244,0.0026652777777777777
ヒロキ,recent60d,22,46.0,0.002780071102424559,0.0027320652173913047
ヒロキ,recent60d,23,71.0,0.0028180492114255975,0.002637183098591549
ヒロキ,recent60d,24,63.0,0.0028167171252766743,0.0026602380952380953
ヒロキ,recent60d,25,60.0,0.0029122309279808385,0.0028135000000000005
ヒロキ,recent60d,26,75.0,0.0028857633732273374,0.00268412
ヒロキ,recent60d,27,69.0,0.003114056354722267,0.0029340434782608696
ヒロキ,recent60d,28,68.0,0.0027828225568559436,0.002653352941176471
ヒロキ,recent60d,29,45.0,0.0031699935642748108,0.0031456666666666664
ヒロキ,recent60d,30,85.0,0.0030690179797305114,0.0029552941176470586
ヒロキ,recent60d,31,42.0,0.0028025276928153827,0.002683333333333333
ザシティ,full,1,566.0,0.0029093177588130313,0.0027904434628975264
ザシティ,full,2,496.0,0.0027653821211505083,0.0026673326612903225
ザシティ,full,3,628.0,0.0029166714729377537,0.0027907786624203823
ザシティ,full,4,537.0,0.0028673166719876526,0.002752093109869646
ザシティ,full,5,609.0,0.003167189025115867,0.002987070607553366
ザシティ,full,6,611.0,0.003178989456034566,0.0029398543371522094
ザシティ,full,7,518.0,0.0028973316299908233,0.0027402606177606174
ザシティ,full,8,678.0,0.003036165679824812,0.002846060471976401
ザシティ,full,9,457.0,0.0030433339551470427,0.0028943435448577685
ザシティ,full,10,451.0,0.0028600585653878025,0.002720760532150776
ザシティ,full,11,485.0,0.0029655300902546545,0.002816463917525773
ザシティ,full,12,436.0,0.0029480206899266627,0.0028029311926605505
ザシティ,full,13,457.0,0.0028269222964818863,0.0027201334792122537
ザシティ,full,14,485.0,0.002903414450658117,0.002772020618556701
ザシティ,full,15,605.0,0.0030065830751048583,0.0028366545454545453
ザシティ,full,16,452.0,0.0028536589766093353,0.002760783185840708
ザシティ,full,17,424.0,0.002829793138577571,0.0027295919811320753
ザシティ,full,18,668.0,0.0030331012408085995,0.0028349146706586827
ザシティ,full,19,460.0,0.002951917392721587,0.0028059739130434783
ザシティ,full,20,470.0,0.002922594460445028,0.0027597212765957447
ザシティ,full,21,474.0,0.002870038190024303,0.0027453502109704643
ザシティ,full,22,440.0,0.0028294437128582933,0.002711559090909091
ザシティ,full,23,430.0,0.0028359449192782524,0.002724053488372093
ザシティ,full,24,420.0,0.002778163388712292,0.0026838904761904763
ザシティ,full,25,512.0,0.002991841513927333,0.0028603359375
ザシティ,full,26,419.0,0.0028452492579298483,0.002717238663484487
ザシティ,full,27,411.0,0.0028553256991433384,0.0027509878345498787
ザシティ,full,28,657.0,0.0031036719109522157,0.002900966514459665
ザシティ,full,29,405.0,0.002798906313341967,0.0026888913580246916
ザシティ,full,30,546.0,0.00289242557996836,0.002731545787545788
ザシティ,full,31,297.0,0.0028458761227285064,0.0027356363636363637
ザシティ,recent60d,1,69.0,0.0030425963488843813,0.0029784057971014495
ザシティ,recent60d,2,64.0,0.00288456137817041,0.0028381875
ザシティ,recent60d,3,79.0,0.0031343888158422016,0.0029703164556962027
ザシティ,recent60d,4,82.0,0.0032310780950038,0.003133621951219512
ザシティ,recent60d,5,41.0,0.0031223458832655023,0.003042048780487805
ザシティ,recent60d,6,89.0,0.003258067922698134,0.003043696629213483
ザシティ,recent60d,7,72.0,0.003096361319208086,0.0029488055555555556
ザシティ,recent60d,8,83.0,0.003071043317993193,0.0029425180722891567
ザシティ,recent60d,9,74.0,0.0029797731145073192,0.0029192702702702704
ザシティ,recent60d,10,71.0,0.002937655132136078,0.0027938591549295775
ザシティ,recent60d,11,65.0,0.0028505789518167637,0.0027645692307692307
ザシティ,recent60d,12,31.0,0.0032322149344096874,0.0030080322580645163
ザシティ,recent60d,13,67.0,0.0027895244982952907,0.002716014925373134
ザシティ,recent60d,14,61.0,0.002933694332019029,0.0027975901639344263
ザシティ,recent60d,15,89.0,0.0029861706602341996,0.002878168539325843
ザシティ,recent60d,16,81.0,0.0028224934146062123,0.0027576666666666665
ザシティ,recent60d,17,76.0,0.003017542396731256,0.002914934210526316
ザシティ,recent60d,18,79.0,0.003080515176621225,0.002928405063291139
ザシティ,recent60d,19,70.0,0.0029686189483502066,0.0028523
ザシティ,recent60d,20,77.0,0.00287658613414163,0.0027675844155844154
ザシティ,recent60d,21,76.0,0.002860186977595702,0.0027524473684210527
ザシティ,recent60d,22,65.0,0.002767327377592149,0.002716615384615385
ザシティ,recent60d,23,75.0,0.0028628557210649223,0.002723733333333333
ザシティ,recent60d,24,79.0,0.002844525674683457,0.002745303797468354
ザシティ,recent60d,25,72.0,0.0029552261731049844,0.0028120833333333335
ザシティ,recent60d,26,66.0,0.0028865027133125505,0.002787969696969697
ザシティ,recent60d,27,68.0,0.0028923700544694507,0.0027923529411764706
ザシティ,recent60d,28,85.0,0.002927778591049609,0.0028497529411764706
ザシティ,recent60d,29,61.0,0.002846230569002846,0.0027577868852459012
ザシティ,recent60d,30,85.0,0.0029184922873777084,0.0028404470588235297
ザシティ,recent60d,31,45.0,0.002876819806468486,0.002800511111111111
金時,full,1,600.0,0.0030306366208346634,0.0029292366666666667
金時,full,2,594.0,0.0030321224399918623,0.0029283434343434344
金時,full,3,556.0,0.002991294513433166,0.0028934370503597125
金時,full,4,600.0,0.002988454401882917,0.002900885
金時,full,5,752.0,0.00305879575204173,0.0029275864361702126
金時,full,6,596.0,0.0030086290333969047,0.0028814345637583894
金時,full,7,569.0,0.0029848423239824356,0.0028759929701230227
金時,full,8,549.0,0.002984595470144603,0.0028846320582877963
金時,full,9,531.0,0.0030950774758898886,0.0030053276836158192
金時,full,10,525.0,0.002984842093254606,0.002887807619047619
金時,full,11,574.0,0.003067597743892061,0.002952663763066202
金時,full,12,572.0,0.003044443300967343,0.0029325437062937064
金時,full,13,554.0,0.0030936159955080133,0.0029808104693140798
金時,full,14,569.0,0.003072205152211817,0.0029724358523725834
金時,full,15,736.0,0.003058145147457147,0.002919433423913043
金時,full,16,571.0,0.0030385412517112665,0.0029567775831873906
金時,full,17,540.0,0.0030295946048633795,0.002908051851851852
金時,full,18,553.0,0.003055196008624664,0.0029416962025316453
金時,full,19,541.0,0.0030606240952975113,0.0029369205175600738
金時,full,20,796.0,0.0030474658389454475,0.002905904522613065
金時,full,21,554.0,0.002979174697135142,0.002863323104693141
金時,full,22,545.0,0.0030539263260053167,0.002957908256880734
金時,full,23,545.0,0.003080237299944671,0.002956506422018349
金時,full,24,581.0,0.003067051156291547,0.0029539449225473324
金時,full,25,753.0,0.0030651286698601837,0.0029365949535192564
金時,full,26,580.0,0.003074654980489202,0.0029567086206896552
金時,full,27,534.0,0.0030774765374382267,0.0030126610486891385
金時,full,28,550.0,0.003045353753016218,0.002955009090909091
金時,full,29,504.0,0.003041584319271275,0.002939170634920635
金時,full,30,530.0,0.0030453690533917494,0.002967654716981132
金時,full,31,291.0,0.003001679145454302,0.0029085223367697594
金時,recent60d,1,59.0,0.003058722897271207,0.003001169491525424
金時,recent60d,2,65.0,0.003034455409084954,0.002915846153846154
金時,recent60d,3,54.0,0.003031735424035468,0.0029556481481481482
金時,recent60d,4,74.0,0.002999376341130831,0.0029018243243243242
金時,recent60d,5,41.0,0.0030812783891786596,0.0028758048780487804
金時,recent60d,6,86.0,0.002941853320142443,0.0028636860465116277
金時,recent60d,7,62.0,0.003122396657388811,0.0030038870967741935
金時,recent60d,8,62.0,0.0029931340703196105,0.002886951612903226
金時,recent60d,9,65.0,0.003077606066423498,0.002955523076923077
金時,recent60d,10,75.0,0.00296867373374551,0.00289272
金時,recent60d,11,58.0,0.003212123549145876,0.003116448275862069
金時,recent60d,12,38.0,0.002957195843218498,0.002864105263157895
金時,recent60d,13,71.0,0.0031916396856895356,0.003049619718309859
金時,recent60d,14,66.0,0.002896793975711246,0.0028036060606060607
金時,recent60d,15,84.0,0.003049849260323915,0.002909261904761905
金時,recent60d,16,70.0,0.003282072153260269,0.0031949
金時,recent60d,17,72.0,0.00301335649907699,0.002869569444444444
金時,recent60d,18,65.0,0.0030889154286758264,0.003012169230769231
金時,recent60d,19,57.0,0.002895037452367042,0.0027791228070175437
金時,recent60d,20,87.0,0.0030394662705027498,0.002897666666666667
金時,recent60d,21,63.0,0.0030365800239065713,0.002908031746031746
金時,recent60d,22,71.0,0.0030257186081694403,0.002928408450704225
金時,recent60d,23,72.0,0.0030167526764482587,0.002844027777777778
金時,recent60d,24,68.0,0.00300979551631674,0.0029392941176470586
金時,recent60d,25,88.0,0.002974288327555641,0.002833193181818182
金時,recent60d,26,66.0,0.0032436146599256967,0.0030916666666666666
金時,recent60d,27,61.0,0.003108037874694101,0.0030278196721311474
金時,recent60d,28,61.0,0.0030391656865704263,0.0029522622950819673
金時,recent60d,29,65.0,0.0031861595610841874,0.003065692307692308
金時,recent60d,30,74.0,0.003142061985358106,0.0030024864864864865
金時,recent60d,31,38.0,0.0028467764443204017,0.0026692105263157895
