date,year,month,day,source,is_event_day,is_grand_opening,kamata7_diff,kamata7_weekday_strategy,kamata7_full_half,kamata1_diff,kamata1_weekday_strategy,kamata1_full_half,kamata7_content,kamata1_content
20250707,2025,7,7,poco,1,1,1857400.0,全機種全台,,156900.0,東日本合同→北斗,マイジャグ、鏡、ハーレム、スタアライト,全機種全台,東日本合同→北斗、全→マイジャグ、鏡、ハーレム、スタアライト
20250708,2025,7,8,poco,0,1,541700.0,グランド2日目→角2,3〜7台設置機種,112400.0,メガグランド2日目→角2,ヴヴヴ、モンキーロング島,グランド2日目→角2、発表→3〜7台設置機種,メガグランド2日目→角2、発表→ヴヴヴ、モンキーロング島
20250709,2025,7,9,poco,0,1,735900.0,グランド3日目→末尾3,3台設置、ゴージャグ3、キンハナ30等多数,201900.0,メガグランド3日目→末尾3,ヴヴヴ、カバネリ、ToLOVEる、戦国乙女,グランド3日目→末尾3、発表→3にまつわる機種(3台設置、ゴージャグ3、キンハナ30等多数),メガグランド3日目→末尾3、発表→ヴヴヴ、カバネリ、ToLOVEる、戦国乙女
20250710,2025,7,10,poco,0,1,621000.0,グランド4日目→角4,戦国乙女4、番長4,70200.0,メガグランド4日目→角4,ギルクラ2,グランド4日目→角4、発表→4にまつわる機種(戦国乙女4、番長4),メガグランド4日目→角4、発表→ギルクラ2
20250711,2025,7,11,poco,1,1,435200.0,,吉宗、発表→モンハンライズ,133900.0,,吉宗、発表→SBJ、戦国乙女、ハーレム、モンキーロング島,貫通→吉宗、発表→モンハンライズ,貫通→吉宗、発表→SBJ、戦国乙女、ハーレム、モンキーロング島
20250712,2025,7,12,poco,0,0,640800.0,グランド6日目→末尾6単品・3台並び,マギレコ,41100.0,メガグランド6日目→末尾6単品・3台並び,防振り、SAO、番長ZERO,グランド6日目→末尾6単品・3台並び、発表→マギレコ,メガグランド6日目→末尾6単品・3台並び、発表→防振り、SAO、番長ZERO
20250713,2025,7,13,poco,0,0,319300.0,日曜日→機種イチ以上,東京喰種,160300.0,日曜日→機種イチ以上,ToLOVEる、戦国乙女、麻雀物語、ルパン、鏡、ミラクル,日曜日→機種イチ以上、発表→東京喰種,日曜日→機種イチ以上、発表→ToLOVEる、戦国乙女、麻雀物語、ルパン、鏡、ミラクル
20250714,2025,7,14,poco,0,0,466500.0,月曜日→列全仕掛け：エヴァ約束(2179-2186),8台設置、ハッピーVIII、マジハロ8,66300.0,月曜日→列全仕掛け：モンキー(2167-2176)、吉宗・ヴヴヴ(2110-2120),,月曜日→列全仕掛け：エヴァ約束(2179-2186)、発表→8にまつわる機種(8台設置、ハッピーVIII、マジハロ8),月曜日→列全仕掛け：モンキー(2167-2176)、吉宗・ヴヴヴ(2110-2120)
20250715,2025,7,15,poco,0,0,390900.0,火曜日→角◯→角4,麻雀物語,53300.0,火曜日→角◯→角4,麻雀物語,火曜日→角◯→角4、貫通→麻雀物語、メガ仕掛け→4台設置機種,火曜日→角◯→角4、貫通→麻雀物語
20250716,2025,7,16,poco,0,0,206300.0,水曜日→末尾→ニブイチ末尾1と7、メガ仕掛け→17台設置(GE、吉宗),,18600.0,水曜日→末尾→ニブイチ末尾1と7,,水曜日→末尾→ニブイチ末尾1と7、メガ仕掛け→17台設置(GE、吉宗),水曜日→末尾→ニブイチ末尾1と7
20250717,2025,7,17,poco,1,0,404100.0,,ファンキー、3台以下設置機種,30200.0,,からくり、ToLOVEる、戦国乙女,発表→ファンキー、3台以下設置機種,発表→からくり、ToLOVEる、戦国乙女
20250718,2025,7,18,poco,0,0,256500.0,金曜日→列イチ以上,バイオ5、番長4,49600.0,金曜日→列イチ以上,S炎炎,金曜日→列イチ以上、発表→バイオ5、番長4,金曜日→列イチ以上、発表→S炎炎
20250719,2025,7,19,poco,0,0,160100.0,土曜日→3台並び→ジャグ末尾3、AT末尾8,,33500.0,土曜日→3台並び→ジャグ末尾3、AT末尾8、合同機種→東京喰種,,土曜日→3台並び→ジャグ末尾3、AT末尾8,土曜日→3台並び→ジャグ末尾3、AT末尾8、合同機種→東京喰種
20250720,2025,7,20,poco,0,0,427400.0,日曜日→機種イチ以上,マイジャグ,,日曜日→機種イチ以上,バイオ5,日曜日→機種イチ以上、発表→マイジャグ,日曜日→機種イチ以上、発表→バイオ5
20250721,2025,7,21,poco,1,0,466400.0,,マイジャグ、北斗,105400.0,,キンハナ、戦国乙女、バイオRE2,発表→マイジャグ、北斗,発表→キンハナ、戦国乙女、バイオRE2
20250722,2025,7,22,poco,1,0,321600.0,,ToLOVEる、SBJ、ハッピー、2台設置機種,48200.0,ゾロ目→3台並び→ジャグ末尾3、AT末尾9,戦国乙女、スタアライト、SAO,発表→ToLOVEる、SBJ、ハッピー、2台設置機種,ゾロ目→3台並び→ジャグ末尾3、AT末尾9、発表→戦国乙女、スタアライト、SAO
20250723,2025,7,23,poco,0,0,244200.0,水曜日→末尾→末尾5(発表は末尾1も)、バロマー8→8台設置機種,,40100.0,水曜日→末尾→ジャグ末尾6、AT末尾5,,水曜日→末尾→末尾5(発表は末尾1も)、バロマー8→8台設置機種,水曜日→末尾→ジャグ末尾6、AT末尾5
20250724,2025,7,24,poco,0,0,229500.0,木曜日→その他曜日仕掛け→角10,10台設置機種,29600.0,木曜日→その他曜日仕掛け→角6,番長ZERO,木曜日→その他曜日仕掛け→角10、発表→10台設置機種,木曜日→その他曜日仕掛け→角6、発表→番長ZERO
20250725,2025,7,25,poco,0,0,211300.0,金曜日→列イチ以上,平和オリンピア、モンキー高配分,134600.0,金曜日→列イチ以上,ゴージャグ、ヴヴヴ、防振り,金曜日→列イチ以上、発表→平和オリンピア全、モンキー高配分,金曜日→列イチ以上、発表→ゴージャグ、ヴヴヴ、防振り
20250726,2025,7,26,poco,0,0,329600.0,土曜日→3台並び→ジャグ末尾3、AT末尾7,マギレコ,13200.0,土曜日→3台並び→ジャグ末尾5、AT末尾9,ギルティクラウン2,土曜日→3台並び→ジャグ末尾3、AT末尾7、発表→マギレコ,土曜日→3台並び→ジャグ末尾5、AT末尾9、発表→ギルティクラウン2
20250727,2025,7,27,poco,1,0,354800.0,,ファンキー、ガールズ、SBJ、バイオ5、ななつま、麻雀物語、ガルパン、クランキー,170500.0,,マギレコ,発表→ファンキー、ガールズ、SBJ、バイオ5、ななつま、麻雀物語、ガルパン、クランキー,発表→マギレコ
20250728,2025,7,28,poco,0,0,142400.0,月曜日→列全仕掛け：乙女・バイオ5(2053-)、ななつま(2165-)、SAO・SBJ(2298-)、からくり(3088-)、東京喰種(3209-)、他多数,,,月曜日→列全仕掛け：吉宗・ヴヴヴ(2110-2120)、ルパン・ガルパン・ToLOVEる(2203-2212),,月曜日→列全仕掛け：乙女・バイオ5(2053-)、ななつま(2165-)、SAO・SBJ(2298-)、からくり(3088-)、東京喰種(3209-)、他多数,月曜日→列全仕掛け：吉宗・ヴヴヴ(2110-2120)、ルパン・ガルパン・ToLOVEる(2203-2212)
20250729,2025,7,29,poco,0,0,193600.0,火曜日→角◯→角7,カバネリ、シャーマン、ガールズ、クランキー,,火曜日→角◯→角10,,火曜日→角◯→角7、発表→カバネリ、シャーマン、ガールズ、クランキー,火曜日→角◯→角10
20250730,2025,7,30,poco,1,0,173900.0,,ハッピー、発表→アイム、バイオ5、エウレカ、ハイパーラッシュ、ゾンサガ等,71800.0,,ハッピー、発表→ヴヴヴ、SAO,貫通→ハッピー、発表→アイム、バイオ5、エウレカ、ハイパーラッシュ、ゾンサガ等,貫通→ハッピー、発表→ヴヴヴ、SAO
20250731,2025,7,31,poco,1,0,445400.0,,かぐや様、番長4、ディスク2、エウレカ、防振り、一騎当千、ラブ嬢3、カイジ等,72800.0,,DMC5、スタアライト、麻雀物語,発表→かぐや様、番長4、ディスク2、エウレカ、防振り、一騎当千、ラブ嬢3、カイジ等,発表→DMC5、スタアライト、麻雀物語
20250801,2025,8,1,poco,1,0,383900.0,,北斗,211800.0,,北斗、全→バイオ5、麻雀物語,貫通→北斗,貫通→北斗、全→バイオ5、麻雀物語
20250802,2025,8,2,poco,0,0,327000.0,土曜日→3台並び：ジャグ末尾7絡み、AT末尾1絡み,SBJ,35400.0,土曜日→3台並び：ジャグ末尾3絡み、AT末尾0絡み,戦国乙女,土曜日→3台並び：ジャグ末尾7絡み、AT末尾1絡み、全→SBJ,土曜日→3台並び：ジャグ末尾3絡み、AT末尾0絡み、全→戦国乙女
20250803,2025,8,3,poco,0,0,344700.0,日曜日→機種イチ以上,戦国乙女、全→ゴージャグ、ななつま、Sこのすば,6800.0,日曜日→機種イチ以上,戦国乙女,日曜日→機種イチ以上、貫通→戦国乙女、全→ゴージャグ、ななつま、Sこのすば,日曜日→機種イチ以上、貫通→戦国乙女
20250804,2025,8,4,poco,0,0,264800.0,月曜日→列全仕掛け：乙女(2001-)、番長4・モンキー(2102-)、北斗(2230-)、吉宗(3043-),乙女、全→番長4,60100.0,月曜日→列全仕掛け,ミスター、貫通→戦国乙女,月曜日→列全仕掛け：乙女(2001-)、番長4・モンキー(2102-)、北斗(2230-)、吉宗(3043-)、貫通→乙女、全→番長4,月曜日→列全仕掛け、全→ミスター、貫通→戦国乙女
20250805,2025,8,5,poco,0,0,400000.0,火曜日→角◯→角5,戦国乙女、番長4,19500.0,火曜日→角◯→角9,ルパン,火曜日→角◯→角5、全→戦国乙女、番長4,火曜日→角◯→角9、全→ルパン
20250806,2025,8,6,poco,0,0,297600.0,水曜日→末尾：ニブイチ末尾1・8,バイオ5、わた婚、SAO,35600.0,水曜日→末尾：ジャグ末尾4、AT末尾9,ルパン,水曜日→末尾：ニブイチ末尾1・8、全→バイオ5、わた婚、SAO,水曜日→末尾：ジャグ末尾4、AT末尾9、全→ルパン
20250807,2025,8,7,poco,1,0,328000.0,,北斗、ななつま,45600.0,,マギレコ、カバネリ,全→北斗、ななつま,全→マギレコ、カバネリ
20250808,2025,8,8,poco,1,0,283900.0,,平和オリンピア,,,バイオ5、番長ZERO,全→平和オリンピア,全→バイオ5、番長ZERO
20250809,2025,8,9,poco,0,0,217500.0,土曜日→3台並び：ジャグ末尾6絡み、AT末尾9絡み,からくり,117100.0,土曜日→3台並び：ジャグ末尾7絡み、AT末尾4絡み,からくり、喰種、ToLOVEる,土曜日→3台並び：ジャグ末尾6絡み、AT末尾9絡み、全→からくり,土曜日→3台並び：ジャグ末尾7絡み、AT末尾4絡み、全→からくり、喰種、ToLOVEる
20250810,2025,8,10,poco,0,0,77200.0,日曜日→機種イチ以上,ガールズ、バイオ5、バイオRE2、ゾンサガ,68500.0,,東京喰種、カバネリ,日曜日→機種イチ以上、全→ガールズ、バイオ5、バイオRE2、ゾンサガ,全→東京喰種、カバネリ
20250811,2025,8,11,poco,1,0,269200.0,,モンキー,,,ToLOVEる,全→モンキー,全→ToLOVEる
20250812,2025,8,12,poco,0,0,204800.0,火曜日→角◯→ノーマル角1、AT角6,戦国乙女,,火曜日→角◯→角6,,火曜日→角◯→ノーマル角1、AT角6、全→戦国乙女,火曜日→角◯→角6
20250813,2025,8,13,poco,0,0,138300.0,水曜日→末尾：ノーマル末尾0、AT末尾5,3台設置機種,,水曜日→末尾：ノーマル末尾2、AT末尾7,ギルクラ2,水曜日→末尾：ノーマル末尾0、AT末尾5、全→3台設置機種,水曜日→末尾：ノーマル末尾2、AT末尾7、全→ギルクラ2
20250814,2025,8,14,poco,0,0,117600.0,木曜日→他の曜日仕掛けのいずれかが発動→機種イチ以上,ファンキー,7700.0,木曜日→他の曜日仕掛けのいずれかが発動→ニブ以上,乙女、麻雀物語,木曜日→他の曜日仕掛けのいずれかが発動→機種イチ以上、全→ファンキー,木曜日→他の曜日仕掛けのいずれかが発動→ニブ以上、全→乙女、麻雀物語
20250815,2025,8,15,poco,0,0,129800.0,金曜日→列イチ以上,ゴージャグ,,金曜日→列イチ以上,,金曜日→列イチ以上、全→ゴージャグ,金曜日→列イチ以上
20250816,2025,8,16,poco,0,0,250300.0,土曜日→3台並び：ノーマル末尾3絡み、AT末尾8絡み,デビルメイクライ5,,土曜日→3台並び：ノーマル末尾3絡み、AT末尾8絡み,S炎炎,土曜日→3台並び：ノーマル末尾3絡み、AT末尾8絡み、全→デビルメイクライ5,土曜日→3台並び：ノーマル末尾3絡み、AT末尾8絡み、全→S炎炎
20250817,2025,8,17,poco,1,0,180800.0,,バイオ5、わた婚、防振り、SAO、スタアライト、麻雀物語、カバネリ,,,バイオ5、わた婚、防振り、SAO、スタアライト、麻雀物語、カバネリ,全→バイオ5、わた婚、防振り、SAO、スタアライト、麻雀物語、カバネリ,全→バイオ5、わた婚、防振り、SAO、スタアライト、麻雀物語、カバネリ
20250818,2025,8,18,poco,0,0,189200.0,月曜日→列全仕掛け：番長4・モンキー(2102-)、北斗(2187-)、ハッピー・ミラクル(3295-),番長4、ハッピー、ミラクル,,仕掛け不明,,月曜日→列全仕掛け：番長4・モンキー(2102-)、北斗(2187-)、ハッピー・ミラクル(3295-)、全→番長4、ハッピー、ミラクル,仕掛け不明
20250819,2025,8,19,poco,0,0,115400.0,火曜日→角◯→ノーマル角8、AT角4,スタアライト,,仕掛け不明,,火曜日→角◯→ノーマル角8、AT角4、全→スタアライト,仕掛け不明
20250820,2025,8,20,poco,0,0,75300.0,水曜日→末尾：ノーマル末尾5、AT末尾8,SBJ,,仕掛け不明,,水曜日→末尾：ノーマル末尾5、AT末尾8、全→SBJ,仕掛け不明
20250821,2025,8,21,poco,1,0,121600.0,,ToLOVEる、エウレカART、番長ZERO,,仕掛け不明,,全→ToLOVEる、エウレカART、番長ZERO,仕掛け不明
20250822,2025,8,22,poco,1,0,317300.0,,モンハンライズ、SAO,,仕掛け不明,,全→モンハンライズ、SAO,仕掛け不明
20250823,2025,8,23,poco,0,0,161900.0,土曜日→3台並び：ノーマル末尾2絡み、AT末尾7絡み,ヴァルヴレイヴ,,仕掛け不明,,土曜日→3台並び：ノーマル末尾2絡み、AT末尾7絡み、全→ヴァルヴレイヴ,仕掛け不明
20250824,2025,8,24,poco,0,0,208500.0,日曜日→機種イチ以上,キンハナ,,仕掛け不明,,日曜日→機種イチ以上、全→キンハナ,仕掛け不明
20250825,2025,8,25,poco,0,0,342200.0,月曜日→列全仕掛け：北斗(2230-)、からくり(3088-)、ToLOVEる(3250-),ToLOVEる,,仕掛け不明,,月曜日→列全仕掛け：北斗(2230-)、からくり(3088-)、ToLOVEる(3250-)、全→ToLOVEる,仕掛け不明
20250826,2025,8,26,poco,0,0,163100.0,火曜日→角◯：ノーマル角3・7、AT角2・4,番長4、カバネリ、麻雀物語,,仕掛け不明,,火曜日→角◯：ノーマル角3・7、AT角2・4、全→番長4、カバネリ、麻雀物語,仕掛け不明
20250827,2025,8,27,poco,1,0,249200.0,,ハッピー,,仕掛け不明,,全→ハッピー,仕掛け不明
20250828,2025,8,28,poco,0,0,113700.0,木曜日→他の曜日仕掛けのいずれかが発動→機種イチ以上,カバネリ,,仕掛け不明,,木曜日→他の曜日仕掛けのいずれかが発動→機種イチ以上、全→カバネリ,仕掛け不明
20250829,2025,8,29,poco,0,0,94700.0,金曜日→列イチ以上,スタアライト,,仕掛け不明,,金曜日→列イチ以上、全→スタアライト,仕掛け不明
20250830,2025,8,30,poco,1,0,396900.0,,ハッピー、スタアライト,,仕掛け不明,,全→ハッピー、スタアライト,仕掛け不明
20250831,2025,8,31,poco,1,0,226100.0,,マイジャグ,,仕掛け不明,,全→マイジャグ,仕掛け不明
20250901,2025,9,1,poco,1,0,,,不明,225000.0,,東京喰種、ヴヴヴ、ルパン、カバネリ、1台設置機種、仕掛け→末尾1,全→不明,全→東京喰種、ヴヴヴ、ルパン、カバネリ、1台設置機種、仕掛け→末尾1
20250902,2025,9,2,poco,0,0,103400.0,火曜日→角◯：ノーマル角7、AT角6,ハッピー,138000.0,火曜日→角◯→角2,ファンキー、吉宗、ギルクラ2、SAO、ハーレム、緋弾ドン,火曜日→角◯：ノーマル角7、AT角6、全→ハッピー,火曜日→角◯→角2、全→ファンキー、吉宗、ギルクラ2、SAO、ハーレム、緋弾ドン
20250903,2025,9,3,poco,0,0,222100.0,水曜日→末尾：ノーマル末尾5、AT末尾1と4,バイオ5,165900.0,水曜日→末尾：ノーマル末尾3、AT末尾3と9,ヴヴヴ、バイオ5、SAO,水曜日→末尾：ノーマル末尾5、AT末尾1と4、全→バイオ5,水曜日→末尾：ノーマル末尾3、AT末尾3と9、全→ヴヴヴ、バイオ5、SAO
20250904,2025,9,4,poco,0,0,257400.0,木曜日→他の曜日仕掛けのいずれかが発動→列全仕掛け：マギレコ(2011-2022番台)、モンキー(2089-2101番台)、Sこのすば(2129-2142番台)、ファンキー(3156-3167番台),,213300.0,木曜日→他の曜日仕掛けのいずれかが発動→列全仕掛け：カバネリ(2132-2142番台)、ToLOVEる〜咲(2177-2186番台),SBJ,木曜日→他の曜日仕掛けのいずれかが発動→列全仕掛け：マギレコ(2011-2022番台)、モンキー(2089-2101番台)、Sこのすば(2129-2142番台)、ファンキー(3156-3167番台),木曜日→他の曜日仕掛けのいずれかが発動→列全仕掛け：カバネリ(2132-2142番台)、ToLOVEる〜咲(2177-2186番台)、全→SBJ
20250905,2025,9,5,poco,0,0,189400.0,金曜日→列イチ以上,からくり,104800.0,金曜日→列イチ以上,バイオ5、ルパン、乾潮,金曜日→列イチ以上、全→からくり,金曜日→列イチ以上、全→バイオ5、ルパン、乾潮
20250906,2025,9,6,poco,0,0,399100.0,土曜日→3台並び：ノーマル末尾1絡み、AT末尾7絡み,マギレコ,140300.0,土曜日→3台並び：ノーマル末尾1絡み、AT末尾7絡み,防振り,土曜日→3台並び：ノーマル末尾1絡み、AT末尾7絡み、全→マギレコ,土曜日→3台並び：ノーマル末尾1絡み、AT末尾7絡み、全→防振り
20250907,2025,9,7,poco,1,0,118700.0,,北斗、からくり,140300.0,,戦国乙女,全→北斗、からくり,全→戦国乙女
20250908,2025,9,8,poco,0,0,265300.0,月曜日→列全仕掛け：戦国乙女〜モンキー(2102-2114番台)、防振り(2187-2195番台)、ななつま〜(2196-2212番台)、東京喰種(3209-3217番台)、ToLOVEる(3250-3264番台),ToLOVEる、ななつま、転スラ、アズレン、スタアライト、グランベルム,90700.0,月曜日→列全仕掛け：マイジャグ〜アイム(2151-2161番台)、バイオ5〜ドラハナ(2213-2222番台),バイオ5、デビルメイクライ、SBJ,月曜日→列全仕掛け：戦国乙女〜モンキー(2102-2114番台)、防振り(2187-2195番台)、ななつま〜(2196-2212番台)、東京喰種(3209-3217番台)、ToLOVEる(3250-3264番台)、全→ToLOVEる、ななつま、転スラ、アズレン、スタアライト、グランベルム,月曜日→列全仕掛け：マイジャグ〜アイム(2151-2161番台)、バイオ5〜ドラハナ(2213-2222番台)、全→バイオ5、デビルメイクライ、SBJ
20250909,2025,9,9,poco,1,0,116600.0,,かぐや様,38900.0,ゾロ目→3台並び→末尾4絡み,戦国乙女,全→かぐや様,ゾロ目→3台並び→末尾4絡み、全→戦国乙女
20250910,2025,9,10,poco,0,0,128000.0,水曜日→末尾：ノーマル末尾1・3、AT末尾2・8,SBJ,55300.0,水曜日→末尾：ノーマル末尾1、AT末尾5,デビルメイクライ、カバネリ,水曜日→末尾：ノーマル末尾1・3、AT末尾2・8、全→SBJ,水曜日→末尾：ノーマル末尾1、AT末尾5、全→デビルメイクライ、カバネリ
20250911,2025,9,11,poco,1,0,107600.0,,デビルメイクライ、麻雀物語、番長4,129000.0,,東京喰種,全→デビルメイクライ、麻雀物語、番長4,全→東京喰種
20250912,2025,9,12,poco,0,0,45200.0,金曜日→列イチ以上,戦国乙女,,金曜日→列イチ以上,ミスター,金曜日→列イチ以上、全→戦国乙女,金曜日→列イチ以上、全→ミスター
20250913,2025,9,13,poco,0,0,330400.0,土曜日→3台並び→末尾4・7絡み,ゴッドイーター、麻雀物語,31700.0,土曜日→3台並び→末尾3絡み,スタアライト、カバネリ,土曜日→3台並び→末尾4・7絡み、全→ゴッドイーター、麻雀物語,土曜日→3台並び→末尾3絡み、全→スタアライト、カバネリ
20250914,2025,9,14,poco,0,0,218700.0,日曜日→機種イチ以上,ファンキー,32300.0,日曜日→機種イチ以上,からくり,日曜日→機種イチ以上、全→ファンキー,日曜日→機種イチ以上、全→からくり
20250915,2025,9,15,poco,0,0,230500.0,月曜日→列全仕掛け：ToLOVEる(3250-3264番台),ToLOVEる、防振り、番長ZERO,,月曜日→列全仕掛け：からくり(2032-2042番台)、かぐや様(2088-2098番台),キンハナ,月曜日→列全仕掛け：ToLOVEる(3250-3264番台)、全→ToLOVEる、防振り、番長ZERO,月曜日→列全仕掛け：からくり(2032-2042番台)、かぐや様(2088-2098番台)、全→キンハナ
20250916,2025,9,16,poco,0,0,120200.0,火曜日→角◯：2F角5・角9、3F角9・角5,キンハナ,38900.0,火曜日→角◯→ノーマル角1、AT角8,不明,火曜日→角◯：2F角5・角9、3F角9・角5、全→キンハナ,火曜日→角◯→ノーマル角1、AT角8、全→不明
20250917,2025,9,17,poco,1,0,277700.0,,ヴヴヴ、SAO,24600.0,,スタアライト、仕掛け→末尾7,全→ヴヴヴ、SAO,全→スタアライト、仕掛け→末尾7
20250918,2025,9,18,poco,0,0,69600.0,木曜日→他の曜日仕掛けのいずれかが発動→列全仕掛け：モンキー(2089-2101番台)、防振り〜モンハン(2247-2263番台)、かぐや様(3073-3087番台)、ガールズ(3310-3324番台),防振り、ミスター、ガールズ,23600.0,木曜日→他の曜日仕掛けのいずれかが発動→列全仕掛け：いざ審判〜防振り(2399-2415番台),,木曜日→他の曜日仕掛けのいずれかが発動→列全仕掛け：モンキー(2089-2101番台)、防振り〜モンハン(2247-2263番台)、かぐや様(3073-3087番台)、ガールズ(3310-3324番台)、全→防振り、ミスター、ガールズ,木曜日→他の曜日仕掛けのいずれかが発動→列全仕掛け：いざ審判〜防振り(2399-2415番台)
20250919,2025,9,19,poco,0,0,17500.0,金曜日→列イチ以上,デビルメイクライ、ななつま,1800.0,金曜日→列イチ以上,麻雀物語,金曜日→列イチ以上、全→デビルメイクライ、ななつま,金曜日→列イチ以上、全→麻雀物語
20250920,2025,9,20,poco,0,0,183300.0,土曜日→3台並び→ノーマル末尾9絡み、AT末尾1絡み,ガールズ、スタアライト、ガルパン,43200.0,土曜日→3台並び→ノーマル末尾1絡み、AT末尾8絡み,SAO,土曜日→3台並び→ノーマル末尾9絡み、AT末尾1絡み、全→ガールズ、スタアライト、ガルパン,土曜日→3台並び→ノーマル末尾1絡み、AT末尾8絡み、全→SAO
20250921,2025,9,21,poco,1,0,368300.0,,モンキー,1700.0,仕掛け→末尾ゾロ目,SBJ、東京喰種、マギレコ,全→モンキー,仕掛け→末尾ゾロ目、全→SBJ、ニブ→東京喰種、マギレコ
20250922,2025,9,22,poco,1,0,92600.0,,からくり,,仕掛け→末尾ゾロ目,SBJ,全→からくり,仕掛け→末尾ゾロ目、全→SBJ
20250923,2025,9,23,poco,0,0,156700.0,火曜日→角◯：2F角3・角4、3F角5・角6,SBJ、吉宗、麻雀物語、番長4、ハイハラ,50100.0,火曜日→角◯→ジャグ角3、他角5,ウルミラ、東京喰種、マギレコ,火曜日→角◯：2F角3・角4、3F角5・角6、全→SBJ、吉宗、麻雀物語、番長4、ハイハラ,火曜日→角◯→ジャグ角3、他角5、全→ウルミラ、ニブ→東京喰種、マギレコ
20250924,2025,9,24,poco,0,0,144300.0,水曜日→末尾：2F末尾3・0、3F末尾3・0,かぐや様,,水曜日→末尾→ジャグ末尾4、他末尾2,スタアライト,水曜日→末尾：2F末尾3・0、3F末尾3・0、全→かぐや様,水曜日→末尾→ジャグ末尾4、他末尾2、全→スタアライト
20250925,2025,9,25,poco,0,0,128300.0,木曜日→他の曜日仕掛けのいずれかが発動→列全仕掛け：マギレコ(2023-2031番台)、モンキー(2077-2088番台)、北斗(2230-2246番台)、ヴヴヴ(3031-3042番台)、東京喰種(3209-3217番台),ヴヴヴ、ななつま、カバネリ,25200.0,木曜日→他の曜日仕掛けのいずれかが発動→列全仕掛け：ハッピー〜ガールズ(2223-2235番台),エヴァBT,木曜日→他の曜日仕掛けのいずれかが発動→列全仕掛け：マギレコ(2023-2031番台)、モンキー(2077-2088番台)、北斗(2230-2246番台)、ヴヴヴ(3031-3042番台)、東京喰種(3209-3217番台)、全→ヴヴヴ、ななつま、カバネリ,木曜日→他の曜日仕掛けのいずれかが発動→列全仕掛け：ハッピー〜ガールズ(2223-2235番台)、全→エヴァBT
20250926,2025,9,26,poco,0,0,129400.0,金曜日→列イチ以上,DMC、SAO、ゾンサガ,10700.0,金曜日→列イチ以上,咲,金曜日→列イチ以上、全→DMC、SAO、ゾンサガ,金曜日→列イチ以上、全→咲
20250927,2025,9,27,poco,1,0,204800.0,,東京喰種,46300.0,,モンハンライズ、仕掛け→末尾7,全→東京喰種,全→モンハンライズ、仕掛け→末尾7
20250928,2025,9,28,poco,0,0,125700.0,日曜日→機種イチ以上,からくり、DMC、ななつま、ゾンサガ,,日曜日→機種イチ以上,SAO,日曜日→機種イチ以上、全→からくり、DMC、ななつま、ゾンサガ,日曜日→機種イチ以上、全→SAO
20250929,2025,9,29,poco,0,0,37100.0,月曜日→列全仕掛け：戦国乙女〜モンキー(2102-2114番台)、モンハン〜咲(2264-2280番台)、東京喰種(3218-3233番台),咲,,月曜日→列全仕掛け：全台系不明,咲,月曜日→列全仕掛け：戦国乙女〜モンキー(2102-2114番台)、モンハン〜咲(2264-2280番台)、東京喰種(3218-3233番台)、全→咲,月曜日→列全仕掛け：全台系不明、全→咲
20250930,2025,9,30,poco,1,0,,,かぐや様、モンハンライズ、ガールズ,,,モンハンライズ、ハッピー、スタアライト、ヴヴヴ,全→かぐや様、モンハンライズ、ガールズ,全→モンハンライズ、ハッピー、スタアライト、高配分→ヴヴヴ
20251001,2025,10,1,poco,1,0,386300.0,,マギレコ、モンハンライズ、戦国乙女、バイオ5,84900.0,,モンハンライズ、戦国乙女、いざ審判、DMC,全→マギレコ、モンハンライズ、戦国乙女、バイオ5,全→モンハンライズ、戦国乙女、いざ審判、DMC
20251002,2025,10,2,poco,0,0,54000.0,木曜日→他の曜日仕掛けのいずれかが発動→末尾,防振り、カバネリ、エウレカART、番長4、L炎炎,70200.0,木曜日→他の曜日仕掛けのいずれかが発動→末尾,バイオ5,木曜日→他の曜日仕掛けのいずれかが発動→末尾、全→防振り、カバネリ、エウレカART、番長4、L炎炎,木曜日→他の曜日仕掛けのいずれかが発動→末尾、全→バイオ5
20251003,2025,10,3,poco,0,0,193300.0,金曜日→列イチ以上,マギレコ、アズレン,,金曜日→列イチ以上,麻雀物語,金曜日→列イチ以上、全→マギレコ、アズレン,金曜日→列イチ以上、全→麻雀物語
20251004,2025,10,4,poco,0,0,185800.0,土曜日→3台並び→全台末尾4〜6,デビルメイクライ、アズレン、防振り、パンドリ,600.0,土曜日→3台並び→ジャグラー末尾9絡み、AT末尾2絡み,防振り,土曜日→3台並び→全台末尾4〜6、全→デビルメイクライ、アズレン、防振り、パンドリ,土曜日→3台並び→ジャグラー末尾9絡み、AT末尾2絡み、全→防振り
20251005,2025,10,5,poco,0,0,246400.0,日曜日→機種イチ以上,キンハナ、沖ドキゴージャス,48800.0,日曜日→機種イチ以上,キンハナ,日曜日→機種イチ以上、全→キンハナ、沖ドキゴージャス,日曜日→機種イチ以上、全→キンハナ
