variant,segment,event_type,n_days,mean_vs_other,ci_lower,ci_upper,se,wins,losses,win_pct,p_value_wilcoxon,p_value_sign,verdict,loo_min_mean,loo_max_mean,loo_sign_flips,loo_fragile,q_value_wilcoxon,q_value_sign
v9b_blend_05,3F_L_A,event,46,199.65374541644837,86.52668936616028,333.7627160817181,63.466910437897255,27,19,58.7,0.0099741306460146,0.3019956131896606,USEFUL,153.9132530120482,208.92396251673355,0,False,0.025630212300093547,0.35070458305896074
v9b_blend_05,3F_L_A,non_event,128,91.70401920180721,54.397056193524094,127.82307158320782,18.731086285232077,88,40,68.8,2.296811641936547e-06,2.6629957497431303e-05,USEFUL,87.12513044303195,96.13864908452707,0,False,8.26852191097157e-05,0.0009586784699075269
v9b_blend_05,3F_L_N,event,46,-231.82255107386064,-382.33575170246195,-80.21103326348884,77.2024628063051,13,33,28.3,0.0019724583209494995,0.004533861582189047,WORSE,-264.64859437751,-205.37429718875498,0,False,0.007100849955418198,0.01813544632875619
v9b_blend_05,3F_L_N,non_event,128,-62.080854668674704,-140.5549475244729,15.245873729292162,40.11644761646173,51,77,39.8,0.04679695081876078,0.026735172855975407,bad?,-71.98510577744048,-54.17972678114032,0,False,0.06738760917901553,0.05661566016559498
v9b_blend_05,3F_R_A,event,46,125.27095337873233,9.786013619696181,272.1339051859612,66.84225891056131,26,20,56.5,0.09265860975818896,0.4613911821367651,ns,72.90722891566266,139.54805890227578,0,False,0.11913249826052866,0.5190650799038607
v9b_blend_05,3F_R_A,non_event,128,65.44314759036143,28.711077513177713,102.76311770519578,18.78701579011374,79,49,61.7,0.0016268543392551295,0.010090139809438604,USEFUL,60.13253012048192,69.90570154634284,0,False,0.007100849955418198,0.03027041942831581
v9b_blend_05,3F_R_N,event,46,-204.98677317967525,-394.5056574122578,-5.608980487166093,100.49603018082657,13,33,28.3,0.013405904786338851,0.004533861582189047,bad?,-246.09210174029457,-172.25769745649265,0,False,0.028289203317923162,0.01813544632875619
v9b_blend_05,3F_R_N,non_event,128,-147.53369728915663,-237.93937782379516,-52.98865657944279,46.715503266461646,47,81,36.7,0.00037409886761476135,0.003374185020092211,WORSE,-160.13736837112228,-137.14320273218863,0,False,0.0026342190369133722,0.01813544632875619
v9c_percentile,2F_L_N,event,46,178.66199580932425,39.7182523572551,325.96500130958617,72.77104942203509,28,18,60.9,0.015721646915721976,0.18392482137699062,maybe,145.10428380187417,204.4285140562249,0,False,0.028289203317923162,0.2557144066979951
v9c_percentile,2F_L_N,non_event,128,86.49552899096386,16.022883330195793,158.16236351656624,36.40332911410378,78,50,60.9,0.017287846472064154,0.01667073426969737,maybe,76.86272649653735,94.54183663789016,0,False,0.028289203317923162,0.04000976224727369
v9c_percentile,2F_R_N,event,46,91.84311157674173,-47.110915400733354,229.61276519119954,70.02192437838458,29,17,63.0,0.17366315869369942,0.10380535550410741,ns,68.35970548862113,116.92958500669342,0,False,0.1894507185749448,0.17795203800704126
v9c_percentile,2F_R_N,non_event,128,96.99651731927712,27.38789180158133,166.60196606739459,35.94529101324184,74,54,57.8,0.014784976503493391,0.09269003089837798,maybe,89.01219049426052,105.05454890427853,0,False,0.028289203317923162,0.16684205561708038
v9c_percentile,3F_L_A,event,46,212.3235987427973,92.77638488737558,353.4158361707699,66.5013921142283,28,18,60.9,0.011391205466708243,0.18392482137699062,maybe,167.3425702811245,223.86024096385543,0,False,0.025630212300093547,0.2557144066979951
v9c_percentile,3F_L_A,non_event,128,85.33621987951807,44.38334078501505,125.71313417733431,20.620550044990296,80,48,62.5,0.00010145426267395863,0.005925206606743131,USEFUL,80.31595674034722,90.63513898112133,0,False,0.0009130883640656276,0.019391585258432067
v9c_percentile,3F_L_N,event,46,-223.22014143530646,-363.75948140387635,-82.71080408590886,71.93894671201748,15,31,32.6,0.002709321432831757,0.02589608179323477,WORSE,-254.80361445783132,-196.58072289156627,0,False,0.008866870143813023,0.05661566016559498
v9c_percentile,3F_L_N,non_event,128,-34.99670557228916,-112.56224115210843,41.511618740587345,39.04081527751798,53,75,41.4,0.1685280868079262,0.06300878260833416,ns,-44.281282610758,-26.882316668247796,0,False,0.1894507185749448,0.1193850617842121
v9c_percentile,3F_R_A,event,46,140.7459402828706,28.140079884756414,282.91133774227336,64.5278350150662,27,19,58.7,0.036048304497967365,0.3019956131896606,maybe,91.21124497991968,156.6694779116466,0,False,0.05407245674695105,0.35070458305896074
v9c_percentile,3F_R_A,non_event,128,85.92427522590361,48.87537532944276,122.80198018637047,18.850411055193696,82,46,64.1,4.968077861243659e-05,0.0018624685242990598,USEFUL,81.16834266198651,89.63181861303482,0,False,0.0007477159448442066,0.01813544632875619
v9c_percentile,3F_R_N,event,46,-221.11629125196436,-410.18242535358826,-25.622073074908315,98.74022511203823,13,33,28.3,0.01102146668495152,0.004533861582189047,bad?,-259.58661311914324,-188.74564926372153,0,False,0.025630212300093547,0.01813544632875619
v9c_percentile,3F_R_N,non_event,128,-141.8547628012048,-231.38240775602407,-48.0477033132531,46.558713249322814,48,80,37.5,0.0009638484016397189,0.005925206606743131,WORSE,-154.41371786358027,-131.41955222464662,0,False,0.004956934637004269,0.019391585258432067
