dd,rank_from_min,section_size_group,section_machine_count,diff_sum,games_sum,machine_count,pay_rate
20,12,medium,14,-25500,429585,10,98.02
20,13,large,22,-7200,330114,9,99.27
20,13,medium,14,14800,175558,4,102.81
21,1,large,22,-2000,394487,9,99.83
21,1,medium,14,75800,711913,15,103.55
21,1,small,8,-17700,158621,3,96.28
21,2,large,22,17600,372635,9,101.57
21,2,medium,14,67800,642671,15,103.52
21,2,small,8,-20000,156785,3,95.75
21,3,large,22,-35300,371351,9,96.83
21,3,medium,14,47900,649000,15,102.46
21,3,small,8,-14900,127364,3,96.1
21,4,large,22,-18500,388409,9,98.41
21,4,medium,14,124000,653362,15,106.33
21,4,small,8,3100,161039,3,100.64
21,5,large,22,-2100,363043,9,99.81
21,5,medium,14,31700,640765,15,101.65
21,5,small,8,5700,147077,3,101.29
21,6,large,22,45500,364426,9,104.16
21,6,medium,14,77000,635616,15,104.04
21,6,small,8,10100,159614,3,102.11
21,7,large,22,25200,377000,9,102.23
21,7,medium,14,112500,664358,15,105.64
21,7,small,8,1100,160639,3,100.23
21,8,large,22,-7400,390206,9,99.37
21,8,medium,14,-900,660610,15,99.95
21,8,small,8,-5300,42623,1,95.86
21,9,large,22,22100,376499,9,101.96
21,9,medium,14,-1100,665156,15,99.94
21,10,large,22,38800,379432,9,103.41
21,10,medium,14,29400,586046,12,101.67
21,11,large,22,47200,355584,9,104.42
21,11,medium,14,36300,459829,10,102.63
21,12,large,22,10800,360714,9,101.0
21,12,medium,14,8900,495998,10,100.6
21,13,large,22,134500,386647,9,111.6
21,13,medium,14,29200,183390,4,105.31
22,1,large,22,55800,420841,9,104.42
22,1,medium,14,10500,735354,15,100.48
22,1,small,8,16400,175655,3,103.11
22,2,large,22,76900,379438,9,106.76
22,2,medium,14,49300,657486,15,102.5
22,2,small,8,14000,159697,3,102.92
22,3,large,22,-19400,412262,9,98.43
22,3,medium,14,56400,690106,15,102.72
22,3,small,8,-5400,140443,3,98.72
22,4,large,22,51400,417194,9,104.11
22,4,medium,14,43700,717802,15,102.03
22,4,small,8,7900,161430,3,101.63
22,5,large,22,45600,393056,9,103.87
22,5,medium,14,67000,648703,15,103.44
22,5,small,8,3600,162101,3,100.74
22,6,large,22,3500,382797,9,100.3
22,6,medium,14,101800,657305,15,105.16
22,6,small,8,7000,158987,3,101.47
22,7,large,22,-8900,387066,9,99.23
22,7,medium,14,47600,679288,15,102.34
22,7,small,8,7300,167541,3,101.45
22,8,large,22,-14300,420886,9,98.87
22,8,medium,14,136000,694297,15,106.53
22,8,small,8,-4100,52661,1,97.4
22,9,large,22,-5300,425119,9,99.58
22,9,medium,14,-23600,700138,15,98.88
22,10,large,22,-22100,392756,9,98.12
22,10,medium,14,46700,573555,12,102.71
22,11,large,22,100,364820,9,100.01
22,11,medium,14,-48700,457327,10,96.45
22,12,large,22,84400,363877,9,107.73
22,12,medium,14,20100,486291,10,101.38
22,13,large,22,21700,387156,9,101.87
22,13,medium,14,11500,175951,4,102.18
23,1,large,22,5900,363615,9,100.54
23,1,medium,14,-38300,668483,15,98.09
23,1,small,8,6000,164704,3,101.21
23,2,large,22,10800,324181,9,101.11
23,2,medium,14,38900,624552,15,102.08
23,2,small,8,9900,145370,3,102.27
23,3,large,22,23100,372442,9,102.07
23,3,medium,14,37600,614381,15,102.04
23,3,small,8,12500,166178,3,102.51
23,4,large,22,21300,328715,9,102.16
23,4,medium,14,39000,654391,15,101.99
23,4,small,8,1100,140829,3,100.26
23,5,large,22,-15900,333904,9,98.41
23,5,medium,14,16000,652801,15,100.82
23,5,small,8,-9600,126478,3,97.47
23,6,large,22,7600,350662,9,100.72
23,6,medium,14,24900,582148,15,101.43
23,6,small,8,1100,154789,3,100.24
23,7,large,22,-87800,314513,9,90.69
23,7,medium,14,19200,610653,15,101.05
23,7,small,8,4400,148442,3,100.99
23,8,large,22,300,338299,9,100.03
23,8,medium,14,46100,613271,15,102.51
23,8,small,8,-300,45656,1,99.78
23,9,large,22,-15100,330569,9,98.48
23,9,medium,14,51500,684765,15,102.51
23,10,large,22,17800,341956,9,101.74
23,10,medium,14,13600,532967,12,100.85
23,11,large,22,-37100,316955,9,96.1
23,11,medium,14,42900,445188,10,103.21
23,12,large,22,6100,342358,9,100.59
23,12,medium,14,27300,426421,10,102.13
23,13,large,22,0,311913,9,100.0
23,13,medium,14,27000,161695,4,105.57
24,1,large,22,39700,382677,9,103.46
24,1,medium,14,-50100,647770,15,97.42
24,1,small,8,-7600,166131,3,98.48
24,2,large,22,4600,338309,9,100.45
24,2,medium,14,-24500,544197,15,98.5
24,2,small,8,10500,148315,3,102.36
24,3,large,22,12300,354585,9,101.16
24,3,medium,14,66400,576225,15,103.84
24,3,small,8,13300,153979,3,102.88
24,4,large,22,14300,349599,9,101.36
24,4,medium,14,60400,622288,15,103.24
24,4,small,8,10400,159355,3,102.18
24,5,large,22,22400,347718,9,102.15
24,5,medium,14,69600,591563,15,103.92
24,5,small,8,1200,149718,3,100.27
24,6,large,22,44500,320590,9,104.63
24,6,medium,14,37800,580564,15,102.17
24,6,small,8,-4100,145576,3,99.06
24,7,large,22,73900,350017,9,107.04
24,7,medium,14,27400,616363,15,101.48
24,7,small,8,4600,167593,3,100.91
24,8,large,22,9100,334638,9,100.91
24,8,medium,14,47500,601699,15,102.63
24,8,small,8,-4000,50804,1,97.38
24,9,large,22,48400,346119,9,104.66
24,9,medium,14,40600,681527,15,101.99
24,10,large,22,72600,338756,9,107.14
24,10,medium,14,16500,517441,12,101.06
24,11,large,22,49000,342433,9,104.77
24,11,medium,14,21800,409182,10,101.78
24,12,large,22,21500,324303,9,102.21
24,12,medium,14,38400,417475,10,103.07
24,13,large,22,-6000,365785,9,99.45
24,13,medium,14,2000,164344,4,100.41
25,1,large,22,14800,377038,9,101.31
25,1,medium,14,16100,657000,15,100.82
25,1,small,8,1500,153158,3,100.33
25,2,large,22,25400,382550,9,102.21
25,2,medium,14,77200,622408,15,104.13
25,2,small,8,21500,146587,3,104.89
25,3,large,22,-1300,356348,9,99.88
25,3,medium,14,35800,606476,15,101.97
25,3,small,8,-1700,122331,3,99.54
25,4,large,22,39300,367224,9,103.57
25,4,medium,14,101500,681205,15,104.97
25,4,small,8,5600,150785,3,101.24
25,5,large,22,700,347535,9,100.07
25,5,medium,14,38300,614945,15,102.08
25,5,small,8,1500,144691,3,100.35
25,6,large,22,-13400,334852,9,98.67
25,6,medium,14,39700,626184,15,102.11
25,6,small,8,-2400,119833,3,99.33
25,7,large,22,-800,326814,9,99.92
25,7,medium,14,20400,604095,15,101.13
25,7,small,8,-4500,131266,3,98.86
25,8,large,22,-7700,369813,9,99.31
25,8,medium,14,-19000,623420,15,98.98
25,8,small,8,5800,49052,1,103.94
25,9,large,22,24000,338900,9,102.36
25,9,medium,14,62700,670179,15,103.12
25,10,large,22,125000,308634,9,113.5
25,10,medium,14,100,519856,12,100.01
25,11,large,22,7700,313357,9,100.82
25,11,medium,14,47400,447292,10,103.53
25,12,large,22,37500,330334,9,103.78
25,12,medium,14,55800,467058,10,103.98
25,13,large,22,-51700,344377,9,95.0
25,13,medium,14,17800,174701,4,103.4
26,1,large,22,-17200,359469,9,98.41
26,1,medium,14,83600,642105,15,104.34
26,1,small,8,3300,163618,3,100.67
26,2,large,22,-20700,321483,9,97.85
26,2,medium,14,59300,613589,15,103.22
26,2,small,8,-5500,128374,3,98.57
26,3,large,22,-46700,350030,9,95.55
26,3,medium,14,83800,599515,15,104.66
26,3,small,8,-2700,145841,3,99.38
26,4,large,22,-5200,347576,9,99.5
26,4,medium,14,127800,640511,15,106.65
26,4,small,8,10800,153307,3,102.35
26,5,large,22,44800,331367,9,104.51
26,5,medium,14,59700,561225,15,103.55
26,5,small,8,4800,133066,3,101.2
26,6,large,22,28200,313706,9,103.0
26,6,medium,14,72100,560281,15,104.29
26,6,small,8,2500,131864,3,100.63
26,7,large,22,26800,307826,9,102.9
26,7,medium,14,24800,597412,15,101.38
26,7,small,8,12600,171372,3,102.45
26,8,large,22,4400,330315,9,100.44
26,8,medium,14,77500,563992,15,104.58
26,8,small,8,-6500,46286,1,95.32
26,9,large,22,400,325684,9,100.04
26,9,medium,14,44200,634202,15,102.32
26,10,large,22,58500,320127,9,106.09
26,10,medium,14,1500,495781,12,100.1
26,11,large,22,-7300,297987,9,99.18
26,11,medium,14,37100,409218,10,103.02
26,12,large,22,9100,308729,9,100.98
26,12,medium,14,-7000,398762,10,99.41
26,13,large,22,-27000,329888,9,97.27
26,13,medium,14,-18200,159673,4,96.2
27,1,large,22,63700,462484,9,104.59
27,1,medium,14,2100,818670,15,100.09
27,1,small,8,-9700,177365,3,98.18
27,2,large,22,14400,430786,9,101.11
27,2,medium,14,53300,762211,15,102.33
27,2,small,8,-5400,165396,3,98.91
27,3,large,22,-12900,425613,9,98.99
27,3,medium,14,121600,772235,15,105.25
27,3,small,8,12600,168710,3,102.49
27,4,large,22,118000,430081,9,109.15
27,4,medium,14,68000,757594,15,102.99
27,4,small,8,2100,160109,3,100.44
27,5,large,22,103700,434839,9,107.95
27,5,medium,14,4200,741577,15,100.19
27,5,small,8,15300,186462,3,102.74
27,6,large,22,2000,476208,9,100.14
27,6,medium,14,126700,766380,15,105.51
27,6,small,8,4800,171840,3,100.93
27,7,large,22,47800,455058,9,103.5
27,7,medium,14,40100,786076,15,101.7
27,7,small,8,-1900,189973,3,99.67
27,8,large,22,29700,462338,9,102.14
27,8,medium,14,51300,743775,15,102.3
27,8,small,8,-7600,46102,1,94.5
27,9,large,22,6500,447551,9,100.48
27,9,medium,14,36500,808415,15,101.51
27,10,large,22,58100,427599,9,104.53
27,10,medium,14,9700,666223,12,100.49
27,11,large,22,73500,427732,9,105.73
27,11,medium,14,68700,533242,10,104.29
27,12,large,22,9700,415011,9,100.78
27,12,medium,14,55500,533307,10,103.47
27,13,large,22,72300,426842,9,105.65
27,13,medium,14,-2000,205209,4,99.68
28,1,large,22,-7100,380592,9,99.38
28,1,medium,14,27400,621138,15,101.47
28,1,small,8,-4600,153145,3,99.0
28,2,large,22,2900,340489,9,100.28
28,2,medium,14,31800,579143,15,101.83
28,2,small,8,3900,150208,3,100.87
28,3,large,22,13000,341336,9,101.27
28,3,medium,14,28800,608095,15,101.58
28,3,small,8,2100,149429,3,100.47
28,4,large,22,41400,312859,9,104.41
28,4,medium,14,44600,584664,15,102.54
28,4,small,8,3600,143840,3,100.83
28,5,large,22,19300,324528,9,101.98
28,5,medium,14,5200,591299,15,100.29
28,5,small,8,3900,131124,3,100.99
28,6,large,22,8600,335910,9,100.85
28,6,medium,14,19200,563967,15,101.13
28,6,small,8,4200,132392,3,101.06
28,7,large,22,-18000,343167,9,98.25
28,7,medium,14,86900,616749,15,104.7
28,7,small,8,18800,172856,3,103.63
28,8,large,22,73100,384625,9,106.34
28,8,medium,14,97200,597070,15,105.43
28,8,small,8,400,50379,1,100.26
28,9,large,22,37400,374481,9,103.33
28,9,medium,14,22500,590753,15,101.27
28,10,large,22,24900,344754,9,102.41
28,10,medium,14,68400,520910,12,104.38
28,11,large,22,33900,349272,9,103.24
28,11,medium,14,17300,412780,10,101.4
28,12,large,22,38300,328517,9,103.89
28,12,medium,14,20200,393978,10,101.71
28,13,large,22,-13300,317165,9,98.6
28,13,medium,14,-13000,172243,4,97.48
29,1,large,22,44800,370354,9,104.03
29,1,medium,14,-27400,605109,15,98.49
29,1,small,8,9300,164129,3,101.89
29,2,large,22,11900,317230,9,101.25
29,2,medium,14,-9600,569963,15,99.44
29,2,small,8,2800,148858,3,100.63
29,3,large,22,23700,336107,9,102.35
29,3,medium,14,7100,584204,15,100.41
29,3,small,8,-9100,134710,3,97.75
29,4,large,22,6800,344777,9,100.66
29,4,medium,14,83400,565598,15,104.92
29,4,small,8,3400,144644,3,100.78
29,5,large,22,-13500,330750,9,98.64
29,5,medium,14,-26300,577563,15,98.48
29,5,small,8,-300,154728,3,99.94
29,6,large,22,-39100,331913,9,96.07
29,6,medium,14,96600,524857,15,106.14
29,6,small,8,14500,147043,3,103.29
29,7,large,22,96900,362378,9,108.91
29,7,medium,14,24200,614184,15,101.31
29,7,small,8,3100,159699,3,100.65
29,8,large,22,-1900,331641,9,99.81
29,8,medium,14,68500,561909,15,104.06
29,8,small,8,-4600,46859,1,96.73
29,9,large,22,8400,333402,9,100.84
29,9,medium,14,41200,604900,15,102.27
29,10,large,22,-18200,349746,9,98.27
29,10,medium,14,13100,475455,12,100.92
29,11,large,22,44700,305724,9,104.87
29,11,medium,14,11100,391448,10,100.95
29,12,large,22,-9600,334754,9,99.04
29,12,medium,14,-40000,414326,10,96.78
29,13,large,22,-12400,320658,9,98.71
29,13,medium,14,9100,163533,4,101.85
30,1,large,22,30000,410460,9,102.44
30,1,medium,14,17200,694680,15,100.83
30,1,small,8,13400,165035,3,102.71
30,2,large,22,1900,399097,9,100.16
30,2,medium,14,83400,655946,15,104.24
30,2,small,8,-13800,143900,3,96.8
30,3,large,22,23000,397662,9,101.93
30,3,medium,14,78600,666171,15,103.93
30,3,small,8,-2800,140177,3,99.33
30,4,large,22,102300,397442,9,108.58
30,4,medium,14,12400,656379,15,100.63
30,4,small,8,3800,154876,3,100.82
30,5,large,22,79300,405518,9,106.52
30,5,medium,14,34200,643861,15,101.77
30,5,small,8,2800,148128,3,100.63
30,6,large,22,135400,404822,9,111.15
30,6,medium,14,50300,619445,15,102.71
30,6,small,8,-3000,152362,3,99.34
30,7,large,22,23400,383527,9,102.03
30,7,medium,14,68500,635369,15,103.59
30,7,small,8,10500,166468,3,102.1
30,8,large,22,48400,410434,9,103.93
30,8,medium,14,84000,651890,15,104.3
30,8,small,8,-2100,45629,1,98.47
30,9,large,22,49100,405752,9,104.03
30,9,medium,14,93500,674386,15,104.62
30,10,large,22,65800,389432,9,105.63
30,10,medium,14,53900,573321,12,103.13
30,11,large,22,55600,375598,9,104.93
30,11,medium,14,9400,468161,10,100.67
30,12,large,22,39500,394256,9,103.34
30,12,medium,14,13000,469594,10,100.92
30,13,large,22,27100,388834,9,102.32
30,13,medium,14,-5700,173362,4,98.9
31,1,large,22,-17300,225630,9,97.44
31,1,medium,14,-24200,384161,15,97.9
31,1,small,8,1000,98174,3,100.34
31,2,large,22,-26600,221715,9,96.0
31,2,medium,14,1800,358711,15,100.17
31,2,small,8,-900,92559,3,99.68
31,3,large,22,17300,210596,9,102.74
31,3,medium,14,-6600,365288,15,99.4
31,3,small,8,-4300,90516,3,98.42
31,4,large,22,8500,225427,9,101.26
31,4,medium,14,23500,360165,15,102.17
31,4,small,8,-100,80558,3,99.96
31,5,large,22,-4900,218206,9,99.25
31,5,medium,14,26200,361707,15,102.41
31,5,small,8,9600,101898,3,103.14
31,6,large,22,-11700,227008,9,98.28
31,6,medium,14,-34800,354301,15,96.73
31,6,small,8,8400,99341,3,102.82
31,7,large,22,-2000,220898,9,99.7
31,7,medium,14,1300,379553,15,100.11
31,7,small,8,-2200,90617,3,99.19
31,8,large,22,40500,232422,9,105.81
31,8,medium,14,-11700,348578,15,98.88
31,8,small,8,1500,37741,1,101.32
31,9,large,22,24400,234771,9,103.46
31,9,medium,14,5700,394372,15,100.48
31,10,large,22,3600,219327,9,100.55
31,10,medium,14,4300,311251,12,100.46
31,11,large,22,24500,200997,9,104.06
31,11,medium,14,1000,278612,10,100.12
31,12,large,22,35700,211378,9,105.63
31,12,medium,14,13400,261295,10,101.71
31,13,large,22,11500,227648,9,101.68
31,13,medium,14,-19800,108770,4,93.93
