dd,rank_from_min,section_size_group,section_machine_count,diff_sum,games_sum,machine_count,pay_rate
3,7,large,22,42000,727155,17,101.93
3,7,medium,14,80200,781263,19,103.42
3,7,small,8,13200,167101,3,102.63
3,8,large,22,19800,781737,17,100.84
3,8,medium,14,48500,786758,19,102.05
3,8,small,8,-3000,42484,1,97.65
3,9,large,22,44600,750725,17,101.98
3,9,medium,14,80700,816010,19,103.3
3,10,large,22,-34200,738028,17,98.46
3,10,medium,14,24500,639664,15,101.28
3,11,large,22,49400,721834,17,102.28
3,11,medium,14,65700,534500,13,104.1
3,12,large,22,-16500,747063,17,99.26
3,12,medium,14,24200,586586,13,101.38
3,13,large,22,50200,731825,17,102.29
3,13,medium,14,-2800,238731,6,99.61
4,1,large,22,-18500,793358,17,99.22
4,1,medium,14,19000,809433,19,100.78
4,1,small,8,-3000,157935,3,99.37
4,2,large,22,88100,749558,17,103.92
4,2,medium,14,23100,737283,19,101.04
4,2,small,8,1700,144202,3,100.39
4,3,large,22,35600,704796,17,101.68
4,3,medium,14,9900,767836,19,100.43
4,3,small,8,4100,153141,3,100.89
4,4,large,22,-48200,713031,17,97.75
4,4,medium,14,15200,776432,19,100.65
4,4,small,8,-7600,142710,3,98.22
4,5,large,22,-7700,735436,17,99.65
4,5,medium,14,-13900,713926,19,99.35
4,5,small,8,-7500,139159,3,98.2
4,6,large,22,32800,661792,17,101.65
4,6,medium,14,147700,775176,19,106.35
4,6,small,8,-10000,145045,3,97.7
4,7,large,22,5800,692521,17,100.28
4,7,medium,14,29300,738466,19,101.32
4,7,small,8,4900,171512,3,100.95
4,8,large,22,41100,665615,17,102.06
4,8,medium,14,96900,754248,19,104.28
4,8,small,8,100,50657,1,100.07
4,9,large,22,71000,723769,17,103.27
4,9,medium,14,-30500,753221,19,98.65
4,10,large,22,57400,677134,17,102.83
4,10,medium,14,21900,622604,15,101.17
4,11,large,22,87600,689310,17,104.24
4,11,medium,14,-19600,542907,13,98.8
4,12,large,22,-42600,680912,17,97.91
4,12,medium,14,49900,533777,13,103.12
4,13,large,22,-6700,724010,17,99.69
4,13,medium,14,51300,222454,6,107.69
5,1,large,22,-26400,751433,17,98.83
5,1,medium,14,7000,808926,19,100.29
5,1,small,8,6600,152284,3,101.44
5,2,large,22,8400,727746,17,100.38
5,2,medium,14,45600,720639,19,102.11
5,2,small,8,18300,156874,3,103.89
5,3,large,22,23100,671917,17,101.15
5,3,medium,14,67200,696213,19,103.22
5,3,small,8,13100,144793,3,103.02
5,4,large,22,28000,690186,17,101.35
5,4,medium,14,75200,722311,19,103.47
5,4,small,8,11000,160012,3,102.29
5,5,large,22,81500,713368,17,103.81
5,5,medium,14,117700,764036,19,105.14
5,5,small,8,7500,142992,3,101.75
5,6,large,22,4700,668128,17,100.23
5,6,medium,14,102200,694083,19,104.91
5,6,small,8,-3900,136466,3,99.05
5,7,large,22,64600,683974,17,103.15
5,7,medium,14,108800,696987,19,105.2
5,7,small,8,1600,144105,3,100.37
5,8,large,22,35900,701032,17,101.71
5,8,medium,14,122200,721956,19,105.64
5,8,small,8,-4800,49674,1,96.78
5,9,large,22,13800,712340,17,100.65
5,9,medium,14,53900,774376,19,102.32
5,10,large,22,63800,708520,17,103.0
5,10,medium,14,74400,645196,15,103.84
5,11,large,22,18200,691864,17,100.88
5,11,medium,14,60800,518048,13,103.91
5,12,large,22,-20100,682882,17,99.02
5,12,medium,14,12800,547995,13,100.78
5,13,large,22,24500,669065,17,101.22
5,13,medium,14,49600,227495,6,107.27
6,1,large,22,-1800,799809,17,99.92
6,1,medium,14,12800,813153,19,100.52
6,1,small,8,-2100,145016,3,99.52
6,2,large,22,48000,689189,17,102.32
6,2,medium,14,46100,725619,19,102.12
6,2,small,8,17900,159472,3,103.74
6,3,large,22,40700,730848,17,101.86
6,3,medium,14,69400,783870,19,102.95
6,3,small,8,-400,146357,3,99.91
6,4,large,22,75500,724857,17,103.47
6,4,medium,14,108700,771081,19,104.7
6,4,small,8,4200,145693,3,100.96
6,5,large,22,14800,722233,17,100.68
6,5,medium,14,16200,755377,19,100.71
6,5,small,8,-2000,131379,3,99.49
6,6,large,22,50000,723450,17,102.3
6,6,medium,14,-4800,731353,19,99.78
6,6,small,8,-4700,133159,3,98.82
6,7,large,22,30400,713655,17,101.42
6,7,medium,14,47900,733899,19,102.18
6,7,small,8,-3500,146951,3,99.21
6,8,large,22,32200,724888,17,101.48
6,8,medium,14,58400,754700,19,102.58
6,8,small,8,5000,49648,1,103.36
6,9,large,22,57900,710339,17,102.72
6,9,medium,14,88600,828960,19,103.56
6,10,large,22,7500,702612,17,100.36
6,10,medium,14,29000,595830,15,101.62
6,11,large,22,-54600,688821,17,97.36
6,11,medium,14,36200,511470,13,102.36
6,12,large,22,64200,727763,17,102.94
6,12,medium,14,27800,555544,13,101.67
6,13,large,22,57100,701452,17,102.71
6,13,medium,14,40900,231121,6,105.9
7,1,large,22,33500,1132987,17,100.99
7,1,medium,14,37500,1116090,19,101.12
7,1,small,8,1700,190551,3,100.3
7,2,large,22,104200,1053188,17,103.3
7,2,medium,14,152600,1051370,19,104.84
7,2,small,8,21300,206454,3,103.44
7,3,large,22,43100,1031319,17,101.39
7,3,medium,14,81600,1092733,19,102.49
7,3,small,8,2000,189464,3,100.35
7,4,large,22,73700,1054626,17,102.33
7,4,medium,14,202900,1084359,19,106.24
7,4,small,8,6300,205141,3,101.02
7,5,large,22,39400,1057789,17,101.24
7,5,medium,14,132700,1050399,19,104.21
7,5,small,8,16400,199519,3,102.74
7,6,large,22,80900,1019564,17,102.64
7,6,medium,14,211100,1025584,19,106.86
7,6,small,8,22600,206702,3,103.64
7,7,large,22,102000,1041963,17,103.26
7,7,medium,14,123200,1083293,19,103.79
7,7,small,8,15600,220089,3,102.36
7,8,large,22,100300,1062054,17,103.15
7,8,medium,14,162700,1073087,19,105.05
7,8,small,8,8300,69506,1,103.98
7,9,large,22,126100,1025916,17,104.1
7,9,medium,14,80800,1121044,19,102.4
7,10,large,22,56200,1034741,17,101.81
7,10,medium,14,152000,868338,15,105.83
7,11,large,22,192900,1018013,17,106.32
7,11,medium,14,39000,735007,13,101.77
7,12,large,22,55600,1039827,17,101.78
7,12,medium,14,27300,767471,13,101.19
7,13,large,22,111300,1013070,17,103.66
7,13,medium,14,67100,346204,6,106.46
8,1,large,22,31200,877452,17,101.19
8,1,medium,14,-13000,880061,19,99.51
8,1,small,8,8300,191496,3,101.44
8,2,large,22,45100,810282,17,101.86
8,2,medium,14,119700,850216,19,104.69
8,2,small,8,6400,141761,3,101.5
8,3,large,22,48000,809041,17,101.98
8,3,medium,14,59100,849911,19,102.32
8,3,small,8,19000,181211,3,103.5
8,4,large,22,74700,788053,17,103.16
8,4,medium,14,116200,839497,19,104.61
8,4,small,8,4900,165544,3,100.99
8,5,large,22,63900,838757,17,102.54
8,5,medium,14,58700,797265,19,102.45
8,5,small,8,6500,159591,3,101.36
8,6,large,22,87900,790505,17,103.71
8,6,medium,14,111300,780666,19,104.75
8,6,small,8,10300,149500,3,102.3
8,7,large,22,86900,771924,17,103.75
8,7,medium,14,23700,809706,19,100.98
8,7,small,8,4800,158076,3,101.01
8,8,large,22,63500,776167,17,102.73
8,8,medium,14,123600,819947,19,105.02
8,8,small,8,-1500,51529,1,99.03
8,9,large,22,20700,771901,17,100.89
8,9,medium,14,58100,852884,19,102.27
8,10,large,22,20200,779658,17,100.86
8,10,medium,14,17100,646529,15,100.88
8,11,large,22,36000,765490,17,101.57
8,11,medium,14,46000,558687,13,102.74
8,12,large,22,11300,735966,17,100.51
8,12,medium,14,30500,591865,13,101.72
8,13,large,22,68000,756006,17,103.0
8,13,medium,14,26100,249223,6,103.49
9,1,large,22,13300,824543,17,100.54
9,1,medium,14,44800,844681,19,101.77
9,1,small,8,-2400,150098,3,99.47
9,2,large,22,-41400,769721,17,98.21
9,2,medium,14,91000,846275,19,103.58
9,2,small,8,-6800,154860,3,98.54
9,3,large,22,10200,734819,17,100.46
9,3,medium,14,85800,790033,19,103.62
9,3,small,8,21400,149572,3,104.77
9,4,large,22,37300,784086,17,101.59
9,4,medium,14,24900,803964,19,101.03
9,4,small,8,-3200,146872,3,99.27
9,5,large,22,19200,725371,17,100.88
9,5,medium,14,21300,753031,19,100.94
9,5,small,8,6400,149590,3,101.43
9,6,large,22,10700,778073,17,100.46
9,6,medium,14,78900,727055,19,103.62
9,6,small,8,-1500,143041,3,99.65
9,7,large,22,39400,793999,17,101.65
9,7,medium,14,124000,811262,19,105.09
9,7,small,8,-1300,163045,3,99.73
9,8,large,22,8600,777534,17,100.37
9,8,medium,14,88800,789174,19,103.75
9,8,small,8,-600,43626,1,99.54
9,9,large,22,15600,761017,17,100.68
9,9,medium,14,77300,855348,19,103.01
9,10,large,22,8800,721893,17,100.41
9,10,medium,14,1200,673293,15,100.06
9,11,large,22,21700,710344,17,101.02
9,11,medium,14,44600,569602,13,102.61
9,12,large,22,98400,743032,17,104.41
9,12,medium,14,12200,604060,13,100.67
9,13,large,22,8900,771040,17,100.38
9,13,medium,14,63900,242390,6,108.79
10,1,large,22,-27000,894795,17,98.99
10,1,medium,14,36900,901122,19,101.36
10,1,small,8,5800,167148,3,101.16
10,2,large,22,-22200,881754,17,99.16
10,2,medium,14,80600,817836,19,103.29
10,2,small,8,12300,162022,3,102.53
10,3,large,22,-16300,837512,17,99.35
10,3,medium,14,-20400,839183,19,99.19
10,3,small,8,8900,162000,3,101.83
10,4,large,22,83100,822202,17,103.37
10,4,medium,14,142100,832589,19,105.69
10,4,small,8,15500,150790,3,103.43
10,5,large,22,-34500,859746,17,98.66
10,5,medium,14,94400,850800,19,103.7
10,5,small,8,21900,156395,3,104.67
10,6,large,22,51500,770312,17,102.23
10,6,medium,14,137400,887104,19,105.16
10,6,small,8,7600,164257,3,101.54
10,7,large,22,75900,848648,17,102.98
10,7,medium,14,56100,811361,19,102.3
10,7,small,8,400,152496,3,100.09
10,8,large,22,-6300,827638,17,99.75
10,8,medium,14,56400,852313,19,102.21
10,8,small,8,5600,47911,1,103.9
10,9,large,22,129700,891121,17,104.85
10,9,medium,14,50000,893167,19,101.87
10,10,large,22,41200,821093,17,101.67
10,10,medium,14,137900,692613,15,106.64
10,11,large,22,-35100,775240,17,98.49
10,11,medium,14,19300,599109,13,101.07
10,12,large,22,102100,817177,17,104.16
10,12,medium,14,-24200,631227,13,98.72
10,13,large,22,63500,905592,17,102.34
10,13,medium,14,19800,262789,6,102.51
11,1,large,22,18500,967420,17,100.64
11,1,medium,14,-8100,1023314,19,99.74
11,1,small,8,100,189181,3,100.02
11,2,large,22,4500,950611,17,100.16
11,2,medium,14,30800,986538,19,101.04
11,2,small,8,19400,187230,3,103.45
11,3,large,22,65400,913252,17,102.39
11,3,medium,14,-20700,977015,19,99.29
11,3,small,8,-4400,188986,3,99.22
11,4,large,22,41200,909302,17,101.51
11,4,medium,14,50000,960622,19,101.73
11,4,small,8,14800,156257,3,103.16
11,5,large,22,36400,920030,17,101.32
11,5,medium,14,117700,960911,19,104.08
11,5,small,8,9700,170614,3,101.9
11,6,large,22,-6100,891489,17,99.77
11,6,medium,14,126300,914131,19,104.61
11,6,small,8,7400,160360,3,101.54
11,7,large,22,53700,863940,17,102.07
11,7,medium,14,83300,988818,19,102.81
11,7,small,8,-10400,167549,3,97.93
11,8,large,22,45300,919406,17,101.64
11,8,medium,14,45300,978245,19,101.54
11,8,small,8,-6600,48301,1,95.45
11,9,large,22,65500,887039,17,102.46
11,9,medium,14,26600,988590,19,100.9
11,10,large,22,73700,940754,17,102.61
11,10,medium,14,18500,813425,15,100.76
11,11,large,22,4600,892272,17,100.17
11,11,medium,14,28900,672387,13,101.43
11,12,large,22,106600,926060,17,103.84
11,12,medium,14,-39200,731986,13,98.21
11,13,large,22,-22900,949822,17,99.2
11,13,medium,14,8400,300247,6,100.93
12,1,large,22,40700,716461,17,101.89
12,1,medium,14,66800,781741,19,102.85
12,1,small,8,-6700,138492,3,98.39
12,2,large,22,23300,647339,17,101.2
12,2,medium,14,49200,723897,19,102.27
12,2,small,8,8700,141144,3,102.05
12,3,large,22,70700,637144,17,103.7
12,3,medium,14,71700,716924,19,103.33
12,3,small,8,200,143929,3,100.05
12,4,large,22,23200,670376,17,101.15
12,4,medium,14,143500,722755,19,106.62
12,4,small,8,10500,131315,3,102.67
12,5,large,22,-43000,649319,17,97.79
12,5,medium,14,67800,679029,19,103.33
12,5,small,8,19700,125006,3,105.25
12,6,large,22,56400,646996,17,102.91
12,6,medium,14,71500,695914,19,103.42
12,6,small,8,10300,146859,3,102.34
12,7,large,22,44600,636744,17,102.33
12,7,medium,14,54300,688770,19,102.63
12,7,small,8,-3900,133102,3,99.02
12,8,large,22,17000,670156,17,100.85
12,8,medium,14,114600,672219,19,105.68
12,8,small,8,-3100,31147,1,96.68
12,9,large,22,108000,675731,17,105.33
12,9,medium,14,125800,800631,19,105.24
12,10,large,22,16600,670317,17,100.83
12,10,medium,14,17200,596392,15,100.96
12,11,large,22,52400,634551,17,102.75
12,11,medium,14,71900,500680,13,104.79
12,12,large,22,-43300,664872,17,97.83
12,12,medium,14,29000,524629,13,101.84
12,13,large,22,44000,643038,17,102.28
12,13,medium,14,-800,210156,6,99.87
13,1,large,22,-104700,933177,17,96.26
13,1,medium,14,50200,927755,19,101.8
13,1,small,8,7900,173374,3,101.52
13,2,large,22,-28700,851001,17,98.88
13,2,medium,14,-24400,861102,19,99.06
13,2,small,8,5800,168814,3,101.15
13,3,large,22,-44200,819425,17,98.2
13,3,medium,14,4700,879598,19,100.18
13,3,small,8,19700,162793,3,104.03
13,4,large,22,15100,829671,17,100.61
13,4,medium,14,52500,857946,19,102.04
13,4,small,8,-3800,181974,3,99.3
13,5,large,22,23500,812875,17,100.96
13,5,medium,14,79800,869042,19,103.06
13,5,small,8,18700,174606,3,103.57
13,6,large,22,37300,855198,17,101.45
13,6,medium,14,5700,827067,19,100.23
13,6,small,8,7800,163592,3,101.59
13,7,large,22,42600,856742,17,101.66
13,7,medium,14,31300,869690,19,101.2
13,7,small,8,23300,184049,3,104.22
13,8,large,22,6000,873704,17,100.23
13,8,medium,14,54800,844132,19,102.16
13,8,small,8,-8400,54564,1,94.87
13,9,large,22,-12900,857819,17,99.5
13,9,medium,14,35000,908969,19,101.28
13,10,large,22,27500,810051,17,101.13
13,10,medium,14,52200,739382,15,102.35
13,11,large,22,64200,834374,17,102.56
13,11,medium,14,-1600,622510,13,99.91
13,12,large,22,43000,817220,17,101.75
13,12,medium,14,-19200,627420,13,98.98
13,13,large,22,144900,812690,17,105.94
13,13,medium,14,34200,260092,6,104.38
14,1,large,22,64800,887631,17,102.43
14,1,medium,14,50800,957633,19,101.77
14,1,small,8,3000,172226,3,100.58
14,2,large,22,-8900,792491,17,99.63
14,2,medium,14,97300,867945,19,103.74
14,2,small,8,-7000,165691,3,98.59
14,3,large,22,72100,824170,17,102.92
14,3,medium,14,120300,873654,19,104.59
14,3,small,8,26700,177214,3,105.02
14,4,large,22,-53300,779458,17,97.72
14,4,medium,14,31200,867344,19,101.2
14,4,small,8,1100,195673,3,100.19
14,5,large,22,41400,801858,17,101.72
14,5,medium,14,106400,884493,19,104.01
14,5,small,8,6700,166862,3,101.34
14,6,large,22,52400,788263,17,102.22
14,6,medium,14,41100,830826,19,101.65
14,6,small,8,15500,183167,3,102.82
14,7,large,22,1100,802093,17,100.05
14,7,medium,14,75400,883309,19,102.85
14,7,small,8,14800,168431,3,102.93
14,8,large,22,35300,851749,17,101.38
14,8,medium,14,99600,879795,19,103.77
14,8,small,8,8700,73916,1,103.92
14,9,large,22,4400,799181,17,100.18
14,9,medium,14,79300,891158,19,102.97
14,10,large,22,10600,787709,17,100.45
14,10,medium,14,28300,714650,15,101.32
14,11,large,22,42800,785114,17,101.82
14,11,medium,14,13700,581752,13,100.78
14,12,large,22,-50100,758019,17,97.8
14,12,medium,14,-42900,668277,13,97.86
14,13,large,22,107600,811885,17,104.42
14,13,medium,14,-13900,263013,6,98.24
15,1,large,22,-90000,854376,17,96.49
15,1,medium,14,-43500,885033,19,98.36
15,1,small,8,3100,170029,3,100.61
15,2,large,22,-57700,796437,17,97.59
15,2,medium,14,49900,830051,19,102.0
15,2,small,8,2100,169164,3,100.41
15,3,large,22,36900,776428,17,101.58
15,3,medium,14,68100,855134,19,102.65
15,3,small,8,-900,146491,3,99.8
15,4,large,22,77400,794121,17,103.25
15,4,medium,14,123400,897265,19,104.58
15,4,small,8,12000,159946,3,102.5
15,5,large,22,-29400,792141,17,98.76
15,5,medium,14,8200,828437,19,100.33
15,5,small,8,30100,188582,3,105.32
15,6,large,22,85500,774066,17,103.68
15,6,medium,14,91100,832662,19,103.65
15,6,small,8,3800,149825,3,100.85
15,7,large,22,-37500,771881,17,98.38
15,7,medium,14,36200,836687,19,101.44
15,7,small,8,1900,180552,3,100.35
15,8,large,22,64400,817176,17,102.63
15,8,medium,14,25500,802840,19,101.06
15,8,small,8,7200,69153,1,103.47
15,9,large,22,35900,824698,17,101.45
15,9,medium,14,12500,919680,19,100.45
15,10,large,22,31400,827782,17,101.26
15,10,medium,14,-54400,718636,15,97.48
15,11,large,22,32900,749612,17,101.46
15,11,medium,14,17500,623154,13,100.94
15,12,large,22,32600,787504,17,101.38
15,12,medium,14,-17600,657670,13,99.11
15,13,large,22,39400,779547,17,101.68
15,13,medium,14,11400,249078,6,101.53
16,1,large,22,-2300,832979,17,99.91
16,1,medium,14,41400,892749,19,101.55
16,1,small,8,11000,190803,3,101.92
16,2,large,22,73300,725158,17,103.37
16,2,medium,14,-100,785248,19,100.0
16,2,small,8,10200,149077,3,102.28
16,3,large,22,56000,739408,17,102.52
16,3,medium,14,5300,765070,19,100.23
16,3,small,8,1400,158998,3,100.29
16,4,large,22,131600,771786,17,105.68
16,4,medium,14,100100,818929,19,104.07
16,4,small,8,-2000,168556,3,99.6
16,5,large,22,31800,748280,17,101.42
16,5,medium,14,74800,779154,19,103.2
16,5,small,8,6700,158783,3,101.41
16,6,large,22,77100,732471,17,103.51
16,6,medium,14,20400,827210,19,100.82
16,6,small,8,3100,142798,3,100.72
16,7,large,22,-9200,717243,17,99.57
16,7,medium,14,72700,773262,19,103.13
16,7,small,8,15600,168654,3,103.08
16,8,large,22,39500,765746,17,101.72
16,8,medium,14,58200,788405,19,102.46
16,8,small,8,1900,59981,1,101.06
16,9,large,22,3800,735859,17,100.17
16,9,medium,14,31100,854296,19,101.21
16,10,large,22,20700,735228,17,100.94
16,10,medium,14,10500,659597,15,100.53
16,11,large,22,72600,724587,17,103.34
16,11,medium,14,64100,520494,13,104.11
16,12,large,22,-23300,723321,17,98.93
16,12,medium,14,-22400,600715,13,98.76
16,13,large,22,90300,725109,17,104.15
16,13,medium,14,31400,228186,6,104.59
17,1,large,22,30000,1014632,17,100.99
17,1,medium,14,24200,1107249,19,100.73
17,1,small,8,-12000,194708,3,97.95
17,2,large,22,-1100,1001601,17,99.96
17,2,medium,14,119000,1035790,19,103.83
17,2,small,8,19800,188462,3,103.5
17,3,large,22,55300,976430,17,101.89
17,3,medium,14,69600,1019000,19,102.28
17,3,small,8,6700,181741,3,101.23
17,4,large,22,20200,969242,17,100.69
17,4,medium,14,-1900,1020990,19,99.94
17,4,small,8,15200,193817,3,102.61
17,5,large,22,52900,974216,17,101.81
17,5,medium,14,104600,984997,19,103.54
17,5,small,8,-3700,166841,3,99.26
17,6,large,22,-3800,972259,17,99.87
17,6,medium,14,113500,997639,19,103.79
17,6,small,8,-100,177524,3,99.98
17,7,large,22,21500,949113,17,100.76
17,7,medium,14,30500,1002868,19,101.01
17,7,small,8,8700,179064,3,101.62
17,8,large,22,-18000,1011894,17,99.41
17,8,medium,14,134500,1024225,19,104.38
17,8,small,8,3700,60632,1,102.03
17,9,large,22,37900,1000928,17,101.26
17,9,medium,14,11100,1074780,19,100.34
17,10,large,22,29100,1018929,17,100.95
17,10,medium,14,49000,822010,15,101.99
17,11,large,22,118100,981695,17,104.01
17,11,medium,14,7900,706327,13,100.37
17,12,large,22,134500,969746,17,104.62
17,12,medium,14,50500,748078,13,102.25
17,13,large,22,-50700,1002028,17,98.31
17,13,medium,14,-8800,311506,6,99.06
18,1,large,22,-12800,745083,17,99.43
18,1,medium,14,21200,742407,19,100.95
18,1,small,8,-5500,137524,3,98.67
18,2,large,22,-65400,665302,17,96.72
18,2,medium,14,43300,673574,19,102.14
18,2,small,8,25900,137551,3,106.28
18,3,large,22,75500,636724,17,103.95
18,3,medium,14,17600,722675,19,100.81
18,3,small,8,-7100,145635,3,98.37
18,4,large,22,-41300,647671,17,97.87
18,4,medium,14,5100,718726,19,100.24
18,4,small,8,-2200,147908,3,99.5
18,5,large,22,47400,683086,17,102.31
18,5,medium,14,7200,668168,19,100.36
18,5,small,8,3600,132368,3,100.91
18,6,large,22,-300,723673,17,99.99
18,6,medium,14,2600,734960,19,100.12
18,6,small,8,800,141219,3,100.19
18,7,large,22,-16700,613455,17,99.09
18,7,medium,14,35700,688354,19,101.73
18,7,small,8,4700,157564,3,100.99
18,8,large,22,91600,679867,17,104.49
18,8,medium,14,14500,698466,19,100.69
18,8,small,8,-1000,43857,1,99.24
18,9,large,22,-48200,685532,17,97.66
18,9,medium,14,109500,723415,19,105.05
18,10,large,22,33200,634542,17,101.74
18,10,medium,14,95100,599596,15,105.29
18,11,large,22,11000,650339,17,100.56
18,11,medium,14,16200,486432,13,101.11
18,12,large,22,62500,661431,17,103.15
18,12,medium,14,-24200,523172,13,98.46
18,13,large,22,46200,667591,17,102.31
18,13,medium,14,28100,204218,6,104.59
19,1,large,22,-21100,751433,17,99.06
19,1,medium,14,-46700,790915,19,98.03
19,1,small,8,8300,151620,3,101.82
19,2,large,22,97100,679407,17,104.76
19,2,medium,14,-13000,705242,19,99.39
19,2,small,8,8700,141232,3,102.05
19,3,large,22,-6000,682831,17,99.71
19,3,medium,14,109400,760984,19,104.79
19,3,small,8,-4800,128951,3,98.76
19,4,large,22,14500,717868,17,100.67
19,4,medium,14,111400,747096,19,104.97
19,4,small,8,23400,171483,3,104.55
19,5,large,22,18000,633086,17,100.95
19,5,medium,14,38200,670885,19,101.9
19,5,small,8,11200,127228,3,102.93
19,6,large,22,-38600,675570,17,98.1
19,6,medium,14,76200,693828,19,103.66
19,6,small,8,-300,137014,3,99.93
19,7,large,22,32600,674158,17,101.61
19,7,medium,14,300,748664,19,100.01
19,7,small,8,4700,170461,3,100.92
19,8,large,22,3800,657143,17,100.19
19,8,medium,14,11500,709607,19,100.54
19,8,small,8,-8400,44340,1,93.69
19,9,large,22,-11900,650797,17,99.39
19,9,medium,14,-28800,748876,19,98.72
19,10,large,22,49100,678679,17,102.41
19,10,medium,14,48000,611857,15,102.61
19,11,large,22,-8700,614169,17,99.53
19,11,medium,14,16200,525699,13,101.03
19,12,large,22,60200,694579,17,102.89
19,12,medium,14,-28900,520824,13,98.15
19,13,large,22,19600,632403,17,101.03
19,13,medium,14,-24800,222321,6,96.28
20,1,large,22,-80900,809586,17,96.67
20,1,medium,14,21600,805538,19,100.89
20,1,small,8,10700,147042,3,102.43
20,2,large,22,96200,751072,17,104.27
20,2,medium,14,69800,781359,19,102.98
20,2,small,8,28100,135651,3,106.9
20,3,large,22,-55900,741427,17,97.49
20,3,medium,14,4000,755080,19,100.18
20,3,small,8,1800,146676,3,100.41
20,4,large,22,32600,689293,17,101.58
20,4,medium,14,47100,727432,19,102.16
20,4,small,8,-2400,144274,3,99.45
20,5,large,22,4300,681771,17,100.21
20,5,medium,14,12700,722436,19,100.59
20,5,small,8,13400,152309,3,102.93
20,6,large,22,33800,700768,17,101.61
20,6,medium,14,10800,758687,19,100.47
20,6,small,8,5900,154115,3,101.28
20,7,large,22,-20000,714364,17,99.07
20,7,medium,14,47600,732180,19,102.17
20,7,small,8,17100,158223,3,103.6
20,8,large,22,40900,692872,17,101.97
20,8,medium,14,51200,769072,19,102.22
20,8,small,8,6200,55200,1,103.74
20,9,large,22,-800,752747,17,99.96
20,9,medium,14,49500,811858,19,102.03
20,10,large,22,47100,742788,17,102.11
20,10,medium,14,16600,615201,15,100.9
