segment6,rank_basis,kakuban_group,weekday,n,all_weekday_mean_residual,weekday_mean_residual,weekday_specific_effect,t_stat,p_value,q_value,significant
3F_R_N,rank_from_max,K10-14,Wed,1913,-18.843021284947106,-75.49131257312126,-56.64829128817412,-0.6755106280132165,0.4994330878095083,1.0,False
3F_R_N,rank_from_max,K15+,Thu,367,-298.7043997668997,-748.433242506812,-449.7288427399124,-2.6557742581497537,0.008258625424421578,0.057810377970951045,False
3F_R_N,rank_from_max,K15+,Mon,393,-298.7043997668997,28.587786259541986,327.29218602644164,1.8540993560769343,0.06447586747356923,0.4513310723149846,False
3F_R_N,rank_from_max,K15+,Sun,429,-298.7043997668997,-567.1503496503497,-268.44594988345,-1.5664885254939145,0.11797331244656184,0.8258131871259329,False
3F_R_N,rank_from_max,K15+,Tue,407,-298.7043997668997,-33.773546273546295,264.93085349335337,1.5140060652272105,0.13080236751074256,0.9156165725751979,False
3F_R_N,rank_from_max,K15+,Fri,400,-298.7043997668997,-354.265625,-55.56122523310027,-0.32205380228732755,0.7475806001755485,1.0,False
3F_R_N,rank_from_max,K15+,Sat,450,-298.7043997668997,-118.85555555555557,179.84884421134407,0.9677472729565653,0.33369157958637435,1.0,False
3F_R_N,rank_from_max,K15+,Wed,414,-298.7043997668997,-334.80676328502415,-36.102363518124484,-0.20128451340743725,0.8405752070875305,1.0,False
3F_R_N,rank_from_max,K2,Fri,461,-142.43048288755878,-226.78295974933718,-84.35247686177843,-0.4927656501968058,0.6224133086106514,1.0,False
3F_R_N,rank_from_max,K2,Mon,463,-142.43048288755878,-113.16423257567965,29.26625031187907,0.17107171006744398,0.8642422777358684,1.0,False
3F_R_N,rank_from_max,K2,Sat,573,-142.43048288755878,-356.7832211418599,-214.35273825430122,-1.360712911227643,0.1741403307925355,1.0,False
3F_R_N,rank_from_max,K2,Sun,538,-142.43048288755878,18.282254971381384,160.71273785894007,0.9885794303141475,0.32331417072668034,1.0,False
3F_R_N,rank_from_max,K2,Thu,419,-142.43048288755878,-151.811095957874,-9.380613070315222,-0.05804950033377478,0.9537369390581605,1.0,False
3F_R_N,rank_from_max,K2,Tue,463,-142.43048288755878,-206.79111385374884,-64.3606309661901,-0.3964921928825283,0.69192503424105,1.0,False
3F_R_N,rank_from_max,K2,Wed,496,-142.43048288755878,49.96131752432156,192.39180041188024,1.170756808786735,0.24225984323358032,1.0,False
3F_R_N,rank_from_max,K3-4,Fri,909,-7.351128453763159,221.7248589938359,229.07598744759912,1.8536596000491936,0.06411204712759552,0.44878432989316863,False
3F_R_N,rank_from_max,K3-4,Mon,885,-7.351128453763159,-56.97300690521031,-49.62187845144708,-0.385582033799387,0.6998990069399778,1.0,False
3F_R_N,rank_from_max,K3-4,Sat,1125,-7.351128453763159,-59.16693121693119,-51.81580276316797,-0.45250847954906337,0.6509900354206973,1.0,False
3F_R_N,rank_from_max,K3-4,Sun,1061,-7.351128453763159,-137.56116945678684,-130.2100410030236,-1.1185973178571889,0.26356539776594284,1.0,False
3F_R_N,rank_from_max,K3-4,Thu,820,-7.351128453763159,107.60148083623695,114.95260929000018,0.8448054120502281,0.39846620587434944,1.0,False
3F_R_N,rank_from_max,K3-4,Tue,957,-7.351128453763159,75.40532583636033,82.7564542901235,0.659937790387778,0.5094527088067405,1.0,False
3F_R_N,rank_from_max,K3-4,Wed,961,-7.351128453763159,-154.4147548023719,-147.06362634860866,-1.2415420380541948,0.21470883508974575,1.0,False
3F_R_N,rank_from_max,K5-9,Tue,2107,134.15277078320557,293.58870846234396,159.43593767913836,1.8693816950444446,0.06170840869605588,0.43195886087239116,False
3F_R_N,rank_from_max,K5-9,Fri,2108,134.15277078320557,101.78113046293788,-32.37164032026769,-0.38703924715813415,0.6987662400443855,1.0,False
3F_R_N,rank_from_max,K5-9,Mon,2052,134.15277078320557,67.02348076982578,-67.12929001337979,-0.8360035395501829,0.40325029411504004,1.0,False
3F_R_N,rank_from_max,K5-9,Sat,2576,134.15277078320557,191.83447020112393,57.68169941791834,0.7288933507899695,0.46613318859312425,1.0,False
3F_R_N,rank_from_max,K5-9,Sun,2435,134.15277078320557,143.9643020110166,9.811531227811008,0.12678647085848985,0.8991198763775946,1.0,False
3F_R_N,rank_from_max,K5-9,Thu,1849,134.15277078320557,18.134652364641532,-116.01811841856404,-1.388797307671839,0.16506174144169625,1.0,False
3F_R_N,rank_from_max,K5-9,Wed,2191,134.15277078320557,94.03207928538826,-40.120691497817276,-0.5064310480868522,0.612605061513611,1.0,False
2F_L_A,rank_from_min,K1,Thu,189,36.469425107036635,-159.84001007810534,-196.309435185142,-1.975765928096668,0.0496443364335564,0.3475103550348948,False
2F_L_A,rank_from_min,K1,Mon,194,36.469425107036635,261.1352479135984,224.66582280656178,1.8947648742400935,0.05961864477537771,0.417330513427644,False
2F_L_A,rank_from_min,K1,Fri,208,36.469425107036635,30.627861721611698,-5.841563385424964,-0.05548860419581455,0.9558027284367843,1.0,False
2F_L_A,rank_from_min,K1,Sat,232,36.469425107036635,145.63474958949098,109.16532448245431,0.9984485429464607,0.3191066390449951,1.0,False
2F_L_A,rank_from_min,K1,Sun,224,36.469425107036635,-75.87372448979593,-112.3431495968326,-1.0797328337781027,0.2814275736952086,1.0,False
2F_L_A,rank_from_min,K1,Tue,200,36.469425107036635,-93.675,-130.14442510703668,-1.141496905276397,0.25503492961720214,1.0,False
2F_L_A,rank_from_min,K1,Wed,210,36.469425107036635,134.56349206349205,98.09406695645538,0.9366337664415308,0.3500280053961569,1.0,False
2F_L_A,rank_from_min,K10-14,Thu,148,95.26539278131636,-137.92792792792795,-233.1933207092442,-2.0040317338693416,0.046903782614790085,0.32832647830353057,False
2F_L_A,rank_from_min,K10-14,Mon,147,95.26539278131636,320.68027210884355,225.41487932752713,1.550874098191905,0.12309685000290836,0.8616779500203585,False
2F_L_A,rank_from_min,K10-14,Fri,156,95.26539278131636,236.55982905982904,141.29443627851273,1.0780090997775797,0.28270450918546736,1.0,False
2F_L_A,rank_from_min,K10-14,Sat,181,95.26539278131636,25.340699815837983,-69.92469296547843,-0.5790936766809547,0.563249946416238,1.0,False
2F_L_A,rank_from_min,K10-14,Sun,169,95.26539278131636,-69.53648915187375,-164.8018819331901,-1.2401537159865277,0.21664785094097133,1.0,False
2F_L_A,rank_from_min,K10-14,Tue,149,95.26539278131636,80.30201342281879,-14.963379358497583,-0.10172721191284423,0.9191108936340883,1.0,False
2F_L_A,rank_from_min,K10-14,Wed,149,95.26539278131636,243.4004474272931,148.1350546459767,1.0919730682014557,0.2766193373929175,1.0,False
2F_L_A,rank_from_min,K2,Mon,169,133.29359016333805,423.4967596506057,290.2031694872677,2.326424815980764,0.021189822350537967,0.14832875645376578,False
2F_L_A,rank_from_min,K2,Fri,186,133.29359016333805,8.0805171530978,-125.2130730102403,-1.0925713722019492,0.2760027580476774,1.0,False
2F_L_A,rank_from_min,K2,Sat,220,133.29359016333805,35.67532467532465,-97.61826548801339,-0.9558428219982222,0.34020556905240923,1.0,False
2F_L_A,rank_from_min,K2,Sun,203,133.29359016333805,203.08644147314098,69.7928513098029,0.5482557191353072,0.5841217102551015,1.0,False
2F_L_A,rank_from_min,K2,Thu,160,133.29359016333805,-0.15848214285715584,-133.45207230619525,-1.227449463497685,0.22146788850774726,1.0,False
2F_L_A,rank_from_min,K2,Tue,192,133.29359016333805,160.56051587301585,27.26692570967781,0.25119079912974906,0.8019366341255162,1.0,False
2F_L_A,rank_from_min,K2,Wed,179,133.29359016333805,120.27932960893855,-13.01426055439955,-0.1264502882636831,0.8995182178482457,1.0,False
2F_L_A,rank_from_min,K3-4,Mon,419,166.9342980555054,-53.42482100238664,-220.35911905789197,-2.9807702206682714,0.003043197362635948,0.021302381538451636,True
2F_L_A,rank_from_min,K3-4,Fri,449,166.9342980555054,361.1284335560505,194.1941355005451,2.475199713543224,0.013685088817936973,0.0957956217255588,False
2F_L_A,rank_from_min,K3-4,Thu,403,166.9342980555054,346.487061325771,179.55276327026561,2.3513836196607545,0.019185699409267395,0.13429989586487176,False
2F_L_A,rank_from_min,K3-4,Sat,523,166.9342980555054,97.49294364017118,-69.44135441533422,-1.0785315534435163,0.28129472993302673,1.0,False
2F_L_A,rank_from_min,K3-4,Sun,495,166.9342980555054,148.83453583453584,-18.099762220969563,-0.22990516805042638,0.8182606257173637,1.0,False
2F_L_A,rank_from_min,K3-4,Tue,441,166.9342980555054,78.32226541410216,-88.61203264140325,-1.1160535739177648,0.26500832599757096,1.0,False
2F_L_A,rank_from_min,K3-4,Wed,434,166.9342980555054,206.4104674127715,39.47616935726618,0.5267205446678765,0.5986573830281947,1.0,False
