test_date,variant,window,DD,dow,is_event,event_type,avg_diff,avg_diff_other,avg_diff_vs_other,win_rate,payout_rate,hit@10,hit@20,hit@50,lift@10,lift@20,lift@50,n_machines_scored,n_actual_machines
2026-01-29,v4_kakuban_fix,90,29,3,False,non_event,-286.0,-5.120481927710843,-280.87951807228916,30.0,90.35793154712573,0.0,1.0,3.0,0.0,0.7140000000000001,0.8568,714,714
2026-01-30,v1_baseline,90,30,4,False,non_event,-126.0,248.64457831325302,-374.644578313253,40.0,96.6357884072495,0.0,0.0,4.0,0.0,0.0,1.1424,714,714
2026-01-30,v2_dd_individual,90,30,4,False,non_event,-56.0,243.3734939759036,-299.3734939759036,42.0,97.12039396917376,1.0,1.0,4.0,1.4280000000000002,0.7140000000000001,1.1424,714,714
2026-01-30,v3_hist_payout,90,30,4,False,non_event,178.0,225.75301204819277,-47.75301204819277,46.0,98.5062148618087,1.0,1.0,5.0,1.4280000000000002,0.7140000000000001,1.428,714,714
2026-01-30,v4_kakuban_fix,90,30,4,False,non_event,-132.0,249.09638554216866,-381.09638554216866,40.0,97.83640261966138,1.0,2.0,4.0,1.4280000000000002,1.4280000000000002,1.1424,714,714
2026-01-31,v1_baseline,90,31,5,True,event,-522.0,-330.2710843373494,-191.7289156626506,28.000000000000004,96.72792731539563,1.0,2.0,5.0,1.4280000000000002,1.4280000000000002,1.428,714,714
2026-01-31,v2_dd_individual,90,31,5,True,event,-384.0,-340.66265060240966,-43.337349397590344,28.000000000000004,100.69611160387075,2.0,2.0,3.0,2.8560000000000003,1.4280000000000002,0.8568,714,714
2026-01-31,v3_hist_payout,90,31,5,True,event,-370.0,-341.7168674698795,-28.283132530120497,28.000000000000004,100.89845051617736,2.0,2.0,3.0,2.8560000000000003,1.4280000000000002,0.8568,714,714
2026-01-31,v4_kakuban_fix,90,31,5,True,event,-516.0,-330.72289156626505,-185.27710843373495,24.0,97.64336445426487,0.0,0.0,1.0,0.0,0.0,0.2856,714,714
2026-02-01,v1_baseline,90,1,6,True,event,-364.0,79.51807228915662,-443.51807228915663,42.0,96.91668052407131,0.0,0.0,1.0,0.0,0.0,0.2856,714,714
2026-02-01,v2_dd_individual,90,1,6,True,event,-14.0,53.16265060240964,-67.16265060240964,44.0,99.0509130416731,0.0,0.0,0.0,0.0,0.0,0.0,714,714
2026-02-01,v3_hist_payout,90,1,6,True,event,-70.0,57.37951807228916,-127.37951807228916,44.0,98.64319368706194,0.0,0.0,0.0,0.0,0.0,0.0,714,714
2026-02-01,v4_kakuban_fix,90,1,6,True,event,-36.0,54.81927710843374,-90.81927710843374,50.0,98.62159116123009,1.0,1.0,1.0,1.4280000000000002,0.7140000000000001,0.2856,714,714
2026-02-02,v1_baseline,90,2,0,False,non_event,198.0,91.1144578313253,106.8855421686747,38.0,98.43639509189472,1.0,2.0,6.0,1.4280000000000002,1.4280000000000002,1.7136,714,714
2026-02-02,v2_dd_individual,90,2,0,False,non_event,276.0,85.24096385542168,190.75903614457832,46.0,99.08257982649316,0.0,1.0,3.0,0.0,0.7140000000000001,0.8568,714,714
2026-02-02,v3_hist_payout,90,2,0,False,non_event,514.0,67.31927710843374,446.68072289156623,48.0,100.92478491415027,0.0,2.0,4.0,0.0,1.4280000000000002,1.1424,714,714
2026-02-02,v4_kakuban_fix,90,2,0,False,non_event,64.0,101.20481927710843,-37.20481927710843,38.0,98.12893513008352,0.0,1.0,4.0,0.0,0.7140000000000001,1.1424,714,714
2026-02-03,v1_baseline,90,3,1,False,non_event,140.0,-76.355421686747,216.35542168674698,32.0,96.75099883667542,1.0,3.0,6.0,1.4280000000000002,2.1420000000000003,1.7136,714,714
2026-02-03,v2_dd_individual,90,3,1,False,non_event,404.0,-96.23493975903614,500.23493975903614,40.0,99.37513023853981,1.0,2.0,8.0,1.4280000000000002,1.4280000000000002,2.2848,714,714
2026-02-03,v3_hist_payout,90,3,1,False,non_event,404.0,-96.23493975903614,500.23493975903614,34.0,99.74841708018084,2.0,3.0,8.0,2.8560000000000003,2.1420000000000003,2.2848,714,714
2026-02-03,v4_kakuban_fix,90,3,1,False,non_event,626.0,-112.95180722891567,738.9518072289156,50.0,105.67532641157311,1.0,2.0,9.0,1.4280000000000002,1.4280000000000002,2.5704,714,714
2026-02-04,v1_baseline,90,4,2,False,non_event,-62.0,89.00602409638554,-151.00602409638554,44.0,95.83172599496616,0.0,1.0,4.0,0.0,0.7140000000000001,1.1424,714,714
2026-02-04,v2_dd_individual,90,4,2,False,non_event,-384.0,113.25301204819277,-497.2530120481928,30.0,92.70263145866629,0.0,2.0,4.0,0.0,1.4280000000000002,1.1424,714,714
2026-02-04,v3_hist_payout,90,4,2,False,non_event,-286.0,105.87349397590361,-391.8734939759036,34.0,93.10904498159275,0.0,1.0,4.0,0.0,0.7140000000000001,1.1424,714,714
2026-02-04,v4_kakuban_fix,90,4,2,False,non_event,-370.0,112.1987951807229,-482.19879518072287,38.0,93.51950743349612,0.0,1.0,3.0,0.0,0.7140000000000001,0.8568,714,714
2026-02-05,v1_baseline,90,5,3,False,non_event,-68.0,118.52409638554217,-186.52409638554218,42.0,97.40813575007861,0.0,0.0,1.0,0.0,0.0,0.2856,714,714
2026-02-05,v2_dd_individual,90,5,3,False,non_event,-252.0,132.37951807228916,-384.37951807228916,30.0,95.89693501805532,0.0,1.0,2.0,0.0,0.7140000000000001,0.5712,714,714
2026-02-05,v3_hist_payout,90,5,3,False,non_event,-332.0,138.40361445783134,-470.40361445783134,28.000000000000004,96.18075288199054,0.0,1.0,3.0,0.0,0.7140000000000001,0.8568,714,714
2026-02-05,v4_kakuban_fix,90,5,3,False,non_event,666.0,63.25301204819277,602.7469879518072,46.0,106.50040439046182,2.0,3.0,7.0,2.8560000000000003,2.1420000000000003,1.9992,714,714
2026-02-06,v1_baseline,90,6,4,False,non_event,-354.0,56.325301204819276,-410.32530120481925,30.0,94.03280534934142,0.0,0.0,3.0,0.0,0.0,0.8568,714,714
2026-02-06,v2_dd_individual,90,6,4,False,non_event,-440.0,62.80120481927711,-502.80120481927713,26.0,93.05844675733401,0.0,0.0,2.0,0.0,0.0,0.5712,714,714
2026-02-06,v3_hist_payout,90,6,4,False,non_event,-540.0,70.33132530120481,-610.3313253012049,28.000000000000004,92.81880989048673,0.0,0.0,1.0,0.0,0.0,0.2856,714,714
2026-02-06,v4_kakuban_fix,90,6,4,False,non_event,16.0,28.46385542168675,-12.463855421686748,32.0,101.04186014575879,1.0,1.0,4.0,1.4280000000000002,0.7140000000000001,1.1424,714,714
2026-02-07,v1_baseline,90,7,5,True,event,460.0,187.1987951807229,272.80120481927713,56.00000000000001,104.93455649145426,0.0,1.0,3.0,0.0,0.7140000000000001,0.8568,714,714
2026-02-07,v2_dd_individual,90,7,5,True,event,216.0,205.5722891566265,10.42771084337349,50.0,103.85437095218089,0.0,1.0,3.0,0.0,0.7140000000000001,0.8568,714,714
2026-02-07,v3_hist_payout,90,7,5,True,event,-70.0,227.10843373493975,-297.10843373493975,44.0,102.08246981562024,0.0,1.0,4.0,0.0,0.7140000000000001,1.1424,714,714
2026-02-07,v4_kakuban_fix,90,7,5,True,event,-618.0,268.3734939759036,-886.3734939759036,36.0,97.48708062407626,0.0,1.0,2.0,0.0,0.7140000000000001,0.5712,714,714
2026-02-08,v1_baseline,90,8,6,False,non_event,392.0,186.44578313253012,205.55421686746988,42.0,101.91799084626966,2.0,3.0,6.0,2.8560000000000003,2.1420000000000003,1.7136,714,714
2026-02-08,v2_dd_individual,90,8,6,False,non_event,-86.0,222.43975903614458,-308.43975903614455,36.0,99.30224822999463,1.0,3.0,5.0,1.4280000000000002,2.1420000000000003,1.428,714,714
2026-02-08,v3_hist_payout,90,8,6,False,non_event,-214.0,232.07831325301206,-446.0783132530121,32.0,97.69937477244983,1.0,2.0,5.0,1.4280000000000002,1.4280000000000002,1.428,714,714
