baseline,variant,segment,event_type,n_days,acf_acf_lag1,acf_acf_lag2,acf_acf_lag3,acf_acf_threshold,acf_serial_correlation_detected,acf_recommended_bootstrap,additive_mean_diff,additive_ci_lower,additive_ci_upper,additive_se,p_value_wilcoxon,loo_min_mean,loo_max_mean,loo_sign_flips,loo_fragile,wins,losses,ties,win_pct,p_value_sign,payout_mean_diff,payout_ci_lower,payout_ci_upper,p_value_wilcoxon_payout,lift_t2500_pooled_diff,lift_t2500_ci_lower,lift_t2500_ci_upper,lift_t2500_p_value,lift_t3500_pooled_diff,lift_t3500_ci_lower,lift_t3500_ci_upper,lift_t3500_p_value,lift_t4500_pooled_diff,lift_t4500_ci_lower,lift_t4500_ci_upper,lift_t4500_p_value,q_value_wilcoxon,q_value_sign,q_value_wilcoxon_payout,lift_t2500_q_value,lift_t3500_q_value,lift_t4500_q_value
v11_seg_weights,v12a_debut_multiplier,3F_R_N,event,88,0.2997136894682183,0.033956911506391685,-0.03473740884070313,0.21320071635561041,True,block,-11.99938389923331,-58.876536144578345,31.171084337349384,22.888408953777574,0.7513304303509737,-16.463232239302048,-5.314707104279198,0,False,35,34,19,50.7,1.0,-0.022811153616525557,-0.3522329928762481,0.2954606092254177,0.8538812900745214,-0.011855541718555296,-0.03289290202710615,0.008857759513929135,0.2876,-0.00916024088724221,-0.042380986048228785,0.027860410578142376,0.5928,0.004780923582677898,-0.033956452301173896,0.04657323816981025,0.857,0.9519848897023782,1.0,0.9679903720785294,0.7669333333333334,1.0,1.0
v11_seg_weights,v12a_debut_multiplier,3F_R_N,non_event,254,0.03859787015815452,-0.0926125847976762,-0.0177652107782381,0.12549116102763172,False,iid,-0.5757518262024487,-17.467717721278813,16.58800279859594,8.635132976585373,0.828721717109979,-2.5841230534787383,1.6745797418924697,28,True,93,98,63,48.7,0.7723417190395665,0.0930483368181349,-0.08955055822270626,0.28205841214017124,0.7922727275798056,0.0049437424268650165,-0.007249444002594613,0.017316662276256455,0.4542,-0.0018730325288562888,-0.01898320861882451,0.015193737238121082,0.8566,-0.005309537088678207,-0.028052576307654963,0.017185706350675733,0.6884,0.9749667260117401,1.0,0.9679903720785294,0.8701714285714287,1.0,1.0
v11_seg_weights,v12b_debut_multiplier_half,2F_L_N,event,88,0.028412992363228636,-0.09040125670977794,-0.20774237114918462,0.21320071635561041,False,iid,18.231243154435916,-10.704745687294634,47.38901286966043,14.801008182256425,0.22716169839655243,12.705857914416278,22.222891566265055,0,False,45,36,7,55.6,0.37417441760470777,0.05545318377313131,-0.16811284562826398,0.27732560866735584,0.6828239751916001,0.0014819427148193842,-0.020794836705574825,0.02439577572489315,0.941,-0.006721054283024941,-0.039557091173942086,0.02672166234400711,0.7282,0.0,-0.04237485534378856,0.04111719053682728,1.0,0.41302126981191345,0.6790857281080781,0.9679903720785294,1.0,1.0,1.0
v11_seg_weights,v12b_debut_multiplier_half,2F_L_N,non_event,254,0.061283827013519726,0.013256577961005,0.09311463320633806,0.12549116102763172,False,iid,17.89910824399962,2.9547499051323385,33.487165591499846,7.76446308279233,0.023830932243404948,16.167769893804465,19.355421686746986,0,False,126,101,27,55.5,0.11097282872017791,0.021749341754577763,-0.12402648754890834,0.16640465495212295,0.5780504297794968,-0.009269517050372045,-0.022845382246873703,0.004303125901368098,0.1964,-0.0018730325288560667,-0.019928395258950106,0.016178661048863275,0.8784,0.010119669097365058,-0.013703337046413204,0.033850513941233,0.4038,0.11915466121702474,0.4438913148807117,0.9679903720785294,0.7669333333333334,1.0,1.0
v11_seg_weights,v12b_debut_multiplier_half,2F_R_N,event,88,0.03658506617156299,-0.04709542514402106,-0.017969304609157355,0.21320071635561041,False,iid,11.46173329682366,-30.892303874589267,54.573980010952866,21.848836771783013,0.3415222447867101,6.130452845866225,20.888034898213544,0,False,50,33,5,60.2,0.07841962481580764,-0.26864131176120265,-0.6559479557222233,0.09580198113857182,0.4537110158687754,-0.017783312577833055,-0.04720467219611775,0.011931132812340189,0.2656,-0.03360527141512404,-0.07423930639599198,0.006839135067566925,0.1254,-0.03821587867975018,-0.0870566550777602,0.012512870176766595,0.1496,0.5692037413111836,0.4438913148807117,0.9679903720785294,0.7669333333333334,0.9312,1.0
v11_seg_weights,v12b_debut_multiplier_half,2F_R_N,non_event,254,0.1836574711682922,0.05843715056736114,0.003465930122209514,0.12549116102763172,True,block,44.07888245896975,15.355301204819282,72.72541626506023,14.517616945081787,0.00010606568237204354,40.99745225963142,46.888232772989205,0,False,148,93,13,61.4,0.00047934105325716137,0.1288054752989152,-0.16014892961626337,0.42313391746949586,0.4994568884958882,-0.02162887311753514,-0.04268066663584686,-0.000606469218000455,0.0488,-0.022060749292629467,-0.05112067554872288,0.0070384630279858905,0.1388,-0.02486051668636091,-0.06061368270195044,0.011608687076500528,0.1856,0.0010606568237204353,0.005752092639085936,0.9679903720785294,0.2928,0.9312,1.0
v11_seg_weights,v12b_debut_multiplier_half,3F_L_A,event,88,0.0,0.0,0.0,0.21320071635561041,False,iid,0.0,0.0,0.0,0.0,,0.0,0.0,0,False,0,0,88,50.0,1.0,9.689219124001365e-16,-1.6148698540002277e-16,2.4223047810003414e-15,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,,1.0,1.0,1.0
v11_seg_weights,v12b_debut_multiplier_half,3F_L_A,non_event,254,0.0,0.0,0.0,0.12549116102763172,False,iid,0.0,0.0,0.0,0.0,,0.0,0.0,0,False,0,0,254,50.0,1.0,-2.2379298764097643e-16,-1.1749131851151264e-15,6.713789629229293e-16,0.5836738736122202,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.9679903720785294,1.0,1.0,1.0
v11_seg_weights,v12b_debut_multiplier_half,3F_L_N,event,88,0.051360882800403816,-0.055715670087616714,-0.03160792131090171,0.21320071635561041,False,iid,-7.356037787513691,-30.157311062431543,11.901629244249722,10.768551395430906,0.960808462215362,-11.22268383880349,-0.2966348151225595,0,False,20,15,53,57.1,0.4995598332025112,-0.022878527665797354,-0.1545505301009318,0.09370164912037734,0.9959076026290529,-0.004445828144458375,-0.015039494470773912,0.0059093883457079,0.475,0.0,-0.013947696175525482,0.013875472251594632,1.0,0.0033333333333331883,-0.018071603145111453,0.02531928925510684,0.8838,0.9853515625,0.7992957331240179,0.9959076026290529,0.8701714285714287,1.0,1.0
v11_seg_weights,v12b_debut_multiplier_half,3F_L_N,non_event,254,0.031181029997089927,-0.06998095681874977,-0.019406069500136677,0.12549116102763172,False,iid,10.10952471302533,1.5831058485912162,19.17782764917939,4.454150620337257,0.0416864586101747,8.100885756464594,10.880518119910471,0,False,60,37,157,61.9,0.02499073659259804,0.07117540471883577,-0.028972999171955234,0.178592153933778,0.31782194911474193,0.007415613640297858,0.0006208648426471897,0.014314915957765094,0.0384,0.004682581322140722,-0.001907959020146649,0.012024289654252193,0.2316,-0.0013583182726149001,-0.009864919935708233,0.006986369755741716,0.8744,0.15208099682056203,0.19992589274078432,0.9679903720785294,0.2928,1.0,1.0
v11_seg_weights,v12b_debut_multiplier_half,3F_R_A,event,88,0.053040305123892066,0.1475435356381942,0.10980209904957458,0.21320071635561041,False,iid,-2.566059693318729,-5.694208652792989,6.540222908699747e-16,1.464324826016739,0.10546875,-2.941628583298712,-1.6809306190278355,0,False,3,7,78,30.0,0.34375,-0.007294271566987637,-0.023606974585394524,0.007565889163804326,0.2952927362763773,-0.0015442846328538873,-0.004781263342030322,0.0,0.741,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.234375,0.6790857281080781,0.9679903720785294,1.0,1.0,1.0
v11_seg_weights,v12b_debut_multiplier_half,3F_R_A,non_event,254,-9.443207144398364e-05,0.061312750065566926,-9.517271514158362e-05,0.12549116102763172,False,iid,-0.09313632482686658,-1.2871863438003985,1.109168959301774,0.6036193665393776,0.9853515625,-0.45052145340254296,0.2210105243106814,4,True,7,6,241,53.8,1.0,-0.00037279315592581323,-0.010536967335881735,0.01062755282753633,0.723561514981561,-0.0006423173803525861,-0.003137937408925473,0.0013171199185730256,0.7864,-0.0012964139809350517,-0.004129166577240146,0.0,0.7396,0.0029442096406603335,0.0,0.010082344512686412,0.7396,0.9853515625,1.0,0.9679903720785294,1.0,1.0,1.0
v11_seg_weights,v12b_debut_multiplier_half,3F_R_N,event,88,0.1358954649968334,0.06499662383447437,-0.026186942704050968,0.21320071635561041,False,iid,-5.20543537787514,-34.04305859802846,23.144025533953997,14.6334338883504,0.9444470442380949,-9.541753219775657,-1.4337349397590387,0,False,31,27,30,53.4,0.6940040940761318,0.006267353897782193,-0.21455371141763932,0.22918143978822214,0.82925563922899,-0.010373599003735912,-0.027509499660263115,0.006093531266026862,0.271,-0.002382832249368416,-0.03125466016301377,0.03133057623195272,0.8502,0.004780923582677898,-0.02832084618774778,0.041736413520353004,0.8436,0.9853515625,1.0,0.9679903720785294,0.7669333333333334,1.0,1.0
v11_seg_weights,v12b_debut_multiplier_half,3F_R_N,non_event,254,0.010444572680390498,-0.0039500691713116,-0.013417020237538883,0.12549116102763172,False,iid,-4.868489706858932,-19.618108457451857,9.483817948961187,7.417433350811258,0.4279610098593797,-6.443306824134483,-2.065598361826754,0,False,78,90,86,46.4,0.39613334139637885,0.06295408584430982,-0.10415264569041226,0.23738039123154506,0.7675604410490051,-0.0024718712134326193,-0.013691936103846952,0.008584374713639513,0.7,-0.007492130115425155,-0.023352030463972388,0.00804738161176966,0.3738,-0.013273842721695406,-0.03310481050832152,0.006529866509752508,0.2066,0.6584015536298149,0.6790857281080781,0.9679903720785294,1.0,1.0,1.0
