hall,date,machine_name,machine_number,diff,games,days_since_debut,debut_phase,games_14d,games_tier,pre_existing
蒲田7,2026-04-16,A‐SLOT+ 異世界かるてっと,2145,1200,7022,10.0,1-14日,6732.5666666666675,高,False
蒲田7,2026-04-17,A‐SLOT+ 異世界かるてっと,2143,-1900,8049,11.0,1-14日,6791.242424242425,高,False
蒲田7,2026-04-17,A‐SLOT+ 異世界かるてっと,2144,-1300,7165,11.0,1-14日,6791.242424242425,高,False
蒲田7,2026-04-17,A‐SLOT+ 異世界かるてっと,2145,1700,6555,11.0,1-14日,6791.242424242425,高,False
蒲田7,2026-04-18,A‐SLOT+ 異世界かるてっと,2143,-2400,5832,12.0,1-14日,6830.0,高,False
蒲田7,2026-04-18,A‐SLOT+ 異世界かるてっと,2144,-3200,5810,12.0,1-14日,6830.0,高,False
蒲田7,2026-04-18,A‐SLOT+ 異世界かるてっと,2145,-300,8226,12.0,1-14日,6830.0,高,False
蒲田7,2026-04-19,A‐SLOT+ 異世界かるてっと,2143,-500,7846,13.0,1-14日,6814.051282051282,高,False
蒲田7,2026-04-19,A‐SLOT+ 異世界かるてっと,2144,1100,8675,13.0,1-14日,6814.051282051282,高,False
蒲田7,2026-04-19,A‐SLOT+ 異世界かるてっと,2145,800,7151,13.0,1-14日,6814.051282051282,高,False
蒲田7,2026-04-20,A‐SLOT+ 異世界かるてっと,2143,-1900,6026,14.0,1-14日,6890.952380952381,高,False
蒲田7,2026-04-20,A‐SLOT+ 異世界かるてっと,2144,-500,4548,14.0,1-14日,6890.952380952381,高,False
蒲田7,2026-04-20,A‐SLOT+ 異世界かるてっと,2145,-1800,2489,14.0,1-14日,6890.952380952381,高,False
蒲田7,2026-04-21,A‐SLOT+ 異世界かるてっと,2143,4200,6147,15.0,15-60日,6750.547619047619,高,False
蒲田7,2026-04-21,A‐SLOT+ 異世界かるてっと,2144,-1300,5117,15.0,15-60日,6750.547619047619,高,False
蒲田7,2026-04-21,A‐SLOT+ 異世界かるてっと,2145,1900,7738,15.0,15-60日,6750.547619047619,高,False
蒲田7,2026-04-22,A‐SLOT+ 異世界かるてっと,2143,1100,4911,16.0,15-60日,6699.142857142857,高,False
蒲田7,2026-04-22,A‐SLOT+ 異世界かるてっと,2144,-1900,3099,16.0,15-60日,6699.142857142857,高,False
蒲田7,2026-04-22,A‐SLOT+ 異世界かるてっと,2145,300,4531,16.0,15-60日,6699.142857142857,高,False
蒲田7,2026-04-23,A‐SLOT+ 異世界かるてっと,2143,-400,3732,17.0,15-60日,6543.285714285715,高,False
蒲田7,2026-04-23,A‐SLOT+ 異世界かるてっと,2144,600,7359,17.0,15-60日,6543.285714285715,高,False
蒲田7,2026-04-23,A‐SLOT+ 異世界かるてっと,2145,-1200,2246,17.0,15-60日,6543.285714285715,高,False
蒲田7,2026-04-24,A‐SLOT+ 異世界かるてっと,2143,-1300,3693,18.0,15-60日,6437.214285714285,高,False
蒲田7,2026-04-24,A‐SLOT+ 異世界かるてっと,2144,-1300,4840,18.0,15-60日,6437.214285714285,高,False
蒲田7,2026-04-24,A‐SLOT+ 異世界かるてっと,2145,500,3717,18.0,15-60日,6437.214285714285,高,False
蒲田7,2026-04-25,A‐SLOT+ 異世界かるてっと,2143,3600,7788,19.0,15-60日,6249.071428571428,高,False
蒲田7,2026-04-25,A‐SLOT+ 異世界かるてっと,2144,-1700,5220,19.0,15-60日,6249.071428571428,高,False
蒲田7,2026-04-25,A‐SLOT+ 異世界かるてっと,2145,-400,7420,19.0,15-60日,6249.071428571428,高,False
蒲田7,2026-04-26,A‐SLOT+ 異世界かるてっと,2143,-1000,5253,20.0,15-60日,6188.952380952381,高,False
蒲田7,2026-04-26,A‐SLOT+ 異世界かるてっと,2144,-1000,4590,20.0,15-60日,6188.952380952381,高,False
蒲田7,2026-04-26,A‐SLOT+ 異世界かるてっと,2145,2500,8548,20.0,15-60日,6188.952380952381,高,False
蒲田7,2026-04-27,A‐SLOT+ 異世界かるてっと,2143,2300,5713,21.0,15-60日,6108.309523809525,高,False
蒲田7,2026-04-27,A‐SLOT+ 異世界かるてっと,2144,400,7710,21.0,15-60日,6108.309523809525,高,False
蒲田7,2026-04-27,A‐SLOT+ 異世界かるてっと,2145,600,6017,21.0,15-60日,6108.309523809525,高,False
蒲田7,2026-04-28,A‐SLOT+ 異世界かるてっと,2143,-100,6064,22.0,15-60日,6090.476190476191,高,False
蒲田7,2026-04-28,A‐SLOT+ 異世界かるてっと,2144,-2100,3038,22.0,15-60日,6090.476190476191,高,False
蒲田7,2026-04-28,A‐SLOT+ 異世界かるてっと,2145,3400,6548,22.0,15-60日,6090.476190476191,高,False
蒲田7,2026-04-29,A‐SLOT+ 異世界かるてっと,2143,-2700,5812,23.0,15-60日,6032.857142857143,高,False
蒲田7,2026-04-29,A‐SLOT+ 異世界かるてっと,2144,900,7340,23.0,15-60日,6032.857142857143,高,False
蒲田7,2026-04-29,A‐SLOT+ 異世界かるてっと,2145,4900,7818,23.0,15-60日,6032.857142857143,高,False
蒲田7,2026-04-30,A‐SLOT+ 異世界かるてっと,2143,300,8278,24.0,15-60日,6012.261904761904,高,False
蒲田7,2026-04-30,A‐SLOT+ 異世界かるてっと,2144,1500,7995,24.0,15-60日,6012.261904761904,高,False
蒲田7,2026-04-30,A‐SLOT+ 異世界かるてっと,2145,-100,4684,24.0,15-60日,6012.261904761904,高,False
蒲田7,2026-05-01,A‐SLOT+ 異世界かるてっと,2143,-1000,5911,25.0,15-60日,5984.2380952380945,高,False
蒲田7,2026-05-01,A‐SLOT+ 異世界かるてっと,2144,-500,4075,25.0,15-60日,5984.2380952380945,高,False
蒲田7,2026-05-01,A‐SLOT+ 異世界かるてっと,2145,-3800,4169,25.0,15-60日,5984.2380952380945,高,False
蒲田7,2026-05-02,A‐SLOT+ 異世界かるてっと,2143,1900,7724,26.0,15-60日,5802.952380952381,高,False
蒲田7,2026-05-02,A‐SLOT+ 異世界かるてっと,2144,3700,7667,26.0,15-60日,5802.952380952381,高,False
蒲田7,2026-05-02,A‐SLOT+ 異世界かるてっと,2145,-2100,5818,26.0,15-60日,5802.952380952381,高,False
蒲田7,2026-05-03,A‐SLOT+ 異世界かるてっと,2143,-1700,8803,27.0,15-60日,5834.880952380952,高,False
蒲田7,2026-05-03,A‐SLOT+ 異世界かるてっと,2144,1700,7353,27.0,15-60日,5834.880952380952,高,False
蒲田7,2026-05-03,A‐SLOT+ 異世界かるてっと,2145,0,5955,27.0,15-60日,5834.880952380952,高,False
蒲田7,2026-05-04,A‐SLOT+ 異世界かるてっと,2143,400,6620,28.0,15-60日,5797.714285714285,高,False
蒲田7,2026-05-04,A‐SLOT+ 異世界かるてっと,2144,-1200,5177,28.0,15-60日,5797.714285714285,高,False
蒲田7,2026-05-04,A‐SLOT+ 異世界かるてっと,2145,-2500,4057,28.0,15-60日,5797.714285714285,高,False
蒲田7,2026-05-05,A‐SLOT+ 異世界かるてっと,2143,-1900,6747,29.0,15-60日,5864.166666666666,高,False
蒲田7,2026-05-05,A‐SLOT+ 異世界かるてっと,2144,5600,7843,29.0,15-60日,5864.166666666666,高,False
蒲田7,2026-05-05,A‐SLOT+ 異世界かるてっと,2145,1600,7600,29.0,15-60日,5864.166666666666,高,False
蒲田7,2026-05-06,A‐SLOT+ 異世界かるてっと,2143,1100,6617,30.0,15-60日,5940.071428571428,高,False
蒲田7,2026-05-06,A‐SLOT+ 異世界かるてっと,2144,-1400,6390,30.0,15-60日,5940.071428571428,高,False
蒲田7,2026-05-06,A‐SLOT+ 異世界かるてっと,2145,-800,6427,30.0,15-60日,5940.071428571428,高,False
蒲田7,2026-05-07,A‐SLOT+ 異世界かるてっと,2143,100,5858,31.0,15-60日,6104.190476190476,高,False
蒲田7,2026-05-07,A‐SLOT+ 異世界かるてっと,2144,-2000,3566,31.0,15-60日,6104.190476190476,高,False
蒲田7,2026-05-07,A‐SLOT+ 異世界かるてっと,2145,1000,6678,31.0,15-60日,6104.190476190476,高,False
蒲田7,2026-05-08,A‐SLOT+ 異世界かるてっと,2143,-1700,4920,32.0,15-60日,6170.023809523809,高,False
蒲田7,2026-05-08,A‐SLOT+ 異世界かるてっと,2144,2000,4959,32.0,15-60日,6170.023809523809,高,False
蒲田7,2026-05-08,A‐SLOT+ 異世界かるてっと,2145,200,4067,32.0,15-60日,6170.023809523809,高,False
蒲田7,2026-05-09,A‐SLOT+ 異世界かるてっと,2143,-3300,6992,33.0,15-60日,6210.404761904762,高,False
蒲田7,2026-05-09,A‐SLOT+ 異世界かるてっと,2144,-1800,5094,33.0,15-60日,6210.404761904762,高,False
蒲田7,2026-05-09,A‐SLOT+ 異世界かるてっと,2145,1400,6080,33.0,15-60日,6210.404761904762,高,False
蒲田7,2026-05-10,A‐SLOT+ 異世界かるてっと,2143,200,7229,34.0,15-60日,6156.547619047619,高,False
蒲田7,2026-05-10,A‐SLOT+ 異世界かるてっと,2144,300,7089,34.0,15-60日,6156.547619047619,高,False
蒲田7,2026-05-10,A‐SLOT+ 異世界かるてっと,2145,-1800,6163,34.0,15-60日,6156.547619047619,高,False
蒲田7,2026-05-11,A‐SLOT+ 異世界かるてっと,2176,-700,2486,35.0,15-60日,6206.309523809524,高,False
蒲田7,2026-05-11,A‐SLOT+ 異世界かるてっと,2177,3100,5273,35.0,15-60日,6206.309523809524,高,False
蒲田7,2026-05-11,A‐SLOT+ 異世界かるてっと,2178,-1300,2689,35.0,15-60日,6206.309523809524,高,False
蒲田7,2026-05-12,A‐SLOT+ 異世界かるてっと,2176,-700,3658,36.0,15-60日,5992.214285714285,高,False
蒲田7,2026-05-12,A‐SLOT+ 異世界かるてっと,2177,300,4571,36.0,15-60日,5992.214285714285,高,False
蒲田7,2026-05-12,A‐SLOT+ 異世界かるてっと,2178,500,3262,36.0,15-60日,5992.214285714285,高,False
蒲田7,2026-05-13,A‐SLOT+ 異世界かるてっと,2176,-400,5041,37.0,15-60日,5893.190476190476,高,False
蒲田7,2026-05-13,A‐SLOT+ 異世界かるてっと,2177,-700,3080,37.0,15-60日,5893.190476190476,高,False
蒲田7,2026-05-13,A‐SLOT+ 異世界かるてっと,2178,-1800,1631,37.0,15-60日,5893.190476190476,高,False
蒲田7,2026-05-14,A‐SLOT+ 異世界かるてっと,2176,600,6130,38.0,15-60日,5626.0952380952385,高,False
蒲田7,2026-05-14,A‐SLOT+ 異世界かるてっと,2177,-700,904,38.0,15-60日,5626.0952380952385,高,False
蒲田7,2026-05-14,A‐SLOT+ 異世界かるてっと,2178,2400,5164,38.0,15-60日,5626.0952380952385,高,False
蒲田7,2026-05-15,A‐SLOT+ 異世界かるてっと,2176,-900,5463,39.0,15-60日,5417.547619047619,高,False
蒲田7,2026-05-15,A‐SLOT+ 異世界かるてっと,2177,-1600,4002,39.0,15-60日,5417.547619047619,高,False
蒲田7,2026-05-15,A‐SLOT+ 異世界かるてっと,2178,900,5873,39.0,15-60日,5417.547619047619,高,False
蒲田7,2026-05-16,A‐SLOT+ 異世界かるてっと,2176,-1800,6379,40.0,15-60日,5445.714285714285,高,False
蒲田7,2026-05-16,A‐SLOT+ 異世界かるてっと,2177,-1500,6542,40.0,15-60日,5445.714285714285,高,False
蒲田7,2026-05-16,A‐SLOT+ 異世界かるてっと,2178,3100,4576,40.0,15-60日,5445.714285714285,高,False
蒲田7,2026-05-17,A‐SLOT+ 異世界かるてっと,2176,-1600,5146,41.0,15-60日,5357.333333333334,高,False
蒲田7,2026-05-17,A‐SLOT+ 異世界かるてっと,2177,-1900,6150,41.0,15-60日,5357.333333333334,高,False
蒲田7,2026-05-17,A‐SLOT+ 異世界かるてっと,2178,3400,8304,41.0,15-60日,5357.333333333334,高,False
蒲田7,2026-05-18,A‐SLOT+ 異世界かるてっと,2176,100,2896,42.0,15-60日,5297.547619047619,高,False
蒲田7,2026-05-18,A‐SLOT+ 異世界かるてっと,2177,-800,4078,42.0,15-60日,5297.547619047619,高,False
蒲田7,2026-05-18,A‐SLOT+ 異世界かるてっと,2178,600,4066,42.0,15-60日,5297.547619047619,高,False
蒲田7,2026-05-19,A‐SLOT+ 異世界かるてっと,2176,-200,2447,43.0,15-60日,5182.928571428572,高,False
蒲田7,2026-05-19,A‐SLOT+ 異世界かるてっと,2177,-700,781,43.0,15-60日,5182.928571428572,高,False
蒲田7,2026-05-19,A‐SLOT+ 異世界かるてっと,2178,-900,6388,43.0,15-60日,5182.928571428572,高,False
蒲田7,2026-05-20,A‐SLOT+ 異世界かるてっと,2176,-1600,3097,44.0,15-60日,4883.547619047619,高,False
蒲田7,2026-05-20,A‐SLOT+ 異世界かるてっと,2177,-1100,2826,44.0,15-60日,4883.547619047619,高,False
蒲田7,2026-05-20,A‐SLOT+ 異世界かるてっと,2178,-1000,5960,44.0,15-60日,4883.547619047619,高,False
蒲田7,2026-05-21,A‐SLOT+ 異世界かるてっと,2176,200,5230,45.0,15-60日,4703.7619047619055,高,False
蒲田7,2026-05-21,A‐SLOT+ 異世界かるてっと,2177,1600,5766,45.0,15-60日,4703.7619047619055,高,False
蒲田7,2026-05-21,A‐SLOT+ 異世界かるてっと,2178,-1200,4909,45.0,15-60日,4703.7619047619055,高,False
蒲田7,2026-05-22,A‐SLOT+ 異世界かるてっと,2176,-1000,1752,46.0,15-60日,4699.071428571428,高,False
蒲田7,2026-05-22,A‐SLOT+ 異世界かるてっと,2177,1900,7682,46.0,15-60日,4699.071428571428,高,False
蒲田7,2026-05-22,A‐SLOT+ 異世界かるてっと,2178,-2500,5551,46.0,15-60日,4699.071428571428,高,False
蒲田7,2026-05-23,A‐SLOT+ 異世界かるてっと,2176,700,5450,47.0,15-60日,4723.809523809524,高,False
蒲田7,2026-05-23,A‐SLOT+ 異世界かるてっと,2177,1900,5400,47.0,15-60日,4723.809523809524,高,False
蒲田7,2026-05-23,A‐SLOT+ 異世界かるてっと,2178,-800,8445,47.0,15-60日,4723.809523809524,高,False
蒲田7,2026-05-24,A‐SLOT+ 異世界かるてっと,2176,-800,5036,48.0,15-60日,4750.690476190476,高,False
蒲田7,2026-05-24,A‐SLOT+ 異世界かるてっと,2177,-500,6228,48.0,15-60日,4750.690476190476,高,False
蒲田7,2026-05-24,A‐SLOT+ 異世界かるてっと,2178,700,6393,48.0,15-60日,4750.690476190476,高,False
蒲田7,2026-05-25,A‐SLOT+ 異世界かるてっと,2176,0,3120,49.0,15-60日,4683.452380952381,高,False
蒲田7,2026-05-25,A‐SLOT+ 異世界かるてっと,2177,-600,4585,49.0,15-60日,4683.452380952381,高,False
蒲田7,2026-05-25,A‐SLOT+ 異世界かるてっと,2178,3100,5084,49.0,15-60日,4683.452380952381,高,False
蒲田7,2026-05-26,A‐SLOT+ 異世界かるてっと,2176,2200,5848,50.0,15-60日,4739.190476190476,高,False
蒲田7,2026-05-26,A‐SLOT+ 異世界かるてっと,2177,-800,1788,50.0,15-60日,4739.190476190476,高,False
蒲田7,2026-05-26,A‐SLOT+ 異世界かるてっと,2178,-1700,4879,50.0,15-60日,4739.190476190476,高,False
蒲田7,2026-05-27,A‐SLOT+ 異世界かるてっと,2176,-900,5742,51.0,15-60日,4763.571428571428,高,False
蒲田7,2026-05-27,A‐SLOT+ 異世界かるてっと,2177,-1900,6920,51.0,15-60日,4763.571428571428,高,False
蒲田7,2026-05-27,A‐SLOT+ 異世界かるてっと,2178,-2300,6353,51.0,15-60日,4763.571428571428,高,False
蒲田7,2026-05-28,A‐SLOT+ 異世界かるてっと,2176,-1000,1274,52.0,15-60日,4984.119047619048,高,False
蒲田7,2026-05-28,A‐SLOT+ 異世界かるてっと,2177,6000,6119,52.0,15-60日,4984.119047619048,高,False
蒲田7,2026-05-28,A‐SLOT+ 異世界かるてっと,2178,-600,1383,52.0,15-60日,4984.119047619048,高,False
蒲田7,2026-05-29,A‐SLOT+ 異世界かるてっと,2176,-700,2809,53.0,15-60日,4902.642857142857,高,False
蒲田7,2026-05-29,A‐SLOT+ 異世界かるてっと,2177,-200,1930,53.0,15-60日,4902.642857142857,高,False
蒲田7,2026-05-29,A‐SLOT+ 異世界かるてっと,2178,-1200,2826,53.0,15-60日,4902.642857142857,高,False
蒲田7,2026-05-30,A‐SLOT+ 異世界かるてっと,2176,-1000,4624,54.0,15-60日,4717.571428571428,高,False
蒲田7,2026-05-30,A‐SLOT+ 異世界かるてっと,2177,100,6669,54.0,15-60日,4717.571428571428,高,False
蒲田7,2026-05-30,A‐SLOT+ 異世界かるてっと,2178,-3500,5860,54.0,15-60日,4717.571428571428,高,False
蒲田7,2026-06-01,A‐SLOT+ 異世界かるてっと,2176,-1100,2355,56.0,15-60日,4709.380952380952,高,False
蒲田7,2026-06-01,A‐SLOT+ 異世界かるてっと,2177,-400,5072,56.0,15-60日,4709.380952380952,高,False
蒲田7,2026-06-01,A‐SLOT+ 異世界かるてっと,2178,-500,5145,56.0,15-60日,4709.380952380952,高,False
蒲田7,2026-06-02,A‐SLOT+ 異世界かるてっと,2176,900,4387,57.0,15-60日,4542.047619047619,中,False
蒲田7,2026-06-02,A‐SLOT+ 異世界かるてっと,2177,200,3786,57.0,15-60日,4542.047619047619,中,False
蒲田7,2026-06-02,A‐SLOT+ 異世界かるてっと,2178,-900,4955,57.0,15-60日,4542.047619047619,中,False
蒲田7,2026-06-03,A‐SLOT+ 異世界かるてっと,2176,-600,3983,58.0,15-60日,4591.761904761905,中,False
蒲田7,2026-06-03,A‐SLOT+ 異世界かるてっと,2177,-2400,3513,58.0,15-60日,4591.761904761905,中,False
蒲田7,2026-06-03,A‐SLOT+ 異世界かるてっと,2178,-1800,5069,58.0,15-60日,4591.761904761905,中,False
蒲田7,2026-06-04,A‐SLOT+ 異世界かるてっと,2176,500,3274,59.0,15-60日,4661.976190476191,中,False
蒲田7,2026-06-04,A‐SLOT+ 異世界かるてっと,2177,-1100,2011,59.0,15-60日,4661.976190476191,中,False
蒲田7,2026-06-04,A‐SLOT+ 異世界かるてっと,2178,-1500,2041,59.0,15-60日,4661.976190476191,中,False
蒲田7,2026-06-05,A‐SLOT+ 異世界かるてっと,2176,-100,1365,60.0,15-60日,4553.476190476191,中,False
蒲田7,2026-06-05,A‐SLOT+ 異世界かるてっと,2177,1700,5161,60.0,15-60日,4553.476190476191,中,False
蒲田7,2026-06-05,A‐SLOT+ 異世界かるてっと,2178,100,3351,60.0,15-60日,4553.476190476191,中,False
蒲田7,2026-06-06,A‐SLOT+ 異世界かるてっと,2176,5000,7167,61.0,61-180日,4409.952380952381,中,False
蒲田7,2026-06-06,A‐SLOT+ 異世界かるてっと,2177,2500,7672,61.0,61-180日,4409.952380952381,中,False
蒲田7,2026-06-06,A‐SLOT+ 異世界かるてっと,2178,-1400,6035,61.0,61-180日,4409.952380952381,中,False
蒲田7,2026-06-07,A‐SLOT+ 異世界かるてっと,2176,-700,5182,62.0,61-180日,4550.166666666666,中,False
蒲田7,2026-06-07,A‐SLOT+ 異世界かるてっと,2177,900,7956,62.0,61-180日,4550.166666666666,中,False
蒲田7,2026-06-07,A‐SLOT+ 異世界かるてっと,2178,-1000,5353,62.0,61-180日,4550.166666666666,中,False
蒲田7,2026-06-08,A‐SLOT+ 異世界かるてっと,2176,-700,2309,63.0,61-180日,4531.02380952381,中,False
蒲田7,2026-06-08,A‐SLOT+ 異世界かるてっと,2177,400,3410,63.0,61-180日,4531.02380952381,中,False
蒲田7,2026-06-08,A‐SLOT+ 異世界かるてっと,2178,700,5185,63.0,61-180日,4531.02380952381,中,False
蒲田7,2026-06-09,A‐SLOT+ 異世界かるてっと,2176,-700,7082,64.0,61-180日,4370.238095238095,中,False
蒲田7,2026-06-09,A‐SLOT+ 異世界かるてっと,2177,-200,1102,64.0,61-180日,4370.238095238095,中,False
蒲田7,2026-06-09,A‐SLOT+ 異世界かるてっと,2178,0,2580,64.0,61-180日,4370.238095238095,中,False
蒲田7,2026-06-10,A‐SLOT+ 異世界かるてっと,2176,4400,4441,65.0,61-180日,4322.023809523809,中,False
蒲田7,2026-06-10,A‐SLOT+ 異世界かるてっと,2177,-200,4815,65.0,61-180日,4322.023809523809,中,False
蒲田7,2026-06-10,A‐SLOT+ 異世界かるてっと,2178,-1500,3715,65.0,61-180日,4322.023809523809,中,False
蒲田7,2026-06-11,A‐SLOT+ 異世界かるてっと,2176,1500,2903,66.0,61-180日,4332.880952380952,中,False
蒲田7,2026-06-11,A‐SLOT+ 異世界かるてっと,2177,-300,3416,66.0,61-180日,4332.880952380952,中,False
蒲田7,2026-06-11,A‐SLOT+ 異世界かるてっと,2178,100,4746,66.0,61-180日,4332.880952380952,中,False
蒲田7,2026-06-13,A‐SLOT+ 異世界かるてっと,2176,200,4431,68.0,61-180日,4143.5952380952385,中,False
蒲田7,2026-06-13,A‐SLOT+ 異世界かるてっと,2177,-500,4142,68.0,61-180日,4143.5952380952385,中,False
蒲田7,2026-06-13,A‐SLOT+ 異世界かるてっと,2178,4100,6678,68.0,61-180日,4143.5952380952385,中,False
蒲田7,2026-06-14,A‐SLOT+ 異世界かるてっと,2176,-1700,5501,69.0,61-180日,4297.7619047619055,中,False
蒲田7,2026-06-14,A‐SLOT+ 異世界かるてっと,2177,-2900,3766,69.0,61-180日,4297.7619047619055,中,False
蒲田7,2026-06-14,A‐SLOT+ 異世界かるてっと,2178,-2200,8613,69.0,61-180日,4297.7619047619055,中,False
蒲田7,2026-06-15,A‐SLOT+ 異世界かるてっと,2176,200,1319,70.0,61-180日,4543.357142857143,中,False
蒲田7,2026-06-15,A‐SLOT+ 異世界かるてっと,2177,-400,1056,70.0,61-180日,4543.357142857143,中,False
蒲田7,2026-06-15,A‐SLOT+ 異世界かるてっと,2178,-1400,3493,70.0,61-180日,4543.357142857143,中,False
蒲田7,2026-06-16,A‐SLOT+ 異世界かるてっと,2176,800,6010,71.0,61-180日,4274.666666666666,中,False
蒲田7,2026-06-16,A‐SLOT+ 異世界かるてっと,2177,-700,1196,71.0,61-180日,4274.666666666666,中,False
蒲田7,2026-06-16,A‐SLOT+ 異世界かるてっと,2178,-300,4391,71.0,61-180日,4274.666666666666,中,False
蒲田7,2026-06-17,A‐SLOT+ 異世界かるてっと,2176,-1400,3949,72.0,61-180日,4251.452380952381,中,False
蒲田7,2026-06-17,A‐SLOT+ 異世界かるてっと,2177,1000,4861,72.0,61-180日,4251.452380952381,中,False
蒲田7,2026-06-17,A‐SLOT+ 異世界かるてっと,2178,1500,5780,72.0,61-180日,4251.452380952381,中,False
蒲田7,2026-06-18,A‐SLOT+ 異世界かるてっと,2176,-800,1594,73.0,61-180日,4286.2619047619055,中,False
蒲田7,2026-06-18,A‐SLOT+ 異世界かるてっと,2177,-500,784,73.0,61-180日,4286.2619047619055,中,False
蒲田7,2026-06-18,A‐SLOT+ 異世界かるてっと,2178,-1700,2232,73.0,61-180日,4286.2619047619055,中,False
蒲田7,2026-06-19,A‐SLOT+ 異世界かるてっと,2176,1200,6122,74.0,61-180日,4096.857142857143,中,False
蒲田7,2026-06-19,A‐SLOT+ 異世界かるてっと,2177,200,3013,74.0,61-180日,4096.857142857143,中,False
蒲田7,2026-06-19,A‐SLOT+ 異世界かるてっと,2178,-400,3014,74.0,61-180日,4096.857142857143,中,False
蒲田7,2026-06-20,A‐SLOT+ 異世界かるてっと,2176,-900,5276,75.0,61-180日,4211.690476190476,中,False
蒲田7,2026-06-20,A‐SLOT+ 異世界かるてっと,2177,1700,8268,75.0,61-180日,4211.690476190476,中,False
蒲田7,2026-06-20,A‐SLOT+ 異世界かるてっと,2178,600,6389,75.0,61-180日,4211.690476190476,中,False
蒲田7,2026-06-21,A‐SLOT+ 異世界かるてっと,2176,200,4465,76.0,61-180日,4451.119047619048,中,False
蒲田7,2026-06-21,A‐SLOT+ 異世界かるてっと,2177,1300,5993,76.0,61-180日,4451.119047619048,中,False
蒲田7,2026-06-21,A‐SLOT+ 異世界かるてっと,2178,200,3802,76.0,61-180日,4451.119047619048,中,False
