hall,machine_name,n_machine_days,days_since_last_seen,volatility_score,hit104_rate,bottom3_lift,volatility_rank
蒲田1,化物語,718,0,0.33583315753681037,32.31197771587744,1.4968130005102414,30
蒲田1,スーパーブラックジャック,3503,0,0.3184434700567044,35.14130745075649,0.9628072219387926,31
蒲田1,モンキーターンV,8271,0,0.31128770056713506,32.66835932777173,0.1536577608186371,32
蒲田1,沖ドキ!BLACK,3725,0,0.30932044450780577,37.42281879194631,1.5050601365203933,33
蒲田1,かぐや様は告らせたい,7100,0,0.30551616415594834,30.816901408450704,1.7536162365473513,34
蒲田1,スマスロ北斗の拳,9617,0,0.2996344546567804,34.335031714671935,0.16984093674432682,35
蒲田1,アクダマドライブ,114,23,0.2981560025066377,21.052631578947366,0.9451912989305525,36
蒲田1,虚構推理,163,0,0.2882476181986435,30.061349693251532,0.0,37
蒲田1,ソードアート・オンライン,1107,0,0.2750466012799401,35.50135501355013,0.0,38
蒲田1,戦国乙女5 業火を穿つ宿焔の双刃,208,0,0.2639303697974981,30.288461538461537,8.18321169550765,39
蒲田1,甲鉄城のカバネリ 海門(うなと)決戦,1354,0,0.26066733060772534,34.933530280649926,3.155942545974182,40
蒲田1,スマスロ炎炎ノ消防隊2,726,0,0.2604633670584202,30.71625344352617,1.4741908733408653,41
蒲田1,戦国乙女4 戦乱に閃く炯眼の軍師,3329,0,0.24012732239769696,31.99158906578552,0.07036163864219551,43
蒲田1,甲鉄城のカバネリ,1621,1,0.2316768267521595,42.751388032078964,0.0,44
蒲田1,押忍!番長ZERO,779,0,0.22822330641403885,40.821566110397946,0.0,45
蒲田1,HEY！エリートサラリーマン鏡,490,0,0.22379728834040039,34.69387755102041,0.0,46
蒲田1,痛いのは嫌なので防御力に極振りしたいと思います。,2086,0,0.21778959284868463,36.91275167785235,0.10958373909480253,47
蒲田1,スーパーリオエース2,148,0,0.21397589320847607,25.0,5.021585389969808,48
蒲田1,ソードアート・オンラインII,110,0,0.20732295884941507,37.27272727272727,18.393192197128602,49
蒲田1,東京リベンジャーズ,2315,0,0.20336146696636803,31.18790496760259,0.8870188347304863,50
蒲田1,ディスクアップ ULTRAREMIX,250,0,0.19974610437631019,32.800000000000004,0.0,51
蒲田1,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,1013,0,0.1875647227695076,30.306021717670284,0.0,52
蒲田1,SHAKE BONUS TRIGGER,381,0,0.17094120315781725,30.183727034120732,0.0,54
蒲田1,アレックス ブライト,304,0,0.16468148131348673,31.57894736842105,0.0,55
蒲田1,戦国†恋姫,281,0,0.15545336975907803,40.213523131672595,0.0,56
蒲田1,スマスロ サンダーV,162,0,0.1538591617527304,36.41975308641975,0.0,57
蒲田1,不二子BT,115,0,0.14809937417967928,27.82608695652174,0.0,59
蒲田1,うみねこのなく頃に2,317,0,0.13234559879168212,30.28391167192429,0.0,60
蒲田1,スマート沖スロ ドラゴンハナハナ～閃光～,1134,0,0.13015396973901172,25.220458553791886,0.0,61
蒲田1,スマスロ ハナビ,383,0,0.12524175926374428,26.109660574412537,0.0,62
蒲田1,キングハナハナ-30,5128,0,0.11102202413709553,26.482059282371296,0.0,63
蒲田1,ジャグラーガールズ,2782,0,0.10338011221054784,24.550682961897916,0.0,64
蒲田1,ハッピージャグラーVIII,5643,0,0.10105275758370132,25.677830940988837,0.0,65
蒲田1,ゴーゴージャグラー3,7867,0,0.10098908208015152,26.210753781619424,0.0,66
蒲田1,ネオアイムジャグラーEX,5614,0,0.09949449244557615,25.917349483434272,0.0,67
蒲田1,ファンキージャグラー2,7188,0,0.0992766368987333,26.669449081803005,0.0,68
蒲田1,ミスタージャグラー,2111,0,0.09704269027053941,25.343439128375177,0.0,69
蒲田1,ウルトラミラクルジャグラー,2120,0,0.09366334015818785,23.30188679245283,0.0,70
蒲田1,マイジャグラーV,13189,0,0.09053638470807755,25.581924330881794,0.00862087683502495,71
