weekday,entity,observed_top1,expected_top1,residual,chi2,p_value,dof,cramers_v,is_significant_5pct
土,ゴッドイーター リザレクション,1.0,0.2875,0.7125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,シャーマンキング,4.0,2.3,1.7000000000000002,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,スマスロ北斗の拳,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,スマスロ炎炎ノ消防隊,0.0,1.00625,-1.00625,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,スマスロ炎炎ノ消防隊2,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,スマスロ秘宝伝,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,スーパーブラックジャック,0.0,0.8625,-0.8625,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,ソードアート・オンライン,0.0,0.71875,-0.71875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,ゾンビランドサガ,2.0,1.86875,0.1312500000000001,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,ダーリン・イン・ザ・フランキス,1.0,0.43125,0.56875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,ディスクアップ2,0.0,0.43125,-0.43125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,デビル メイ クライ5 スタイリッシュトライブ,1.0,0.71875,0.28125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,ネオプラネット,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,ハッピージャグラーVIII,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,バイオハザード RE:2,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,バイオハザード5,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,4.0,2.5875,1.4125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,バンドリ！,6.0,4.025,1.9749999999999996,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,バーサスリヴァイズ,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,バーニングエクスプレス,0.0,0.43125,-0.43125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,ファンキージャグラー2,0.0,0.43125,-0.43125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,プリズムナナ,1.0,0.8625,0.13749999999999996,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,マイジャグラーV,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,マギアレコード 魔法少女まどか☆マギカ外伝,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,マジカルハロウィン8,1.0,0.575,0.42500000000000004,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,モンキーターンV,1.0,0.14375,0.85625,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,モンスターハンターライズ,0.0,1.15,-1.15,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,ラブ嬢3～Wご指名はいかがですか?～,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,ルパン三世 大航海者の秘宝,1.0,0.2875,0.7125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,七つの魔剣が支配する,0.0,0.71875,-0.71875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,主役は銭形5,1.0,0.71875,0.28125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,北斗の拳 転生の章2,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,吉宗,1.0,0.43125,0.56875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,回胴黙示録カイジ 狂宴,1.0,0.575,0.42500000000000004,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,戦国†恋姫,1.0,0.2875,0.7125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,戦国乙女4 戦乱に閃く炯眼の軍師,0.0,1.00625,-1.00625,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,押忍！番長4,0.0,0.8625,-0.8625,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,攻殻機動隊,0.0,0.71875,-0.71875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,新鬼武者3,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,東京リベンジャーズ,1.0,0.2875,0.7125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,東京喰種,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,無職転生 ～異世界行ったら本気だす～,1.0,0.14375,0.85625,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,甲鉄城のカバネリ,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,痛いのは嫌なので防御力に極振りしたいと思います。,0.0,0.71875,-0.71875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,真・一騎当千,0.0,0.43125,-0.43125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,虚構推理,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,鉄拳6,1.0,0.2875,0.7125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,銀河英雄伝説 Die Neue These,2.0,0.71875,1.28125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,防空少女ラブキューレ2～極限の共鳴～,0.0,1.86875,-1.86875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,革命機ヴァルヴレイヴ,3.0,1.29375,1.70625,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,革命機ヴァルヴレイヴ2,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
土,麻雀格闘倶楽部 覚醒,2.0,1.00625,0.9937499999999999,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,L麻雀物語,3.0,1.1,1.9,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,ToLOVEるダークネス TRANCE ver.8.7,2.0,1.7875,0.2124999999999999,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,いざ！番長,1.0,0.55,0.44999999999999996,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,かぐや様は告らせたい,0.0,0.9625,-0.9625,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,からくりサーカス,1.0,1.1,-0.10000000000000009,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,この素晴らしい世界に祝福を！,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,とある科学の超電磁砲2,0.0,0.55,-0.55,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,とある魔術の禁書目録,1.0,0.825,0.17500000000000004,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,わたしの幸せな結婚,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,アクダマドライブ,0.0,0.6875,-0.6875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,アズールレーン THE ANIMATION,1.0,0.9625,0.03749999999999998,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,ウルトラミラクルジャグラー,1.0,0.275,0.725,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,ガールズ&パンツァー 最終章,1.0,1.1,-0.10000000000000009,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,キングハナハナ-30,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,0.0,0.275,-0.275,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,グランベルム,0.0,0.275,-0.275,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,ゴッドイーター リザレクション,1.0,0.275,0.725,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,シャーマンキング,2.0,2.2,-0.20000000000000018,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,スマスロ北斗の拳,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,スマスロ炎炎ノ消防隊,0.0,0.9625,-0.9625,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,スマスロ炎炎ノ消防隊2,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,スマスロ秘宝伝,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,スーパーブラックジャック,1.0,0.825,0.17500000000000004,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,ソードアート・オンライン,0.0,0.6875,-0.6875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,ゾンビランドサガ,3.0,1.7875,1.2125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,ダーリン・イン・ザ・フランキス,1.0,0.4125,0.5875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,ディスクアップ2,1.0,0.4125,0.5875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,デビル メイ クライ5 スタイリッシュトライブ,1.0,0.6875,0.3125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,ネオプラネット,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,ハッピージャグラーVIII,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,バイオハザード RE:2,1.0,0.275,0.725,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,バイオハザード5,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,2.0,2.475,-0.4750000000000001,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,バンドリ！,1.0,3.85,-2.85,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,バーサスリヴァイズ,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,バーニングエクスプレス,1.0,0.4125,0.5875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,ファンキージャグラー2,1.0,0.4125,0.5875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,プリズムナナ,0.0,0.825,-0.825,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,マイジャグラーV,0.0,0.275,-0.275,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,マギアレコード 魔法少女まどか☆マギカ外伝,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,マジカルハロウィン8,1.0,0.55,0.44999999999999996,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,モンキーターンV,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,モンスターハンターライズ,0.0,1.1,-1.1,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,ラブ嬢3～Wご指名はいかがですか?～,1.0,0.275,0.725,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,ルパン三世 大航海者の秘宝,1.0,0.275,0.725,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,七つの魔剣が支配する,2.0,0.6875,1.3125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,主役は銭形5,0.0,0.6875,-0.6875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,北斗の拳 転生の章2,1.0,0.275,0.725,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,吉宗,0.0,0.4125,-0.4125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,回胴黙示録カイジ 狂宴,1.0,0.55,0.44999999999999996,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,0.0,0.275,-0.275,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,戦国†恋姫,1.0,0.275,0.725,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,戦国乙女4 戦乱に閃く炯眼の軍師,0.0,0.9625,-0.9625,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,押忍！番長4,0.0,0.825,-0.825,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,攻殻機動隊,2.0,0.6875,1.3125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,新鬼武者3,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,東京リベンジャーズ,0.0,0.275,-0.275,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,東京喰種,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,無職転生 ～異世界行ったら本気だす～,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,甲鉄城のカバネリ,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,痛いのは嫌なので防御力に極振りしたいと思います。,0.0,0.6875,-0.6875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,真・一騎当千,1.0,0.4125,0.5875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,虚構推理,0.0,0.1375,-0.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,鉄拳6,0.0,0.275,-0.275,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,銀河英雄伝説 Die Neue These,1.0,0.6875,0.3125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,防空少女ラブキューレ2～極限の共鳴～,3.0,1.7875,1.2125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,革命機ヴァルヴレイヴ,1.0,1.2375,-0.23750000000000004,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,革命機ヴァルヴレイヴ2,0.0,0.275,-0.275,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
日,麻雀格闘倶楽部 覚醒,1.0,0.9625,0.03749999999999998,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,L麻雀物語,0.0,1.15,-1.15,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,ToLOVEるダークネス TRANCE ver.8.7,5.0,1.86875,3.13125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,いざ！番長,1.0,0.575,0.42500000000000004,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,かぐや様は告らせたい,1.0,1.00625,-0.006250000000000089,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,からくりサーカス,0.0,1.15,-1.15,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,この素晴らしい世界に祝福を！,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,とある科学の超電磁砲2,0.0,0.575,-0.575,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,とある魔術の禁書目録,1.0,0.8625,0.13749999999999996,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,わたしの幸せな結婚,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,アクダマドライブ,0.0,0.71875,-0.71875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,アズールレーン THE ANIMATION,1.0,1.00625,-0.006250000000000089,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,ウルトラミラクルジャグラー,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,ガールズ&パンツァー 最終章,0.0,1.15,-1.15,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,キングハナハナ-30,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,グランベルム,1.0,0.2875,0.7125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,ゴッドイーター リザレクション,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,シャーマンキング,2.0,2.3,-0.2999999999999998,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,スマスロ北斗の拳,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,スマスロ炎炎ノ消防隊,2.0,1.00625,0.9937499999999999,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,スマスロ炎炎ノ消防隊2,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,スマスロ秘宝伝,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,スーパーブラックジャック,2.0,0.8625,1.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,ソードアート・オンライン,1.0,0.71875,0.28125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,ゾンビランドサガ,0.0,1.86875,-1.86875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,ダーリン・イン・ザ・フランキス,1.0,0.43125,0.56875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,ディスクアップ2,0.0,0.43125,-0.43125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,デビル メイ クライ5 スタイリッシュトライブ,1.0,0.71875,0.28125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,ネオプラネット,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,ハッピージャグラーVIII,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,バイオハザード RE:2,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,バイオハザード5,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,2.0,2.5875,-0.5874999999999999,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,バンドリ！,3.0,4.025,-1.0250000000000004,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,バーサスリヴァイズ,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,バーニングエクスプレス,0.0,0.43125,-0.43125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,ファンキージャグラー2,0.0,0.43125,-0.43125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,プリズムナナ,1.0,0.8625,0.13749999999999996,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,マイジャグラーV,1.0,0.2875,0.7125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,マギアレコード 魔法少女まどか☆マギカ外伝,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,マジカルハロウィン8,0.0,0.575,-0.575,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,モンキーターンV,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,モンスターハンターライズ,3.0,1.15,1.85,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,ラブ嬢3～Wご指名はいかがですか?～,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,ルパン三世 大航海者の秘宝,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,七つの魔剣が支配する,0.0,0.71875,-0.71875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,主役は銭形5,0.0,0.71875,-0.71875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,北斗の拳 転生の章2,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,吉宗,1.0,0.43125,0.56875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,回胴黙示録カイジ 狂宴,0.0,0.575,-0.575,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,戦国†恋姫,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,戦国乙女4 戦乱に閃く炯眼の軍師,1.0,1.00625,-0.006250000000000089,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,押忍！番長4,4.0,0.8625,3.1375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,攻殻機動隊,0.0,0.71875,-0.71875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,新鬼武者3,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,東京リベンジャーズ,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,東京喰種,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,無職転生 ～異世界行ったら本気だす～,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,甲鉄城のカバネリ,1.0,0.14375,0.85625,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,痛いのは嫌なので防御力に極振りしたいと思います。,3.0,0.71875,2.28125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,真・一騎当千,0.0,0.43125,-0.43125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,虚構推理,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,鉄拳6,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,銀河英雄伝説 Die Neue These,0.0,0.71875,-0.71875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,防空少女ラブキューレ2～極限の共鳴～,3.0,1.86875,1.13125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,革命機ヴァルヴレイヴ,1.0,1.29375,-0.29374999999999996,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,革命機ヴァルヴレイヴ2,1.0,0.2875,0.7125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
月,麻雀格闘倶楽部 覚醒,2.0,1.00625,0.9937499999999999,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,L麻雀物語,1.0,1.15,-0.1499999999999999,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,ToLOVEるダークネス TRANCE ver.8.7,0.0,1.86875,-1.86875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,いざ！番長,1.0,0.575,0.42500000000000004,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,かぐや様は告らせたい,1.0,1.00625,-0.006250000000000089,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,からくりサーカス,3.0,1.15,1.85,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,この素晴らしい世界に祝福を！,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,とある科学の超電磁砲2,0.0,0.575,-0.575,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,とある魔術の禁書目録,0.0,0.8625,-0.8625,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,わたしの幸せな結婚,1.0,0.14375,0.85625,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,アクダマドライブ,1.0,0.71875,0.28125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,アズールレーン THE ANIMATION,0.0,1.00625,-1.00625,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,ウルトラミラクルジャグラー,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,ガールズ&パンツァー 最終章,0.0,1.15,-1.15,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,キングハナハナ-30,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,1.0,0.2875,0.7125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,グランベルム,1.0,0.2875,0.7125,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,ゴッドイーター リザレクション,0.0,0.2875,-0.2875,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,シャーマンキング,3.0,2.3,0.7000000000000002,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,スマスロ北斗の拳,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,スマスロ炎炎ノ消防隊,3.0,1.00625,1.99375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,スマスロ炎炎ノ消防隊2,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
木,スマスロ秘宝伝,0.0,0.14375,-0.14375,395.6962940441201,0.6597288810095373,408,0.4539733690588534,0
