date,machine_number,machine_name,last_digit,is_zorome,games_normalized,diff_coins_normalized,date_dt,floor,section,section_min,section_max,rank_from_min,rank_from_max,section_size,section_size_group,lr,kakuban_old,kakuban_new,seg,hist_threshold,payout_rate,hit_flag,hist_metric,hist_n,rank_in_section,hist_metric_pct,kakuban
20260625,2159,ディスクアップ ULTRAREMIX,9,0,2625,1900,2026-06-25,2F,2155-2164,2155,2164,5,6,10,small,L,5,5,N,106.0,124.12698412698413,True,0.35443037974683544,79,5,35.44303797468354,5
20260625,2190,化物語,0,0,2837,-900,2026-06-25,2F,2187-2195,2187,2195,4,6,9,small,R,4,4,N,106.0,89.42544941839972,False,0.43037974683544306,79,1,43.037974683544306,4
20260625,2193,化物語,3,0,2470,-900,2026-06-25,2F,2187-2195,2187,2195,7,3,9,small,R,7,7,N,106.0,87.85425101214574,False,0.2692307692307692,78,2,26.923076923076923,7
20260625,2243,モンキーターンV,3,0,2535,-2000,2026-06-25,2F,2230-2246,2230,2246,14,4,17,large,L,14,4,N,106.0,73.70151216305062,False,0.47619047619047616,63,1,47.61904761904761,4
20260625,2235,モンキーターンV,5,0,2743,-600,2026-06-25,2F,2230-2246,2230,2246,6,12,17,large,R,6,12,N,106.0,92.70871308786,False,0.45454545454545453,66,2,45.45454545454545,12
20260625,2240,モンキーターンV,0,0,3191,700,2026-06-25,2F,2230-2246,2230,2246,11,7,17,large,L,11,7,N,106.0,107.31223232006685,True,0.3787878787878788,66,3,37.878787878787875,7
20260625,2246,モンキーターンV,6,0,1630,-600,2026-06-25,2F,2230-2246,2230,2246,17,1,17,large,L,17,1,N,106.0,87.73006134969326,False,0.375,72,4,37.5,1
20260625,2230,新鬼武者3,0,0,4327,4700,2026-06-25,2F,2230-2246,2230,2246,1,17,17,large,R,1,17,N,106.0,136.20676373160774,True,0.35526315789473684,76,5,35.526315789473685,17
20260625,2262,スマスロ北斗の拳,2,0,2854,4300,2026-06-25,2F,2247-2263,2247,2263,16,2,17,large,R,16,16,N,106.0,150.22191076851203,True,0.4142857142857143,70,1,41.42857142857143,16
20260625,2256,スマスロ北斗の拳,6,0,2662,-1800,2026-06-25,2F,2247-2263,2247,2263,10,8,17,large,R,10,10,N,106.0,77.46055597295268,False,0.40625,64,2,40.625,10
20260625,2261,スマスロ北斗の拳,1,0,1759,-800,2026-06-25,2F,2247-2263,2247,2263,15,3,17,large,R,15,15,N,106.0,84.83987113890467,False,0.39705882352941174,68,3,39.705882352941174,15
20260625,2257,スマスロ北斗の拳,7,0,2493,-500,2026-06-25,2F,2247-2263,2247,2263,11,7,17,large,R,11,11,N,106.0,93.31461425324241,False,0.3888888888888889,72,4,38.88888888888889,11
20260625,2252,北斗の拳 転生の章2,2,0,1698,-1600,2026-06-25,2F,2247-2263,2247,2263,6,12,17,large,L,6,6,N,106.0,68.59049862583431,False,0.3559322033898305,59,5,35.59322033898305,6
20260625,3215,東京喰種,5,0,2660,5300,2026-06-25,3F,3209-3217,3209,3217,7,3,9,small,R,7,7,N,106.0,166.41604010025063,True,0.4225352112676056,71,1,42.25352112676056,7
20260625,3211,東京喰種,1,1,1724,1800,2026-06-25,3F,3209-3217,3209,3217,3,7,9,small,R,3,3,N,106.0,134.8027842227378,True,0.4155844155844156,77,2,41.55844155844156,3
20260625,3212,東京喰種,2,0,4506,4300,2026-06-25,3F,3209-3217,3209,3217,4,6,9,small,R,4,4,N,106.0,131.80943926616365,True,0.4084507042253521,71,3,40.845070422535215,4
20260625,3216,東京喰種,6,0,1637,300,2026-06-25,3F,3209-3217,3209,3217,8,2,9,small,R,8,8,N,106.0,106.10873549175321,True,0.38461538461538464,78,4,38.46153846153847,8
20260625,3217,東京喰種,7,0,4980,1300,2026-06-25,3F,3209-3217,3209,3217,9,1,9,small,R,9,9,N,106.0,108.70147255689425,True,0.375,64,5,37.5,9
20260625,3251,真打 吉宗,1,0,2955,2400,2026-06-25,3F,3250-3264,3250,3264,2,14,15,large,R,2,14,N,106.0,127.07275803722504,True,0.47435897435897434,78,1,47.43589743589743,14
20260625,3264,真打 吉宗,4,0,1979,-600,2026-06-25,3F,3250-3264,3250,3264,15,1,15,large,L,15,1,N,106.0,89.89388580090954,False,0.4235294117647059,85,2,42.35294117647059,1
20260625,3259,真打 吉宗,9,0,1791,-2300,2026-06-25,3F,3250-3264,3250,3264,10,6,15,large,L,10,6,N,106.0,57.193374278801414,False,0.3902439024390244,82,3,39.02439024390244,6
20260625,3253,真打 吉宗,3,0,2185,-1600,2026-06-25,3F,3250-3264,3250,3264,4,12,15,large,R,4,12,N,106.0,75.5911517925248,False,0.38666666666666666,75,4,38.666666666666664,12
20260625,3257,真打 吉宗,7,0,2050,3400,2026-06-25,3F,3250-3264,3250,3264,8,8,15,large,L,8,8,N,106.0,155.28455284552845,True,0.38271604938271603,81,5,38.2716049382716,8
20260625,3333,ネオアイムジャグラーEX,3,1,4388,600,2026-06-25,3F,3325-3340,3325,3340,9,8,16,large,R,9,9,A,104.0,104.55788514129445,True,0.45454545454545453,66,1,45.45454545454545,9
20260625,3335,ネオアイムジャグラーEX,5,0,3826,600,2026-06-25,3F,3325-3340,3325,3340,11,6,16,large,R,11,11,A,104.0,105.22739153162573,True,0.4393939393939394,66,2,43.93939393939394,11
20260625,3339,ネオアイムジャグラーEX,9,0,2876,-200,2026-06-25,3F,3325-3340,3325,3340,15,2,16,large,R,15,15,A,104.0,97.68196569309225,False,0.4,70,3,40.0,15
20260625,3330,ネオアイムジャグラーEX,0,0,6401,900,2026-06-25,3F,3325-3340,3325,3340,6,11,16,large,L,6,6,A,104.0,104.68676769254803,True,0.3939393939393939,66,4,39.39393939393939,6
20260625,3331,ネオアイムジャグラーEX,1,0,8133,1700,2026-06-25,3F,3325-3340,3325,3340,7,10,16,large,L,7,7,A,104.0,106.96749866797819,True,0.3939393939393939,66,5,39.39393939393939,7
