machine_name,hall,units,days_observed,avg_kaiwari,avg_diff,avg_games
ビッグドリーム THE GOLDEN PUSHER,ARROW,8,8,104.45413867970862,1343.375,8043.625
プリズムナナ,??1,3,8,94.33741887528043,-500.0,4153.125
プリズムナナ,??7,3,8,104.64715810832708,137.5,7266.75
プリズムナナ,ARROW,1,8,100.2063958028452,-54.875,5480.875
マギアレコード 魔法少女まどか☆マギカ外伝,??1,6,8,101.68960420796802,-900.0,5550.75
マギアレコード 魔法少女まどか☆マギカ外伝,???,6,8,117.06342239081629,461.75,5356.875
マギアレコード 魔法少女まどか☆マギカ外伝,ARROW,5,8,105.03122544720213,1266.625,7946.375
マジカルハロウィン ボーナストリガー,??1,1,8,98.59461860311677,-250.0,5902.875
マジカルハロウィン ボーナストリガー,??7,3,8,98.8579455086986,-112.5,6771.625
マジカルハロウィン ボーナストリガー,???,2,8,95.9105456450388,-604.125,5933.0
マタドールIII,??7,4,8,102.43453024601698,762.5,7340.125
マタドールIII,???,3,8,90.15703844406463,-306.5,4191.875
マタドールIII,ARROW,5,8,106.52383194297087,1595.75,7033.5
ミリオンゴッド‐神々の軌跡‐,??1,6,8,79.55334462731855,-4975.0,8035.875
ミリオンゴッド‐神々の軌跡‐,??7,8,8,96.58028034905642,-950.0,7716.5
ミリオンゴッド‐神々の軌跡‐,???,8,8,105.81477964115929,722.5,7688.875
ミリオンゴッド‐神々の軌跡‐,ARROW,8,8,97.67524203333224,-716.75,9058.875
ヨルムンガンド,??1,3,8,110.63449588971217,1225.0,3869.5
ヨルムンガンド,??7,5,8,100.68669224954505,-225.0,5210.625
ヨルムンガンド,???,1,8,88.89674234065566,-1652.125,4855.625
ヨルムンガンド,ARROW,8,8,97.90576054832567,-390.75,8091.0
ラブ嬢3～Wご指名はいかがですか?～,???,1,8,113.69247777572585,124.25,3233.375
ヱヴァンゲリヲン ～約束の扉～,??1,4,8,94.2333884607252,-1100.0,6999.375
ヱヴァンゲリヲン ～約束の扉～,???,5,8,102.93595511103928,627.75,7000.375
ヱヴァンゲリヲン ～約束の扉～,ARROW,8,8,101.27972030165373,333.5,7903.375
七つの魔剣が支配する,??1,1,8,92.91499428106812,-1125.0,4972.5
七つの魔剣が支配する,???,3,8,95.88505979177883,-771.125,4655.625
七つの魔剣が支配する,ARROW,2,8,102.77187963298452,775.125,7440.625
不二子BT,??1,1,8,98.86748302810896,487.5,3586.875
不二子BT,??7,2,8,98.18675369394515,-350.0,6714.125
不二子BT,???,2,8,98.03347163724214,-394.875,6777.375
不二子BT,ARROW,2,8,103.77531081041128,750.5,6829.75
主役は銭形4,??1,3,8,82.59281733985986,-737.5,2018.5
主役は銭形5,??1,5,8,93.60823765598037,-1625.0,6159.0
主役は銭形5,??7,6,8,100.89995298752363,-412.5,6602.125
主役は銭形5,???,6,8,101.74009925476811,-35.625,6143.75
主役は銭形5,ARROW,5,8,88.22383914930712,-2566.375,6956.875
交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,???,3,8,102.3531339696505,508.875,4317.0
仮面ライダー電王,??1,1,8,101.32169594663881,12.5,3105.625
仮面ライダー電王,???,1,8,115.42607139096737,1535.125,3002.75
仮面ライダー電王,ARROW,3,8,99.8442232877525,-19.75,4520.0
化物語,??1,3,8,98.82446905861104,-550.0,5553.0
化物語,??7,6,8,108.51081036626047,862.5,5563.5
化物語,???,5,8,122.11842704366084,2213.0,5002.625
化物語,ARROW,5,8,112.31412372487684,3266.375,8727.0
北斗の拳 転生の章2,??1,8,8,106.10849737535843,337.5,5004.25
北斗の拳 転生の章2,??7,8,8,94.93741167804265,-1100.0,6655.5
北斗の拳 転生の章2,???,8,8,111.37212370931525,1494.875,6128.0
北斗の拳 転生の章2,ARROW,8,8,90.53245946865181,-2487.75,8413.375
吉宗,??1,8,8,107.03468326229442,1012.5,6435.125
吉宗,???,6,8,113.48527252731618,2244.75,7043.125
吉宗,ARROW,8,8,94.38245921272588,-1183.875,7054.375
咲‐Saki‐ 頂上決戦,??1,4,8,95.99921415422538,-450.0,4267.375
咲‐Saki‐ 頂上決戦,??7,6,8,87.58562545878365,-1925.0,5261.875
咲‐Saki‐ 頂上決戦,???,3,8,104.70634205523287,785.5,3602.0
咲‐Saki‐ 頂上決戦,ARROW,2,8,96.54455825927204,-695.625,7014.375
回胴黙示録カイジ 狂宴,??1,2,8,96.45539299924674,-537.5,5887.375
回胴黙示録カイジ 狂宴,???,3,8,91.24999734578103,-1761.0,6219.875
回胴黙示録カイジ 狂宴,ARROW,6,8,99.44990176601675,-147.375,6405.625
少女☆歌劇 レヴュースタァライト ‐The SLOT‐,??1,2,8,82.24217326452816,-2900.0,5474.125
少女☆歌劇 レヴュースタァライト ‐The SLOT‐,???,2,8,101.00657353209628,608.125,4674.125
少女☆歌劇 レヴュースタァライト ‐The SLOT‐,ARROW,1,8,102.62858876901105,636.375,6339.5
戦国†恋姫,??1,1,8,103.77484758774143,762.5,4745.0
戦国†恋姫,??7,2,8,99.7364132049737,375.0,3080.0
攻殻機動隊,??1,3,8,92.23455078246285,-1187.5,5054.75
攻殻機動隊,??7,3,8,101.00507131962922,-12.5,5411.75
攻殻機動隊,???,5,8,118.3476757176606,2315.875,5184.625
攻殻機動隊,ARROW,5,8,96.80242019922106,-574.75,7546.125
新鬼武者3,??1,8,8,103.14722288922805,-12.5,5694.625
新鬼武者3,??7,8,8,92.42025592028237,-1587.5,6036.125
新鬼武者3,???,8,8,93.3377855313273,-1327.625,5484.625
新鬼武者3,ARROW,8,8,100.73186450882659,14.375,5446.625
東京リベンジャーズ,??1,8,8,99.65394485986666,112.5,8119.875
東京リベンジャーズ,??7,8,8,94.64977123511461,-1287.5,8630.375
東京リベンジャーズ,???,8,8,102.18018806258931,840.75,8613.25
東京リベンジャーズ,ARROW,8,8,100.96731543368915,192.75,8673.5
東京喰種,??1,6,8,100.2510380401411,-650.0,5818.875
東京喰種,???,6,8,107.82412744435233,739.0,5895.0
東京喰種,ARROW,8,8,113.2801298943505,3325.125,8240.25
機動戦士ガンダムSEED,??1,8,8,85.60783219612946,-2137.5,4570.0
機動戦士ガンダムSEED,???,8,8,119.44473137764375,1669.875,4980.625
機動戦士ガンダムSEED,ARROW,8,8,111.21931344517124,2887.875,8040.5
機動戦士ガンダムユニコーン 覚醒DRIVE,??1,6,8,94.5799033736913,-450.0,4144.875
機動戦士ガンダムユニコーン 覚醒DRIVE,??7,8,8,87.69142267647922,-1937.5,5165.0
機動戦士ガンダムユニコーン 覚醒DRIVE,???,8,8,94.26454549620152,-999.0,5413.5
機動戦士ガンダムユニコーン 覚醒DRIVE,ARROW,5,8,93.45218513060729,-1317.375,7474.25
沖ドキ!DUO アンコール,??1,6,8,108.88381216751121,-175.0,3030.125
沖ドキ!DUO アンコール,??7,8,8,95.98270859488704,-1112.5,4539.625
沖ドキ!DUO アンコール,???,8,8,103.60736612831064,-191.875,1883.625
沖ドキ!DUO アンコール,ARROW,8,8,108.82596014170295,1077.125,4776.875
沖ドキ!GOLD‐30,???,3,8,103.87529184460189,695.5,3551.5
沖ドキ!ゴージャス 30Φ,??1,3,8,101.96217136526153,137.5,1684.75
無職転生 ～異世界行ったら本気だす～,??1,1,8,90.14140313900386,-1437.5,5046.625
無職転生 ～異世界行ったら本気だす～,??7,4,8,91.3953168849103,-1937.5,6750.25
無職転生 ～異世界行ったら本気だす～,???,3,8,91.58618849001242,-1747.5,6226.375
無職転生 ～異世界行ったら本気だす～,ARROW,2,8,100.42303297811554,8.625,7585.875
甲鉄城のカバネリ 海門(うなと)決戦,??1,8,8,101.97355770356592,62.5,5156.625
甲鉄城のカバネリ 海門(うなと)決戦,??7,8,8,98.24168162927438,-700.0,5808.625
甲鉄城のカバネリ 海門(うなと)決戦,???,8,8,98.49712243250721,-700.75,5549.75
甲鉄城のカバネリ 海門(うなと)決戦,ARROW,8,8,103.28567148182557,734.75,8385.5
真打 吉宗,??1,4,8,89.8594404176841,-1162.5,4289.0
真打 吉宗,??7,8,8,85.28265139574766,-2125.0,4941.0
真打 吉宗,???,3,8,110.79672032145923,1712.125,4865.0
真打 吉宗,ARROW,8,8,101.0252796786134,182.375,8260.5
範馬刃牙,??1,2,8,104.66895601720765,-187.5,3894.125
範馬刃牙,??7,8,8,95.26697001861457,-925.0,5361.75
範馬刃牙,???,2,8,91.62584772295183,-1470.25,5201.625
範馬刃牙,ARROW,1,8,96.91348131656804,-488.5,6407.875
絶対衝激IV,??1,3,8,89.78282330836937,-1300.0,3516.125
絶対衝激IV,??7,4,8,110.70242101814883,312.5,3880.375
絶対衝激IV,???,2,8,111.70565087217696,1025.0,3511.5
絶対衝激IV,ARROW,2,8,100.96301019308085,98.375,5868.875
絶対衝激～PLATONIC HEART～,??1,2,8,98.49928152205199,112.5,4922.0
絶対衝激～PLATONIC HEART～,???,2,8,94.71723579536228,-845.5,5666.875
絶対衝激～PLATONIC HEART～,ARROW,2,8,101.62955827631771,542.375,5320.625
緑ドン VIVA!情熱南米編 REVIVAL,??1,5,8,108.1715788587757,600.0,5259.875
緑ドン VIVA!情熱南米編 REVIVAL,???,8,8,160.46902039764143,4319.125,4240.0
緑ドン VIVA!情熱南米編 REVIVAL,ARROW,5,8,102.03498435466554,629.875,7571.75
翔べ！ハーレムエース,??1,2,8,100.10738302793911,187.5,6370.0
花笠,??1,8,8,93.19604106409338,-687.5,4090.375
荒野のコトブキ飛行隊,??1,3,8,112.08263234595435,1125.0,2993.75
荒野のコトブキ飛行隊,??7,4,8,86.82595347282256,-2075.0,5191.5
荒野のコトブキ飛行隊,???,2,8,118.17696685298588,2312.375,4767.625
荒野のコトブキ飛行隊,ARROW,2,8,104.00677378363933,1501.125,6863.375
虚構推理,??1,2,8,90.68427143070463,-1200.0,4214.25
虚構推理,??7,5,8,83.96505676545343,-2750.0,6050.5
転生したら剣でした,??1,3,8,115.55312561694859,1037.5,3224.0
転生したら剣でした,??7,8,8,92.01866655455572,-1287.5,5264.625
転生したら剣でした,???,4,8,112.02168817325875,934.875,3605.75
転生したら剣でした,ARROW,2,8,96.65641862331329,-777.75,8068.375
鉄拳6,??1,8,8,92.97576733696627,-912.5,3995.375
鉄拳6,??7,8,8,150.771814789535,6400.0,4711.0
鉄拳6,???,8,8,83.65356644986821,-2634.25,5297.125
鉄拳6,ARROW,8,8,138.4104789516555,4065.125,4705.625
銀河英雄伝説 Die Neue These,??7,2,8,105.08620614448176,925.0,6955.375
銀河英雄伝説 Die Neue These,???,1,8,98.25999273210407,-357.625,5407.75
革命機ヴァルヴレイヴ,??7,8,8,107.6339065988913,1400.0,5673.25
革命機ヴァルヴレイヴ2,??1,8,8,95.04757212297699,-1337.5,7807.5
革命機ヴァルヴレイヴ2,??7,8,8,100.28925718548157,-137.5,7614.625
革命機ヴァルヴレイヴ2,???,8,8,91.48529071144281,-1737.75,7238.375
革命機ヴァルヴレイヴ2,ARROW,8,8,88.53392571146016,-2771.0,7501.75
麻雀格闘倶楽部 覚醒,??7,1,8,88.86803159653422,-800.0,2783.25
麻雀物語,??1,3,8,91.62112333613172,-1775.0,7478.375
麻雀物語,???,3,8,96.40314612210503,-843.375,7575.5
麻雀物語,ARROW,2,8,102.26609413111835,656.625,7853.25
