hall,machine_name,hall_count,units,occupancy_pct,days_observed,avg_kaiwari,avg_diff,avg_games,win_rate_pct
ARROW,スマート沖スロ スターハナハナ,2,3,1.8292682926829267,8,101.87343629585564,419.25,6423.875,50.0
ARROW,ありふれた職業で世界最強,6,5,3.048780487804878,8,101.73006396563207,112.5,7626.375,37.5
ARROW,絶対衝激～PLATONIC HEART～,7,2,1.2195121951219512,8,101.62955827631771,542.375,5320.625,62.5
ARROW,スマスロ サンダーV,9,2,1.2195121951219512,8,101.51868676303505,356.625,6906.375,62.5
ARROW,わたしの幸せな結婚,7,1,0.6097560975609756,8,101.49400650452523,160.875,7584.125,62.5
ARROW,ヱヴァンゲリヲン ～約束の扉～,8,8,4.878048780487805,8,101.27972030165373,333.5,7903.375,37.5
ARROW, サラリーマン金太郎,7,5,3.048780487804878,8,101.19083116101521,196.375,6576.5,50.0
ARROW,真打 吉宗,9,8,4.878048780487805,8,101.0252796786134,182.375,8260.5,50.0
ARROW,東京リベンジャーズ,9,8,4.878048780487805,8,100.96731543368915,192.75,8673.5,37.5
ARROW,絶対衝激IV,9,2,1.2195121951219512,8,100.96301019308085,98.375,5868.875,37.5
ARROW,スーパーリオエース2,9,2,1.2195121951219512,8,100.89461343785189,210.0,8001.75,50.0
ARROW,新鬼武者3,9,8,4.878048780487805,8,100.73186450882659,14.375,5446.625,50.0
ARROW,無職転生 ～異世界行ったら本気だす～,8,2,1.2195121951219512,8,100.42303297811554,8.625,7585.875,25.0
ARROW,アレックス ブライト,8,2,1.2195121951219512,8,100.2796390255201,140.75,6315.625,50.0
ARROW,プリズムナナ,6,1,0.6097560975609756,8,100.2063958028452,-54.875,5480.875,50.0
ARROW,仮面ライダー電王,4,3,1.8292682926829267,8,99.8442232877525,-19.75,4520.0,50.0
ARROW,LBニューパルサー,3,5,3.048780487804878,8,99.73028911464209,398.0,6493.0,50.0
ARROW,Sister Quest,5,1,0.6097560975609756,8,99.69141395935836,163.125,7410.25,50.0
ARROW,スマスロ ハナビ,8,5,3.048780487804878,8,99.6777332328741,249.375,7196.25,50.0
ARROW,回胴黙示録カイジ 狂宴,7,6,3.6585365853658534,8,99.44990176601675,-147.375,6405.625,50.0
ARROW,ネオプラネット,8,5,3.048780487804878,8,99.37593274339665,74.0,6022.375,25.0
ARROW,ドッチ,7,2,1.2195121951219512,8,98.57249269324053,-312.75,5719.25,50.0
ARROW,ネオアイムジャグラーEX,9,8,4.878048780487805,8,98.40302671647581,-344.0,7575.625,62.5
ARROW,ヨルムンガンド,9,8,4.878048780487805,8,97.90576054832567,-390.75,8091.0,25.0
ARROW,タクトオーパス デスティニー,8,1,0.6097560975609756,8,97.87370661849884,-222.375,8180.25,25.0
ARROW,ディスクアップ ULTRAREMIX,6,1,0.6097560975609756,8,97.83652418074224,-285.5,6223.5,50.0
ARROW,シン・エヴァンゲリオン,7,8,4.878048780487805,8,97.77851182316617,-584.375,8128.25,25.0
ARROW,ミリオンゴッド‐神々の軌跡‐,9,8,4.878048780487805,8,97.67524203333224,-716.75,9058.875,50.0
ARROW,スマート沖スロ ニューキングハナハナV,4,5,3.048780487804878,8,97.5415096063793,120.5,5980.875,37.5
ARROW,スーパーブラックジャック,7,8,4.878048780487805,8,96.97519921856114,-825.375,8268.375,37.5
ARROW,範馬刃牙,8,1,0.6097560975609756,8,96.91348131656804,-488.5,6407.875,25.0
ARROW,攻殻機動隊,9,5,3.048780487804878,8,96.80242019922106,-574.75,7546.125,37.5
ARROW,転生したら剣でした,8,2,1.2195121951219512,8,96.65641862331329,-777.75,8068.375,50.0
ARROW,咲‐Saki‐ 頂上決戦,9,2,1.2195121951219512,8,96.54455825927204,-695.625,7014.375,37.5
ARROW,ULTRAMAN,6,2,1.2195121951219512,8,96.06009043845559,36.125,2520.875,37.5
ARROW,バベル,9,1,0.6097560975609756,8,96.03466542169826,-269.125,5240.0,37.5
ARROW,ゴブリンスレイヤーII,8,8,4.878048780487805,8,95.67698277692006,-788.5,8307.25,25.0
ARROW,スマスロ秘宝伝,9,5,3.048780487804878,8,95.47316764217231,-931.0,6306.875,50.0
ARROW,とある科学の超電磁砲2,9,5,3.048780487804878,8,94.89798363587994,-1157.75,7546.75,37.5
ARROW,吉宗,6,8,4.878048780487805,8,94.38245921272588,-1183.875,7054.375,37.5
ARROW,スマスロ ドルアーガの塔,7,2,1.2195121951219512,8,94.25761962433955,-782.75,5886.375,37.5
ARROW,機動戦士ガンダムユニコーン 覚醒DRIVE,9,5,3.048780487804878,8,93.45218513060729,-1317.375,7474.25,25.0
ARROW, ULTRAMAN,4,2,1.2195121951219512,8,92.90086387070596,-674.5,4329.25,37.5
ARROW,ギルティクラウン2,8,3,1.8292682926829267,8,92.85500154179873,-1557.875,7245.0,12.5
ARROW,デビル メイ クライ 5,8,8,4.878048780487805,8,92.73493017798263,-1632.375,8000.625,25.0
ARROW,A‐SLOT+ 異世界かるてっと,9,1,0.6097560975609756,8,92.63115166677379,-1416.375,6722.375,12.5
ARROW,北斗の拳 転生の章2,9,8,4.878048780487805,8,90.53245946865181,-2487.75,8413.375,25.0
ARROW,うしおととら 白面決戦,7,2,1.2195121951219512,8,90.14173336329272,-1809.875,6107.25,12.5
ARROW,革命機ヴァルヴレイヴ2,9,8,4.878048780487805,8,88.53392571146016,-2771.0,7501.75,12.5
ARROW,アクダマドライブ,4,1,0.6097560975609756,8,88.5223771154678,-2000.5,5781.75,25.0
ARROW,主役は銭形5,9,5,3.048780487804878,8,88.22383914930712,-2566.375,6956.875,25.0
みとや,緑ドン VIVA!情熱南米編 REVIVAL,8,8,5.442176870748299,8,160.46902039764143,4319.125,4240.0,50.0
みとや,ゴジラ,6,1,0.6802721088435374,8,133.57712994541677,3163.5,4238.25,75.0
みとや,化物語,9,5,3.4013605442176873,8,122.11842704366084,2213.0,5002.625,75.0
みとや,機動戦士ガンダムSEED,8,8,5.442176870748299,8,119.44473137764375,1669.875,4980.625,75.0
みとや,攻殻機動隊,9,5,3.4013605442176873,8,118.3476757176606,2315.875,5184.625,50.0
みとや,荒野のコトブキ飛行隊,8,2,1.3605442176870748,8,118.17696685298588,2312.375,4767.625,62.5
みとや,マギアレコード 魔法少女まどか☆マギカ外伝,8,6,4.081632653061225,8,117.06342239081629,461.75,5356.875,25.0
みとや,デビル メイ クライ5 スタイリッシュトライブ,8,3,2.0408163265306123,8,116.9270374781862,2463.375,4769.25,75.0
みとや,仮面ライダー電王,4,1,0.6802721088435374,8,115.42607139096737,1535.125,3002.75,62.5
みとや,スーパーブラックジャック,7,8,5.442176870748299,8,114.51570371195969,1996.0,5579.5,62.5
みとや,にゃんこ大戦争 超神速,6,3,2.0408163265306123,8,114.03848002283799,2427.375,6830.75,62.5
みとや,ラブ嬢3～Wご指名はいかがですか?～,2,1,0.6802721088435374,8,113.69247777572585,124.25,3233.375,37.5
みとや,吉宗,6,6,4.081632653061225,8,113.48527252731618,2244.75,7043.125,62.5
みとや,転生したら剣でした,8,4,2.7210884353741496,8,112.02168817325875,934.875,3605.75,50.0
みとや,絶対衝激IV,9,2,1.3605442176870748,8,111.70565087217696,1025.0,3511.5,75.0
みとや,北斗の拳 転生の章2,9,8,5.442176870748299,8,111.37212370931525,1494.875,6128.0,62.5
みとや,真打 吉宗,9,3,2.0408163265306123,8,110.79672032145923,1712.125,4865.0,50.0
みとや,タクトオーパス デスティニー,8,1,0.6802721088435374,8,108.02745113472822,660.375,3770.5,50.0
みとや,ありふれた職業で世界最強,6,4,2.7210884353741496,8,107.92178801308096,1081.25,5684.5,62.5
みとや,東京喰種,7,6,4.081632653061225,8,107.82412744435233,739.0,5895.0,37.5
みとや,サラリーマン金太郎～MAX～,6,1,0.6802721088435374,8,107.47446756909731,1144.875,5602.375,50.0
みとや,ガールズ&パンツァー 最終章,3,3,2.0408163265306123,8,106.13148390206398,160.25,3360.375,50.0
みとや,ミリオンゴッド‐神々の軌跡‐,9,8,5.442176870748299,8,105.81477964115929,722.5,7688.875,37.5
みとや,チバリヨ2プラス,4,4,2.7210884353741496,8,105.54026141626207,475.75,3139.0,50.0
みとや,ToLOVEるダークネス TRANCE ver.8.7,6,3,2.0408163265306123,8,105.30824742187563,847.75,4681.125,50.0
みとや,シン・エヴァンゲリオン,7,4,2.7210884353741496,8,104.9027279889883,868.0,6483.0,37.5
みとや,咲‐Saki‐ 頂上決戦,9,3,2.0408163265306123,8,104.70634205523287,785.5,3602.0,62.5
みとや,ディスクアップ ULTRAREMIX,6,3,2.0408163265306123,8,104.05282875494554,694.0,6872.125,75.0
みとや,ソードアート・オンライン,1,3,2.0408163265306123,8,104.00526621116035,781.625,2427.875,62.5
みとや,沖ドキ!GOLD‐30,1,3,2.0408163265306123,8,103.87529184460189,695.5,3551.5,37.5
みとや,沖ドキ!DUO アンコール,7,8,5.442176870748299,8,103.60736612831064,-191.875,1883.625,25.0
みとや,バイオハザード RE:3,9,8,5.442176870748299,8,103.0840137003629,-198.125,4327.25,25.0
みとや,SHAKE BONUS TRIGGER,9,2,1.3605442176870748,8,103.04344042630845,735.625,5879.5,62.5
みとや,ヱヴァンゲリヲン ～約束の扉～,8,5,3.4013605442176873,8,102.93595511103928,627.75,7000.375,50.0
みとや,ネオプラネット,8,2,1.3605442176870748,8,102.70189375616398,824.0,5766.25,50.0
みとや,スマスロ ハナビ,8,4,2.7210884353741496,8,102.38793389269834,545.375,6361.75,50.0
みとや,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,1,3,2.0408163265306123,8,102.3531339696505,508.875,4317.0,62.5
みとや,ダーリン・イン・ザ・フランキス,9,8,5.442176870748299,8,102.34780778348212,184.75,5889.25,37.5
みとや,うみねこのなく頃に2,8,2,1.3605442176870748,8,102.33913541343891,426.0,6508.375,75.0
みとや,東京リベンジャーズ,9,8,5.442176870748299,8,102.18018806258931,840.75,8613.25,50.0
みとや,1000ちゃんA,3,1,0.6802721088435374,8,101.99749927686356,405.125,4872.125,50.0
みとや,主役は銭形5,9,6,4.081632653061225,8,101.74009925476811,-35.625,6143.75,25.0
みとや,アレックス ブライト,8,4,2.7210884353741496,8,101.7124590749544,514.375,7584.375,62.5
みとや,LB SHAKE BONUS TRIGGER,1,2,1.3605442176870748,2,101.64276253268923,335.0,6428.5,50.0
みとや,いざ!番長,5,4,2.7210884353741496,8,101.33114999598146,46.375,5616.5,50.0
みとや,スマスロ炎炎ノ消防隊2,9,5,3.4013605442176873,8,101.32561027779664,68.375,7036.375,25.0
みとや,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,7,2,1.3605442176870748,8,101.00657353209628,608.125,4674.125,50.0
みとや,1000ちゃん,3,1,0.6802721088435374,5,100.6915267120223,205.4,5240.8,40.0
みとや,A‐SLOT+ 異世界かるてっと,9,2,1.3605442176870748,8,100.43965057200015,381.75,5543.0,50.0
みとや,ゴブリンスレイヤーII,8,3,2.0408163265306123,8,99.77492522597383,-461.625,5009.875,37.5
みとや,とある科学の超電磁砲2,9,3,2.0408163265306123,8,99.73308955907706,-37.375,4759.75,37.5
みとや,うしおととら 白面決戦,7,1,0.6802721088435374,8,99.71193080101989,598.0,4137.125,37.5
みとや,ビッグドリーム THE GOLDEN PUSHER,8,5,3.4013605442176873,8,98.8251800662808,-382.0,5483.75,50.0
みとや,甲鉄城のカバネリ 海門(うなと)決戦,9,8,5.442176870748299,8,98.49712243250721,-700.75,5549.75,50.0
みとや,ネオアイムジャグラーEX,9,7,4.761904761904762,8,98.27004933914137,-61.25,7677.375,50.0
みとや,銀河英雄伝説 Die Neue These,3,1,0.6802721088435374,8,98.25999273210407,-357.625,5407.75,12.5
みとや,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,9,3,2.0408163265306123,8,98.1737918326752,-438.125,7403.75,37.5
みとや,アズールレーン THE ANIMATION,9,3,2.0408163265306123,8,98.11090992705701,-626.5,4552.625,37.5
みとや,不二子BT,9,2,1.3605442176870748,8,98.03347163724214,-394.875,6777.375,37.5
みとや,スーパーリオエース2,9,4,2.7210884353741496,8,97.90323177028864,-428.375,7045.375,50.0
みとや,スマスロ秘宝伝,9,5,3.4013605442176873,8,97.82954426066561,-299.25,5849.5,37.5
みとや,GALFY,2,1,0.6802721088435374,8,97.6120354359425,28.625,5602.875,50.0
みとや,わたしの幸せな結婚,7,2,1.3605442176870748,8,97.58717389328164,128.625,4244.125,37.5
みとや,シャーマンキング,6,4,2.7210884353741496,8,97.29631226131258,-988.625,5058.375,37.5
みとや,いざ！番長,8,4,2.7210884353741496,8,97.15757597133153,-607.125,5766.75,37.5
みとや,デビル メイ クライ 5,8,3,2.0408163265306123,8,96.7917311017044,-983.125,5770.0,25.0
みとや,麻雀物語,8,3,2.0408163265306123,8,96.40314612210503,-843.375,7575.5,50.0
みとや,マジカルハロウィン ボーナストリガー,6,2,1.3605442176870748,8,95.9105456450388,-604.125,5933.0,25.0
みとや,七つの魔剣が支配する,7,3,2.0408163265306123,8,95.88505979177883,-771.125,4655.625,25.0
みとや,ニューパルサーBT,8,3,2.0408163265306123,8,95.57712155209457,84.25,3460.0,50.0
みとや,ドッチ,7,2,1.3605442176870748,8,95.12754391386026,-879.625,4857.875,12.5
みとや,スマスロ サンダーV,9,4,2.7210884353741496,8,95.08050344800466,-677.125,5948.25,25.0
みとや,LBニューパルサー,3,3,2.0408163265306123,8,95.06891494759105,-489.0,5600.625,37.5
みとや,ようこそ実力至上主義の教室へ,8,2,1.3605442176870748,8,94.83544204890282,-690.5,4321.375,37.5
みとや,絶対衝激～PLATONIC HEART～,7,2,1.3605442176870748,8,94.71723579536228,-845.5,5666.875,12.5
みとや,機動戦士ガンダムユニコーン 覚醒DRIVE,9,8,5.442176870748299,8,94.26454549620152,-999.0,5413.5,50.0
みとや,バイオハザード5,7,4,2.7210884353741496,8,94.16773531788202,-1253.0,5512.0,25.0
みとや,スマート沖スロ ニューキングハナハナV,4,3,2.0408163265306123,8,93.81447888258471,-558.25,4576.75,37.5
みとや,少女☆歌劇レヴュースタァライト,1,2,1.3605442176870748,2,93.81420985085421,-1228.0,6464.5,50.0
みとや,ギルティクラウン2,8,4,2.7210884353741496,8,93.6631167039558,-1139.25,5164.875,37.5
みとや,バベル,9,3,2.0408163265306123,8,93.41834995670598,-315.0,2901.0,25.0
みとや,新鬼武者3,9,8,5.442176870748299,8,93.3377855313273,-1327.625,5484.625,25.0
みとや,バーニングエクスプレス,7,3,2.0408163265306123,8,92.44953664239216,-1040.125,5189.75,25.0
みとや,範馬刃牙,8,2,1.3605442176870748,8,91.62584772295183,-1470.25,5201.625,12.5
みとや,アイドルマスター ミリオンライブ！ ネクストプロローグ,8,5,3.4013605442176873,8,91.60493059696914,-1339.75,5019.625,25.0
みとや,無職転生 ～異世界行ったら本気だす～,8,3,2.0408163265306123,8,91.58618849001242,-1747.5,6226.375,37.5
みとや,革命機ヴァルヴレイヴ2,9,8,5.442176870748299,8,91.48529071144281,-1737.75,7238.375,37.5
みとや,回胴黙示録カイジ 狂宴,7,3,2.0408163265306123,8,91.24999734578103,-1761.0,6219.875,25.0
みとや,ナイツ,1,1,0.6802721088435374,8,91.20958777050792,-1091.5,4378.5,12.5
みとや, サラリーマン金太郎,7,1,0.6802721088435374,8,90.99866949595368,-1226.0,4412.0,37.5
みとや,ULTRAMAN,6,1,0.6802721088435374,8,90.683631034209,-616.125,2447.75,37.5
みとや,スマスロ ドルアーガの塔,7,3,2.0408163265306123,8,90.27440221626159,-1062.125,4376.375,25.0
みとや,マタドールIII,8,3,2.0408163265306123,8,90.15703844406463,-306.5,4191.875,37.5
みとや, ULTRAMAN,4,1,0.6802721088435374,5,89.3090989001222,-984.8,3489.6,20.0
みとや,ヨルムンガンド,9,1,0.6802721088435374,8,88.89674234065566,-1652.125,4855.625,25.0
みとや,チバリヨ2,2,4,2.7210884353741496,8,87.81372896946628,-526.125,3138.25,25.0
みとや,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,3,1,0.6802721088435374,8,87.73330231273148,-1808.5,4395.75,12.5
みとや,鉄拳6,9,8,5.442176870748299,8,83.65356644986821,-2634.25,5297.125,0.0
蒲田一,アズールレーン THE ANIMATION,9,3,1.639344262295082,8,127.13769919005729,2287.5,2708.625,50.0
蒲田一,アイドルマスター ミリオンライブ！ ネクストプロローグ,8,3,1.639344262295082,8,123.18056909979516,1475.0,3354.5,50.0
蒲田一,チバリヨ2,2,6,3.278688524590164,8,120.36742496382044,2125.0,3874.875,62.5
蒲田一,転生したら剣でした,8,3,1.639344262295082,8,115.55312561694859,1037.5,3224.0,50.0
蒲田一,とある科学の超電磁砲2,9,3,1.639344262295082,8,115.13827876130568,937.5,3823.125,50.0
蒲田一,ギルティクラウン2,8,3,1.639344262295082,8,114.59264175027451,1287.5,4450.125,62.5
蒲田一,荒野のコトブキ飛行隊,8,3,1.639344262295082,8,112.08263234595435,1125.0,2993.75,37.5
蒲田一,バイオハザード RE:3,9,5,2.73224043715847,8,110.8676819540679,112.5,3694.375,50.0
蒲田一,ヨルムンガンド,9,3,1.639344262295082,8,110.63449588971217,1225.0,3869.5,50.0
蒲田一,にゃんこ大戦争 超神速,6,3,1.639344262295082,8,109.44750878229203,2025.0,6751.875,37.5
蒲田一,SHAKE BONUS TRIGGER,9,2,1.092896174863388,8,109.03774785017669,1087.5,4012.0,75.0
蒲田一,沖ドキ!DUO アンコール,7,6,3.278688524590164,8,108.88381216751121,-175.0,3030.125,50.0
蒲田一,緑ドン VIVA!情熱南米編 REVIVAL,8,5,2.73224043715847,8,108.1715788587757,600.0,5259.875,37.5
蒲田一,吉宗,6,8,4.371584699453552,8,107.03468326229442,1012.5,6435.125,37.5
蒲田一,ULTRAMAN,6,2,1.092896174863388,8,106.90404878517623,1025.0,3224.75,62.5
蒲田一,北斗の拳 転生の章2,9,8,4.371584699453552,8,106.10849737535843,337.5,5004.25,25.0
蒲田一,範馬刃牙,8,2,1.092896174863388,8,104.66895601720765,-187.5,3894.125,37.5
蒲田一,サラリーマン金太郎～MAX～,6,1,0.546448087431694,8,103.81773831958965,550.0,4942.625,37.5
蒲田一,ようこそ実力至上主義の教室へ,8,3,1.639344262295082,8,103.80436437434048,487.5,4626.0,37.5
蒲田一,戦国†恋姫,3,1,0.546448087431694,8,103.77484758774143,762.5,4745.0,87.5
蒲田一,スマスロ炎炎ノ消防隊2,9,5,2.73224043715847,8,103.26636466048951,337.5,6347.875,50.0
蒲田一,新鬼武者3,9,8,4.371584699453552,8,103.14722288922805,-12.5,5694.625,25.0
蒲田一,スマート沖スロ ドラゴンハナハナ～閃光～,1,4,2.185792349726776,8,102.90297308158132,762.5,6940.0,62.5
蒲田一,シン・エヴァンゲリオン,7,4,2.185792349726776,8,102.82648009012688,375.0,6832.625,50.0
蒲田一,ゴジラ,6,3,1.639344262295082,8,101.98086420542631,-225.0,5706.5,25.0
蒲田一,甲鉄城のカバネリ 海門(うなと)決戦,9,8,4.371584699453552,8,101.97355770356592,62.5,5156.625,50.0
蒲田一,沖ドキ!ゴージャス 30Φ,1,3,1.639344262295082,8,101.96217136526153,137.5,1684.75,50.0
蒲田一,マギアレコード 魔法少女まどか☆マギカ外伝,8,6,3.278688524590164,8,101.68960420796802,-900.0,5550.75,12.5
蒲田一,仮面ライダー電王,4,1,0.546448087431694,8,101.32169594663881,12.5,3105.625,50.0
蒲田一,うしおととら 白面決戦,7,1,0.546448087431694,8,101.22200430436472,-12.5,5069.125,37.5
蒲田一,タクトオーパス デスティニー,8,1,0.546448087431694,8,101.19536449766457,175.0,3608.375,37.5
蒲田一,バイオハザード5,7,6,3.278688524590164,8,100.94683110369786,-300.0,5282.25,25.0
蒲田一,スマスロ サンダーV,9,2,1.092896174863388,8,100.45618642774151,462.5,5176.5,50.0
蒲田一,LB翔べ!ハーレムエースCF,1,2,1.092896174863388,8,100.33733028560727,225.0,4042.25,50.0
蒲田一,東京喰種,7,6,3.278688524590164,8,100.2510380401411,-650.0,5818.875,25.0
蒲田一,翔べ！ハーレムエース,4,2,1.092896174863388,8,100.10738302793911,187.5,6370.0,37.5
蒲田一,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,9,3,1.639344262295082,8,100.07587450328973,150.0,6937.875,50.0
蒲田一,デビル メイ クライ5 スタイリッシュトライブ,8,5,2.73224043715847,8,99.73080670845145,-262.5,5219.0,50.0
蒲田一,東京リベンジャーズ,9,8,4.371584699453552,8,99.65394485986666,112.5,8119.875,50.0
蒲田一,ネオアイムジャグラーEX,9,3,1.639344262295082,8,99.44326863920766,125.0,6811.75,62.5
蒲田一,ゴブリンスレイヤーII,8,5,2.73224043715847,8,99.33496275835603,600.0,3955.625,37.5
蒲田一,アレックス ブライト,8,1,0.546448087431694,8,98.95017328376726,-100.0,6648.25,37.5
蒲田一,不二子BT,9,1,0.546448087431694,8,98.86748302810896,487.5,3586.875,62.5
蒲田一,化物語,9,3,1.639344262295082,8,98.82446905861104,-550.0,5553.0,50.0
蒲田一,マジカルハロウィン ボーナストリガー,6,1,0.546448087431694,8,98.59461860311677,-250.0,5902.875,50.0
蒲田一,絶対衝激～PLATONIC HEART～,7,2,1.092896174863388,8,98.49928152205199,112.5,4922.0,37.5
蒲田一,/いざ番長/SB8,1,4,2.185792349726776,8,97.77912463738278,-900.0,5920.25,12.5
蒲田一,うみねこのなく頃に2,8,1,0.546448087431694,8,97.60507698514921,-300.0,6529.25,37.5
蒲田一,ありふれた職業で世界最強,6,4,2.185792349726776,8,97.16874862044472,37.5,4334.125,25.0
蒲田一,回胴黙示録カイジ 狂宴,7,2,1.092896174863388,8,96.45539299924674,-537.5,5887.375,12.5
蒲田一,咲‐Saki‐ 頂上決戦,9,4,2.185792349726776,8,95.99921415422538,-450.0,4267.375,37.5
蒲田一,ダーリン・イン・ザ・フランキス,9,4,2.185792349726776,8,95.86360315709436,-612.5,5282.0,50.0
蒲田一,LBニューパルサーBTC9,1,4,2.185792349726776,8,95.6902828295578,-12.5,4046.5,25.0
蒲田一,ネオプラネット,8,2,1.092896174863388,8,95.66190343435133,-312.5,4698.375,37.5
蒲田一,スマスロ ハナビ,8,3,1.639344262295082,8,95.66123337695274,-325.0,4536.125,12.5
蒲田一,革命機ヴァルヴレイヴ2,9,8,4.371584699453552,8,95.04757212297699,-1337.5,7807.5,37.5
蒲田一,いざ！番長,8,4,2.185792349726776,8,95.02227115437019,-1262.5,6131.625,25.0
蒲田一,ニューパルサーBT,8,4,2.185792349726776,8,94.89210268724014,-250.0,4974.5,37.5
蒲田一,機動戦士ガンダムユニコーン 覚醒DRIVE,9,6,3.278688524590164,8,94.5799033736913,-450.0,4144.875,37.5
蒲田一,/ギルティクラウン2/XF,1,3,1.639344262295082,8,94.4235126859395,-962.5,4938.625,25.0
蒲田一,プリズムナナ,6,3,1.639344262295082,8,94.33741887528043,-500.0,4153.125,25.0
蒲田一,ヱヴァンゲリヲン ～約束の扉～,8,4,2.185792349726776,8,94.2333884607252,-1100.0,6999.375,12.5
蒲田一,HEY！エリートサラリーマン鏡,1,3,1.639344262295082,8,94.13431879283479,-225.0,4759.125,25.0
蒲田一,デビル メイ クライ 5,8,5,2.73224043715847,8,94.11110891686323,-1125.0,5092.375,25.0
蒲田一,スマスロ秘宝伝,9,3,1.639344262295082,8,93.9695112765459,-800.0,4869.25,50.0
蒲田一,ディスクアップ ULTRAREMIX,6,1,0.546448087431694,8,93.8711740847859,-112.5,3309.375,62.5
蒲田一,主役は銭形5,9,5,2.73224043715847,8,93.60823765598037,-1625.0,6159.0,37.5
蒲田一,A‐SLOT+ 異世界かるてっと,9,1,0.546448087431694,8,93.45612904491931,-462.5,4685.875,25.0
蒲田一,パチスロULTRAMAN-KE,1,2,1.092896174863388,8,93.37847807964485,12.5,1567.375,25.0
