hall,machine_name,median_count,n_days,count_group
楽園,絶対衝激III,3.0,1,XXS
楽園,絶対衝激IV,3.0,126,XXS
楽園,絶対衝激～PLATONIC HEART～,3.0,112,XXS
楽園,翔べ!ハーレムエース,3.0,4,XXS
楽園,聖闘士星矢 海皇覚醒 CUSTOM EDITION,3.0,287,XXS
楽園,鬼武者3,3.0,60,XXS
楽園,一方通行 とある魔術の禁書目録,3.5,130,XS
楽園, サラリーマン金太郎,4.0,101,XS
楽園,BIRDIE WING ‐Golf Girls' Story‐,4.0,14,XS
楽園,HEY！エリートサラリーマン鏡,4.0,491,XS
楽園,ToLOVEるダークネス TRANCE ver.8.7,4.0,303,XS
楽園,いざ！番長,4.0,338,XS
楽園,うしおととら 白面決戦,4.0,35,XS
楽園,うみねこのなく頃に2,4.0,140,XS
楽園,この素晴らしい世界に祝福を！,4.0,525,XS
楽園,にゃんこ大戦争 超神速,4.0,93,XS
楽園,ようこそ実力至上主義の教室へ,4.0,117,XS
楽園,わたしの幸せな結婚,4.0,110,XS
楽園,アレックス ブライト,4.0,350,XS
楽園,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,4.0,287,XS
楽園,ジャグラーガールズ,4.0,535,XS
楽園,スマスロキングパルサー,4.0,31,XS
楽園,ダーリン・イン・ザ・フランキス,4.0,90,XS
楽園,デビル メイ クライ5 スタイリッシュトライブ,4.0,249,XS
楽園,ネオプラネット,4.0,198,XS
楽園,バイオハザード5,4.0,446,XS
楽園,ルパン三世 大航海者の秘宝,4.0,295,XS
楽園,主役は銭形5,4.0,248,XS
楽園,押忍！番長4,4.0,452,XS
楽園,機動戦士ガンダムSEED,4.0,117,XS
楽園,無職転生 ～異世界行ったら本気だす～,4.0,181,XS
楽園,緑ドン VIVA!情熱南米編 REVIVAL,4.0,154,XS
楽園,聖戦士ダンバイン,4.0,255,XS
楽園,荒野のコトブキ飛行隊,4.0,26,XS
楽園,転生したら剣でした,4.0,272,XS
楽園,頭文字D 2nd,4.0,236,XS
楽園,麻雀物語,4.0,186,XS
楽園,Re:ゼロから始める異世界生活 season2,5.0,88,XS
楽園,ToLOVEるダークネス,5.0,342,XS
楽園,アイドルマスター ミリオンライブ！ ネクストプロローグ,5.0,106,XS
楽園,ゴッドイーター リザレクション,5.0,532,XS
楽園,スマート沖スロ スターハナハナ,5.0,344,XS
楽園,バイオハザード RE:2,5.0,502,XS
楽園,バンドリ！,5.0,212,XS
楽園,ファミスタ回胴版!!,5.0,477,XS
楽園,ヨルムンガンド,5.0,75,XS
楽園,ヱヴァンゲリヲン ～約束の扉～,5.0,304,XS
楽園,劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,5.0,201,XS
楽園,押忍!番長ZERO,5.0,528,XS
楽園,新鬼武者2,5.0,515,XS
楽園,沖ドキ!DUO アンコール,5.0,155,XS
楽園,真打 吉宗,5.0,77,XS
楽園,とある科学の超電磁砲2,6.0,222,XS
楽園,クランキークレスト,6.0,533,XS
楽園,サラリーマン金太郎～MAX～,6.0,14,XS
楽園,スマスロ サンダーV,6.0,112,XS
楽園,スーパーブラックジャック,6.0,498,XS
楽園,バーサスリヴァイズ,6.0,535,XS
楽園,ファンキージャグラー2,6.0,535,XS
楽園,吉宗,6.0,341,XS
楽園,戦国乙女4 戦乱に閃く炯眼の軍師,6.0,528,XS
楽園,沖ドキ!BLACK,6.0,535,XS
楽園,甲鉄城のカバネリ,6.0,534,XS
楽園,鉄拳6,6.0,165,XS
楽園,ディスクアップ ULTRAREMIX,8.0,514,S
楽園,ニューキングハナハナV‐30,8.0,168,S
楽園,モンスターハンターライズ,8.0,533,S
楽園,ゴブリンスレイヤーII,9.0,100,S
楽園,スマスロ ハナビ,9.0,140,S
楽園,マギアレコード 魔法少女まどか☆マギカ外伝,9.0,439,S
楽園,新鬼武者3,9.0,255,S
楽園,機動戦士ガンダムユニコーン 覚醒DRIVE,9.0,52,S
楽園,沖ドキ!GOLD‐30,9.0,377,S
楽園,痛いのは嫌なので防御力に極振りしたいと思います。,9.0,535,S
楽園,革命機ヴァルヴレイヴ,9.0,308,S
楽園,スマスロ炎炎ノ消防隊2,10.0,139,S
楽園,ハッピージャグラーVIII,10.0,535,S
楽園,バイオハザード RE:3,10.0,41,S
楽園,新ハナビ,10.0,535,S
楽園,かぐや様は告らせたい,11.0,521,M
楽園,からくりサーカス,11.0,519,M
楽園,モンキーターンV,11.0,535,M
楽園,スーパーリオエース2,12.0,41,M
楽園,ソードアート・オンラインII,12.0,14,M
楽園,ダンベル何キロ持てる？,12.0,144,M
楽園,化物語,12.0,196,M
楽園,東京リベンジャーズ,12.0,280,M
楽園,東京喰種,12.0,501,M
楽園,革命機ヴァルヴレイヴ2,12.0,227,M
楽園,キングハナハナ-30,13.0,535,M
楽園,ゴーゴージャグラー3,14.0,535,M
楽園,ミリオンゴッド‐神々の軌跡‐,16.0,63,L
楽園,甲鉄城のカバネリ 海門(うなと)決戦,16.0,112,L
楽園,マイジャグラーV,20.0,535,L
楽園,北斗の拳 転生の章2,20.0,168,L
楽園,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE‐ART,21.0,535,L
楽園,戦国乙女5 業火を穿つ宿焔の双刃,22.0,14,L
楽園,アイムジャグラーEX-TP,27.0,305,XL
楽園,ネオアイムジャグラーEX,27.0,266,XL
楽園,スマスロ北斗の拳,33.0,534,XL
