date,weekday,best_row_group,best_row_mean,all_rows_mean,row_concentration_ratio,gini_above_mean,n_row_groups
2025-10-22,水,256,3103.5,55.52175101430636,55.89701231145101,0.3410166240409207,170
2025-10-23,木,340,2450.0,22.054299593387515,111.0894494574916,0.376841224294596,170
2025-10-24,金,51,1899.2,26.482061065599147,71.71647234312543,0.3344609231794702,170
2025-10-25,土,241,1350.0,-125.65362292004086,-10.743820740123558,0.34742535311997136,170
2025-10-26,日,239,5200.0,78.17805806798239,66.51482690294203,0.3485884406118469,170
2025-10-27,月,340,4000.0,79.43659875878156,50.354623215257035,0.3669878296146045,170
2025-10-28,火,304,2600.0,-39.934355924855865,-65.10684696887056,0.3691048187712833,170
2025-10-29,水,257,2107.75,47.60242221584107,44.27820900463729,0.34174500422178444,170
2025-10-30,木,239,9400.0,234.86888314975565,40.02233022075738,0.39736014079249116,170
2025-10-31,金,260,3989.0,63.997104510334076,62.33094497823518,0.3411103767349637,170
2025-11-01,土,303,3130.0,151.11071040002827,20.71329022088572,0.3410377358490566,170
2025-11-02,日,340,3200.0,97.47919541654161,32.827517567476555,0.3708387613989379,170
2025-11-03,月,260,1803.0,-78.70062801390874,-22.90960117473721,0.34754243199255996,170
